accession	organism	vclass	cell	cell_status	contig	start	end	region_kind	assigned_clade	window	n_genes_on_contig	contig_extent_bp	n_flanks	n_keys	reached	why
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01044297.1	1091	11058	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01044297.1	1091	11058	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01090406.1	4180	20101	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01090406.1	4180	20101	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01314767.1	209	1833	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01314767.1	209	1833	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01319799.1	17	3411	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01319799.1	17	3411	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01303555.1	480	689	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01303555.1	480	689	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01317989.1	1138	2297	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01317989.1	1138	2297	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01107487.1	1149	1421	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01107487.1	1149	1421	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01302251.1	188	531	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01302251.1	188	531	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01301934.1	400	621	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01301934.1	400	621	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01212629.1	39	215	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01212629.1	39	215	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01309985.1	1584	1751	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR1	tblastn_trace	WEIS01309985.1	1584	1751	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01072460.1	712	12495	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01072460.1	712	12495	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01044122.1	9142	10635	rescue_regions	ITPR2	fixed10	1	10635	0	0	0	too_few_keys
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01044122.1	9142	10635	rescue_regions	ITPR2	informative10	1	10635	0	0	0	too_few_keys
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01188287.1	3	191	ambiguous_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01188287.1	3	191	ambiguous_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01302558.1	885	1094	ambiguous_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01302558.1	885	1094	ambiguous_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01107487.1	1149	1403	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01107487.1	1149	1403	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01044297.1	2094	11058	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01044297.1	2094	11058	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01114839.1	570	1008	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01114839.1	570	1008	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01302251.1	188	504	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01302251.1	188	504	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01301934.1	391	630	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01301934.1	391	630	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01212629.1	39	215	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01212629.1	39	215	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01317989.1	1138	2294	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01317989.1	1138	2294	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01292184.1	1	168	attributed_elsewhere	vertebrate_basal	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013389965.1	Todus mexicanus	Aves	ITPR2	tblastn_trace	WEIS01292184.1	1	168	attributed_elsewhere	vertebrate_basal	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01047562.1	2	14234	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01047562.1	2	14234	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01044659.1	370	5401	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01044659.1	370	5401	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01025500.1	59	14920	rescue_regions	ITPR1	fixed10	3	183078	3	3	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01025500.1	59	14920	rescue_regions	ITPR1	informative10	3	183078	3	3	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01018021.1	532	32061	rescue_regions	ITPR1	fixed10	2	82056	1	1	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01018021.1	532	32061	rescue_regions	ITPR1	informative10	2	82056	1	1	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01201795.1	520	2327	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01201795.1	520	2327	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01097741.1	1117	20986	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01097741.1	1117	20986	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01085545.1	1	186	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01085545.1	1	186	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01029067.1	294	24308	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01029067.1	294	24308	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01047510.1	10560	15770	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01047510.1	10560	15770	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01036817.1	13735	19126	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01036817.1	13735	19126	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01048210.1	20394	40426	attributed_elsewhere	ITPR2	fixed10	2	109059	2	2	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01048210.1	20394	40426	attributed_elsewhere	ITPR2	informative10	2	109059	2	2	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01196009.1	483	644	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR1	tblastn_trace	WAAG01196009.1	483	644	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01029067.1	300	25991	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01029067.1	300	25991	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01036817.1	11964	17099	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01036817.1	11964	17099	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01166630.1	71	259	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01166630.1	71	259	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01048210.1	489	40429	rescue_regions	ITPR2	fixed10	2	109059	2	2	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01048210.1	489	40429	rescue_regions	ITPR2	informative10	2	109059	2	2	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01091490.1	261	21014	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01091490.1	261	21014	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01047510.1	10557	15770	ambiguous_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01047510.1	10557	15770	ambiguous_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01085983.1	395	571	ambiguous_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01085983.1	395	571	ambiguous_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01047562.1	1819	14234	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01047562.1	1819	14234	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01085545.1	1	186	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01085545.1	1	186	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01025500.1	59	14920	attributed_elsewhere	ITPR1	fixed10	3	183078	3	3	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01025500.1	59	14920	attributed_elsewhere	ITPR1	informative10	3	183078	3	3	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01044659.1	370	5401	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01044659.1	370	5401	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01018021.1	1599	27650	attributed_elsewhere	ITPR1	fixed10	2	82056	1	1	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	ITPR2	tblastn_trace	WAAG01018021.1	1599	27650	attributed_elsewhere	ITPR1	informative10	2	82056	1	1	0	too_few_keys
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01027632.1	2	2152	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01027632.1	2	2152	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01133924.1	1	228	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01133924.1	1	228	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01079118.1	551	6005	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01079118.1	551	6005	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01025074.1	1419	8531	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01025074.1	1419	8531	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01069244.1	528	785	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01069244.1	528	785	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01143580.1	6	242	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01143580.1	6	242	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01006301.1	593	2735	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01006301.1	593	2735	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01062370.1	1	986	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01062370.1	1	986	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01167637.1	77	274	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01167637.1	77	274	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01046905.1	360	542	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01046905.1	360	542	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01144622.1	3	227	ambiguous_regions	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01144622.1	3	227	ambiguous_regions	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01014175.1	181	840	attributed_elsewhere	RYR	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013390105.1	Tichodroma muraria	Aves	RYR	tblastn_trace_ambiguous	WAAG01014175.1	181	840	attributed_elsewhere	RYR	informative10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	6096	20780	rescue_regions	ITPR2	fixed10	2	122236	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	6096	20780	rescue_regions	ITPR2	informative10	2	122236	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012035.1	2168	47777	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012035.1	2168	47777	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01019138.1	5528	59624	rescue_regions	ITPR2	fixed10	1	20526	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01019138.1	5528	59624	rescue_regions	ITPR2	informative10	1	20526	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012035.1	88309	90914	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012035.1	88309	90914	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01036333.1	16	168	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01036333.1	16	168	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01014393.1	111096	112487	rescue_regions	ITPR2	fixed10	4	112481	3	2	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01014393.1	111096	112487	rescue_regions	ITPR2	informative10	4	112481	2	2	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	45621	64515	ambiguous_regions	ITPR2	fixed10	2	122236	1	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	45621	64515	ambiguous_regions	ITPR2	informative10	2	122236	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	93141	93230	ambiguous_regions	ITPR2	fixed10	2	122236	1	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01012999.1	93141	93230	ambiguous_regions	ITPR2	informative10	2	122236	0	0	0	too_few_keys
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01035808.1	258	371	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013396975.1	Bucco capensis	Aves	ITPR2	tblastn_trace	VWZO01035808.1	258	371	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01005323.1	187	19535	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01005323.1	187	19535	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003297.1	38	73688	rescue_regions	ITPR1	fixed10	5	176598	3	3	0	too_few_keys
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003297.1	38	73688	rescue_regions	ITPR1	informative10	5	176598	3	3	0	too_few_keys
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003602.1	439191	456438	rescue_regions	ITPR1	fixed10	8	386184	8	6	1	ok
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003602.1	439191	456438	rescue_regions	ITPR1	informative10	8	386184	6	6	1	ok
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003602.1	407561	411362	ambiguous_regions	ITPR1	fixed10	8	386184	8	6	1	ok
GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	tblastn_trace	VYXF01003602.1	407561	411362	ambiguous_regions	ITPR1	informative10	8	386184	6	6	1	ok
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01002337.1	1	4948	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01002337.1	1	4948	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000433.1	7	9706	rescue_regions	ITPR3	fixed10	36	685003	10	10	1	ok
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000433.1	7	9706	rescue_regions	ITPR3	informative10	36	685003	10	10	1	ok
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01003853.1	293	1071	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01003853.1	293	1071	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000502.1	10	17639	ambiguous_regions	ITPR3	fixed10	26	512551	10	9	1	ok
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000502.1	10	17639	ambiguous_regions	ITPR3	informative10	26	512551	10	10	1	ok
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01003519.1	160	1197	ambiguous_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
