accession	organism	vclass	cell	locus_idx	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesions	lesion_density	contig_edge	n_gap	longest_n_run	annot_gene	annot_paralog_matches	contig_n50	contig_spans_gene	scored	verdict	verdict_reason
GCA_013401035.1	Horornis vulcanius	Aves	ITPR3	0	VZUA01404057.1	0.2019	0.9944	539	0	0	0	0	1	0	0		0	3129	0	0	not_scored	coverage 0.20 < 0.7
GCA_013401035.1	Horornis vulcanius	Aves	RYR	0	VZUA01098321.1	0.1761	0.6267	875	1	0	1	1.1429	1	1	1295		0	3129	0	0	not_scored	coverage 0.18 < 0.7
GCA_013401035.1	Horornis vulcanius	Aves	RYR	1	VZUA01072774.1	0.1222	0.712	607	2	0	2	3.2949	1	1	1978		0	3129	0	0	not_scored	coverage 0.12 < 0.7
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR2	0	VZSW01000361.1	1	0.9815	2700	0	0	0	0	0	1	449		0	60017	0	1	intact	density 0.00 <= bar 1.59
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	0	VZSW01000052.1	1	0.9781	4968	0	0	0	0	0	1	8790	Ryr2	1	60017	0	1	intact	density 0.00 <= bar 1.59
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	1	VZSW01000030.1	1	0.6661	5037	1	0	1	0.1985	0	1	1165		0	60017	0	1	intact	density 0.20 <= bar 1.59
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR1	0	VZUJ01128627.1	0.636	0.9903	1749	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.64 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR1	1	VZUJ01057297.1	0.2402	0.8057	660	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.24 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR2	0	VZUJ01043570.1	0.2878	0.9768	777	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.29 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR3	0	VZUJ01056847.1	0.5315	0.9845	1416	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.53 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR3	1	VZUJ01069581.1	0.2635	0.9829	702	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.26 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	0	VZUJ01073771.1	0.4193	0.9808	2083	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.42 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	1	VZUJ01071145.1	0.4171	0.6923	2101	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.42 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	2	VZUJ01122048.1	0.2945	0.9747	1463	0	0	0	0	1	0	0		0	36139	0	0	not_scored	coverage 0.29 < 0.7
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	3	VZUJ01084474.1	0.4104	0.644	2067	0	1	1	0.4838	1	0	0		0	36139	0	0	not_scored	coverage 0.41 < 0.7
GCA_013401255.1	Urocolius indicus	Aves	ITPR1	0	WBNH01003138.1	1	0.9881	2779	0	0	0	0	0	0	1		0	94415	0	1	intact	density 0.00 <= bar 1.59
GCA_013401255.1	Urocolius indicus	Aves	ITPR2	0	WBNH01008822.1	0.6622	0.9787	1788	0	0	0	0	1	1	406		0	94415	0	0	not_scored	coverage 0.66 < 0.7
GCA_013401255.1	Urocolius indicus	Aves	ITPR3	0	WBNH01011779.1	0.5757	0.9844	1537	0	0	0	0	1	1	131		0	94415	0	0	not_scored	coverage 0.58 < 0.7
GCA_013401255.1	Urocolius indicus	Aves	RYR	0	WBNH01001939.1	0.9764	0.973	4851	0	0	0	0	1	0	4	Ryr2_0	1	94415	0	1	intact	density 0.00 <= bar 1.59
GCA_013401255.1	Urocolius indicus	Aves	RYR	1	WBNH01005367.1	1	0.6734	5037	0	0	0	0	0	1	350		0	94415	0	1	intact	density 0.00 <= bar 1.59
GCA_013401295.1	Glareola pratincola	Aves	ITPR1	0	VWPO01000826.1	1	0.9914	2779	0	0	0	0	0	1	955		0	39898	0	1	intact	density 0.00 <= bar 1.59
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	0	VWPO01001832.1	0.7444	0.9856	2010	0	0	0	0	1	1	600		0	39898	0	1	intact	density 0.00 <= bar 1.59
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	1	VWPO01002088.1	0.2474	0.9701	668	0	1	1	1.497	1	0	86		0	39898	0	0	not_scored	coverage 0.25 < 0.7
GCA_013401295.1	Glareola pratincola	Aves	ITPR3	0	VWPO01003156.1	0.6107	0.9852	1627	0	0	0	0	1	1	877	Itpr3_1	1	39898	0	0	not_scored	coverage 0.61 < 0.7
GCA_013401295.1	Glareola pratincola	Aves	ITPR3	1	VWPO01002563.1	0.4985	0.9745	1328	0	0	0	0	1	1	1586		0	39898	0	0	not_scored	coverage 0.50 < 0.7
GCA_013401295.1	Glareola pratincola	Aves	RYR	0	VWPO01000031.1	0.9974	0.9776	4955	0	0	0	0	0	1	1160	GLAPRA_R11670	0	39898	0	1	intact	density 0.00 <= bar 1.59
GCA_013401295.1	Glareola pratincola	Aves	RYR	1	VWPO01000327.1	1	0.6746	5037	0	0	0	0	0	1	1125		0	39898	0	1	intact	density 0.00 <= bar 1.59
GCA_013401315.1	Balaeniceps rex	Aves	ITPR1	0	VYZW01040117.1	0.8793	0.9909	2418	0	0	0	0	1	1	310		0	24547	0	1	intact	density 0.00 <= bar 1.59
GCA_013401315.1	Balaeniceps rex	Aves	ITPR2	0	VYZW01037404.1	0.4748	0.9119	1282	1	0	1	0.78	1	1	1789		0	24547	0	0	not_scored	coverage 0.47 < 0.7
GCA_013401315.1	Balaeniceps rex	Aves	ITPR3	0	VYZW01003126.1	0.9125	0.9868	2431	0	0	0	0	1	0	2	Itpr3	1	24547	0	1	intact	density 0.00 <= bar 1.59
GCA_013401315.1	Balaeniceps rex	Aves	RYR	0	VYZW01055492.1	0.1169	0.9707	581	0	0	0	0	1	1	505		0	24547	0	0	not_scored	coverage 0.12 < 0.7
GCA_013401315.1	Balaeniceps rex	Aves	RYR	1	VYZW01019032.1	0.1394	0.6497	702	1	0	1	1.4245	1	1	1077		0	24547	0	0	not_scored	coverage 0.14 < 0.7
GCA_013401355.1	Ceyx cyanopectus	Aves	ITPR1	0	VYZU01028963.1	0.1979	0.9873	550	0	0	0	0	1	0	1	Itpr1_1	1	14890	0	0	not_scored	coverage 0.20 < 0.7
GCA_013401355.1	Ceyx cyanopectus	Aves	ITPR2	0	VYZU01018639.1	0.783	0.9782	2114	0	0	0	0	0	1	392		0	14890	0	1	intact	density 0.00 <= bar 1.59
GCA_013401355.1	Ceyx cyanopectus	Aves	RYR	0	VYZU01079683.1	0.2424	0.9123	1204	1	0	1	0.8306	1	1	1154		0	14890	0	0	not_scored	coverage 0.24 < 0.7
GCA_013401355.1	Ceyx cyanopectus	Aves	RYR	1	VYZU01015594.1	0.1562	0.4874	785	0	0	0	0	1	1	1436		0	14890	0	0	not_scored	coverage 0.16 < 0.7
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	0	CM024790.1	1	0.9595	2748	2	0	2	0.7278	0	0	0	ITPR1	1	4420150	1	1	intact	density 0.73 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	1	CM024790.1	1	0.8654	2748	3	0	3	1.0917	0	0	0		0	4420150	1	1	intact	density 1.09 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	0	CM024800.1	1	0.8663	2701	2	0	2	0.7405	0	0	0		0	4420150	1	1	intact	density 0.74 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR3	0	CM024793.1	1	0.8823	2670	1	0	1	0.3745	0	0	0	ITPR2	0	4420150	1	1	intact	density 0.37 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR3	1	JABGLX010000148.1	0.9772	0.8719	2609	21	0	21	8.0491	1	0	0		0	4420150	1	1	elevated_lesions	density 8.05 > bar 1.59 in a contiguous assembly
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	0	CM024806.1	1	0.8835	4961	0	0	0	0	0	0	0		0	4420150	1	1	intact	density 0.00 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	1	CM024794.1	1	0.811	5037	2	0	2	0.3971	0	0	0	RYR3.6	1	4420150	1	1	intact	density 0.40 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	2	CM024807.1	1	0.7961	5037	0	0	0	0	0	0	0	RYR2	1	4420150	1	1	intact	density 0.00 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	3	CM024799.1	1	0.6754	4968	6	1	7	1.409	0	0	0	RYR3.3	1	4420150	1	1	intact	density 1.41 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	4	CM024802.1	1	0.6625	4967	5	0	5	1.0066	0	0	0	RYR3.5	1	4420150	1	1	intact	density 1.01 <= bar 1.59
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	5	CM024797.1	1	0.5707	5168	3	0	3	0.5805	0	0	0	RYR2.3	1	4420150	1	1	intact	density 0.58 <= bar 1.59
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	0	BMBG01009250.1	0.4959	0.9753	1378	0	0	0	0	1	1	113		0	104200	0	0	not_scored	coverage 0.50 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	1	BMBG01005162.1	0.2026	0.984	563	0	0	0	0	1	0	0		0	104200	0	0	not_scored	coverage 0.20 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	2	BMBG01009923.1	0.2015	0.984	560	0	0	0	0	1	0	67		0	104200	0	0	not_scored	coverage 0.20 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	0	BMBG01010180.1	0.5363	0.982	1448	0	0	0	0	1	0	26		0	104200	0	0	not_scored	coverage 0.54 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	1	BMBG01012289.1	0.2174	0.9727	587	0	0	0	0	1	1	129		0	104200	0	0	not_scored	coverage 0.22 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	0	BMBG01002764.1	0.4052	0.9935	1082	0	0	0	0	1	0	0		0	104200	0	0	not_scored	coverage 0.41 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	1	BMBG01009487.1	0.3431	0.9956	916	0	0	0	0	1	0	85		0	104200	0	0	not_scored	coverage 0.34 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	2	BMBG01004927.1	0.2547	0.9912	680	0	0	0	0	1	1	104		0	104200	0	0	not_scored	coverage 0.25 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	0	BMBG01011160.1	0.5938	0.977	2950	0	0	0	0	1	0	0		0	104200	0	0	not_scored	coverage 0.59 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	1	BMBG01011865.1	0.5372	0.6875	2706	0	0	0	0	1	1	162		0	104200	0	0	not_scored	coverage 0.54 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	2	BMBG01009196.1	0.317	0.9772	1575	0	0	0	0	1	1	106		0	104200	0	0	not_scored	coverage 0.32 < 0.7
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	3	BMBG01009090.1	0.4221	0.6573	2103	2	0	2	0.951	1	0	65		0	104200	0	0	not_scored	coverage 0.42 < 0.7
GCA_014839755.1	Sylvia borin	Aves	ITPR1	0	CM025968.1	1	0.9838	2779	0	0	0	0	0	0	0	ITPR1	1	31914676	1	1	intact	density 0.00 <= bar 1.59
GCA_014839755.1	Sylvia borin	Aves	ITPR2	0	CM025960.1	1	0.9807	2700	0	0	0	0	0	0	0	ITPR2	1	31914676	1	1	intact	density 0.00 <= bar 1.59
GCA_014839755.1	Sylvia borin	Aves	ITPR3	0	CM025980.1	1	0.9925	2670	0	0	0	0	0	0	0	ITPR3	1	31914676	1	1	intact	density 0.00 <= bar 1.59
GCA_014839755.1	Sylvia borin	Aves	RYR	0	CM025959.1	1	0.9773	4968	0	0	0	0	0	0	0	RYR2	1	31914676	1	1	intact	density 0.00 <= bar 1.59
GCA_014839755.1	Sylvia borin	Aves	RYR	1	JACEWE010000088.1	1	0.7575	5037	1	0	1	0.1985	0	0	0	RYR1	1	31914676	1	1	intact	density 0.20 <= bar 1.59
GCA_014839755.1	Sylvia borin	Aves	RYR	2	CM025962.1	1	0.6756	5037	1	0	1	0.1985	0	0	0	RYR3	1	31914676	1	1	intact	density 0.20 <= bar 1.59
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	0	CM040317.1	1	0.9817	2779	0	0	0	0	0	1	1091	IHE44_0003641	0	150307	1	1	intact	density 0.00 <= bar 1.59
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	0	CM040303.1	1	0.9807	2700	0	0	0	0	0	1	425	IHE44_0011934	0	150307	1	1	intact	density 0.00 <= bar 1.59
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR3	0	CM040330.1	1	0.9959	2670	0	0	0	0	0	1	1145	IHE44_0008417	0	150307	1	1	intact	density 0.00 <= bar 1.59
GCA_015883425.2	Lamprotornis superbus	Aves	RYR	0	CM040305.1	1	0.9783	4968	0	0	0	0	0	1	265	IHE44_0009251	0	150307	1	1	intact	density 0.00 <= bar 1.59
GCA_015883425.2	Lamprotornis superbus	Aves	RYR	1	CM040308.1	1	0.6761	5037	0	0	0	0	0	1	210	IHE44_0013890	0	150307	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	0	CM030173.1	1	0.9274	2748	0	0	0	0	0	0	0	FYW47_018673	0	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	0	CM030181.1	1	0.8088	2701	0	0	0	0	0	0	0	itpr2	1	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR3	0	CM030174.1	1	0.8678	2670	0	0	0	0	0	0	0	itpr3	1	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	0	CM030187.1	1	0.8665	4961	0	0	0	0	0	0	0	ryr2a	1	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	1	CM030175.1	1	0.8055	5037	4	0	4	0.7941	0	1	100	ryr1b	1	956540	1	1	intact	density 0.79 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	2	CM030190.1	1	0.7956	5037	0	0	0	0	0	0	0	FYW47_017510	0	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	3	CM030181.1	1	0.6699	4967	0	0	0	0	0	0	0	FYW47_009868	0	956540	1	1	intact	density 0.00 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	4	CM030179.1	1	0.6627	4968	2	0	2	0.4026	0	0	0	ryr3	1	956540	1	1	intact	density 0.40 <= bar 1.59
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	5	CM030184.1	1	0.5483	5168	3	2	5	0.9675	0	0	0	FYW47_012540	0	956540	1	1	intact	density 0.97 <= bar 1.59
GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	0	JAGTXL010001321.1	0.9701	0.9678	2665	1	1	2	0.7505	0	0	0		0	162550	1	1	intact	density 0.75 <= bar 1.59
GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR3	0	JAGTXL010020449.1	1	0.9468	2666	0	0	0	0	0	0	0		0	162550	1	1	intact	density 0.00 <= bar 1.59
GCA_018340635.1	Bothrops jararaca	Lepidosauria	RYR	0	JAGTXL010020916.1	1	0.6804	4967	0	0	0	0	0	0	0		0	162550	1	1	intact	density 0.00 <= bar 1.59
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	0	CM033472.1	1	0.7451	2743	5	2	7	2.552	0	0	74	GDO86_007249	0	783846	1	1	elevated_lesions	density 2.55 > bar 1.59 in a contiguous assembly
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	0	CM033471.1	1	0.6135	2705	6	1	7	2.5878	0	1	184	GDO86_004943	0	783846	1	1	elevated_lesions	density 2.59 > bar 1.59 in a contiguous assembly
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR3	0	CM033470.1	1	0.8874	2673	2	0	2	0.7482	0	1	136		0	783846	1	1	intact	density 0.75 <= bar 1.59
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	0	CM033476.1	1	0.9321	5037	24	1	25	4.9633	0	0	0	GDO86_015793	0	783846	1	1	elevated_lesions	density 4.96 > bar 1.59 in a contiguous assembly
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	1	CM033476.1	1	0.6802	4968	13	0	13	2.6167	0	0	0	GDO86_016282	0	783846	1	1	elevated_lesions	density 2.62 > bar 1.59 in a contiguous assembly
GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	0	CM036595.1	1	0.9899	2779	0	0	0	0	0	0	0		0	20531774	1	1	intact	density 0.00 <= bar 1.59
GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	0	CM036586.1	1	0.9793	2700	1	0	1	0.3704	0	0	0		0	20531774	1	1	intact	density 0.37 <= bar 1.59
GCA_020745705.1	Hemiprocne comata	Aves	ITPR3	0	CM036610.1	1	0.9865	2664	3	0	3	1.1261	0	0	0		0	20531774	1	1	intact	density 1.13 <= bar 1.59
GCA_020745705.1	Hemiprocne comata	Aves	RYR	0	CM036588.1	1	0.9837	4968	0	0	0	0	0	0	0		0	20531774	1	1	intact	density 0.00 <= bar 1.59
GCA_020745705.1	Hemiprocne comata	Aves	RYR	1	CM036590.1	1	0.6729	5037	0	0	0	0	0	0	0		0	20531774	1	1	intact	density 0.00 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	0	CM040752.1	1	0.9123	2748	2	0	2	0.7278	0	0	0	AGOR_G00136570	0	17514905	1	1	intact	density 0.73 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	1	CM040754.1	1	0.8959	2748	0	0	0	0	0	0	0	AGOR_G00158330	0	17514905	1	1	intact	density 0.00 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	0	CM040765.1	1	0.8055	2700	1	0	1	0.3704	0	0	0	AGOR_G00248680	0	17514905	1	1	intact	density 0.37 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR3	0	CM040752.1	1	0.8328	2670	3	0	3	1.1236	0	0	0	AGOR_G00140750	0	17514905	1	1	intact	density 1.12 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	0	CM040759.1	1	0.9211	4961	1	0	1	0.2016	0	0	0	AGOR_G00200940	0	17514905	1	1	intact	density 0.20 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	1	CM040751.1	1	0.8273	5037	0	0	0	0	0	0	0	AGOR_G00126200	0	17514905	1	1	intact	density 0.00 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	2	CM040742.1	1	0.8244	5037	0	0	0	0	0	0	0	AGOR_G00027850	0	17514905	1	1	intact	density 0.00 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	3	CM040749.1	1	0.6843	4968	0	0	0	0	0	0	0	AGOR_G00106540	0	17514905	1	1	intact	density 0.00 <= bar 1.59
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	4	CM040747.1	1	0.6607	5037	4	0	4	0.7941	0	0	0	AGOR_G00081990	0	17514905	1	1	intact	density 0.79 <= bar 1.59
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	0	JAKFHG010001683.1	1	0.9956	2758	1	0	1	0.3626	0	0	0		0	14260291	1	1	intact	density 0.36 <= bar 1.59
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	0	JAKFHG010002414.1	1	0.9907	2701	0	0	0	0	0	0	0		0	14260291	1	1	intact	density 0.00 <= bar 1.59
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR3	0	JAKFHG010000745.1	1	0.9731	2671	3	0	3	1.1232	0	0	0		0	14260291	1	1	intact	density 1.12 <= bar 1.59
GCA_023764695.1	Pygathrix nigripes	Mammalia	RYR	0	JAKFHG010000439.1	1	0.9973	4967	2	0	2	0.4027	0	0	0		0	14260291	1	1	intact	density 0.40 <= bar 1.59
GCA_023764695.1	Pygathrix nigripes	Mammalia	RYR	1	JAKFHG010003308.1	1	0.741	5037	27	1	28	5.5589	0	0	0		0	14260291	1	1	elevated_lesions	density 5.56 > bar 1.59 in a contiguous assembly
GCA_023764695.1	Pygathrix nigripes	Mammalia	RYR	2	JAKFHG010000719.1	1	0.6679	4961	1	0	1	0.2016	0	0	0		0	14260291	1	1	intact	density 0.20 <= bar 1.59
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR1	0	CM043789.1	1	0.9363	2748	9	0	9	3.2751	0	0	0	KUCAC02_030453	0	1500626	1	1	elevated_lesions	density 3.28 > bar 1.59 in a contiguous assembly
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR1	1	CM043789.1	1	0.8566	2748	0	0	0	0	0	0	0	KUCAC02_030490	0	1500626	1	1	intact	density 0.00 <= bar 1.59
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR2	0	CM043790.1	1	0.8615	2701	3	0	3	1.1107	0	0	0	KUCAC02_021225	0	1500626	1	1	intact	density 1.11 <= bar 1.59
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR3	0	JAMFTG010000131.1	0.6933	0.8689	1851	0	0	0	0	0	0	0	KUCAC02_020530	0	1500626	1	0	not_scored	coverage 0.69 < 0.7
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	0	JAMFTG010000034.1	1	0.8541	4961	25	0	25	5.0393	0	0	0		0	1500626	1	1	elevated_lesions	density 5.04 > bar 1.59 in a contiguous assembly
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	1	CM043798.1	1	0.7886	5037	0	0	0	0	0	0	0	KUCAC02_003163	0	1500626	1	1	intact	density 0.00 <= bar 1.59
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	2	CM043797.1	1	0.7945	5037	9	0	9	1.7868	0	0	0	KUCAC02_005149	0	1500626	1	1	elevated_lesions	density 1.79 > bar 1.59 in a contiguous assembly
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	3	CM043799.1	1	0.6687	4967	10	0	10	2.0133	0	0	0	KUCAC02_025721	0	1500626	1	1	elevated_lesions	density 2.01 > bar 1.59 in a contiguous assembly
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	4	CM043808.1	0.9972	0.6363	4968	16	1	17	3.4219	0	0	0	KUCAC02_019985	0	1500626	1	1	elevated_lesions	density 3.42 > bar 1.59 in a contiguous assembly
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	5	CM043806.1	1	0.6388	4967	17	0	17	3.4226	0	0	0	KUCAC02_023889	0	1500626	1	1	elevated_lesions	density 3.42 > bar 1.59 in a contiguous assembly
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	0	CM051002.1	1	0.9279	2748	1	0	1	0.3639	0	0	0	NHX12_030004	0	636888	1	1	intact	density 0.36 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	1	CM051002.1	1	0.842	2748	0	0	0	0	0	0	0		0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	0	CM051010.1	1	0.8234	2701	0	0	0	0	0	1	1000	NHX12_002558	0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR3	0	CM051007.1	1	0.8403	2670	0	0	0	0	0	0	0	NHX12_023974	0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	0	CM051014.1	1	0.8583	4961	1	0	1	0.2016	0	0	0	NHX12_024470	0	636888	1	1	intact	density 0.20 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	1	CM050999.1	1	0.7978	5037	0	0	0	0	0	0	0	NHX12_009262	0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	2	CM050999.1	1	0.8023	5037	0	0	0	0	0	0	0	NHX12_008210	0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	3	CM051016.1	1	0.6713	4967	0	1	1	0.2013	0	0	0		0	636888	1	1	intact	density 0.20 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	4	CM051019.1	1	0.6443	4982	0	0	0	0	0	0	0	NHX12_025855	0	636888	1	1	intact	density 0.00 <= bar 1.59
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	5	CM051018.1	1	0.5454	5168	3	0	3	0.5805	0	0	0	NHX12_022681	0	636888	1	1	intact	density 0.58 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	0	CM053158.1	1	0.9837	2758	0	0	0	0	0	0	0	ITPR1	1	78495281	1	1	intact	density 0.00 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	0	CM053142.1	1	0.9722	2701	0	0	0	0	0	0	0	ITPR2	1	78495281	1	1	intact	density 0.00 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR3	0	CM053144.1	1	0.9708	2671	0	0	0	0	0	0	0	ITPR3	1	78495281	1	1	intact	density 0.00 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	0	CM053155.1	1	0.9797	4967	0	0	0	0	0	0	0	RYR2	1	78495281	1	1	intact	density 0.00 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	1	CM053152.1	1	0.7865	5037	0	0	0	0	0	0	0	RYR1	1	78495281	1	1	intact	density 0.00 <= bar 1.59
GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	2	CM053151.1	1	0.671	5037	2	0	2	0.3971	0	0	0	RYR3	1	78495281	1	1	intact	density 0.40 <= bar 1.59
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	0	JAINUG010000031.1	1	0.892	2748	0	1	1	0.3639	0	0	0	AAFF_G00235840	0	2000165	1	1	intact	density 0.36 <= bar 1.59
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	1	JAINUG010000036.1	1	0.8942	2748	1	0	1	0.3639	0	0	0	AAFF_G00263920	0	2000165	1	1	intact	density 0.36 <= bar 1.59
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	0	JAINUG010000023.1	1	0.7976	2701	1	0	1	0.3702	0	0	0	AAFF_G00173100	0	2000165	1	1	intact	density 0.37 <= bar 1.59
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR3	0	JAINUG010000229.1	1	0.8241	2670	4	0	4	1.4981	0	0	0	AAFF_G00170730	0	2000165	1	1	intact	density 1.50 <= bar 1.59
