accession	organism	vclass	cell	ledger_status	state	rule	reason	best_coverage	contig_n50	contig_spans_gene	control_ok	n_spare_itpr_loci	recon_coverage	recon_gene_equiv	recon_n_contigs	synteny_state	synteny_call	synteny_n_regions	synteny_n_keys	synteny_reason
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	841497	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	841497	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	32736534	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	32736534	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR3	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	32736534	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	31399844	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	31399844	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	31399844	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	90035114	1	1	5	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965601325.1	Salmo salar	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	90035114	1	1	5	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965601325.1	Salmo salar	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	90035114	1	1	5	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	4898551	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	4898551	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.73 >= 0.7	0.7251	4898551	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2862625	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2862625	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2862625	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2360121	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2360121	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2360121	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	850304	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	850304	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR3	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	850304	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3136617	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3136617	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3136617	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1254875	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1254875	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1254875	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2329598	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2329598	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	2329598	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1015092	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1015092	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1015092	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.34, truncated at a contig edge or an N-run	0.3402	19941	0	1	7	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.51, truncated at a contig edge or an N-run	0.5065	19941	0	1	7	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.31, truncated at a contig edge or an N-run	0.306	19941	0	1	7	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.50, truncated at a contig edge or an N-run	0.4967	15690	0	1	3	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.37, truncated at a contig edge or an N-run	0.3688	15690	0	1	3	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.56, truncated at a contig edge or an N-run	0.5622	15690	0	1	3	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	5252707	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	5252707	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	5252707	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1449431	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1449431	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_960531495.1	Zeus faber	Actinopteri	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	1449431	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.55, truncated at a contig edge or an N-run	0.545	3396515	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3396515	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3396515	1	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3759931	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3759931	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3759931	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	10388966	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 0.88 >= 0.7	0.8828	10388966	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	10388966	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	783846	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	783846	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR3	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	783846	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	7795245	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	7795245	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	7795245	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3216284	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3216284	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	0.9989	3216284	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_951230385.1	Staurois parvus	Amphibia	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 0.96 >= 0.7	0.9606	611229	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_951230385.1	Staurois parvus	Amphibia	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.49, truncated at a contig edge or an N-run	0.4935	611229	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_951230385.1	Staurois parvus	Amphibia	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.70, truncated at a contig edge or an N-run	0.6955	611229	1	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14634335	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14634335	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14634335	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9946	20602	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR2	fragment	present_partial	R3	locus at coverage 0.61 with no assembly excuse	0.6148	20602	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.79 >= 0.7	0.7918	20602	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR1	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14738253	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14738253	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR3	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14738253	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	65833	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.51, truncated at a contig edge or an N-run	0.5063	65833	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.71 >= 0.7	0.708	65833	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_008658365.1	Alca torda	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18221265	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_008658365.1	Alca torda	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18221265	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_008658365.1	Alca torda	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18221265	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	90297	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	0.9956	90297	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.97 >= 0.7	0.9652	90297	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	80154792	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	80154792	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	80154792	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_006937325.1	Anomalopteryx didiformis	Aves	ITPR1	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	824	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_006937325.1	Anomalopteryx didiformis	Aves	ITPR2	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	824	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_006937325.1	Anomalopteryx didiformis	Aves	ITPR3	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	824	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	49651	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.59, truncated at a contig edge or an N-run	0.5941	49651	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.50, truncated at a contig edge or an N-run	0.5045	49651	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9917	22170	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.95 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	22170	0	1	0	0.9519	1.117	5	no_neighbourhood		7	1	5 of 7 regions have no flanking gene at all; the best has 1 informative neighbours against the 4 the caller needs
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	22170	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.92 of the reference reassembled from 4 contigs outside every locus the aligner found, bar 0.137	0	28882	0	1	0	0.9205	1.014	4	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.94 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	28882	0	1	0	0.9396	1.0721	5	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.98 >= 0.7	0.9801	28882	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17285536	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17285536	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17285536	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	31730	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9885	31730	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.991	31730	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	10636000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	10636000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	10636000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19797665	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_036417845.1	Apteryx mantelli	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19797665	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_036417845.1	Apteryx mantelli	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19797665	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_020740795.1	Apus apus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	25561769	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_020740795.1	Apus apus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	25561769	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_020740795.1	Apus apus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	25561769	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400195.1	Aramus guarauna	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	62981	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400195.1	Aramus guarauna	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	62981	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400195.1	Aramus guarauna	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	62981	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
