accession	organism	vclass	cell	panel	n_baits	found	best_coverage	best_identity	best_bait
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	amniote_only	18	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	amniote_only	18	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	amniote_only	18	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	amniote_only	18	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	human_only	4	1	1.0	0.9411	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	human_only	4	1	0.7675	0.8726	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	human_only	4	1	1.0	0.8934	Q14573|ITPR3|Homo_sapiens|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	human_only	4	0	0.2289	0.9068	Q92736|RYR2|Homo_sapiens|RYR2
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_ray_finned_fish	30	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_ray_finned_fish	30	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_ray_finned_fish	30	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_ray_finned_fish	30	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_amphibian	34	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_amphibian	34	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_amphibian	34	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_amphibian	34	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_bird	31	1	1.0	0.9571	A0A670JBK6|ITPR1|Podarcis_muralis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_bird	31	1	0.7675	0.8726	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_bird	31	1	1.0	0.927	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_bird	31	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_cartilaginous_fish	35	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_cartilaginous_fish	35	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_cyclostome	36	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_cyclostome	36	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_cyclostome	36	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_cyclostome	36	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_mammal	31	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_mammal	31	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_mammal	31	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_mammal	31	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_reptile	34	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_reptile	34	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_reptile	34	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_reptile	34	0	0.2283	0.9745	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_lobe_finned_fish	35	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_lobe_finned_fish	35	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_ITPR1_baits	29	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_ITPR1_baits	29	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_ITPR2_baits	30	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9876	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_ITPR2_baits	30	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	drop_ITPR3_baits	28	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	drop_ITPR3_baits	28	1	0.7678	0.9301	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	drop_ITPR3_baits	28	0	0.2343	0.9461	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	one_per_cell_nonhuman	4	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	one_per_cell_nonhuman	4	1	0.7682	0.8179	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	one_per_cell_nonhuman	4	1	0.9944	0.775	H3B932|ITPR3|Latimeria_chalumnae
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	one_per_cell_nonhuman	4	0	0.2502	0.5921	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	full38	38	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	full38	38	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	full38	38	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	full38	38	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	s3_seeds_only	25	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	s3_seeds_only	25	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	s3_seeds_only	25	0	0.497	0.9879	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	s3_seeds_only	25	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	labelled_only	35	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	labelled_only	35	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	labelled_only	35	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	labelled_only	35	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	basal_only	3	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	basal_only	3	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	basal_only	3	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	basal_only	3	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	no_ryr_control	30	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	no_ryr_control	30	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	no_ryr_control	30	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	no_ryr_control	30	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	amniote_only	18	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	amniote_only	18	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	amniote_only	18	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	amniote_only	18	0	0.5723	0.6668	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	human_only	4	1	1.0	0.9402	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	human_only	4	0	0.5946	0.9172	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	human_only	4	0	0.4961	0.9209	Q14573|ITPR3|Homo_sapiens|ITPR3
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	human_only	4	0	0.5708	0.6665	Q92736|RYR2|Homo_sapiens|RYR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_ray_finned_fish	30	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_ray_finned_fish	30	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_ray_finned_fish	30	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_ray_finned_fish	30	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_amphibian	34	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_amphibian	34	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_amphibian	34	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_amphibian	34	0	0.5725	0.6712	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_bird	31	1	1.0	0.9516	A0A670JBK6|ITPR1|Podarcis_muralis
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_bird	31	0	0.5946	0.9172	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_bird	31	0	0.4959	0.9411	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_bird	31	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_cartilaginous_fish	35	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_cartilaginous_fish	35	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_cartilaginous_fish	35	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_cyclostome	36	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_cyclostome	36	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_cyclostome	36	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_cyclostome	36	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_mammal	31	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_mammal	31	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_mammal	31	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_mammal	31	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_reptile	34	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_reptile	34	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_reptile	34	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_reptile	34	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_lobe_finned_fish	35	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_lobe_finned_fish	35	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_lobe_finned_fish	35	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_ITPR1_baits	29	1	1.0	0.6996	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_ITPR1_baits	29	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_ITPR1_baits	29	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_ITPR2_baits	30	0	0.5045	0.9941	A0A7K6LHC3|ITPR3|Falcunculus_frontatus
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_ITPR2_baits	30	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	drop_ITPR3_baits	28	0	0.5941	0.9707	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	drop_ITPR3_baits	28	0	0.5712	0.6704	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	one_per_cell_nonhuman	4	1	1.0	0.9824	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	one_per_cell_nonhuman	4	0	0.5956	0.8599	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	one_per_cell_nonhuman	4	0	0.0	0.0	
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	one_per_cell_nonhuman	4	0	0.5822	0.6031	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	full38	38	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	full38	38	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	full38	38	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	full38	38	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	s3_seeds_only	25	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	s3_seeds_only	25	1	0.9885	0.9705	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	s3_seeds_only	25	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	s3_seeds_only	25	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	labelled_only	35	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	labelled_only	35	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	labelled_only	35	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	labelled_only	35	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	basal_only	3	0	0.0	0.0	
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	basal_only	3	0	0.0	0.0	
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	basal_only	3	0	0.0	0.0	
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	basal_only	3	0	0.0	0.0	
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	no_ryr_control	30	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	no_ryr_control	30	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	no_ryr_control	30	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	no_ryr_control	30	0	0.0	0.0	
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	amniote_only	18	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	amniote_only	18	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	amniote_only	18	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	amniote_only	18	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	human_only	4	1	0.9811	0.9432	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	human_only	4	1	0.9885	0.9197	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	human_only	4	1	1.0	0.8934	Q14573|ITPR3|Homo_sapiens|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	human_only	4	1	0.9968	0.9289	Q92736|RYR2|Homo_sapiens|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	drop_ray_finned_fish	30	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	drop_ray_finned_fish	30	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	drop_ray_finned_fish	30	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	drop_ray_finned_fish	30	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	drop_amphibian	34	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	drop_amphibian	34	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	drop_amphibian	34	1	1.0	0.988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	drop_amphibian	34	1	1.0	0.9757	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	drop_bird	31	1	0.9811	0.9555	A0A670JBK6|ITPR1|Podarcis_muralis
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	drop_bird	31	1	0.9885	0.9197	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	drop_bird	31	1	1.0	0.928	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	drop_bird	31	1	0.996	0.9547	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	drop_cartilaginous_fish	35	1	0.9712	0.9915	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	drop_cartilaginous_fish	35	1	0.9885	0.9742	A0A672UP22|ITPR2|Strigops_habroptila
