paralog	name	curated	frac_in_ref_columns	bar	kept
ITPR2	ITPR2|Nannobrachium_achirus|GCF_963921795.1	False	0.9785	0.7133	True
ITPR2	ITPR2|Cheilinus_undulatus|GCF_018320785.1	False	0.9789	0.7133	True
ITPR2	ITPR2|Gobius_niger|GCF_951799975.1	False	0.9791	0.7133	True
ITPR2	ITPR2|Ammodytes_marinus|GCF_949987685.1	False	0.9792	0.7133	True
ITPR2	ITPR2|Muraenolepis_orangiensis|GCA_027704905.1	False	0.9795	0.7133	True
ITPR2	ITPR2|Channa_argus|GCF_033026475.1	False	0.9796	0.7133	True
ITPR2	ITPR2|Nansenia_antarctica|GCF_963989245.1	False	0.9797	0.7133	True
ITPR2	ITPR2|Chaenocephalus_aceratus|GCA_023974075.1	False	0.9799	0.7133	True
ITPR2	ITPR2|Liparis_tanakae|GCA_050084785.1	False	0.9799	0.7133	True
ITPR2	ITPR2|Telmatherina_bonti|GCF_933228915.1	False	0.9799	0.7133	True
ITPR2	ITPR2|Chaetodon_trifascialis|GCF_039877785.1	False	0.98	0.7133	True
ITPR2	ITPR2|Lutjanus_erythropterus|GCF_056507025.1	False	0.98	0.7133	True
ITPR2	ITPR2|Thalassophryne_amazonica|GCF_902500255.1	False	0.9802	0.7133	True
ITPR2	ITPR2|Parequula_melbournensis|GCA_984656905.1	False	0.9806	0.7133	True
ITPR2	ITPR2|Chelon_labrosus|GCF_963514085.1	False	0.9807	0.7133	True
ITPR2	ITPR2|Acanthurus_tractus|GCA_980438365.1	False	0.9811	0.7133	True
ITPR2	ITPR2|Myripristis_murdjan|GCF_902150065.1	False	0.9811	0.7133	True
ITPR2	ITPR2|Antennarius_striatus|GCF_040054535.1	False	0.9814	0.7133	True
ITPR2	ITPR2|Gouania_willdenowi|GCF_900634775.2	False	0.9814	0.7133	True
ITPR2	ITPR2|Microchirus_variegatus|GCF_963457635.1	False	0.9814	0.7133	True
ITPR2	ITPR2|Pempheris_klunzingeri|GCF_042242105.1	False	0.9818	0.7133	True
ITPR2	ITPR2|Genypterus_blacodes|GCF_046128005.1	False	0.9818	0.7133	True
ITPR2	ITPR2|Datnioides_polota|GCA_054883175.1	False	0.9822	0.7133	True
ITPR2	ITPR2|Alepocephalus_tenebrosus|GCA_056824585.1	False	0.9822	0.7133	True
ITPR2	ITPR2|Scomber_japonicus|GCF_027409825.1	False	0.9825	0.7133	True
ITPR2	ITPR2|Erpetoichthys_calabaricus|GCF_900747795.2	False	0.9825	0.7133	True
ITPR2	ITPR2|Stylephorus_chordatus|GCA_056824565.1	False	0.9828	0.7133	True
ITPR2	ITPR2|Dissostichus_mawsoni|GCA_011823955.1	False	0.9829	0.7133	True
ITPR2	ITPR2|Dissostichus_eleginoides|GCA_031216635.1	False	0.9829	0.7133	True
ITPR2	ITPR2|Lampris_incognitus|GCF_029633865.1	False	0.9832	0.7133	True
ITPR2	ITPR2|Hiodon_alosoides|GCA_056783565.1	False	0.9836	0.7133	True
ITPR2	ITPR2|Nibea_albiflora|GCA_014281875.1	False	0.9843	0.7133	True
ITPR2	ITPR2|Hypomesus_nipponensis|GCF_054491055.1	False	0.9843	0.7133	True
ITPR2	ITPR2|Notothenia_rossii|GCF_949606895.1	False	0.9844	0.7133	True
ITPR2	ITPR2|Amblyopsis_spelaea|GCA_046255725.1	False	0.9847	0.7133	True
ITPR2	ITPR2|Raja_brachyura|GCF_963514005.1	False	0.9848	0.7133	True
ITPR2	ITPR2|Cervus_elaphus_hippelaphus|GCA_002197005.1	False	0.985	0.7133	True
ITPR2	ITPR2|Arapaima_gigas|GCA_054883375.1	False	0.9851	0.7133	True
ITPR2	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401RNU3	True	0.9851	0.7133	True
ITPR2	ITPR2|Echinorhinus_cookei|GCA_057876775.1	False	0.9856	0.7133	True
ITPR2	ITPR2|Aplochiton_taeniatus|GCA_017639675.1	False	0.9858	0.7133	True
ITPR2	ITPR2|Paramormyrops_kingsleyae|GCF_048594095.1	False	0.9858	0.7133	True
ITPR2	ITPR2|Lepisosteus_oculatus|GCF_040954835.1	False	0.9859	0.7133	True
ITPR2	ITPR2|Narcine_bancroftii|GCF_036971445.1	False	0.986	0.7133	True
ITPR2	ITPR2|Engraulis_encrasicolus|GCF_034702125.1	False	0.9869	0.7133	True
ITPR2	ITPR2|Scyliorhinus_torazame|GCF_047496885.1	False	0.987	0.7133	True
ITPR2	ITPR2|Carcharodon_carcharias|GCF_017639515.1	False	0.9871	0.7133	True
ITPR2	ITPR2|Hemitrygon_akajei|GCF_048418815.1	False	0.9871	0.7133	True
ITPR2	ITPR2|Chanos_chanos|GCF_902362185.1	False	0.9874	0.7133	True
ITPR2	ITPR2|Takifugu_rubripes|GCF_901000725.3	False	0.9876	0.7133	True
ITPR2	ITPR2|Callorhinchus_milii|GCF_018977255.1	False	0.9877	0.7133	True
ITPR2	ITPR2|Trichechus_manatus_latirostris|GCF_000243295.1	False	0.9881	0.7133	True
ITPR2	ITPR2|Conger_conger|GCF_963514075.1	False	0.9881	0.7133	True
ITPR2	ITPR2|Heptranchias_perlo|GCF_035084215.1	False	0.9882	0.7133	True
ITPR2	ITPR2|Sousa_chinensis|GCA_007760645.1	False	0.9883	0.7133	True
ITPR2	ITPR2|Danio_rerio|GCF_052040795.1	False	0.9884	0.7133	True
ITPR2	ITPR2_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M9PQQ3	True	0.9884	0.7133	True
ITPR2	ITPR2|Pristis_pectinata|GCF_009764475.1	False	0.9885	0.7133	True
ITPR2	ITPR2|Atractosteus_spatula|GCA_043380575.1	False	0.9888	0.7133	True
ITPR2	ITPR2|Albula_glossodonta|GCA_056783665.1	False	0.9888	0.7133	True
ITPR2	ITPR2|Polyodon_spathula|GCF_017654505.1	False	0.9888	0.7133	True
ITPR2	ITPR2|Amia_ocellicauda|GCF_036373705.1	False	0.9889	0.7133	True
ITPR2	ITPR2|Aldrovandia_affinis|GCA_029706075.1	False	0.9895	0.7133	True
ITPR2	ITPR2|Albula_goreensis|GCA_022829145.1	False	0.9896	0.7133	True
ITPR2	ITPR2|Hoplias_malabaricus|GCF_029633855.1	False	0.9903	0.7133	True
ITPR2	ITPR2|Heterodontus_francisci|GCF_036365525.1	False	0.9904	0.7133	True
ITPR2	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JQ24	True	0.9906	0.7133	True
ITPR2	ITPR2|Chiloscyllium_punctatum|GCF_047496795.1	False	0.9907	0.7133	True
ITPR2	ITPR2|Megalops_cyprinoides|GCF_013368585.1	False	0.9913	0.7133	True
ITPR2	ITPR2|Electrophorus_electricus|GCF_041902795.1	False	0.9913	0.7133	True
ITPR2	ITPR2|Neoarius_graeffei|GCF_027579695.1	False	0.9914	0.7133	True
ITPR2	ITPR2|Anomalopteryx_didiformis|GCA_006937325.1	False	0.9923	0.7133	True
ITPR2	ITPR2|Ceuthmochares_aereus|GCA_013398935.1	False	0.9945	0.7133	True
ITPR2	ITPR2|Struthio_camelus_australis|GCF_000698965.1	False	0.9948	0.7133	True
ITPR2	ITPR2|Latimeria_chalumnae|GCF_037176945.1	False	0.9948	0.7133	True
ITPR2	ITPR2|Egretta_garzetta|GCF_000687185.1	False	0.9951	0.7133	True
ITPR2	ITPR2|Chloropsis_hardwickii|GCA_013390065.1	False	0.9956	0.7133	True
ITPR2	ITPR2|Eleutherodactylus_coqui|GCF_035609145.1	False	0.9958	0.7133	True
ITPR2	ITPR2|Xenopus_tropicalis|GCF_000004195.4	False	0.9963	0.7133	True
ITPR2	ITPR2_Xenopus_tropicalis_Western_clawed_frog_A0A6I8RGU0	True	0.9963	0.7133	True
ITPR2	ITPR2|Baryphthengus_martii|GCA_013396935.1	False	0.997	0.7133	True
ITPR2	ITPR2|Strix_uralensis|GCF_047716275.1	False	0.997	0.7133	True
ITPR2	ITPR2|Hemicordylus_capensis|GCF_027244095.1	False	0.9974	0.7133	True
ITPR2	ITPR2|Rhinatrema_bivittatum|GCF_901001135.2	False	0.9974	0.7133	True
ITPR2	ITPR2|Phalacrocorax_carbo|GCF_963921805.1	False	0.9974	0.7133	True
ITPR2	ITPR2|Menura_novaehollandiae|GCA_013396355.1	False	0.9978	0.7133	True
ITPR2	ITPR2|Corythaixoides_concolor|GCA_013399495.1	False	0.9978	0.7133	True
ITPR2	ITPR2|Dryobates_pubescens|GCF_014839835.1	False	0.9978	0.7133	True
ITPR2	ITPR2|Sphaerodactylus_townsendi|GCF_021028975.2	False	0.9978	0.7133	True
ITPR2	ITPR2|Macrotis_lagotis|GCF_037893015.1	False	0.9978	0.7133	True
ITPR2	ITPR2|Ptilorrhoa_leucosticta|GCA_013396485.1	False	0.9981	0.7133	True
ITPR2	ITPR2_Gekko_japonicus_Schlegel_s_Japanese_ge_A0ABM1LG32	True	0.9981	0.7133	True
ITPR2	ITPR2|Brachypodius_melanocephalos|GCA_013398615.1	False	0.9982	0.7133	True
ITPR2	ITPR2|Sphenodon_punctatus|GCA_003113815.1	False	0.9989	0.7133	True
ITPR2	ITPR2|Columbina_picui|GCA_013397635.1	False	0.9992	0.7133	True
ITPR2	ITPR2|Bucorvus_abyssinicus|GCA_009769605.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Phoenicopterus_ruber_ruber|GCA_009819775.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Crypturellus_soui|GCA_032275445.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Steatornis_caripensis|GCA_054099775.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Nothoprocta_perdicaria|GCF_003342845.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Gallus_gallus|GCF_016699485.2	False	0.9993	0.7133	True
ITPR2	ITPR2|Sorex_araneus|GCF_027595985.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Apteryx_mantelli|GCF_036417845.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Anas_platyrhynchos|GCF_047663525.1	False	0.9993	0.7133	True
ITPR2	ITPR2|Caprimulgus_europaeus|GCF_907165065.1	False	0.9993	0.7133	True
ITPR2	ITPR2_Gallus_gallus_Chicken_F1P1X4	True	0.9993	0.7133	True
ITPR2	ITPR2_Strigops_habroptila_Kakapo_A0A672UP22	True	0.9993	0.7133	True
ITPR2	ITPR2|Crypturellus_undulatus|GCA_013389825.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Smithornis_capensis|GCA_013396465.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Vireo_altiloquus|GCA_013396875.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Myiagra_hebetior|GCA_013397015.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Thryothorus_ludovicianus|GCA_013397245.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Polioptila_caerulea|GCA_013397295.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Sinosuthora_webbiana|GCA_013397395.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Furnarius_figulus|GCA_013397465.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Mionectes_macconnelli|GCA_013397495.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Pterocles_burchelli|GCA_013397535.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Aleadryas_rufinucha|GCA_013397815.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Origma_solitaria|GCA_013397895.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Grantiella_picta|GCA_013397955.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Pedionomus_torquatus|GCA_013398155.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Climacteris_rufus|GCA_013398175.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Loxia_curvirostra|GCA_013398455.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Elachura_formosa|GCA_013398795.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Emberiza_fucata|GCA_013398835.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Callaeas_wilsoni|GCA_013398955.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Catharus_fuscescens|GCA_013398975.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Rostratula_benghalensis|GCA_013399305.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Zosterops_hypoxanthus|GCA_013399795.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Oxyruncus_cristatus|GCA_013399855.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Serilophus_lunatus|GCA_013399895.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Hippolais_icterina|GCA_013400075.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Aramus_guarauna|GCA_013400195.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Cisticola_juncidis|GCA_013400215.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Scytalopus_superciliaris|GCA_013400415.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Leiothrix_lutea|GCA_013400445.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Erpornis_zantholeuca|GCA_013400515.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Chloropsis_cyanopogon|GCA_013400585.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Centropus_bengalensis|GCA_013400815.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Pomatorhinus_ruficollis|GCA_013401195.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Sylvia_borin|GCA_014839755.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Lamprotornis_superbus|GCA_015883425.2	False	0.9996	0.7133	True
ITPR2	ITPR2|Hemiprocne_comata|GCA_020745705.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Circaetus_pectoralis|GCA_035590135.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Copsychus_sechellarum|GCA_054084135.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Spizella_passerina|GCA_056776345.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Acrocephalus_arundinaceus|GCA_058224745.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Corvus_brachyrhynchos|GCF_000691975.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Pygoscelis_adeliae|GCF_000699105.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Aptenodytes_forsteri|GCF_000699145.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Charadrius_vociferus|GCF_000708025.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Manacus_vitellinus|GCF_001715985.3	False	0.9996	0.7133	True
ITPR2	ITPR2|Calypte_anna|GCF_003957555.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Tauraco_erythrolophus|GCF_009769465.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Balearica_regulorum_gibbericeps|GCF_011004875.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Nyctibius_grandis|GCF_013368605.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Cuculus_canorus|GCF_017976375.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Gymnogyps_californianus|GCF_018139145.2	False	0.9996	0.7133	True
ITPR2	ITPR2|Tyto_alba|GCF_018691265.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Apus_apus|GCF_020740795.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Falco_peregrinus|GCF_023634155.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Gopherus_flavomarginatus|GCF_025201925.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Rhea_pennata|GCF_028389875.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Colius_striatus|GCF_028858725.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Pelecanus_crispus|GCF_030463565.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Poecile_atricapillus|GCF_030490865.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Alligator_mississippiensis|GCF_030867095.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Opisthocomus_hoazin|GCF_030867145.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Gavia_stellata|GCF_030936135.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Leptosomus_discolor|GCF_034619465.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Ciconia_boyciana|GCF_034638445.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Mycteria_americana|GCF_035582795.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Caloenas_nicobarica|GCF_036013445.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Dromaius_novaehollandiae|GCF_036370855.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Chlamydotis_macqueenii|GCF_036417535.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Lathamus_discolor|GCF_037157495.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Struthio_camelus|GCF_040807025.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Aphelocoma_coerulescens|GCF_041296385.2	False	0.9996	0.7133	True
ITPR2	ITPR2|Nipponia_nippon|GCF_047370975.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Haliaeetus_albicilla|GCF_947461875.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Calonectris_borealis|GCF_964195595.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Gallinula_chloropus|GCF_964237585.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Phaethon_aethereus|GCF_964289735.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Larus_argentatus|GCF_964417175.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Platalea_leucorodia|GCF_965183815.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Aptenodytes_patagonicus|GCF_965638725.1	False	0.9996	0.7133	True
ITPR2	ITPR2|Cervus_hanglu_yarkandensis|GCA_010411085.1	False	1.0	0.7133	True
ITPR2	ITPR2|Pygathrix_nigripes|GCA_023764695.1	False	1.0	0.7133	True
ITPR2	ITPR2|Heterohyrax_brucei|GCA_028571685.1	False	1.0	0.7133	True
ITPR2	ITPR2|Saguinus_oedipus|GCA_031835075.1	False	1.0	0.7133	True
ITPR2	ITPR2|Notoryctes_typhlops|GCA_048126345.2	False	1.0	0.7133	True
ITPR2	ITPR2|Lestoros_inca|GCA_054644205.1	False	1.0	0.7133	True
ITPR2	ITPR2|Pontoporia_blainvillei|GCA_987193245.1	False	1.0	0.7133	True
ITPR2	ITPR2|Homo_sapiens|GCF_000001405.40	False	1.0	0.7133	True
ITPR2	ITPR2|Mus_musculus|GCF_000001635.27	False	1.0	0.7133	True
ITPR2	ITPR2|Orycteropus_afer_afer|GCF_000298275.1	False	1.0	0.7133	True
ITPR2	ITPR2|Elephantulus_edwardii|GCF_000299155.1	False	1.0	0.7133	True
ITPR2	ITPR2|Tupaia_belangeri_chinensis|GCF_000334495.1	False	1.0	0.7133	True
ITPR2	ITPR2|Cricetulus_griseus|GCF_003668045.3	False	1.0	0.7133	True
ITPR2	ITPR2|Ornithorhynchus_anatinus|GCF_004115215.2	False	1.0	0.7133	True
ITPR2	ITPR2|Gracilinanus_agilis|GCF_016433145.1	False	1.0	0.7133	True
ITPR2	ITPR2|Dromiciops_gliroides|GCF_019393635.1	False	1.0	0.7133	True
ITPR2	ITPR2|Neogale_vison|GCF_020171115.1	False	1.0	0.7133	True
ITPR2	ITPR2|Diceros_bicornis_minor|GCF_020826845.1	False	1.0	0.7133	True
ITPR2	ITPR2|Equus_quagga|GCF_021613505.1	False	1.0	0.7133	True
ITPR2	ITPR2|Tamandua_tetradactyla|GCF_023851605.1	False	1.0	0.7133	True
ITPR2	ITPR2|Elephas_maximus_indicus|GCF_024166365.1	False	1.0	0.7133	True
ITPR2	ITPR2|Cynocephalus_volans|GCF_027409185.1	False	1.0	0.7133	True
ITPR2	ITPR2|Notamacropus_eugenii|GCF_028372415.1	False	1.0	0.7133	True
ITPR2	ITPR2|Manis_pentadactyla|GCF_030020395.1	False	1.0	0.7133	True
ITPR2	ITPR2|Dasypus_novemcinctus|GCF_030445035.2	False	1.0	0.7133	True
ITPR2	ITPR2|Saccopteryx_bilineata|GCF_036850765.1	False	1.0	0.7133	True
ITPR2	ITPR2|Sminthopsis_crassicaudata|GCF_048593235.1	False	1.0	0.7133	True
ITPR2	ITPR2|Macaca_mulatta|GCF_049350105.2	False	1.0	0.7133	True
ITPR2	ITPR2|Tenrec_ecaudatus|GCF_050624435.1	False	1.0	0.7133	True
ITPR2	ITPR2|Giraffa_tippelskirchi|GCF_054371585.1	False	1.0	0.7133	True
ITPR2	ITPR2|Cnephaeus_nilssonii|GCF_951640355.1	False	1.0	0.7133	True
ITPR2	ITPR2|Oryctolagus_cuniculus|GCF_964237555.1	False	1.0	0.7133	True
ITPR2	ITPR2_Homo_sapiens_Human_Q14571	True	1.0	0.7133	True
ITPR2	ITPR2_Mus_musculus_Mouse_Q9Z329	True	1.0	0.7133	True
ITPR2	ITPR2_Rattus_norvegicus_Rat_P29995	True	1.0	0.7133	True
ITPR2	REF|ITPR2|Q14571	True	1.0	0.7133	True
ITPR3	ITPR3|Protopterus_annectens|GCF_019279795.1	False	0.9437	0.7133	True
ITPR3	ITPR3|Ammodytes_marinus|GCF_949987685.1	False	0.9446	0.7133	True
ITPR3	ITPR3|Aquarana_catesbeiana|GCF_042186555.1	False	0.9606	0.7133	True
ITPR3	ITPR3|Chloropsis_hardwickii|GCA_013390065.1	False	0.9607	0.7133	True
ITPR3	ITPR3|Nansenia_antarctica|GCF_963989245.1	False	0.9634	0.7133	True
ITPR3	ITPR3|Antennarius_striatus|GCF_040054535.1	False	0.9657	0.7133	True
ITPR3	ITPR3|Latimeria_chalumnae|GCF_037176945.1	False	0.9665	0.7133	True
ITPR3	ITPR3|Albula_goreensis|GCA_022829145.1	False	0.9688	0.7133	True
ITPR3	ITPR3|Raja_brachyura|GCF_963514005.1	False	0.9698	0.7133	True
ITPR3	ITPR3|Hemitrygon_akajei|GCF_048418815.1	False	0.9705	0.7133	True
ITPR3	ITPR3|Chiloscyllium_punctatum|GCF_047496795.1	False	0.9706	0.7133	True
ITPR3	ITPR3|Genypterus_blacodes|GCF_046128005.1	False	0.9709	0.7133	True
ITPR3	ITPR3|Nannobrachium_achirus|GCF_963921795.1	False	0.9711	0.7133	True
ITPR3	ITPR3|Heptranchias_perlo|GCF_035084215.1	False	0.9713	0.7133	True
ITPR3	ITPR3|Somniosus_microcephalus|GCF_052327205.1	False	0.9714	0.7133	True
ITPR3	ITPR3|Callorhinchus_milii|GCF_018977255.1	False	0.9719	0.7133	True
ITPR3	ITPR3|Paramormyrops_kingsleyae|GCF_048594095.1	False	0.972	0.7133	True
ITPR3	ITPR3_Callorhinchus_milii_Ghost_shark_A0A4W3GWE7	True	0.9722	0.7133	True
ITPR3	ITPR3|Engraulis_encrasicolus|GCF_034702125.1	False	0.973	0.7133	True
ITPR3	ITPR3|Narcine_bancroftii|GCF_036971445.1	False	0.973	0.7133	True
ITPR3	ITPR3|Gambusia_affinis|GCF_019740435.1	False	0.9736	0.7133	True
ITPR3	ITPR3|Rhamphochromis_longiceps|GCF_057381845.1	False	0.9743	0.7133	True
ITPR3	ITPR3|Cheilinus_undulatus|GCF_018320785.1	False	0.9744	0.7133	True
ITPR3	ITPR3|Chaetodon_trifascialis|GCF_039877785.1	False	0.9744	0.7133	True
ITPR3	ITPR3|Trachurus_japonicus|GCF_045865225.1	False	0.9744	0.7133	True
ITPR3	ITPR3|Myripristis_murdjan|GCF_902150065.1	False	0.9744	0.7133	True
ITPR3	ITPR3|Cololabis_saira|GCF_033807715.1	False	0.9747	0.7133	True
ITPR3	ITPR3|Heterodontus_francisci|GCF_036365525.1	False	0.975	0.7133	True
ITPR3	ITPR3|Datnioides_polota|GCA_054883175.1	False	0.9751	0.7133	True
ITPR3	ITPR3|Platax_teira|GCA_058707665.1	False	0.9751	0.7133	True
ITPR3	ITPR3|Parequula_melbournensis|GCA_984656905.1	False	0.9751	0.7133	True
ITPR3	ITPR3|Lutjanus_erythropterus|GCF_056507025.1	False	0.9751	0.7133	True
ITPR3	ITPR3|Sphaeramia_orbicularis|GCF_902148855.1	False	0.9751	0.7133	True
ITPR3	ITPR3|Capros_aper|GCA_965364685.1	False	0.9752	0.7133	True
ITPR3	ITPR3|Thalassophryne_amazonica|GCF_902500255.1	False	0.9754	0.7133	True
ITPR3	ITPR3|Pristigenys_meyeri|GCA_056506795.1	False	0.9755	0.7133	True
ITPR3	ITPR3|Acanthurus_tractus|GCA_980438365.1	False	0.9755	0.7133	True
ITPR3	ITPR3|Xiphias_gladius|GCF_016859285.1	False	0.9755	0.7133	True
ITPR3	ITPR3|Sparus_aurata|GCF_900880675.2	False	0.9755	0.7133	True
ITPR3	ITPR3|Pempheris_klunzingeri|GCF_042242105.1	False	0.9758	0.7133	True
ITPR3	ITPR3|Dissostichus_eleginoides|GCA_031216635.1	False	0.9762	0.7133	True
ITPR3	ITPR3|Aldrovandia_affinis|GCA_029706075.1	False	0.9763	0.7133	True
ITPR3	ITPR3|Stylephorus_chordatus|GCA_056824565.1	False	0.9764	0.7133	True
ITPR3	ITPR3|Scyliorhinus_torazame|GCF_047496885.1	False	0.9764	0.7133	True
ITPR3	ITPR3|Channa_argus|GCF_033026475.1	False	0.9765	0.7133	True
ITPR3	ITPR3|Telmatherina_bonti|GCF_933228915.1	False	0.9766	0.7133	True
ITPR3	ITPR3|Chelon_labrosus|GCF_963514085.1	False	0.9769	0.7133	True
ITPR3	ITPR3|Notolepis_coatsorum|GCF_963971535.1	False	0.9769	0.7133	True
ITPR3	ITPR3|Poromitra_crassiceps|GCF_964638095.1	False	0.9769	0.7133	True
ITPR3	ITPR3|Notothenia_rossii|GCF_949606895.1	False	0.9772	0.7133	True
ITPR3	ITPR3|Microchirus_variegatus|GCF_963457635.1	False	0.9773	0.7133	True
ITPR3	ITPR3|Pristis_pectinata|GCF_009764475.1	False	0.9775	0.7133	True
ITPR3	ITPR3|Carcharodon_carcharias|GCF_017639515.1	False	0.9775	0.7133	True
ITPR3	ITPR3|Mastacembelus_armatus|GCF_900324485.3	False	0.9779	0.7133	True
ITPR3	ITPR3|Diretmus_argenteus|GCA_048569125.1	False	0.978	0.7133	True
ITPR3	ITPR3|Liparis_tanakae|GCA_050084785.1	False	0.978	0.7133	True
ITPR3	ITPR3|Nothobranchius_furzeri|GCF_043380555.1	False	0.9783	0.7133	True
ITPR3	ITPR3_Nothobranchius_furzeri_Turquoise_killi_A0A8C6KWV8	True	0.9783	0.7133	True
ITPR3	ITPR3|Albula_glossodonta|GCA_056783665.1	False	0.9786	0.7133	True
ITPR3	ITPR3|Aplochiton_taeniatus|GCA_017639675.1	False	0.9787	0.7133	True
ITPR3	ITPR3|Amblyopsis_spelaea|GCA_046255725.1	False	0.9787	0.7133	True
ITPR3	ITPR3|Gadus_morhua|GCF_902167405.1	False	0.9787	0.7133	True
ITPR3	ITPR3|Zeus_faber|GCF_960531495.1	False	0.9787	0.7133	True
ITPR3	ITPR3|Entelurus_aequoreus|GCF_033978785.1	False	0.979	0.7133	True
ITPR3	ITPR3|Conger_conger|GCF_963514075.1	False	0.9791	0.7133	True
ITPR3	ITPR3|Salmo_salar|GCF_965601325.1	False	0.9791	0.7133	True
ITPR3	ITPR3|Micropterus_dolomieu|GCF_021292245.1	False	0.9794	0.7133	True
ITPR3	ITPR3|Borostomias_antarcticus|GCF_949987555.1	False	0.9798	0.7133	True
ITPR3	ITPR3|Gobius_niger|GCF_951799975.1	False	0.9798	0.7133	True
ITPR3	ITPR3|Hiodon_alosoides|GCA_056783565.1	False	0.9801	0.7133	True
ITPR3	ITPR3|Esox_lucius|GCF_011004845.1	False	0.9802	0.7133	True
