paralog	accession	organism	vclass	vorder	mp_id	bait	coverage	identity	aligned_aa	frameshifts	stop_codons	integrity	seq_len	source	kept	reason	name
ITPR2	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes			0.783	0.9782					0	sweep_model	False	below_quality_bar(found_unannotated)	
ITPR3	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes									0	sweep_model	False	below_quality_bar(tblastn_trace)	
ITPR1	GCA_014281875.1	Nibea albiflora	Actinopteri		MP000094	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9595	2748	2	0	intact	2750	sweep_model	True	ok	ITPR1|Nibea_albiflora|GCA_014281875.1
ITPR2	GCA_014281875.1	Nibea albiflora	Actinopteri		MP000096	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8663	2701	2	0	intact	2672	sweep_model	True	ok	ITPR2|Nibea_albiflora|GCA_014281875.1
ITPR3	GCA_014281875.1	Nibea albiflora	Actinopteri		MP000097	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8823	2670	1	0	intact	2727	sweep_model	False	s15a_elevated_lesions	
ITPR1	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes			0.4959	0.9753					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes			0.5363	0.982					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes			0.4052	0.9935					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9838	2779	0	0	intact	2779	sweep_model	True	ok	ITPR1|Sylvia_borin|GCA_014839755.1
ITPR2	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	MP000053	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9807	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Sylvia_borin|GCA_014839755.1
ITPR3	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	MP000054	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	1.0	0.9925	2670	0	0	intact	2678	sweep_model	True	ok	ITPR3|Sylvia_borin|GCA_014839755.1
ITPR1	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9817	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Lamprotornis_superbus|GCA_015883425.2
ITPR2	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9807	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Lamprotornis_superbus|GCA_015883425.2
ITPR3	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	MP000051	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	1.0	0.9959	2670	0	0	intact	2670	sweep_model	True	ok	ITPR3|Lamprotornis_superbus|GCA_015883425.2
ITPR1	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	MP000065	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9274	2748	0	0	intact	2756	sweep_model	True	ok	ITPR1|Aplochiton_taeniatus|GCA_017639675.1
ITPR2	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	MP000066	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8088	2701	0	0	intact	2685	sweep_model	True	ok	ITPR2|Aplochiton_taeniatus|GCA_017639675.1
ITPR3	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	MP000068	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8678	2670	0	0	intact	2680	sweep_model	True	ok	ITPR3|Aplochiton_taeniatus|GCA_017639675.1
ITPR1	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	MP000045	A0A670JBK6|ITPR1|Podarcis_muralis	0.9701	0.9678	2665	1	1	intact	2665	sweep_model	True	ok	ITPR1|Bothrops_jararaca|GCA_018340635.1
ITPR2	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata									0	sweep_model	False	below_quality_bar(tblastn_trace)	
ITPR3	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	MP000048	A0A6J0TV85|ITPR3|Pogona_vitticeps	1.0	0.9468	2666	0	0	intact	2666	sweep_model	True	ok	ITPR3|Bothrops_jararaca|GCA_018340635.1
ITPR1	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	MP000007	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	1.0	0.7451	2743	5	2	elevated_lesions	2611	sweep_model	False	s15a_elevated_lesions	
ITPR2	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	MP000020	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	1.0	0.6135	2705	6	1	elevated_lesions	2495	sweep_model	False	s15a_elevated_lesions	
ITPR3	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	MP000028	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	1.0	0.8874	2673	2	0	intact	2665	sweep_model	True	ok	ITPR3|Hymenochirus_boettgeri|GCA_019447015.1
ITPR1	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9899	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Hemiprocne_comata|GCA_020745705.1
ITPR2	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9793	2700	1	0	intact	2682	sweep_model	True	ok	ITPR2|Hemiprocne_comata|GCA_020745705.1
ITPR3	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9865	2664	3	0	intact	2664	sweep_model	True	ok	ITPR3|Hemiprocne_comata|GCA_020745705.1
ITPR1	GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	MP000077	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9123	2748	2	0	intact	2752	sweep_model	True	ok	ITPR1|Albula_goreensis|GCA_022829145.1
ITPR2	GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	MP000085	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.8055	2700	1	0	intact	2684	sweep_model	True	ok	ITPR2|Albula_goreensis|GCA_022829145.1
ITPR3	GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8328	2670	3	0	intact	2694	sweep_model	True	ok	ITPR3|Albula_goreensis|GCA_022829145.1
ITPR1	GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9956	2758	1	0	intact	2757	sweep_model	True	ok	ITPR1|Pygathrix_nigripes|GCA_023764695.1
ITPR2	GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9907	2701	0	0	intact	2700	sweep_model	True	ok	ITPR2|Pygathrix_nigripes|GCA_023764695.1
ITPR3	GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9731	2671	3	0	intact	2689	sweep_model	True	ok	ITPR3|Pygathrix_nigripes|GCA_023764695.1
ITPR1	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	MP000083	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9363	2748	9	0	elevated_lesions	2767	sweep_model	False	s15a_elevated_lesions	
ITPR2	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8615	2701	3	0	intact	2692	sweep_model	True	ok	ITPR2|Chaenocephalus_aceratus|GCA_023974075.1
ITPR3	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes			0.6933	0.8689					0	sweep_model	False	below_quality_bar(fragment)	
ITPR1	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	MP000085	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9279	2748	1	0	intact	2760	sweep_model	True	ok	ITPR1|Muraenolepis_orangiensis|GCA_027704905.1
ITPR2	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8234	2701	0	0	intact	2687	sweep_model	True	ok	ITPR2|Muraenolepis_orangiensis|GCA_027704905.1
ITPR3	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	MP000090	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8403	2670	0	0	intact	2659	sweep_model	True	ok	ITPR3|Muraenolepis_orangiensis|GCA_027704905.1
ITPR1	GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9837	2758	0	0	intact	2757	sweep_model	True	ok	ITPR1|Heterohyrax_brucei|GCA_028571685.1
ITPR2	GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	MP000007	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9722	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Heterohyrax_brucei|GCA_028571685.1
ITPR3	GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	MP000015	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9708	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Heterohyrax_brucei|GCA_028571685.1
ITPR1	GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	MP000077	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.892	2748	0	1	intact	2745	sweep_model	True	ok	ITPR1|Aldrovandia_affinis|GCA_029706075.1
ITPR2	GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	MP000079	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.7976	2701	1	0	intact	2673	sweep_model	True	ok	ITPR2|Aldrovandia_affinis|GCA_029706075.1
ITPR3	GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8241	2670	4	0	intact	2662	sweep_model	True	ok	ITPR3|Aldrovandia_affinis|GCA_029706075.1
ITPR1	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	MP000081	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9535	2748	4	0	intact	2737	sweep_model	False	s15a_elevated_lesions	
ITPR2	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	MP000083	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.863	2701	1	0	intact	2690	sweep_model	True	ok	ITPR2|Dissostichus_eleginoides|GCA_031216635.1
ITPR3	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	MP000085	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8884	2670	2	0	intact	2686	sweep_model	True	ok	ITPR3|Dissostichus_eleginoides|GCA_031216635.1
ITPR1	GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9924	2758	0	0	intact	2756	sweep_model	True	ok	ITPR1|Saguinus_oedipus|GCA_031835075.1
ITPR2	GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9904	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Saguinus_oedipus|GCA_031835075.1
ITPR3	GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9869	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Saguinus_oedipus|GCA_031835075.1
ITPR1	GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9719	2779	0	0	intact	2766	sweep_model	True	ok	ITPR1|Crypturellus_soui|GCA_032275445.1
ITPR2	GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	MP000010	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.9804	2700	0	0	intact	2700	sweep_model	True	ok	ITPR2|Crypturellus_soui|GCA_032275445.1
ITPR3	GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9654	2664	0	0	intact	2681	sweep_model	True	ok	ITPR3|Crypturellus_soui|GCA_032275445.1
ITPR1	GCA_033238685.1	Lates japonicus	Actinopteri		MP000075	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.8541	2748	7	0	elevated_lesions	2748	sweep_model	False	s15a_elevated_lesions	
ITPR2	GCA_033238685.1	Lates japonicus	Actinopteri		MP000080	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.5799	2701	19	1	elevated_lesions	2606	sweep_model	False	s15a_elevated_lesions	
ITPR3	GCA_033238685.1	Lates japonicus	Actinopteri		MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9058	2670	3	0	intact	2686	sweep_model	False	s15a_elevated_lesions	
ITPR1	GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9924	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Circaetus_pectoralis|GCA_035590135.1
ITPR2	GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	MP000053	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9884	2669	0	0	intact	2668	sweep_model	True	ok	ITPR2|Circaetus_pectoralis|GCA_035590135.1
ITPR3	GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9899	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Circaetus_pectoralis|GCA_035590135.1
ITPR1	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	MP000009	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	1.0	0.9691	2711	0	0	intact	2712	sweep_model	True	ok	ITPR1|Cirrhinus_mrigala|GCA_036247105.2
ITPR2	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	MP000029	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	0.9288	2665	0	0	intact	2690	sweep_model	True	ok	ITPR2|Cirrhinus_mrigala|GCA_036247105.2
ITPR3	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	MP000046	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	1.0	0.9425	2635	0	0	intact	2641	sweep_model	True	ok	ITPR3|Cirrhinus_mrigala|GCA_036247105.2
ITPR1	GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes			0.4967	0.9116					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes			0.3688	0.8064					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes			0.5712	0.909					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes			0.4949	0.9128					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes			0.6312	0.8172					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes			0.3618	0.9059					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes			0.4967	0.9088					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes			0.3688	0.8093					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes			0.4869	0.9093					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes			0.4967	0.9116					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes			0.3595	0.7992					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes			0.306	0.9078					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes			0.4967	0.9088					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes			0.3688	0.8083					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes			0.306	0.9114					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes			0.3402	0.8947					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes			0.5065	0.7882					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes			0.306	0.9102					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes			0.4967	0.9116					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes			0.3688	0.8064					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes			0.5622	0.9068					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	MP000053	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9042	2748	0	0	intact	2737	sweep_model	True	ok	ITPR1|Atractosteus_spatula|GCA_043380575.1
ITPR2	GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	MP000058	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.8197	2700	0	0	intact	2683	sweep_model	True	ok	ITPR2|Atractosteus_spatula|GCA_043380575.1
ITPR3	GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	MP000056	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8361	2670	0	0	intact	2667	sweep_model	True	ok	ITPR3|Atractosteus_spatula|GCA_043380575.1
ITPR1	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	MP000088	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9386	2748	0	0	intact	2745	sweep_model	True	ok	ITPR1|Amblyopsis_spelaea|GCA_046255725.1
ITPR2	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	MP000090	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8094	2701	1	0	intact	2680	sweep_model	True	ok	ITPR2|Amblyopsis_spelaea|GCA_046255725.1
ITPR3	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	MP000093	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8624	2670	0	0	intact	2673	sweep_model	True	ok	ITPR3|Amblyopsis_spelaea|GCA_046255725.1
ITPR1	GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	MP000083	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9458	2748	0	0	intact	2748	sweep_model	True	ok	ITPR1|Polymixia_lowei|GCA_047511595.1
ITPR2	GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.9956	0.8559	2689	1	0	intact	2717	sweep_model	True	ok	ITPR2|Polymixia_lowei|GCA_047511595.1
ITPR3	GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	MP000087	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8277	2670	1	0	intact	2647	sweep_model	True	ok	ITPR3|Polymixia_lowei|GCA_047511595.1
ITPR1	GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.972	2749	0	0	intact	2749	sweep_model	True	ok	ITPR1|Notoryctes_typhlops|GCA_048126345.2
ITPR2	GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9467	2701	0	0	intact	2698	sweep_model	True	ok	ITPR2|Notoryctes_typhlops|GCA_048126345.2
ITPR3	GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9394	2671	0	0	intact	2668	sweep_model	True	ok	ITPR3|Notoryctes_typhlops|GCA_048126345.2
ITPR1	GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	MP000093	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9451	2748	0	0	intact	2762	sweep_model	True	ok	ITPR1|Diretmus_argenteus|GCA_048569125.1
ITPR2	GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	MP000095	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8557	2701	1	0	intact	2703	sweep_model	True	ok	ITPR2|Diretmus_argenteus|GCA_048569125.1
ITPR3	GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	MP000097	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8739	2670	0	0	intact	2676	sweep_model	True	ok	ITPR3|Diretmus_argenteus|GCA_048569125.1
ITPR1	GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	MP000083	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9435	2748	0	0	intact	2755	sweep_model	True	ok	ITPR1|Liparis_tanakae|GCA_050084785.1
ITPR2	GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.9981	0.8572	2696	2	0	intact	2688	sweep_model	True	ok	ITPR2|Liparis_tanakae|GCA_050084785.1
ITPR3	GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	MP000088	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.883	2670	0	0	intact	2680	sweep_model	True	ok	ITPR3|Liparis_tanakae|GCA_050084785.1
ITPR1	GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes			0.4312	0.9055					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR2	GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes			0.1126	0.8371					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR3	GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes			0.1468	0.6778					0	sweep_model	False	below_quality_bar(assembly_gap)	
ITPR1	GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9773	2779	0	0	intact	2776	sweep_model	True	ok	ITPR1|Copsychus_sechellarum|GCA_054084135.1
ITPR2	GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9804	2700	0	0	intact	2697	sweep_model	True	ok	ITPR2|Copsychus_sechellarum|GCA_054084135.1
ITPR3	GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	MP000050	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	1.0	0.9959	2670	0	0	intact	2670	sweep_model	True	ok	ITPR3|Copsychus_sechellarum|GCA_054084135.1
ITPR1	GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9899	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Steatornis_caripensis|GCA_054099775.1
ITPR2	GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.987	2700	0	0	intact	2700	sweep_model	True	ok	ITPR2|Steatornis_caripensis|GCA_054099775.1
ITPR3	GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9895	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Steatornis_caripensis|GCA_054099775.1
ITPR1	GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9705	2749	0	0	intact	2749	sweep_model	True	ok	ITPR1|Lestoros_inca|GCA_054644205.1
ITPR2	GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.95	2701	0	0	intact	2698	sweep_model	True	ok	ITPR2|Lestoros_inca|GCA_054644205.1
ITPR3	GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9371	2671	0	0	intact	2668	sweep_model	True	ok	ITPR3|Lestoros_inca|GCA_054644205.1
ITPR1	GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	MP000085	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9659	2748	0	0	intact	2741	sweep_model	True	ok	ITPR1|Datnioides_polota|GCA_054883175.1
ITPR2	GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8773	2701	1	0	intact	2691	sweep_model	True	ok	ITPR2|Datnioides_polota|GCA_054883175.1
ITPR3	GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	MP000088	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9131	2670	0	0	intact	2691	sweep_model	True	ok	ITPR3|Datnioides_polota|GCA_054883175.1
ITPR1	GCA_054883375.1	Arapaima gigas	Actinopteri	Osteoglossiformes	MP000076	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.909	2748	0	0	intact	2741	sweep_model	True	ok	ITPR1|Arapaima_gigas|GCA_054883375.1
