accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A7K5XTY1	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	192.5	192.5	1.0		2.5e-54	2.5e-54	0.0	0.029	0	143	0.547	258	Ryr3_1	Dromas ardeola	458190	0	RYR3 protein (Fragment)
A0A7K5Y2R0	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_1	Dromas ardeola	458190	0	ITPR2 protein (Fragment)
A0A7K5Y319	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Dromas ardeola	458190	0	RYR3 protein (Fragment)
A0A7K5Y3V4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.7	320.0	278.3	0.8697	1.2e-08	9.6e-93	9.6e-93	0.028	0.035	75	173	0.983	174	Ryr3_2	Dromas ardeola	458190	0	RYR3 protein (Fragment)
A0A7K5Y467	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.1	44.1	1.0		1.2e-09	1.2e-09	0.0	0.01	0	49	0.762	63	Ryr1	Dromas ardeola	458190	0	RYR1 protein (Fragment)
A0A7K5YAV4	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Pterocles burchelli	2585816	0	ITPR2 protein (Fragment)
A0A7K5YDM4	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.1	0.0	109.1	1.0	6e-29		6e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Pterocles burchelli	2585816	0	ITPR1 protein (Fragment)
A0A7K5Z506	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.8	255.6	122.8	0.4804	4.2e-36	2.4e-73	2.4e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Pterocles burchelli	2585816	0	RYR3 protein (Fragment)
A0A7K5Z527	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.0	46.0	1.0		3.4e-10	3.4e-10	0.0	0.009	0	44	0.979	47	Ryr3_1	Pterocles burchelli	2585816	0	RYR3 protein (Fragment)
A0A7K5Z532	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	43.7	253.7	210.0	0.8277	3e-09	9e-73	9e-73	0.03	0.035	81	173	0.988	161	Ryr3_2	Pterocles burchelli	2585816	0	RYR3 protein (Fragment)
A0A7K5Z866	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	42.4	42.4	1.0		4e-09	4e-09	0.0	0.01	0	49	0.904	52	Ryr1	Pterocles burchelli	2585816	0	RYR1 protein (Fragment)
A0A7K5ZPP2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Onychorhynchus coronatus	360224	0	RYR3 protein (Fragment)
A0A7K5ZPQ1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Onychorhynchus coronatus	360224	0	RYR3 protein (Fragment)
A0A7K5ZPS4	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Onychorhynchus coronatus	360224	0	RYR3 protein (Fragment)
A0A7K5ZTI6	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Onychorhynchus coronatus	360224	0	ITPR2 protein (Fragment)
A0A7K6A0K4	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	103.2	0.0	103.2	1.0	3.4e-27		3.4e-27	0.029	0.0	78	0	0.952	83	Itpr1_0	Onychorhynchus coronatus	360224	0	ITPR1 protein (Fragment)
A0A7K6AFQ7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Upupa epops	57439	0	RYR2 protein (Fragment)
A0A7K6AFR2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.2	328.0	286.8	0.8744	1.8e-08	3.8e-95	3.8e-95	0.025	0.035	67	173	0.977	177	Ryr2_0	Upupa epops	57439	0	RYR2 protein (Fragment)
A0A7K6APE6	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Upupa epops	57439	0	ITPR2 protein (Fragment)
A0A7K6BCJ9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.4	321.0	279.6	0.871	1.5e-08	4.8e-93	4.8e-93	0.028	0.035	75	173	0.994	172	Ryr3_1	Upupa epops	57439	0	RYR3 protein (Fragment)
A0A7K6BCK2	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	188.5	188.5	1.0		3.9e-53	3.9e-53	0.0	0.028	0	138	0.55	249	Ryr3_0	Upupa epops	57439	0	RYR3 protein (Fragment)
A0A7K6BF43	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Upupa epops	57439	0	RYR3 protein (Fragment)
A0A7K6BG72	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Upupa epops	57439	0	ITPR1 protein (Fragment)
A0A7K6BI14	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_1	Upupa epops	57439	0	ITPR1 protein (Fragment)
A0A7K6BJ11	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Ptilonorhynchus violaceus	28724	0	ITPR1 protein (Fragment)
A0A7K6BLK4	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Ptilonorhynchus violaceus	28724	0	ITPR1 protein (Fragment)
A0A7K6C0W2	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	98.8	0.0	98.8	1.0	7.4e-26		7.4e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Ptilonorhynchus violaceus	28724	0	ITPR2 protein (Fragment)
A0A7K6C729	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Ptilonorhynchus violaceus	28724	0	RYR3 protein (Fragment)
A0A7K6C8R4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	319.5	277.1	0.8673	7.5e-09	1.4e-92	1.4e-92	0.029	0.035	78	173	0.989	174	Ryr3_1	Ptilonorhynchus violaceus	28724	0	RYR3 protein (Fragment)
A0A7K6CVY4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	72.0	182.1	110.1	0.6046	9.2e-18	3.2e-51	3.2e-51	0.033	0.022	89	108	1.0	107	Ryr1_0	Origma solitaria	720586	0	RYR1 protein (Fragment)
A0A7K6D303	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Origma solitaria	720586	0	ITPR2 protein (Fragment)
A0A7K6D383	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	43.4	224.9	181.5	0.807	3.7e-09	4.2e-64	4.2e-64	0.029	0.026	78	128	0.985	130	Ryr3_2	Origma solitaria	720586	0	RYR3 protein (Fragment)
A0A7K6D4N9	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Origma solitaria	720586	0	RYR3 protein (Fragment)
A0A7K6D593	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Origma solitaria	720586	0	RYR3 protein (Fragment)
A0A7K6DDZ8	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	45.5	45.5	1.0		4.7e-10	4.7e-10	0.0	0.01	0	49	0.979	48	Ryr1_3	Origma solitaria	720586	0	RYR1 protein (Fragment)
A0A7K6DM57	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Origma solitaria	720586	0	ITPR1 protein (Fragment)
A0A7K6E658	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.2	0.0	103.2	1.0	3.6e-27		3.6e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Grantiella picta	266360	0	ITPR1 protein (Fragment)
A0A7K6E8W3	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Grantiella picta	266360	0	ITPR2 protein (Fragment)
A0A7K6ES17	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		6.8e-10	6.8e-10	0.0	0.009	0	44	0.979	47	Ryr1	Grantiella picta	266360	0	RYR1 protein (Fragment)
A0A7K6ET17	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.9	320.5	278.6	0.8693	1.1e-08	6.9e-93	6.9e-93	0.028	0.035	75	173	0.977	175	Ryr3_1	Grantiella picta	266360	0	RYR3 protein (Fragment)
A0A7K6ET60	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Grantiella picta	266360	0	RYR3 protein (Fragment)
A0A7K6EVJ0	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Grantiella picta	266360	0	RYR3 protein (Fragment)
A0A7K6F8Y4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_3	Daphoenositta chrysoptera	254528	0	RYR2 protein (Fragment)
A0A7K6FAT8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Daphoenositta chrysoptera	254528	0	ITPR1 protein (Fragment)
A0A7K6FAU9	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Daphoenositta chrysoptera	254528	0	ITPR1 protein (Fragment)
A0A7K6FBJ7	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.7	325.8	285.1	0.8751	2.4e-08	1.7e-94	1.7e-94	0.027	0.035	72	173	0.994	174	Ryr2_2	Daphoenositta chrysoptera	254528	0	RYR2 protein (Fragment)
A0A7K6FG49	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.8	44.8	1.0		7.5e-10	7.5e-10	0.0	0.01	0	49	0.979	48	Ryr1_0	Daphoenositta chrysoptera	254528	0	RYR1 protein (Fragment)
A0A7K6FT75	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Daphoenositta chrysoptera	254528	0	RYR3 protein (Fragment)
A0A7K6FT87	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Daphoenositta chrysoptera	254528	0	RYR3 protein (Fragment)
A0A7K6FUL6	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Daphoenositta chrysoptera	254528	0	ITPR2 protein (Fragment)
A0A7K6GHJ0	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Malurus elegans	720584	0	ITPR2 protein (Fragment)
A0A7K6GID6	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_0	Malurus elegans	720584	0	RYR2 protein (Fragment)
A0A7K6GTW8	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Malurus elegans	720584	0	RYR3 protein (Fragment)
A0A7K6GU00	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Malurus elegans	720584	0	RYR3 protein (Fragment)
A0A7K6GUE3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Malurus elegans	720584	0	RYR3 protein (Fragment)
A0A7K6GZG3	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1	Malurus elegans	720584	0	ITPR1 protein (Fragment)
A0A7K6HBY7	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Dasyornis broadbenti	243059	0	ITPR1 protein (Fragment)
A0A7K6HCA0	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Dasyornis broadbenti	243059	0	ITPR1 protein (Fragment)
A0A7K6HT59	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	34.8	303.9	269.1	0.8855	1.5e-06	6.7e-88	6.7e-88	0.022	0.035	59	173	0.994	173	Ryr1_0	Dasyornis broadbenti	243059	0	RYR1 protein (Fragment)
A0A7K6HTG3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.6	252.3	119.7	0.4744	4.9e-36	2.4e-72	2.4e-72	0.041	0.022	110	108	1.0	108	Ryr1_1	Dasyornis broadbenti	243059	0	RYR1 protein (Fragment)
A0A7K6I0L9	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Dasyornis broadbenti	243059	0	ITPR2 protein (Fragment)
A0A7K6I0U3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Dasyornis broadbenti	243059	0	RYR3 protein (Fragment)
A0A7K6I1Y7	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.6	321.4	278.8	0.8675	6.5e-09	3.7e-93	3.7e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Dasyornis broadbenti	243059	0	RYR3 protein (Fragment)
A0A7K6IUL8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.3	253.4	121.1	0.4779	6.1e-36	1.1e-72	1.1e-72	0.041	0.022	110	108	1.0	108	Ryr1_1	Machaerirhynchus nigripectus	1160894	0	RYR1 protein (Fragment)
A0A7K6J165	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Machaerirhynchus nigripectus	1160894	0	ITPR1 protein (Fragment)
A0A7K6J2D4	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_1	Machaerirhynchus nigripectus	1160894	0	ITPR2 protein (Fragment)
A0A7K6J3H9	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Machaerirhynchus nigripectus	1160894	0	ITPR1 protein (Fragment)
A0A7K6JCL6	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.2	44.2	1.0		1.1e-09	1.1e-09	0.0	0.01	0	49	0.75	64	Ryr1_2	Machaerirhynchus nigripectus	1160894	0	RYR1 protein (Fragment)
A0A7K6JD76	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Machaerirhynchus nigripectus	1160894	0	RYR3 protein (Fragment)
A0A7K6JE23	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.6	320.5	278.9	0.8702	1.3e-08	7e-93	7e-93	0.028	0.035	75	173	0.988	173	Ryr3_1	Machaerirhynchus nigripectus	1160894	0	RYR3 protein (Fragment)
A0A7K6JUM5	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Oreocharis arfaki	979223	0	ITPR2 protein (Fragment)
A0A7K6KLF5	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	103.0	0.0	103.0	1.0	4.2e-27		4.2e-27	0.029	0.0	78	0	0.94	83	Itpr1_0	Oreocharis arfaki	979223	0	ITPR1 protein (Fragment)
A0A7K6KLT3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Oreocharis arfaki	979223	0	RYR3 protein (Fragment)
A0A7K6KLU6	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Oreocharis arfaki	979223	0	RYR3 protein (Fragment)
A0A7K6KNG5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Oreocharis arfaki	979223	0	RYR3 protein (Fragment)
A0A7K6L101	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	35.2	304.5	269.3	0.8844	1.1e-06	4.5e-88	4.5e-88	0.022	0.035	59	173	0.977	176	Ryr1	Falcunculus frontatus	254539	0	RYR1 protein (Fragment)
A0A7K6L2D5	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Falcunculus frontatus	254539	0	ITPR2 protein (Fragment)
A0A7K6L9A8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Falcunculus frontatus	254539	0	ITPR1 protein (Fragment)
A0A7K6LLG8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Falcunculus frontatus	254539	0	RYR3 protein (Fragment)
A0A7K6LM92	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		2.9e-10	2.9e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Falcunculus frontatus	254539	0	RYR3 protein (Fragment)
A0A7K6LMA3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Falcunculus frontatus	254539	0	RYR3 protein (Fragment)
A0A7K6MAB0	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Panurus biarmicus	181101	0	ITPR2 protein (Fragment)
A0A7K6MLF8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Panurus biarmicus	181101	0	ITPR1 protein (Fragment)
A0A7K6N2Q7	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2.1e-10	2.1e-10	0.0	0.01	0	49	0.979	48	Ryr3_0	Pedionomus torquatus	227192	0	RYR3 protein (Fragment)
A0A7K6N3A8	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.7	320.7	279.0	0.87	1.2e-08	5.8e-93	5.8e-93	0.028	0.035	75	173	0.983	174	Ryr3_1	Pedionomus torquatus	227192	0	RYR3 protein (Fragment)
A0A7K6N4U3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Pedionomus torquatus	227192	0	RYR3 protein (Fragment)
A0A7K6NZ21	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Pedionomus torquatus	227192	0	ITPR2 protein (Fragment)
A0A7K6PCG6	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Ifrita kowaldi	461245	0	ITPR1 protein (Fragment)
A0A7K6PCN3	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	43.8	43.8	1.0		1.5e-09	1.5e-09	0.0	0.01	0	49	0.676	71	Ryr1_0	Ifrita kowaldi	461245	0	RYR1 protein (Fragment)
A0A7K6PCZ7	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	104.5	104.5	1.0		8e-28	8e-28	0.0	0.025	0	123	0.937	143	Ryr1_1	Ifrita kowaldi	461245	0	RYR1 protein (Fragment)
A0A7K6PKG1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.3	253.4	121.1	0.4779	6.1e-36	1.1e-72	1.1e-72	0.041	0.022	110	108	1.0	108	Ryr1_2	Ifrita kowaldi	461245	0	RYR1 protein (Fragment)
A0A7K6PMR6	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Ifrita kowaldi	461245	0	ITPR2 protein (Fragment)
A0A7K6PPB8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Ifrita kowaldi	461245	0	RYR3 protein (Fragment)
A0A7K6PPD0	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_1	Ifrita kowaldi	461245	0	RYR3 protein (Fragment)
A0A7K6PPG4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.0	278.5	0.8676	6.9e-09	4.7e-93	4.7e-93	0.029	0.035	78	173	0.983	175	Ryr3_2	Ifrita kowaldi	461245	0	RYR3 protein (Fragment)
A0A7K6QI94	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Climacteris rufus	47695	0	RYR3 protein (Fragment)
