id	accession	band	role	length	passed	assignment	rel_margin	itpr_score	ryr_score	envelope_frac	max_internal_gap	n_segments	reason
A0AAN0JF00|unnamed|Amphimedon_queenslandica|Porifera|RYR	A0AAN0JF00	Porifera	RYR	4753	1	RYR	0.8237	436.6	2475.8	0.9293	112	5	ryr.hmm wins at 82% margin over an envelope covering 93% in 5 segment(s)
B3RUD1|TRIADDRAFT_55241|Trichoplax_adhaerens|Placozoa|ITPR	B3RUD1	Placozoa	ITPR	2486	1	ITPR	0.7632	1305.2	309.1	0.969	23	4	itpr.hmm wins at 76% margin over an envelope covering 97% in 4 segment(s)
A0A1W0X7L5|BV898_02971|Hypsibius_exemplaris|Tardigrada|ITPR	A0A1W0X7L5	Tardigrada	ITPR	2720	1	ITPR	0.8686	2889.2	379.6	0.9901	0	1	itpr.hmm wins at 87% margin over an envelope covering 99% in 1 segment(s)
A0A1W0X7F9|BV898_02971|Hypsibius_exemplaris|Tardigrada|ITPR	A0A1W0X7F9	Tardigrada	ITPR	2727	1	ITPR	0.8683	2880.5	379.3	0.9901	0	1	itpr.hmm wins at 87% margin over an envelope covering 99% in 1 segment(s)
A0A1D1V0T1|RvY_05495-1|Ramazzottius_varieornatus|Tardigrada|ITPR	A0A1D1V0T1	Tardigrada	ITPR	2692	1	ITPR	0.852	2813.2	416.4	0.9874	0	1	itpr.hmm wins at 85% margin over an envelope covering 99% in 1 segment(s)
A0AAE0BCU2|CYMTET_56220|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0BCU2	Chlorophyta	ITPR	2953	1	ITPR	0.854	1039.4	151.8	0.8869	250	3	itpr.hmm wins at 85% margin over an envelope covering 89% in 3 segment(s)
A0A2K3CTW4|CHLRE_16g665450v5|Chlamydomonas_reinhardtii|Chlorophyta|ITPR	A0A2K3CTW4	Chlorophyta	ITPR	3210	1	ITPR	0.8242	705.3	124.0	0.8769	212	3	itpr.hmm wins at 82% margin over an envelope covering 88% in 3 segment(s)
A0AAE0BBD3|CYMTET_56220|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0BBD3	Chlorophyta	ITPR	2899	1	ITPR	0.8637	1010.3	137.7	0.8848	250	3	itpr.hmm wins at 86% margin over an envelope covering 88% in 3 segment(s)
A0AAE0G204|CYMTET_21539|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0G204	Chlorophyta	ITPR	2900	1	ITPR	0.729	932.1	252.6	0.8131	281	4	itpr.hmm wins at 73% margin over an envelope covering 81% in 4 segment(s)
A0AAE0EZ22|CYMTET_44432|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0EZ22	Chlorophyta	ITPR	2761	1	ITPR	0.8765	901.9	111.4	0.9098	234	2	itpr.hmm wins at 88% margin over an envelope covering 91% in 2 segment(s)
A0AAE0GMP6|CYMTET_11329|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0GMP6	Chlorophyta	ITPR	2998	1	ITPR	0.7351	852.1	225.7	0.7849	316	4	itpr.hmm wins at 74% margin over an envelope covering 78% in 4 segment(s)
A0A1Y2B255|BCR33DRAFT_724882|Rhizoclosmatium_globosum|Chytridiomycota|ITPR	A0A1Y2B255	Chytridiomycota	ITPR	3246	1	ITPR	0.7058	1361.5	400.5	0.9248	53	2	itpr.hmm wins at 71% margin over an envelope covering 92% in 2 segment(s)
A0ABR4NG49|HK105_201920|Polyrhizophydium_stewartii|Chytridiomycota|ITPR	A0ABR4NG49	Chytridiomycota	ITPR	3104	1	ITPR	0.7331	1281.9	342.1	0.9633	0	1	itpr.hmm wins at 73% margin over an envelope covering 96% in 1 segment(s)
A0AAD5U9K5|HK099_005063|Clydaea_vesicula|Chytridiomycota|ITPR	A0AAD5U9K5	Chytridiomycota	ITPR	2759	1	ITPR	0.6905	1156.3	357.9	0.9554	45	3	itpr.hmm wins at 69% margin over an envelope covering 96% in 3 segment(s)
A0AAD5SYU5|HK100_001428|Physocladia_obscura|Chytridiomycota|ITPR	A0AAD5SYU5	Chytridiomycota	ITPR	2858	1	ITPR	0.8134	913.3	170.4	0.9101	127	2	itpr.hmm wins at 81% margin over an envelope covering 91% in 2 segment(s)
A0A433QY11|BC938DRAFT_479224|Jimgerdemannia_flammicorona|Mucoromycota|ITPR	A0A433QY11	Mucoromycota	ITPR	2599	1	ITPR	0.7421	1348.6	347.8	0.9696	56	2	itpr.hmm wins at 74% margin over an envelope covering 97% in 2 segment(s)
A0AAD5K078|BDA99DRAFT_575816|Phascolomyces_articulosus|Mucoromycota|ITPR	A0AAD5K078	Mucoromycota	ITPR	2588	1	ITPR	0.6967	1308.4	396.8	0.9583	97	2	itpr.hmm wins at 70% margin over an envelope covering 96% in 2 segment(s)
A0AAD7UQL8|O0I10_012669|Lichtheimia_ornata|Mucoromycota|ITPR	A0AAD7UQL8	Mucoromycota	ITPR	2610	1	ITPR	0.7021	1300.3	387.4	0.9563	105	2	itpr.hmm wins at 70% margin over an envelope covering 96% in 2 segment(s)
A0A162V9Q6|PHYBLDRAFT_184553|Phycomyces_blakesleeanus|Mucoromycota|ITPR	A0A162V9Q6	Mucoromycota	ITPR	2551	1	ITPR	0.7112	1280.0	369.6	0.9722	56	2	itpr.hmm wins at 71% margin over an envelope covering 97% in 2 segment(s)
A0ABR3B852|J3Q64DRAFT_1846802|Phycomyces_blakesleeanus|Mucoromycota|ITPR	A0ABR3B852	Mucoromycota	ITPR	2551	1	ITPR	0.7112	1280.0	369.6	0.9722	56	2	itpr.hmm wins at 71% margin over an envelope covering 97% in 2 segment(s)
A0A1X2IXV9|BCR42DRAFT_402338|Absidia_repens|Mucoromycota|ITPR	A0A1X2IXV9	Mucoromycota	ITPR	2651	1	ITPR	0.7074	1263.7	369.8	0.994	0	1	itpr.hmm wins at 71% margin over an envelope covering 99% in 1 segment(s)
A0A1Y1XHY3|K493DRAFT_341790|Basidiobolus_meristosporus_CBS_931.73|Basidiobolomycota|ITPR	A0A1Y1XHY3	Basidiobolomycota	ITPR	2495	1	ITPR	0.8087	1889.0	361.3	0.9824	29	2	itpr.hmm wins at 81% margin over an envelope covering 98% in 2 segment(s)
A0ACC2TPX2|DSO57_1024190|Entomophthora_muscae|Entomophthoromycota|ITPR	A0ACC2TPX2	Entomophthoromycota	ITPR	2567	1	ITPR	0.7005	1322.1	396.0	0.9396	142	2	itpr.hmm wins at 70% margin over an envelope covering 94% in 2 segment(s)
A0A078ASZ8|Contig10368.g11065|Stylonychia_lemnae|Ciliophora|ITPR	A0A078ASZ8	Ciliophora	ITPR	2773	1	ITPR	0.7156	1326.9	377.4	0.9982	0	1	itpr.hmm wins at 72% margin over an envelope covering 100% in 1 segment(s)
A0AAD1UFH2|ECRASSUSDP1_LOCUS913|Euplotes_crassus|Ciliophora|ITPR	A0AAD1UFH2	Ciliophora	ITPR	2696	1	ITPR	0.7318	1120.0	300.4	0.9774	58	2	itpr.hmm wins at 73% margin over an envelope covering 98% in 2 segment(s)
Q23K98|TTHERM_00194370|Tetrahymena_thermophila|Ciliophora|ITPR	Q23K98	Ciliophora	ITPR	2827	1	ITPR	0.7189	1092.4	307.1	0.9989	0	1	itpr.hmm wins at 72% margin over an envelope covering 100% in 1 segment(s)
A0A1R2BGF6|SteCoe_24932|Stentor_coeruleus|Ciliophora|ITPR	A0A1R2BGF6	Ciliophora	ITPR	2645	1	ITPR	0.7039	1029.2	304.7	0.9429	109	3	itpr.hmm wins at 70% margin over an envelope covering 94% in 3 segment(s)
A0C2J2|GSPATT00034487001|Paramecium_tetraurelia|Ciliophora|ITPR	A0C2J2	Ciliophora	ITPR	2886	1	ITPR	0.6931	866.6	266.0	0.9955	0	1	itpr.hmm wins at 69% margin over an envelope covering 100% in 1 segment(s)
A0A078A8I0|Contig9742.g10423|Stylonychia_lemnae|Ciliophora|ITPR	A0A078A8I0	Ciliophora	ITPR	2894	1	ITPR	0.7012	1135.8	339.4	0.9896	0	1	itpr.hmm wins at 70% margin over an envelope covering 99% in 1 segment(s)
D0MSD5|PITG_01069|Phytophthora_infestans|Oomycota|ITPR	D0MSD5	Oomycota	ITPR	2916	1	ITPR	0.8061	1356.6	263.0	0.8985	80	4	itpr.hmm wins at 81% margin over an envelope covering 90% in 4 segment(s)
A0A1V9ZAA8|THRCLA_08090|Thraustotheca_clavata|Oomycota|ITPR	A0A1V9ZAA8	Oomycota	ITPR	2914	1	ITPR	0.7606	1337.5	320.2	0.952	14	2	itpr.hmm wins at 76% margin over an envelope covering 95% in 2 segment(s)
A0A225WCH2|PHMEG_00011505|Phytophthora_megakarya|Oomycota|ITPR	A0A225WCH2	Oomycota	ITPR	3032	1	ITPR	0.7916	1342.3	279.8	0.8499	36	5	itpr.hmm wins at 79% margin over an envelope covering 85% in 5 segment(s)
G4YJZ1|PHYSODRAFT_308549|Phytophthora_sojae|Oomycota|ITPR	G4YJZ1	Oomycota	ITPR	3001	1	ITPR	0.8017	1338.2	265.3	0.8604	29	5	itpr.hmm wins at 80% margin over an envelope covering 86% in 5 segment(s)
T0PXG3|SDRG_16422|Saprolegnia_diclina|Oomycota|ITPR	T0PXG3	Oomycota	ITPR	2913	1	ITPR	0.7676	1316.2	305.9	0.8685	228	3	itpr.hmm wins at 77% margin over an envelope covering 87% in 3 segment(s)
A0A1V9Y6E0|ACHHYP_16527|Achlya_hypogyna|Oomycota|ITPR	A0A1V9Y6E0	Oomycota	ITPR	2932	1	ITPR	0.7798	1242.1	273.5	0.884	236	3	itpr.hmm wins at 78% margin over an envelope covering 88% in 3 segment(s)
F4Q324|iplA|Cavenderia_fasciculata|Evosea|ITPR	F4Q324	Evosea	ITPR	2843	1	ITPR	0.8288	1281.5	219.4	0.9961	0	1	itpr.hmm wins at 83% margin over an envelope covering 100% in 1 segment(s)
A0AAN7YWK4|RB653_003929|Dictyostelium_firmibasis|Evosea|ITPR	A0AAN7YWK4	Evosea	ITPR	3071	1	ITPR	0.8853	1669.8	191.6	1.0	0	1	itpr.hmm wins at 89% margin over an envelope covering 100% in 1 segment(s)
A0A8J4VAF2|CYY_001636|Polysphondylium_violaceum|Evosea|ITPR	A0A8J4VAF2	Evosea	ITPR	2866	1	ITPR	0.8621	1364.1	188.1	0.9997	0	1	itpr.hmm wins at 86% margin over an envelope covering 100% in 1 segment(s)
F0Z8W1|DICPUDRAFT_45096|Dictyostelium_purpureum|Evosea|ITPR	F0Z8W1	Evosea	ITPR	3089	1	ITPR	0.8984	1326.4	134.8	1.0	0	1	itpr.hmm wins at 90% margin over an envelope covering 100% in 1 segment(s)
A0A151Z3P6|DLAC_11299|Tieghemostelium_lacteum|Evosea|ITPR	A0A151Z3P6	Evosea	ITPR	2929	1	ITPR	0.8325	1257.5	210.6	0.998	0	1	itpr.hmm wins at 83% margin over an envelope covering 100% in 1 segment(s)
A0A6A5C524|FDP41_012062|Naegleria_fowleri|Heterolobosea|ITPR	A0A6A5C524	Heterolobosea	ITPR	3056	1	ITPR	0.8159	2081.0	383.1	0.9705	3	2	itpr.hmm wins at 82% margin over an envelope covering 97% in 2 segment(s)
D2VKL2|NAEGRDRAFT_80324|Naegleria_gruberi|Heterolobosea|ITPR	D2VKL2	Heterolobosea	ITPR	2827	1	ITPR	0.8074	1831.9	352.9	0.9586	3	2	itpr.hmm wins at 81% margin over an envelope covering 96% in 2 segment(s)
A0AA88KD28|C9374_011703|Naegleria_lovaniensis|Heterolobosea|ITPR	A0AA88KD28	Heterolobosea	ITPR	2800	1	ITPR	0.7074	1205.9	352.8	0.9343	81	3	itpr.hmm wins at 71% margin over an envelope covering 93% in 3 segment(s)
D2VTL3|NAEGRDRAFT_52142|Naegleria_gruberi|Heterolobosea|ITPR	D2VTL3	Heterolobosea	ITPR	2753	1	ITPR	0.7316	1202.2	322.7	0.9408	53	3	itpr.hmm wins at 73% margin over an envelope covering 94% in 3 segment(s)
A0A6A5C2J4|FDP41_001802|Naegleria_fowleri|Heterolobosea|ITPR	A0A6A5C2J4	Heterolobosea	ITPR	2801	1	ITPR	0.7013	1172.5	350.2	0.9297	80	3	itpr.hmm wins at 70% margin over an envelope covering 93% in 3 segment(s)
A0AB34IS99|AB1Y20_010572|Prymnesium_parvum|Haptophyta|ITPR	A0AB34IS99	Haptophyta	ITPR	2751	1	ITPR	0.7425	1155.1	297.4	0.9575	56	3	itpr.hmm wins at 74% margin over an envelope covering 96% in 3 segment(s)
A0A0D3J326|unnamed|Emiliania_huxleyi|Haptophyta|ITPR	A0A0D3J326	Haptophyta	ITPR	2712	1	ITPR	0.6619	979.8	331.3	0.889	224	4	itpr.hmm wins at 66% margin over an envelope covering 89% in 4 segment(s)
A0AB34IY65|AB1Y20_006454|Prymnesium_parvum|Haptophyta|ITPR	A0AB34IY65	Haptophyta	ITPR	2685	1	ITPR	0.7801	1120.6	246.4	0.9534	64	5	itpr.hmm wins at 78% margin over an envelope covering 95% in 5 segment(s)
A0AB34K5R9|AB1Y20_000761|Prymnesium_parvum|Haptophyta|ITPR	A0AB34K5R9	Haptophyta	ITPR	2629	1	ITPR	0.6379	1095.4	396.6	0.9574	51	3	itpr.hmm wins at 64% margin over an envelope covering 96% in 3 segment(s)
P29993|Itpr|Drosophila_melanogaster|Arthropoda|ITPR	P29993	Arthropoda	ITPR	2837	1	ITPR	0.8856	3754.0	429.6	0.9954	0	1	itpr.hmm wins at 89% margin over an envelope covering 100% in 1 segment(s)
Q9Y0A1|itr-1|Caenorhabditis_elegans|Nematoda|ITPR	Q9Y0A1	Nematoda	ITPR	2892	1	ITPR	0.876	3040.4	376.9	0.972	0	1	itpr.hmm wins at 88% margin over an envelope covering 97% in 1 segment(s)
Q8WSR4|IP3R|Patiria_pectinifera|Echinodermata|ITPR	Q8WSR4	Echinodermata	ITPR	2698	1	ITPR	0.8994	3991.2	401.7	0.9974	0	1	itpr.hmm wins at 90% margin over an envelope covering 100% in 1 segment(s)
A0A7M7MY00|unnamed|Strongylocentrotus_purpuratus|Echinodermata|ITPR	A0A7M7MY00	Echinodermata	ITPR	2820	1	ITPR	0.894	4039.3	428.3	0.9989	0	1	itpr.hmm wins at 89% margin over an envelope covering 100% in 1 segment(s)
A0A6P8IUM8|LOC116304295|Actinia_tenebrosa|Cnidaria|ITPR	A0A6P8IUM8	Cnidaria	ITPR	2745	1	ITPR	0.8934	3905.6	416.2	0.9974	0	1	itpr.hmm wins at 89% margin over an envelope covering 100% in 1 segment(s)
A0AAN0JIF7|unnamed|Amphimedon_queenslandica|Porifera|ITPR	A0AAN0JIF7	Porifera	ITPR	2766	1	ITPR	0.8839	3141.3	364.7	0.987	0	1	itpr.hmm wins at 88% margin over an envelope covering 99% in 1 segment(s)
A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	A0A1S3H6V5	Brachiopoda	ITPR	2808	1	ITPR	0.8518	2116.5	313.6	0.9993	0	1	itpr.hmm wins at 85% margin over an envelope covering 100% in 1 segment(s)
B3RXX7|TRIADDRAFT_56365|Trichoplax_adhaerens|Placozoa|ITPR	B3RXX7	Placozoa	ITPR	2524	1	ITPR	0.8927	3381.3	362.7	0.9956	4	2	itpr.hmm wins at 89% margin over an envelope covering 100% in 2 segment(s)
L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	L8GF85	Discosea	ITPR	3344	1	ITPR	0.7667	2247.7	524.5	0.8032	0	1	itpr.hmm wins at 77% margin over an envelope covering 80% in 1 segment(s)
Q9NA13|iplA|Dictyostelium_discoideum|Evosea|ITPR	Q9NA13	Evosea	ITPR	3177	1	ITPR	0.9041	1717.2	164.7	0.9997	0	1	itpr.hmm wins at 90% margin over an envelope covering 100% in 1 segment(s)
A0AA88KEU5|C9374_011999|Naegleria_lovaniensis|Heterolobosea|ITPR	A0AA88KEU5	Heterolobosea	ITPR	3074	1	ITPR	0.827	2121.8	367.0	0.975	2	2	itpr.hmm wins at 83% margin over an envelope covering 98% in 2 segment(s)
A0A8T1W1U0|PHYPSEUDO_000592|Phytophthora_pseudosyringae|Oomycota|ITPR	A0A8T1W1U0	Oomycota	ITPR	3854	1	ITPR	0.8539	2158.5	315.3	0.9564	0	1	itpr.hmm wins at 85% margin over an envelope covering 96% in 1 segment(s)
A0ABR2W6A1|K7432_003395|Basidiobolus_ranarum|Basidiobolomycota|ITPR	A0ABR2W6A1	Basidiobolomycota	ITPR	2502	1	ITPR	0.7987	2077.4	418.2	0.9944	0	1	itpr.hmm wins at 80% margin over an envelope covering 99% in 1 segment(s)
A0AAE0LDZ1|CYMTET_10314|Cymbomonas_tetramitiformis|Chlorophyta|ITPR	A0AAE0LDZ1	Chlorophyta	ITPR	3375	1	ITPR	0.921	1943.2	153.5	0.9941	0	1	itpr.hmm wins at 92% margin over an envelope covering 99% in 1 segment(s)
Q24498|RyR|Drosophila_melanogaster|Arthropoda|RYR	Q24498	Arthropoda	RYR	5127	1	RYR	0.9051	689.4	7265.2	0.9988	0	1	ryr.hmm wins at 91% margin over an envelope covering 100% in 1 segment(s)
Q94279|unc-68|Caenorhabditis_elegans|Nematoda|RYR	Q94279	Nematoda	RYR	5201	1	RYR	0.897	696.9	6765.8	0.9994	0	1	ryr.hmm wins at 90% margin over an envelope covering 100% in 1 segment(s)
Q8TA74|unnamed|Hemicentrotus_pulcherrimus|Echinodermata|RYR	Q8TA74	Echinodermata	RYR	5317	1	RYR	0.9031	703.9	7266.5	0.9994	0	1	ryr.hmm wins at 90% margin over an envelope covering 100% in 1 segment(s)
X1Z8I7|unnamed|Capitella_teleta|Annelida|RYR	X1Z8I7	Annelida	RYR	5038	1	RYR	0.9072	667.6	7194.7	0.9897	50	2	ryr.hmm wins at 91% margin over an envelope covering 99% in 2 segment(s)
A0A1S3I436|LOC106160817|Lingula_anatina|Brachiopoda|RYR	A0A1S3I436	Brachiopoda	RYR	4715	1	RYR	0.8963	686.6	6618.9	0.986	53	3	ryr.hmm wins at 90% margin over an envelope covering 99% in 3 segment(s)
B3RK74|TRIADDRAFT_52741|Trichoplax_adhaerens|Placozoa|RYR	B3RK74	Placozoa	RYR	4949	1	RYR	0.8944	644.3	6104.0	0.9869	50	3	ryr.hmm wins at 89% margin over an envelope covering 99% in 3 segment(s)
A0AAV7K8I1|LOD99_255|Oopsacas_minuta|Porifera|RYR	A0AAV7K8I1	Porifera	RYR	4959	1	RYR	0.9042	454.6	4744.3	0.9913	14	3	ryr.hmm wins at 90% margin over an envelope covering 99% in 3 segment(s)
A0A5A7RHI8|STAS_34410|Striga_asiatica|Magnoliopsida|CONTROL	A0A5A7RHI8	Magnoliopsida	CONTROL	2970	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ACC1S350|NM208_g9074|Fusarium_decemcellulare|Sordariomycetes|CONTROL	A0ACC1S350	Sordariomycetes	CONTROL	2989	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A401KDU4|AAWM_00358|Aspergillus_awamori|Eurotiomycetes|CONTROL	A0A401KDU4	Eurotiomycetes	CONTROL	2719	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A8H6WC62|MIND_00313100|Mycena_indigotica|Agaricomycetes|CONTROL	A0A8H6WC62	Agaricomycetes	CONTROL	2890	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A364MXM6|DDE83_006899|Stemphylium_lycopersici|Dothideomycetes|CONTROL	A0A364MXM6	Dothideomycetes	CONTROL	2921	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2P7YTB0|C7M61_001817|Candidozyma_pseudohaemuli|Pichiomycetes|CONTROL	A0A2P7YTB0	Pichiomycetes	CONTROL	2784	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A9N9LFR1|HYALB_00005008|Hymenoscyphus_albidus|Leotiomycetes|CONTROL	A0A9N9LFR1	Leotiomycetes	CONTROL	2966	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A9P6WB27|MYO2_2|Maudiozyma_exigua|Saccharomycetes|CONTROL	A0A9P6WB27	Saccharomycetes	CONTROL	2373	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAD9FUH8|DB88DRAFT_534285|Papiliotrema_laurentii|Tremellomycetes|CONTROL	A0AAD9FUH8	Tremellomycetes	CONTROL	2173	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
W7K0J3|PFNF54_04387|Plasmodium_falciparum|Aconoidasida|CONTROL	W7K0J3	Aconoidasida	CONTROL	2347	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A9N8Z1X8|ALEPTO_LOCUS1632|Ambispora_leptoticha|Glomeromycetes|CONTROL	A0A9N8Z1X8	Glomeromycetes	CONTROL	2489	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2A9M081|BESB_019490|Besnoitia_besnoiti|Conoidasida|CONTROL	A0A2A9M081	Conoidasida	CONTROL	2498	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A9W7ZSJ4|MYO1_2|Mycoemilia_scoparia|Kickxellomycetes|CONTROL	A0A9W7ZSJ4	Kickxellomycetes	CONTROL	2423	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2P6VNP7|C2E20_1568|Micractinium_conductrix|Trebouxiophyceae|CONTROL	A0A2P6VNP7	Trebouxiophyceae	CONTROL	2071	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A9P6QF68|DFQ27_000359|Actinomortierella_ambigua|Mortierellomycetes|CONTROL	A0A9P6QF68	Mortierellomycetes	CONTROL	2372	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A5C3FAD4|PSFLO_06149|Pseudozyma_flocculosa|Ustilaginomycetes|CONTROL	A0A5C3FAD4	Ustilaginomycetes	CONTROL	2303	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAJ6CIJ9|MYAM1_001684|Malassezia_yamatoensis|Malasseziomycetes|CONTROL	A0AAJ6CIJ9	Malasseziomycetes	CONTROL	2840	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A0P1B8W1|unnamed|Ceraceosorus_bombacis|Exobasidiomycetes|CONTROL	A0A0P1B8W1	Exobasidiomycetes	CONTROL	2157	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2S4VLA2|PSTT_06137|Puccinia_striiformis|Pucciniomycetes|CONTROL	A0A2S4VLA2	Pucciniomycetes	CONTROL	2439	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2S5BJ82|BMF94_0083|Rhodotorula_taiwanensis|Microbotryomycetes|CONTROL	A0A2S5BJ82	Microbotryomycetes	CONTROL	2231	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A8H3EKA6|GOMPHAMPRED_006286|Gomphillus_americanus|Lecanoromycetes|CONTROL	A0A8H3EKA6	Lecanoromycetes	CONTROL	2469	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A292Q7Q8|GSTUAT00001265001|Tuber_aestivum|Pezizomycetes|CONTROL	A0A292Q7Q8	Pezizomycetes	CONTROL	2430	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ACF5C246|TWF281_009430|Arthrobotrys_megalospora|Orbiliomycetes|CONTROL	A0ACF5C246	Orbiliomycetes	CONTROL	2448	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A158R8U9|TASK_LOCUS6128|Taenia_asiatica|Cestoda|CONTROL	A0A158R8U9	Cestoda	CONTROL	2196	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ABR1FB90|BZA70DRAFT_1006|Myxozyma_melibiosi|Lipomycetes|CONTROL	A0ABR1FB90	Lipomycetes	CONTROL	1777	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A098VM34|DI09_95p90|Mitosporidium_daphniae|Microsporidia|CONTROL	A0A098VM34	Microsporidia	CONTROL	2301	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAD3CNK8|CTEN210_05747|Chaetoceros_tenuissimus|Bacillariophyta|CONTROL	A0AAD3CNK8	Bacillariophyta	CONTROL	2947	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A5J4YLW4|FVE85_9741|Porphyridium_purpureum|Rhodophyta|CONTROL	A0A5J4YLW4	Rhodophyta	CONTROL	1506	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A5N6KXR3|FH972_024169|Carpinus_fangiana|Magnoliopsida|CONTROL	A0A5N6KXR3	Magnoliopsida	CONTROL	954	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A0G4MK72|BN1708_006409|Verticillium_longisporum|Sordariomycetes|CONTROL	A0A0G4MK72	Sordariomycetes	CONTROL	1159	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
B0XYZ3|AFUB_042600|Aspergillus_fumigatus|Eurotiomycetes|CONTROL	B0XYZ3	Eurotiomycetes	CONTROL	946	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAD5YCW5|NLI96_g11939|Meripilus_lineatus|Agaricomycetes|CONTROL	A0AAD5YCW5	Agaricomycetes	CONTROL	739	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A8K0L081|KVT40_006841|Elsinoe_batatas|Dothideomycetes|CONTROL	A0A8K0L081	Dothideomycetes	CONTROL	929	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A1E4TXN7|PACTADRAFT_49828|Pachysolen_tannophilus_NRRL_Y-2460|Pichiomycetes|CONTROL	A0A1E4TXN7	Pichiomycetes	CONTROL	825	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A2J6S6R1|L207DRAFT_507344|Hyaloscypha_variabilis|Leotiomycetes|CONTROL	A0A2J6S6R1	Leotiomycetes	CONTROL	947	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
