species	organism	accession	cell	role	junction_index	intron_class	annotated	splice_class	probe_len	deposit_status	deposit_hits	deposit_spanning	deposit_spanning_anchor_only	deposit_best_identity	deposit_best_subject	control_hits	control_spanning
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	24	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	25	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	26	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	27	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	28	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	29	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	30	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	31	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	32	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	33	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	34	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	35	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	36	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	37	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	38	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	39	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	40	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	41	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	42	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	43	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	44	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	45	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	46	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	47	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	48	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	49	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	50	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	51	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	52	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	53	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	54	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	55	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	56	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	57	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	58	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	59	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	60	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	61	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	62	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	63	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	64	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	65	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	66	within_one_model	1	canonical	180	cached	0	0	0			4	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	67	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	68	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	69	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	70	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	71	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	72	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	73	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	74	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	75	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	76	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	77	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	78	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	79	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	80	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	81	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	82	within_one_model	1	canonical	180	cached	0	0	0			3	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	83	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	84	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	85	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	86	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	87	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	88	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	89	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	90	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	91	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	92	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	93	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	94	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	95	within_one_model	1	minor	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	96	within_one_model	1	canonical	180	cached	0	0	0			2	0
deleginoides	Dissostichus eleginoides	GCA_031216635.1	RYR	control_family	97	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	57	unannotated	0	canonical	177	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	56	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	55	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	54	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	53	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	52	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	51	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	50	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	49	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	48	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	47	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	46	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	45	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	44	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	43	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	42	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	41	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	40	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	39	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	38	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	37	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	36	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	35	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	34	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	33	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	32	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	31	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	30	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	29	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	28	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	27	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	26	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	25	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	24	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	23	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	22	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	21	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	20	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	19	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	18	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	17	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	16	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	15	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	14	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	13	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	12	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	11	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	10	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	9	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	8	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	7	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	6	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	5	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	4	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	3	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	2	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR1	failed	1	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	55	unannotated	0	canonical	171	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	54	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	53	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	52	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	51	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	50	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	49	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	48	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	47	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	46	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	45	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	44	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	43	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	42	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	41	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	40	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	39	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	38	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	37	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	36	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	35	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	34	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	33	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	32	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	31	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	30	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	29	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	28	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	27	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	26	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	25	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	24	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	23	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	22	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	21	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	20	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	19	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	18	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	17	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	16	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	15	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	14	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	13	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	12	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	11	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	10	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	9	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	7	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	6	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	5	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	4	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	3	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	2	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	1	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR2	failed	8	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	1	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	2	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	3	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	4	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	5	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	6	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	7	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	8	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	9	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	10	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	11	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	12	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	13	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	14	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	15	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	16	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	17	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	18	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	19	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	20	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	21	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	22	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	23	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	24	unannotated	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	25	unannotated	0	canonical	180	cached	0	0	0			3	0
