species	seq	junction_index	cds_offset	left_exon	right_exon	intron_start	intron_end	intron_length	class	annotated	donor	acceptor	splice_class	left_models	right_models
deleginoides	RYR|deleginoides	32	4197	32	33	25233757	25236241	2485	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	33	4358	33	34	25236403	25237372	970	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	34	4518	34	35	25237533	25240648	3116	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	35	4605	35	36	25240736	25241143	408	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	36	4737	36	37	25241276	25242587	1312	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	37	4832	37	38	25242683	25242774	92	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	38	5008	38	39	25242951	25244060	1110	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	39	5643	39	40	25244696	25245456	761	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	40	5844	40	41	25245658	25246816	1159	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	41	5950	41	42	25246923	25247031	109	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	42	6094	42	43	25247176	25247282	107	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	43	6222	43	44	25247411	25248148	738	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	44	6368	44	45	25248295	25248847	553	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	45	6483	45	46	25248963	25249408	446	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	46	6616	46	47	25249542	25250559	1018	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	47	6720	47	48	25250664	25251085	422	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	48	6856	48	49	25251222	25252672	1451	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	49	7043	49	50	25252860	25253168	309	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	50	7155	50	51	25253281	25253366	86	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	51	7276	51	52	25253488	25253670	183	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	52	7446	52	53	25253841	25254650	810	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	53	7667	53	54	25254872	25254957	86	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	54	7758	54	55	25255049	25255397	349	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	55	7899	55	56	25255539	25256090	552	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	56	8063	56	57	25256255	25256462	208	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	57	8142	57	58	25256542	25256673	132	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	58	8232	58	59	25256764	25260629	3866	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	59	8370	59	60	25260768	25260879	112	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	60	8448	60	61	25260958	25261163	206	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	61	8524	61	62	25261240	25261486	247	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	62	8648	62	63	25261611	25261741	131	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	63	8764	63	64	25261858	25262059	202	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	64	8829	64	65	25262125	25263364	1240	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	65	8951	65	66	25263487	25263688	202	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	66	9001	66	67	25263739	25265072	1334	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	67	9062	67	68	25265134	25265617	484	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	68	9301	68	69	25265857	25266093	237	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	69	9383	69	70	25266176	25266932	757	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	70	9514	70	71	25267064	25267323	260	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	71	9642	71	72	25267452	25267700	249	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	72	9835	72	73	25267894	25268004	111	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	73	9918	73	74	25268088	25268271	184	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	74	10076	74	75	25268430	25278000	9571	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	75	10164	75	76	25278089	25278791	703	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	76	10257	76	77	25278885	25279040	156	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	77	10428	77	78	25279212	25280890	1679	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	78	10488	78	79	25280951	25281066	116	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	79	10623	79	80	25281202	25281722	521	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	80	10736	80	81	25281836	25281958	123	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	81	10833	81	82	25282056	25282402	347	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	82	10940	82	83	25282510	25283147	638	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	83	10992	83	84	25283200	25283287	88	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	84	11043	84	85	25283339	25283423	85	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	85	11143	85	86	25283524	25284599	1076	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	86	11223	86	87	25284680	25284828	149	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	87	11300	87	88	25284906	25285736	831	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	88	11374	88	89	25285811	25287181	1371	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	89	11392	89	90	25287200	25293048	5849	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	90	11473	90	91	25293130	25293773	644	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	91	11562	91	92	25293863	25294758	896	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	92	11691	92	93	25294888	25295386	499	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	93	11796	93	94	25295492	25295751	260	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	94	11878	94	95	25295834	25296482	649	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	95	12037	95	96	25296642	25296744	103	within_one_model	1	GC	AG	minor	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	96	12192	96	97	25296900	25297903	1004	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	97	12408	97	98	25298120	25298257	138	within_one_model	1	GT	AG	canonical	gene-KUDE01_024247	gene-KUDE01_024247
deleginoides	RYR|deleginoides	98	12681	98	99	25298531	25301888	3358	model_to_gap	0	GT	AG	canonical	gene-KUDE01_024247	
deleginoides	RYR|deleginoides	99	12888	99	100	25302096	25302191	96	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	100	13194	100	101	25302498	25303308	811	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	101	13265	101	102	25303380	25303768	389	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	102	13416	102	103	25303920	25304269	350	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	103	13503	103	104	25304357	25304768	412	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	104	13773	104	105	25305039	25305487	449	unannotated	0	GC	AG	minor		
deleginoides	RYR|deleginoides	105	13904	105	106	25305619	25305783	165	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	106	13947	106	107	25305827	25306300	474	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	107	14081	107	108	25306435	25306979	545	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	108	14142	108	109	25307041	25307613	573	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	109	14289	109	110	25307761	25309734	1974	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	110	14424	110	111	25309870	25312716	2847	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	111	14581	111	112	25312874	25313381	508	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	112	14646	112	113	25313447	25313576	130	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	113	14747	113	114	25313678	25313998	321	unannotated	0	GT	AG	canonical		
deleginoides	RYR|deleginoides	114	14799	114	115	25314051	25314874	824	unannotated	0	GT	AG	canonical		
deleginoides	hk_EEF1A1|deleginoides	1	144	1	2	15938076	15938160	85	within_one_model	1	GT	AG	canonical	gene-KUDE01_031482	gene-KUDE01_031482
deleginoides	hk_EEF1A1|deleginoides	2	324	2	3	15937816	15937895	80	within_one_model	1	GT	AG	canonical	gene-KUDE01_031482	gene-KUDE01_031482
deleginoides	hk_EEF1A1|deleginoides	3	621	3	4	15937450	15937518	69	within_one_model	1	GT	AG	canonical	gene-KUDE01_031482	gene-KUDE01_031482
deleginoides	hk_EEF1A1|deleginoides	4	772	4	5	15937089	15937298	210	within_one_model	1	GT	AG	canonical	gene-KUDE01_031482	gene-KUDE01_031482
deleginoides	hk_EEF1A1|deleginoides	5	1354	5	6	15936434	15936506	73	within_one_model	1	GT	AG	canonical	gene-KUDE01_031482	gene-KUDE01_031482
deleginoides	hk_GAPDH|deleginoides	1	23	1	2	10111155	10115985	4831	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	2	123	2	3	10116086	10116441	356	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	3	233	3	4	10116552	10116649	98	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	4	324	4	5	10116741	10117169	429	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	5	440	5	6	10117286	10117494	209	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	6	522	6	7	10117577	10118195	619	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	7	674	7	8	10118348	10118885	538	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	8	753	8	9	10118965	10119264	300	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	9	837	9	10	10119349	10119739	391	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_GAPDH|deleginoides	10	935	10	11	10119838	10119929	92	within_one_model	1	GT	AG	canonical	gene-KUDE01_026397	gene-KUDE01_026397
deleginoides	hk_RPL13A|deleginoides	1	21	1	2	20193289	20194019	731	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
deleginoides	hk_RPL13A|deleginoides	2	94	2	3	20194093	20194425	333	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
deleginoides	hk_RPL13A|deleginoides	3	160	3	4	20194492	20194725	234	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
deleginoides	hk_RPL13A|deleginoides	4	262	4	5	20194828	20195446	619	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
deleginoides	hk_RPL13A|deleginoides	5	348	5	6	20195533	20195743	211	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
deleginoides	hk_RPL13A|deleginoides	6	408	6	7	20195804	20196210	407	within_one_model	1	GT	AG	canonical	gene-KUDE01_019807	gene-KUDE01_019807
dmawsoni	ITPR1|dmawsoni	1	92	1	2	25432872	25435754	2883	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	2	163	2	3	25423476	25432800	9325	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	3	273	3	4	25422795	25423365	571	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	4	360	4	5	25421955	25422707	753	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	5	519	5	6	25421087	25421795	709	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	6	618	6	7	25420278	25420987	710	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	7	702	7	8	25418679	25420193	1515	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	8	849	8	9	25418349	25418531	183	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	9	945	9	10	25418014	25418252	239	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	10	990	10	11	25417228	25417968	741	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	11	1145	11	12	25415752	25417072	1321	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	12	1245	12	13	25415320	25415651	332	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	13	1406	13	14	25415063	25415158	96	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	14	1548	14	15	25413980	25414920	941	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	15	1707	15	16	25412711	25413820	1110	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	16	1880	16	17	25412057	25412537	481	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	17	2000	17	18	25411605	25411936	332	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	18	2195	18	19	25411251	25411409	159	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	19	2447	19	20	25410914	25410998	85	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	20	2589	20	21	25410674	25410771	98	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	21	2743	21	22	25410441	25410519	79	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	22	2934	22	23	25410100	25410249	150	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	23	3067	23	24	25409876	25409966	91	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	24	3122	24	25	25409742	25409820	79	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	25	3288	25	26	25409394	25409575	182	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	26	3462	26	27	25409102	25409219	118	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	27	3537	27	28	25408905	25409026	122	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	28	3675	28	29	25408688	25408766	79	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	29	3801	29	30	25408445	25408561	117	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	30	4002	30	31	25408152	25408243	92	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	31	4254	31	32	25407709	25407899	191	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	32	4380	32	33	25407488	25407582	95	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	33	4509	33	34	25404815	25407358	2544	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	34	4630	34	35	25404414	25404693	280	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	35	4815	35	36	25404146	25404228	83	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	36	4964	36	37	25403894	25403996	103	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	37	5103	37	38	25398806	25403754	4949	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	38	5151	38	39	25397406	25398757	1352	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	39	5284	39	40	25395363	25397272	1910	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	40	5472	40	41	25391092	25395174	4083	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	41	5662	41	42	25390712	25390901	190	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	42	5916	42	43	25389565	25390457	893	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	43	6117	43	44	25389286	25389363	78	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	44	6228	44	45	25388506	25389174	669	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	45	6324	45	46	25388287	25388409	123	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	46	6468	46	47	25387980	25388142	163	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	47	6576	47	48	25387458	25387871	414	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	48	6769	48	49	25385419	25387264	1846	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	49	6892	49	50	25382548	25385295	2748	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	50	7068	50	51	25381048	25382371	1324	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	51	7232	51	52	25380160	25380883	724	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	52	7420	52	53	25379853	25379971	119	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	53	7513	53	54	25378490	25379759	1270	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	54	7653	54	55	25377234	25378349	1116	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	55	7819	55	56	25374246	25377067	2822	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	56	7979	56	57	25373262	25374085	824	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR1|dmawsoni	57	8141	57	58	25372572	25373099	528	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	1	92	1	2	17834087	17838980	4894	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	2	163	2	3	17833737	17834015	279	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	3	282	3	4	17832919	17833617	699	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	4	369	4	5	17831636	17832831	1196	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	5	528	5	6	17830270	17831476	1207	model_to_gap	0	GT	AG	canonical	gene-F7725_022703	
dmawsoni	ITPR2|dmawsoni	6	627	6	7	17828625	17830170	1546	model_to_gap	0	GT	AG	canonical		gene-F7725_022703
dmawsoni	ITPR2|dmawsoni	7	711	7	8	17828426	17828540	115	model_to_gap	0	GT	AG	canonical	gene-F7725_022703	
dmawsoni	ITPR2|dmawsoni	8	858	8	9	17827561	17828278	718	within_one_model	1	GT	AG	canonical	gene-F7725_022703	gene-F7725_022703
dmawsoni	ITPR2|dmawsoni	9	954	9	10	17827167	17827464	298	model_to_gap	0	GT	AG	canonical		gene-F7725_022703
dmawsoni	ITPR2|dmawsoni	10	999	10	11	17824096	17827121	3026	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	11	1150	11	12	17823100	17823944	845	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	12	1250	12	13	17822760	17822999	240	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	13	1411	13	14	17822504	17822598	95	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	14	1553	14	15	17821807	17822361	555	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	15	1716	15	16	17821168	17821643	476	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	16	1879	16	17	17820414	17821004	591	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	17	1999	17	18	17820054	17820293	240	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	18	2182	18	19	17819248	17819870	623	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	19	2434	19	20	17818913	17818995	83	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	20	2582	20	21	17818616	17818764	149	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	21	2734	21	22	17817579	17818463	885	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	22	2922	22	23	17817276	17817390	115	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	23	3040	23	24	17817059	17817157	99	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	24	3098	24	25	17816864	17817000	137	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	25	3264	25	26	17816414	17816697	284	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	26	3432	26	27	17815759	17816245	487	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	27	3519	27	28	17815584	17815671	88	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	28	3644	28	29	17815377	17815458	82	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	29	3767	29	30	17815019	17815253	235	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	30	3968	30	31	17814723	17814817	95	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	31	4220	31	32	17814381	17814470	90	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	32	4346	32	33	17814085	17814254	170	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	33	4475	33	34	17813670	17813955	286	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	34	4596	34	35	17813174	17813548	375	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	35	4778	35	36	17812412	17812991	580	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	36	4921	36	37	17811632	17812268	637	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	37	5030	37	38	17801561	17811522	9962	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	38	5151	38	39	17800823	17801439	617	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	39	5338	39	40	17800540	17800635	96	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	40	5519	40	41	17799664	17800358	695	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	41	5773	41	42	17799319	17799409	91	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	42	5974	42	43	17798614	17799117	504	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	43	6085	43	44	17798069	17798502	434	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	44	6181	44	45	17797893	17797972	80	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	45	6301	45	46	17796542	17797772	1231	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	46	6436	46	47	17796289	17796406	118	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	47	6629	47	48	17795894	17796095	202	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	48	6755	48	49	17793748	17795767	2020	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	49	6931	49	50	17793491	17793571	81	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	50	7096	50	51	17793223	17793325	103	unannotated	0	GT	AG	canonical		
