species	seq	junction_index	cds_offset	annotated	class	reads	runs_with_reads	runs_tested
dmawsoni	ITPR2|dmawsoni	20	2582	0	unannotated	48	15	17
dmawsoni	ITPR2|dmawsoni	21	2734	0	unannotated	0	0	17
dmawsoni	ITPR2|dmawsoni	22	2922	0	unannotated	28	11	17
dmawsoni	ITPR2|dmawsoni	23	3040	0	unannotated	0	0	17
dmawsoni	ITPR2|dmawsoni	24	3098	0	unannotated	18	12	17
dmawsoni	ITPR2|dmawsoni	25	3264	0	unannotated	33	14	17
dmawsoni	ITPR2|dmawsoni	26	3432	0	unannotated	56	14	17
dmawsoni	ITPR2|dmawsoni	27	3519	0	unannotated	43	14	17
dmawsoni	ITPR2|dmawsoni	28	3644	0	unannotated	36	13	17
dmawsoni	ITPR2|dmawsoni	29	3767	0	unannotated	36	10	17
dmawsoni	ITPR2|dmawsoni	30	3968	0	unannotated	26	9	17
dmawsoni	ITPR2|dmawsoni	31	4220	0	unannotated	76	16	17
dmawsoni	ITPR2|dmawsoni	32	4346	0	unannotated	76	15	17
dmawsoni	ITPR2|dmawsoni	33	4475	0	unannotated	69	14	17
dmawsoni	ITPR2|dmawsoni	34	4596	0	unannotated	28	10	17
dmawsoni	ITPR2|dmawsoni	35	4778	0	unannotated	37	9	17
dmawsoni	ITPR2|dmawsoni	36	4921	0	unannotated	71	14	17
dmawsoni	ITPR2|dmawsoni	37	5030	0	unannotated	53	12	17
dmawsoni	ITPR2|dmawsoni	38	5151	0	unannotated	57	12	17
dmawsoni	ITPR2|dmawsoni	39	5338	0	unannotated	51	12	17
dmawsoni	ITPR2|dmawsoni	40	5519	0	unannotated	65	13	17
dmawsoni	ITPR2|dmawsoni	41	5773	0	unannotated	111	16	17
dmawsoni	ITPR2|dmawsoni	42	5974	0	unannotated	82	15	17
dmawsoni	ITPR2|dmawsoni	43	6085	0	unannotated	115	16	17
dmawsoni	ITPR2|dmawsoni	44	6181	0	unannotated	128	16	17
dmawsoni	ITPR2|dmawsoni	45	6301	0	unannotated	162	16	17
dmawsoni	ITPR2|dmawsoni	46	6436	0	unannotated	155	16	17
dmawsoni	ITPR2|dmawsoni	47	6629	0	unannotated	114	15	17
dmawsoni	ITPR2|dmawsoni	48	6755	0	unannotated	62	11	17
dmawsoni	ITPR2|dmawsoni	49	6931	0	unannotated	126	14	17
dmawsoni	ITPR2|dmawsoni	50	7096	0	unannotated	145	15	17
dmawsoni	ITPR2|dmawsoni	51	7305	0	unannotated	0	0	17
dmawsoni	ITPR2|dmawsoni	52	7495	0	unannotated	136	15	17
dmawsoni	ITPR2|dmawsoni	53	7661	0	unannotated	147	15	17
dmawsoni	ITPR2|dmawsoni	54	7822	0	unannotated	249	16	17
dmawsoni	ITPR2|dmawsoni	55	7984	0	unannotated	230	16	17
dmawsoni	ITPR3|dmawsoni	1	92	0	model_to_gap	10	6	17
dmawsoni	ITPR3|dmawsoni	2	163	0	unannotated	26	10	17
dmawsoni	ITPR3|dmawsoni	3	286	0	unannotated	20	10	17
dmawsoni	ITPR3|dmawsoni	4	373	0	unannotated	28	10	17
dmawsoni	ITPR3|dmawsoni	5	531	0	unannotated	22	8	17
dmawsoni	ITPR3|dmawsoni	6	630	0	unannotated	29	8	17
dmawsoni	ITPR3|dmawsoni	7	714	0	unannotated	21	8	17
dmawsoni	ITPR3|dmawsoni	8	861	0	unannotated	17	7	17
dmawsoni	ITPR3|dmawsoni	9	957	0	unannotated	36	7	17
dmawsoni	ITPR3|dmawsoni	10	1002	0	unannotated	45	8	17
dmawsoni	ITPR3|dmawsoni	11	1142	0	unannotated	57	9	17
dmawsoni	ITPR3|dmawsoni	12	1241	0	unannotated	14	6	17
dmawsoni	ITPR3|dmawsoni	13	1402	0	unannotated	9	5	17
dmawsoni	ITPR3|dmawsoni	14	1544	0	unannotated	26	10	17
dmawsoni	ITPR3|dmawsoni	15	1708	0	unannotated	5	2	17
dmawsoni	ITPR3|dmawsoni	16	1881	0	unannotated	21	8	17
dmawsoni	ITPR3|dmawsoni	17	2001	0	unannotated	15	6	17
dmawsoni	ITPR3|dmawsoni	18	2078	0	unannotated	46	8	17
dmawsoni	ITPR3|dmawsoni	19	2194	0	unannotated	39	10	17
dmawsoni	ITPR3|dmawsoni	20	2446	0	unannotated	23	11	17
dmawsoni	ITPR3|dmawsoni	21	2588	0	unannotated	20	8	17
dmawsoni	ITPR3|dmawsoni	22	2733	0	unannotated	17	8	17
dmawsoni	ITPR3|dmawsoni	23	2942	0	unannotated	81	10	17
dmawsoni	ITPR3|dmawsoni	24	3063	0	unannotated	104	11	17
dmawsoni	ITPR3|dmawsoni	25	3118	0	unannotated	77	10	17
dmawsoni	ITPR3|dmawsoni	26	3284	0	unannotated	28	8	17
dmawsoni	ITPR3|dmawsoni	27	3452	0	unannotated	66	10	17
dmawsoni	ITPR3|dmawsoni	28	3527	0	unannotated	53	11	17
dmawsoni	ITPR3|dmawsoni	29	3647	0	unannotated	65	11	17
dmawsoni	ITPR3|dmawsoni	30	3770	0	unannotated	50	9	17
dmawsoni	ITPR3|dmawsoni	31	3971	0	unannotated	64	14	17
dmawsoni	ITPR3|dmawsoni	32	4087	0	unannotated	54	8	17
dmawsoni	ITPR3|dmawsoni	33	4223	0	unannotated	96	11	17
dmawsoni	ITPR3|dmawsoni	34	4349	0	unannotated	80	11	17
dmawsoni	ITPR3|dmawsoni	35	4475	0	unannotated	51	10	17
dmawsoni	ITPR3|dmawsoni	36	4596	0	unannotated	36	12	17
dmawsoni	ITPR3|dmawsoni	37	4778	0	unannotated	25	8	17
dmawsoni	ITPR3|dmawsoni	38	4927	0	unannotated	33	11	17
dmawsoni	ITPR3|dmawsoni	39	5036	0	unannotated	41	12	17
dmawsoni	ITPR3|dmawsoni	40	5129	0	unannotated	48	11	17
dmawsoni	ITPR3|dmawsoni	41	5305	0	unannotated	60	12	17
dmawsoni	ITPR3|dmawsoni	42	5465	0	unannotated	0	0	17
dmawsoni	ITPR3|dmawsoni	43	5684	0	unannotated	69	10	17
dmawsoni	ITPR3|dmawsoni	44	5885	0	unannotated	114	15	17
dmawsoni	ITPR3|dmawsoni	45	5996	0	unannotated	107	13	17
dmawsoni	ITPR3|dmawsoni	46	6092	0	unannotated	65	10	17
dmawsoni	ITPR3|dmawsoni	47	6193	0	unannotated	81	14	17
dmawsoni	ITPR3|dmawsoni	48	6277	0	unannotated	66	11	17
dmawsoni	ITPR3|dmawsoni	49	6388	0	unannotated	59	8	17
dmawsoni	ITPR3|dmawsoni	50	6581	0	unannotated	43	9	17
dmawsoni	ITPR3|dmawsoni	51	6701	0	unannotated	80	12	17
dmawsoni	ITPR3|dmawsoni	52	6877	0	unannotated	97	14	17
dmawsoni	ITPR3|dmawsoni	53	7041	0	unannotated	98	12	17
dmawsoni	ITPR3|dmawsoni	54	7228	0	unannotated	62	10	17
dmawsoni	ITPR3|dmawsoni	55	7333	0	unannotated	78	12	17
dmawsoni	ITPR3|dmawsoni	56	7452	0	unannotated	120	12	17
dmawsoni	ITPR3|dmawsoni	57	7618	0	unannotated	155	12	17
dmawsoni	ITPR3|dmawsoni	58	7779	0	unannotated	172	12	17
dmawsoni	ITPR3|dmawsoni	59	7941	0	unannotated	176	12	17
dmawsoni	RYR|dmawsoni	1	45	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	2	165	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	3	275	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	4	350	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	5	429	1	within_one_model	4	4	17
dmawsoni	RYR|dmawsoni	6	542	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	7	642	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	8	739	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	9	812	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	10	969	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	11	1134	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	12	1256	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	13	1440	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	14	1572	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	15	1668	1	within_one_model	3	3	17
dmawsoni	RYR|dmawsoni	16	1787	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	17	1921	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	18	2166	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	19	2359	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	20	2564	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	21	2669	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	22	2773	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	23	2857	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	24	3017	1	within_one_model	3	3	17
dmawsoni	RYR|dmawsoni	25	3164	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	26	3268	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	27	3373	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	28	3548	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	29	3757	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	30	3934	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	31	4080	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	32	4192	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	33	4353	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	34	4512	1	within_one_model	4	2	17
dmawsoni	RYR|dmawsoni	35	4599	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	36	4731	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	37	4826	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	38	5002	1	within_one_model	6	4	17
dmawsoni	RYR|dmawsoni	39	5637	0	model_to_gap	1	1	17
dmawsoni	RYR|dmawsoni	40	5838	0	unannotated	2	2	17
dmawsoni	RYR|dmawsoni	41	5944	0	unannotated	3	3	17
dmawsoni	RYR|dmawsoni	42	6088	0	unannotated	0	0	17
dmawsoni	RYR|dmawsoni	43	6216	0	unannotated	0	0	17
dmawsoni	RYR|dmawsoni	44	6362	0	unannotated	2	1	17
dmawsoni	RYR|dmawsoni	45	6477	0	model_to_gap	2	2	17
dmawsoni	RYR|dmawsoni	46	6610	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	47	6714	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	48	6850	1	within_one_model	9	3	17
dmawsoni	RYR|dmawsoni	49	7037	0	model_to_gap	2	2	17
dmawsoni	RYR|dmawsoni	50	7148	0	unannotated	2	2	17
dmawsoni	RYR|dmawsoni	51	7268	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	52	7438	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	53	7659	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	54	7750	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	55	7891	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	56	8054	1	within_one_model	4	3	17
dmawsoni	RYR|dmawsoni	57	8133	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	58	8223	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	59	8361	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	60	8439	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	61	8515	0	model_to_gap	3	3	17
dmawsoni	RYR|dmawsoni	62	8640	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	63	8756	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	64	8821	1	within_one_model	4	2	17
dmawsoni	RYR|dmawsoni	65	8943	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	66	8993	0	unannotated	0	0	17
dmawsoni	RYR|dmawsoni	67	9054	0	model_to_gap	2	2	17
dmawsoni	RYR|dmawsoni	68	9293	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	69	9375	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	70	9506	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	71	9633	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	72	9826	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	73	9909	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	74	10067	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	75	10155	0	model_to_gap	5	3	17
dmawsoni	RYR|dmawsoni	76	10248	0	model_to_gap	7	3	17
dmawsoni	RYR|dmawsoni	77	10419	0	model_to_gap	5	3	17
dmawsoni	RYR|dmawsoni	78	10479	0	model_to_gap	3	3	17
dmawsoni	RYR|dmawsoni	79	10614	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	80	10727	1	within_one_model	6	4	17
dmawsoni	RYR|dmawsoni	81	10845	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	82	10935	1	within_one_model	11	3	17
dmawsoni	RYR|dmawsoni	83	10987	0	model_to_gap	2	2	17
dmawsoni	RYR|dmawsoni	84	11037	0	model_to_gap	6	4	17
dmawsoni	RYR|dmawsoni	85	11137	1	within_one_model	8	2	17
dmawsoni	RYR|dmawsoni	86	11217	1	within_one_model	5	5	17
dmawsoni	RYR|dmawsoni	87	11294	1	within_one_model	2	2	17
dmawsoni	RYR|dmawsoni	88	11368	0	model_to_gap	0	0	17
dmawsoni	RYR|dmawsoni	89	11386	0	unannotated	0	0	17
dmawsoni	RYR|dmawsoni	90	11467	0	model_to_gap	7	5	17
dmawsoni	RYR|dmawsoni	91	11556	0	model_to_gap	6	4	17
dmawsoni	RYR|dmawsoni	92	11685	0	model_to_gap	7	3	17
dmawsoni	RYR|dmawsoni	93	11790	1	within_one_model	2	1	17
dmawsoni	RYR|dmawsoni	94	11872	1	within_one_model	1	1	17
dmawsoni	RYR|dmawsoni	95	12030	1	within_one_model	4	4	17
dmawsoni	RYR|dmawsoni	96	12185	1	within_one_model	12	4	17
dmawsoni	RYR|dmawsoni	97	12401	1	within_one_model	10	2	17
dmawsoni	RYR|dmawsoni	98	12674	1	within_one_model	10	6	17
dmawsoni	RYR|dmawsoni	99	12881	1	within_one_model	5	3	17
dmawsoni	RYR|dmawsoni	100	13187	1	within_one_model	0	0	17
dmawsoni	RYR|dmawsoni	101	13258	1	within_one_model	3	3	17
dmawsoni	RYR|dmawsoni	102	13409	1	within_one_model	3	3	17
dmawsoni	RYR|dmawsoni	103	13496	1	within_one_model	4	4	17
dmawsoni	RYR|dmawsoni	104	13766	1	within_one_model	10	4	17
dmawsoni	RYR|dmawsoni	105	13897	1	within_one_model	14	8	17
dmawsoni	RYR|dmawsoni	106	13940	1	within_one_model	15	6	17
dmawsoni	RYR|dmawsoni	107	14074	0	model_to_gap	17	6	17
dmawsoni	RYR|dmawsoni	108	14135	0	model_to_gap	19	8	17
dmawsoni	RYR|dmawsoni	109	14282	1	within_one_model	17	5	17
dmawsoni	RYR|dmawsoni	110	14417	1	within_one_model	26	5	17
dmawsoni	RYR|dmawsoni	111	14574	1	within_one_model	8	2	17
dmawsoni	RYR|dmawsoni	112	14639	1	within_one_model	21	5	17
dmawsoni	RYR|dmawsoni	113	14740	1	within_one_model	5	3	17
dmawsoni	RYR|dmawsoni	114	14792	0	model_to_gap	4	4	17
dmawsoni	hk_EEF1A1|dmawsoni	1	144	1	within_one_model	45	3	17
dmawsoni	hk_EEF1A1|dmawsoni	2	324	1	within_one_model	59	3	17
dmawsoni	hk_EEF1A1|dmawsoni	3	621	1	within_one_model	39	3	17
dmawsoni	hk_EEF1A1|dmawsoni	4	772	1	within_one_model	27	5	17
dmawsoni	hk_EEF1A1|dmawsoni	5	1029	1	within_one_model	52	3	17
dmawsoni	hk_EEF1A1|dmawsoni	6	1264	1	within_one_model	30	3	17
dmawsoni	hk_GAPDH|dmawsoni	1	23	0	model_to_gap	418	4	17
dmawsoni	hk_GAPDH|dmawsoni	2	123	1	within_one_model	6766	5	17
dmawsoni	hk_GAPDH|dmawsoni	3	233	1	within_one_model	5384	7	17
dmawsoni	hk_GAPDH|dmawsoni	4	324	1	within_one_model	4778	7	17
dmawsoni	hk_GAPDH|dmawsoni	5	440	1	within_one_model	3164	7	17
dmawsoni	hk_GAPDH|dmawsoni	6	522	1	within_one_model	2689	7	17
dmawsoni	hk_GAPDH|dmawsoni	7	674	1	within_one_model	2380	4	17
dmawsoni	hk_GAPDH|dmawsoni	8	752	1	within_one_model	1954	4	17
dmawsoni	hk_GAPDH|dmawsoni	9	835	1	within_one_model	2596	5	17
dmawsoni	hk_GAPDH|dmawsoni	10	933	1	within_one_model	1823	4	17
dmawsoni	hk_RPL13A|dmawsoni	1	21	1	within_one_model	14269	17	17
dmawsoni	hk_RPL13A|dmawsoni	2	94	1	within_one_model	32003	17	17
dmawsoni	hk_RPL13A|dmawsoni	3	160	1	within_one_model	11990	17	17
dmawsoni	hk_RPL13A|dmawsoni	4	262	1	within_one_model	27941	17	17
dmawsoni	hk_RPL13A|dmawsoni	5	348	1	within_one_model	8854	17	17
dmawsoni	hk_RPL13A|dmawsoni	6	408	1	within_one_model	5804	17	17
nalbiflora	ITPR1|nalbiflora	1	92	1	within_one_model	30	14	32
nalbiflora	ITPR1|nalbiflora	2	163	0	between_models	42	17	32
nalbiflora	ITPR1|nalbiflora	3	273	1	within_one_model	48	19	32
nalbiflora	ITPR1|nalbiflora	4	360	1	within_one_model	56	16	32
nalbiflora	ITPR1|nalbiflora	5	519	1	within_one_model	67	17	32
nalbiflora	ITPR1|nalbiflora	6	618	0	model_to_gap	91	17	32
nalbiflora	ITPR1|nalbiflora	7	702	0	unannotated	42	14	32
nalbiflora	ITPR1|nalbiflora	8	849	0	model_to_gap	46	19	32
nalbiflora	ITPR1|nalbiflora	9	945	0	model_to_gap	45	15	32
nalbiflora	ITPR1|nalbiflora	10	987	0	model_to_gap	44	18	32
nalbiflora	ITPR1|nalbiflora	11	1142	1	within_one_model	60	15	32
nalbiflora	ITPR1|nalbiflora	12	1242	1	within_one_model	47	14	32
nalbiflora	ITPR1|nalbiflora	13	1403	1	within_one_model	56	15	32
nalbiflora	ITPR1|nalbiflora	14	1545	1	within_one_model	56	16	32
nalbiflora	ITPR1|nalbiflora	15	1704	1	within_one_model	49	16	32
nalbiflora	ITPR1|nalbiflora	16	1877	1	within_one_model	67	18	32
nalbiflora	ITPR1|nalbiflora	17	1997	1	within_one_model	73	18	32
nalbiflora	ITPR1|nalbiflora	18	2192	1	within_one_model	42	16	32
nalbiflora	ITPR1|nalbiflora	19	2444	1	within_one_model	31	13	32
nalbiflora	ITPR1|nalbiflora	20	2586	1	within_one_model	53	14	32
nalbiflora	ITPR1|nalbiflora	21	2740	1	within_one_model	55	15	32
nalbiflora	ITPR1|nalbiflora	22	2931	1	within_one_model	84	22	32
nalbiflora	ITPR1|nalbiflora	23	3064	1	within_one_model	80	21	32
nalbiflora	ITPR1|nalbiflora	24	3119	1	within_one_model	75	20	32
nalbiflora	ITPR1|nalbiflora	25	3285	1	within_one_model	78	24	32
nalbiflora	ITPR1|nalbiflora	26	3459	1	within_one_model	33	14	32
nalbiflora	ITPR1|nalbiflora	27	3534	1	within_one_model	65	19	32
nalbiflora	ITPR1|nalbiflora	28	3673	0	model_to_gap	91	19	32
nalbiflora	ITPR1|nalbiflora	29	3820	0	model_to_gap	0	0	32
nalbiflora	ITPR1|nalbiflora	30	4015	1	within_one_model	81	22	32
nalbiflora	ITPR1|nalbiflora	31	4267	1	within_one_model	67	20	32
nalbiflora	ITPR1|nalbiflora	32	4393	1	within_one_model	67	20	32
nalbiflora	ITPR1|nalbiflora	33	4522	1	within_one_model	70	16	32
nalbiflora	ITPR1|nalbiflora	34	4643	1	within_one_model	67	19	32
nalbiflora	ITPR1|nalbiflora	35	4828	1	within_one_model	82	20	32
nalbiflora	ITPR1|nalbiflora	36	4977	1	within_one_model	61	18	32
nalbiflora	ITPR1|nalbiflora	37	5101	0	model_to_gap	0	0	32
nalbiflora	ITPR1|nalbiflora	38	5149	0	model_to_gap	15	8	32
nalbiflora	ITPR1|nalbiflora	39	5282	1	within_one_model	104	21	32
nalbiflora	ITPR1|nalbiflora	40	5470	1	within_one_model	90	19	32
nalbiflora	ITPR1|nalbiflora	41	5654	1	within_one_model	92	24	32
nalbiflora	ITPR1|nalbiflora	42	5908	1	within_one_model	98	23	32
nalbiflora	ITPR1|nalbiflora	43	6110	1	within_one_model	87	22	32
nalbiflora	ITPR1|nalbiflora	44	6221	1	within_one_model	99	24	32
nalbiflora	ITPR1|nalbiflora	45	6317	1	within_one_model	117	25	32
nalbiflora	ITPR1|nalbiflora	46	6461	1	within_one_model	147	28	32
nalbiflora	ITPR1|nalbiflora	47	6569	1	within_one_model	145	27	32
nalbiflora	ITPR1|nalbiflora	48	6762	1	within_one_model	119	28	32
nalbiflora	ITPR1|nalbiflora	49	6885	1	within_one_model	127	22	32
nalbiflora	ITPR1|nalbiflora	50	7061	1	within_one_model	127	26	32
nalbiflora	ITPR1|nalbiflora	51	7226	1	within_one_model	147	29	32
nalbiflora	ITPR1|nalbiflora	52	7456	1	within_one_model	0	0	32
nalbiflora	ITPR1|nalbiflora	53	7536	1	within_one_model	99	25	32
nalbiflora	ITPR1|nalbiflora	54	7679	1	within_one_model	149	27	32
nalbiflora	ITPR1|nalbiflora	55	7845	1	within_one_model	222	29	32
nalbiflora	ITPR1|nalbiflora	56	8006	1	within_one_model	178	28	32
nalbiflora	ITPR1|nalbiflora	57	8168	0	model_to_gap	167	27	32
nalbiflora	ITPR2|nalbiflora	1	92	0	unannotated	53	16	32
nalbiflora	ITPR2|nalbiflora	2	163	0	unannotated	57	17	32
nalbiflora	ITPR2|nalbiflora	3	282	0	unannotated	28	13	32
nalbiflora	ITPR2|nalbiflora	4	369	0	unannotated	44	15	32
nalbiflora	ITPR2|nalbiflora	5	528	0	unannotated	46	17	32
nalbiflora	ITPR2|nalbiflora	6	627	0	unannotated	59	15	32
nalbiflora	ITPR2|nalbiflora	7	711	0	unannotated	53	17	32
nalbiflora	ITPR2|nalbiflora	8	858	0	unannotated	56	19	32
nalbiflora	ITPR2|nalbiflora	9	954	0	unannotated	37	16	32
nalbiflora	ITPR2|nalbiflora	10	999	0	unannotated	32	15	32
nalbiflora	ITPR2|nalbiflora	11	1151	0	unannotated	42	12	32
nalbiflora	ITPR2|nalbiflora	12	1251	0	unannotated	36	12	32
nalbiflora	ITPR2|nalbiflora	13	1412	0	unannotated	56	18	32
nalbiflora	ITPR2|nalbiflora	14	1554	0	unannotated	59	17	32
nalbiflora	ITPR2|nalbiflora	15	1713	0	unannotated	52	17	32
nalbiflora	ITPR2|nalbiflora	16	1886	0	unannotated	61	14	32
nalbiflora	ITPR2|nalbiflora	17	2006	0	unannotated	64	17	32
nalbiflora	ITPR2|nalbiflora	18	2189	0	unannotated	71	19	32
nalbiflora	ITPR2|nalbiflora	19	2441	0	unannotated	46	18	32
nalbiflora	ITPR2|nalbiflora	20	2589	0	unannotated	71	19	32
nalbiflora	ITPR2|nalbiflora	21	2741	0	unannotated	0	0	32
nalbiflora	ITPR2|nalbiflora	22	2929	0	unannotated	52	17	32
nalbiflora	ITPR2|nalbiflora	23	3053	0	unannotated	48	16	32
nalbiflora	ITPR2|nalbiflora	24	3137	0	unannotated	0	0	32
nalbiflora	ITPR2|nalbiflora	25	3298	0	unannotated	55	17	32
nalbiflora	ITPR2|nalbiflora	26	3466	0	unannotated	50	19	32
nalbiflora	ITPR2|nalbiflora	27	3553	0	unannotated	87	23	32
nalbiflora	ITPR2|nalbiflora	28	3679	0	unannotated	91	20	32
nalbiflora	ITPR2|nalbiflora	29	3802	0	unannotated	81	22	32
nalbiflora	ITPR2|nalbiflora	30	4003	0	unannotated	67	21	32
nalbiflora	ITPR2|nalbiflora	31	4255	0	unannotated	49	19	32
nalbiflora	ITPR2|nalbiflora	32	4381	0	unannotated	74	23	32
nalbiflora	ITPR2|nalbiflora	33	4510	0	unannotated	75	21	32
nalbiflora	ITPR2|nalbiflora	34	4631	0	unannotated	90	21	32
nalbiflora	ITPR2|nalbiflora	35	4813	0	unannotated	63	21	32
nalbiflora	ITPR2|nalbiflora	36	4956	0	unannotated	106	21	32
nalbiflora	ITPR2|nalbiflora	37	5065	0	unannotated	104	25	32
nalbiflora	ITPR2|nalbiflora	38	5186	0	unannotated	0	0	32
nalbiflora	ITPR2|nalbiflora	39	5357	0	unannotated	134	24	32
nalbiflora	ITPR2|nalbiflora	40	5538	0	unannotated	115	22	32
nalbiflora	ITPR2|nalbiflora	41	5792	0	unannotated	149	26	32
nalbiflora	ITPR2|nalbiflora	42	5993	0	unannotated	104	23	32
nalbiflora	ITPR2|nalbiflora	43	6104	0	unannotated	165	26	32
nalbiflora	ITPR2|nalbiflora	44	6200	0	unannotated	140	24	32
nalbiflora	ITPR2|nalbiflora	45	6320	0	unannotated	138	25	32
nalbiflora	ITPR2|nalbiflora	46	6443	0	unannotated	108	25	32
nalbiflora	ITPR2|nalbiflora	47	6636	0	unannotated	111	24	32
nalbiflora	ITPR2|nalbiflora	48	6762	0	unannotated	173	26	32
nalbiflora	ITPR2|nalbiflora	49	6938	0	unannotated	141	24	32
nalbiflora	ITPR2|nalbiflora	50	7103	0	unannotated	195	29	32
nalbiflora	ITPR2|nalbiflora	51	7329	0	unannotated	0	0	32
nalbiflora	ITPR2|nalbiflora	52	7451	0	unannotated	197	27	32
nalbiflora	ITPR2|nalbiflora	53	7617	0	unannotated	215	28	32
nalbiflora	ITPR2|nalbiflora	54	7778	0	unannotated	197	28	32
nalbiflora	ITPR2|nalbiflora	55	7940	0	unannotated	203	25	32
nalbiflora	ITPR3|nalbiflora	1	92	0	unannotated	19	9	32
nalbiflora	ITPR3|nalbiflora	2	163	0	model_to_gap	41	15	32
nalbiflora	ITPR3|nalbiflora	3	285	1	within_one_model	51	20	32
nalbiflora	ITPR3|nalbiflora	4	372	1	within_one_model	44	18	32
nalbiflora	ITPR3|nalbiflora	5	531	1	within_one_model	50	16	32
nalbiflora	ITPR3|nalbiflora	6	630	1	within_one_model	44	17	32
nalbiflora	ITPR3|nalbiflora	7	714	1	within_one_model	49	12	32
nalbiflora	ITPR3|nalbiflora	8	1056	0	model_to_gap	47	12	32
nalbiflora	ITPR3|nalbiflora	9	1101	0	model_to_gap	60	15	32
nalbiflora	ITPR3|nalbiflora	10	1244	1	within_one_model	70	16	32
nalbiflora	ITPR3|nalbiflora	11	1345	1	within_one_model	56	12	32
nalbiflora	ITPR3|nalbiflora	12	1506	1	within_one_model	62	15	32
nalbiflora	ITPR3|nalbiflora	13	1648	1	within_one_model	47	19	32
nalbiflora	ITPR3|nalbiflora	14	1813	1	within_one_model	59	19	32
nalbiflora	ITPR3|nalbiflora	15	1986	1	within_one_model	59	18	32
nalbiflora	ITPR3|nalbiflora	16	2106	0	model_to_gap	44	14	32
nalbiflora	ITPR3|nalbiflora	17	2188	0	model_to_gap	53	14	32
nalbiflora	ITPR3|nalbiflora	18	2304	1	within_one_model	63	16	32
nalbiflora	ITPR3|nalbiflora	19	2556	1	within_one_model	50	17	32
nalbiflora	ITPR3|nalbiflora	20	2701	1	within_one_model	79	20	32
nalbiflora	ITPR3|nalbiflora	21	2846	1	within_one_model	60	24	32
nalbiflora	ITPR3|nalbiflora	22	3061	1	within_one_model	89	20	32
nalbiflora	ITPR3|nalbiflora	23	3182	0	model_to_gap	60	21	32
