accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A1S4EE60	RYR	high	architecture	ryr.hmm wins by 3321.9 bits (92.6% of 3586.0) over 2588 profile positions	264.1	3586.0	3321.9	0.9264	8.6e-76	0	0	0.588	0.525	1578	2588	0.831	3137	LOC103511157	Diaphorina citri	121845	0	LOW QUALITY PROTEIN: ryanodine receptor-like	metazoa_nonvert
A0A1S4EGS0	unassigned	none	module	ryr.hmm matched only 104 profile positions (< 200) — a shared module, not a family assignment	0.0	69.3	69.3	1.0		2.6e-17	2.6e-17	0.0	0.021	0	104	0.242	462	LOC103513685	Diaphorina citri	121845	0	RING finger and SPRY domain-containing protein 1-like	metazoa_nonvert
A0A1S4ER78	RYR	medium	partial	ryr.hmm wins by 544.8 bits (93.5% of 582.6) over 256 profile positions	37.8	582.6	544.8	0.9351	1.4e-07	6.1e-172	6.1e-172	0.053	0.052	142	256	0.965	344	LOC103523260	Diaphorina citri	121845	0	Ryanodine receptor-like	metazoa_nonvert
A0A1S4F242	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	62.3	62.3	1.0		3.2e-15	3.2e-15	0.0	0.026	0	128	0.167	726	5574815	Aedes aegypti	7159	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A1S4FKC4	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	35.0	35.0	1.0		5.5e-07	5.5e-07	0.0	0.025	0	123	0.199	613	5570869	Aedes aegypti	7159	0	Uncharacterized protein	metazoa_nonvert
A0A1S4FWA1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.3	56.3	1.0		2e-13	2e-13	0.0	0.015	0	74	0.872	149	5580239	Aedes aegypti	7159	0	Uncharacterized protein	metazoa_nonvert
A0A1S4GS95	ITPR	high	architecture	itpr.hmm wins by 3205.6 bits (88.1% of 3638.0) over 2612 profile positions	3638.0	432.4	3205.6	0.8811	0	1.1e-126	0	0.973	0.243	2612	1198	0.957	3101		Anopheles gambiae	7165	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1S4GTD4	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	41.8	41.8	1.0		4.9e-09	4.9e-09	0.0	0.013	0	64	0.858	141		Anopheles gambiae	7165	0	EF-hand domain-containing protein	metazoa_nonvert
A0A1S4GXE5	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	80.5	80.5	1.0		1e-20	1e-20	0.0	0.026	0	128	0.228	584		Anopheles gambiae	7165	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A1S4H0N0	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	67.9	67.9	1.0		6.6e-17	6.6e-17	0.0	0.026	0	128	0.089	1435		Anopheles gambiae	7165	0	RING-type E3 ubiquitin transferase	metazoa_nonvert
A0A1S4H4U6	RYR	high	architecture	ryr.hmm wins by 6405.5 bits (90.1% of 7112.5) over 4930 profile positions	707.0	7112.5	6405.5	0.9006	2.8e-209	0	0	0.747	1.0	2005	4930	0.999	5111		Anopheles gambiae	7165	0	Ryanodine receptor 3, brain	metazoa_nonvert
A0A1S4H5D0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.3	56.3	1.0		2e-13	2e-13	0.0	0.015	0	74	0.872	149		Anopheles gambiae	7165	0	EF-hand domain-containing protein	metazoa_nonvert
A0A1S8WI46	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	51.0	51.0	1.0		8.3e-12	8.3e-12	0.0	0.02	0	99	0.153	954	X801_10252	Opisthorchis viverrini	6198	0	FERM central domain protein (Fragment)	metazoa_nonvert
A0A1S8WJM1	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	88.4	88.4	1.0		4.6e-23	4.6e-23	0.0	0.017	0	84	0.629	132	X801_09564	Opisthorchis viverrini	6198	0	RyR domain protein	metazoa_nonvert
A0A1S8WJM2	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	60.6	60.6	1.0		1e-14	1e-14	0.0	0.01	0	49	0.82	61	X801_09562	Opisthorchis viverrini	6198	0	Uncharacterized protein	metazoa_nonvert
A0A1S8WJM3	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	108.1	108.1	1.0		5.3e-29	5.3e-29	0.0	0.028	0	138	0.776	170	X801_09565	Opisthorchis viverrini	6198	0	Uncharacterized protein	metazoa_nonvert
A0A1S8WJN4	RYR	medium	partial	ryr.hmm wins by 281.5 bits (100.0% of 281.5) over 301 profile positions; no itpr.hmm hit	0.0	281.5	281.5	1.0		2.9e-81	2.9e-81	0.0	0.061	0	301	0.745	447	X801_09563	Opisthorchis viverrini	6198	0	RyR domain protein	metazoa_nonvert
A0A1S8WK36	unassigned	none	module	ryr.hmm matched only 197 profile positions (< 200) — a shared module, not a family assignment	0.0	215.1	215.1	1.0		3.1e-61	3.1e-61	0.0	0.04	0	197	0.693	332	X801_09561	Opisthorchis viverrini	6198	0	RIH domain-containing protein	metazoa_nonvert
A0A1S8WLM3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.0	41.0	1.0		8.3e-09	8.3e-09	0.0	0.011	0	54	0.739	153	X801_08867	Opisthorchis viverrini	6198	0	EF hand	metazoa_nonvert
A0A1S8WLY9	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	44.8	142.3	97.5	0.6852	1.2e-09	2.7e-39	2.7e-39	0.025	0.02	67	99	0.934	106	X801_08699	Opisthorchis viverrini	6198	0	Uncharacterized protein (Fragment)	metazoa_nonvert
A0A1S8WML9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	0.0	183.3	183.3	1.0		1.1e-51	1.1e-51	0.0	0.035	0	173	0.989	188	X801_08455	Opisthorchis viverrini	6198	0	SPRY domain protein (Fragment)	metazoa_nonvert
A0A1S8WMW4	RYR	medium	partial	ryr.hmm wins by 261.6 bits (86.5% of 302.4) over 271 profile positions	40.8	302.4	261.6	0.8651	1.8e-08	1.5e-87	1.5e-87	0.089	0.055	239	271	0.993	293	X801_08452	Opisthorchis viverrini	6198	0	RIH domain protein (Fragment)	metazoa_nonvert
A0A1S8WRG7	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	45.1	45.1	1.0		5e-10	5e-10	0.0	0.026	0	128	0.29	466	X801_07096	Opisthorchis viverrini	6198	0	SPRY domain protein (Fragment)	metazoa_nonvert
A0A1S8WT73	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	34.7	34.7	1.0		6.5e-07	6.5e-07	0.0	0.028	0	138	0.201	702	X801_06607	Opisthorchis viverrini	6198	0	SPRY domain protein	metazoa_nonvert
A0A1S8WV69	unassigned	none	module	ryr.hmm matched only 182 profile positions (< 200) — a shared module, not a family assignment	0.0	147.8	147.8	1.0		5.8e-41	5.8e-41	0.0	0.037	0	182	0.817	278	X801_05718	Opisthorchis viverrini	6198	0	Uncharacterized protein (Fragment)	metazoa_nonvert
A0A1S8WVG2	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	70.6	70.6	1.0		1e-17	1e-17	0.0	0.02	0	99	0.783	129	X801_05719	Opisthorchis viverrini	6198	0	Uncharacterized protein	metazoa_nonvert
A0A1S8WVG9	RYR	medium	partial	ryr.hmm wins by 195.7 bits (100.0% of 195.7) over 256 profile positions; no itpr.hmm hit	0.0	195.7	195.7	1.0		2.1e-55	2.1e-55	0.0	0.052	0	256	0.992	375	X801_05717	Opisthorchis viverrini	6198	0	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	metazoa_nonvert
A0A1S8WWX1	RYR	medium	partial	ryr.hmm wins by 1126.1 bits (79.1% of 1424.1) over 1208 profile positions	298.0	1424.1	1126.1	0.7907	5.4e-86	0	0	0.221	0.245	593	1208	0.994	1239	X801_05173	Opisthorchis viverrini	6198	0	EF hand (Fragment)	metazoa_nonvert
A0A1S8WXP0	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	59.8	59.8	1.0		1.9e-14	1.9e-14	0.0	0.018	0	89	0.147	586	X801_04919	Opisthorchis viverrini	6198	0	ATP-dependent RNA helicase (Fragment)	metazoa_nonvert
A0A1S8X878	ITPR	medium	partial	itpr.hmm wins by 648.7 bits (85.9% of 755.5) over 808 profile positions	755.5	106.8	648.7	0.8586	6.5e-224	1.2e-28	6.5e-224	0.301	0.124	808	611	0.976	861	X801_01141	Opisthorchis viverrini	6198	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1S8X8A6	ITPR	medium	partial	itpr.hmm wins by 681.1 bits (78.4% of 869.1) over 1259 profile positions	869.1	188.0	681.1	0.7837	3.7e-258	4.4e-53	3.7e-258	0.469	0.081	1259	399	0.782	1816	X801_01140	Opisthorchis viverrini	6198	0	RIH domain protein	metazoa_nonvert
A0A1V9WZ08	RYR	high	architecture	ryr.hmm wins by 3305.6 bits (94.7% of 3492.1) over 2790 profile positions	186.5	3492.1	3305.6	0.9466	2.2e-52	0	0	0.38	0.566	1020	2790	0.984	2990	BIW11_02334	Tropilaelaps mercedesae	418985	0	Ryanodine receptor 44F-like (Fragment)	metazoa_nonvert
A0A1V9WZ27	RYR	medium	partial	ryr.hmm wins by 1936.2 bits (81.7% of 2369.4) over 1755 profile positions	433.2	2369.4	1936.2	0.8172	9.8e-127	0	0	0.286	0.356	768	1755	0.998	1847	BIW11_14116	Tropilaelaps mercedesae	418985	0	Ryanodine receptor 44F-like	metazoa_nonvert
A0A1V9X3G0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	53.9	53.9	1.0		1.1e-12	1.1e-12	0.0	0.015	0	74	0.872	149	BIW11_02111	Tropilaelaps mercedesae	418985	0	Calmodulin-like	metazoa_nonvert
A0A1V9X844	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	95.2	95.2	1.0		3.9e-25	3.9e-25	0.0	0.028	0	138	0.111	1196	BIW11_12169	Tropilaelaps mercedesae	418985	0	E3 ubiquitin-protein ligase RNF123-like (Fragment)	metazoa_nonvert
A0A1V9XCT7	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	51.9	257.5	205.6	0.7984	8.3e-12	5e-74	5e-74	0.039	0.028	105	138	0.908	153	BIW11_11118	Tropilaelaps mercedesae	418985	0	Ryanodine receptor 44F-like (Fragment)	metazoa_nonvert
A0A1V9XEK6	ITPR	high	architecture	itpr.hmm wins by 1947.4 bits (89.3% of 2181.5) over 1635 profile positions	2181.5	234.1	1947.4	0.8927	0	5.8e-67	0	0.609	0.133	1635	656	0.918	1963	BIW11_10670	Tropilaelaps mercedesae	418985	0	Inositol 1	metazoa_nonvert
A0A1V9XI71	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	39.1	39.1	1.0		3.2e-08	3.2e-08	0.0	0.027	0	133	0.233	553	BIW11_09940	Tropilaelaps mercedesae	418985	0	Ran-binding protein 9-like	metazoa_nonvert
A0A1V9XJR0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	43.9	43.9	1.0		1.1e-09	1.1e-09	0.0	0.012	0	59	0.701	167	BIW11_09531	Tropilaelaps mercedesae	418985	0	Calmodulin-like	metazoa_nonvert
A0A1V9XNC2	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	60.9	60.9	1.0		8.7e-15	8.7e-15	0.0	0.027	0	133	0.166	739	BIW11_08703	Tropilaelaps mercedesae	418985	0	ATP-dependent RNA helicase (Fragment)	metazoa_nonvert
A0A1V9XT11	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	88.2	88.2	1.0		5.2e-23	5.2e-23	0.0	0.026	0	128	0.467	287	BIW11_07654	Tropilaelaps mercedesae	418985	0	RING finger and SPRY domain-containing protein 1-like	metazoa_nonvert
A0A1V9XW01	ITPR	medium	partial	itpr.hmm wins by 1121.1 bits (87.7% of 1278.2) over 856 profile positions	1278.2	157.1	1121.1	0.8771	0	9e-44	0	0.319	0.125	856	616	0.995	911	BIW11_06915	Tropilaelaps mercedesae	418985	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	metazoa_nonvert
A0A1W0W8E8	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	41.2	41.2	1.0		7.6e-09	7.6e-09	0.0	0.028	0	138	0.268	514	BV898_14214	Hypsibius exemplaris	2072580	0	Ran-binding protein 9	metazoa_nonvert
A0A1W0WAZ8	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	88.5	88.5	1.0		4.2e-23	4.2e-23	0.0	0.027	0	133	0.237	566	BV898_13337	Hypsibius exemplaris	2072580	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A1W0WD38	RYR	medium	partial	ryr.hmm wins by 247.0 bits (100.0% of 247.0) over 212 profile positions; no itpr.hmm hit	0.0	247.0	247.0	1.0		7.4e-71	7.4e-71	0.0	0.043	0	212	0.694	304	BV898_12578	Hypsibius exemplaris	2072580	0	Ryanodine receptor	metazoa_nonvert
A0A1W0WNM8	RYR	high	architecture	ryr.hmm wins by 3340.6 bits (94.1% of 3548.7) over 2820 profile positions	208.1	3548.7	3340.6	0.9414	6.7e-59	0	0	0.364	0.572	977	2820	0.996	3045	BV898_08999	Hypsibius exemplaris	2072580	0	Ryanodine receptor	metazoa_nonvert
A0A1W0WNS5	RYR	medium	partial	ryr.hmm wins by 1978.6 bits (81.3% of 2433.0) over 2090 profile positions	454.4	2433.0	1978.6	0.8132	3.8e-133	0	0	0.284	0.424	762	2090	0.99	2143	BV898_09001	Hypsibius exemplaris	2072580	0	Ryanodine receptor	metazoa_nonvert
A0A1W0WX14	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	45.5	45.5	1.0		3.8e-10	3.8e-10	0.0	0.012	0	59	0.669	175	BV898_06279	Hypsibius exemplaris	2072580	0	Calmodulin	metazoa_nonvert
A0A1W0WXN5	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	56.0	56.0	1.0		2.6e-13	2.6e-13	0.0	0.025	0	123	0.16	736	BV898_06170	Hypsibius exemplaris	2072580	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A1W0X0B1	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	36.1	36.1	1.0		2.6e-07	2.6e-07	0.0	0.013	0	64	0.608	199	BV898_05239	Hypsibius exemplaris	2072580	0	Calmodulin	metazoa_nonvert
A0A1W0X0U4	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	39.8	39.8	1.0		2e-08	2e-08	0.0	0.028	0	138	0.249	550	BV898_04832	Hypsibius exemplaris	2072580	0	Set1/Ash2 histone methyltransferase complex subunit ASH2	metazoa_nonvert
A0A1W0X4A2	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	43.1	43.1	1.0		2e-09	2e-09	0.0	0.014	0	69	0.549	235	BV898_03761	Hypsibius exemplaris	2072580	0	Calmodulin	metazoa_nonvert
A0A1W0X7F9	ITPR	high	architecture	itpr.hmm wins by 2501.2 bits (86.8% of 2880.5) over 2622 profile positions	2880.5	379.3	2501.2	0.8683	0	1e-110	0	0.977	0.22	2622	1085	0.99	2727	BV898_02971	Hypsibius exemplaris	2072580	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1W4WKP9	ITPR	high	architecture	itpr.hmm wins by 3349.3 bits (89.0% of 3761.3) over 2625 profile positions	3761.3	412.0	3349.3	0.8905	0	1.4e-120	0	0.978	0.259	2625	1277	0.995	2752	LOC108733799	Agrilus planipennis	224129	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1W4WNC8	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	78.7	78.7	1.0		3.7e-20	3.7e-20	0.0	0.026	0	128	0.232	548	LOC108737201	Agrilus planipennis	224129	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A1W4X129	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.3	56.3	1.0		2e-13	2e-13	0.0	0.015	0	74	0.872	149	LOC108737636	Agrilus planipennis	224129	0	Calmodulin	metazoa_nonvert
A0A1W4XKF0	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	56.1	56.1	1.0		2.5e-13	2.5e-13	0.0	0.026	0	128	0.165	733	LOC108742284	Agrilus planipennis	224129	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A1W4XSH6	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	37.0	37.0	1.0		1.3e-07	1.3e-07	0.0	0.02	0	99	0.165	583	LOC108744463	Agrilus planipennis	224129	0	Ran-binding protein 9	metazoa_nonvert
A0A1X7V9E7	ITPR	high	architecture	itpr.hmm wins by 428.8 bits (71.2% of 602.0) over 2225 profile positions	602.0	173.2	428.8	0.7123	1.3e-177	1.3e-48	1.3e-177	0.829	0.164	2225	809	0.881	2455	109580894	Amphimedon queenslandica	400682	0	Uncharacterized protein	metazoa_nonvert
A0A1X7VBQ9	ITPR	high	architecture	itpr.hmm wins by 852.3 bits (76.8% of 1109.4) over 2622 profile positions	1109.4	257.1	852.3	0.7683	0	6.9e-74	0	0.977	0.151	2622	744	0.994	2642	100632615	Amphimedon queenslandica	400682	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1X7VCH2	ITPR	high	architecture	itpr.hmm wins by 806.3 bits (77.3% of 1043.3) over 2612 profile positions	1043.3	237.0	806.3	0.7728	1.2e-310	7.4e-68	1.2e-310	0.973	0.23	2612	1134	0.991	2648	100640027	Amphimedon queenslandica	400682	0	MIR domain-containing protein	metazoa_nonvert
A0A1X7VEB0	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	33.1	33.1	1.0		2.1e-06	2.1e-06	0.0	0.026	0	128	0.264	488	100640195	Amphimedon queenslandica	400682	0	B30.2/SPRY domain-containing protein	metazoa_nonvert
A0A1X7VUK2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	39.5	39.5	1.0		2.4e-08	2.4e-08	0.0	0.011	0	54	0.76	150	105312588	Amphimedon queenslandica	400682	0	EF-hand domain-containing protein	metazoa_nonvert
A0A1Y1L3E8	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	52.9	52.9	1.0		2.2e-12	2.2e-12	0.0	0.026	0	128	0.166	729	PPYR_00299	Photinus pyralis	7054	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A1Y1LBB4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.3	56.3	1.0		2e-13	2e-13	0.0	0.015	0	74	0.872	149	PPYR_04370	Photinus pyralis	7054	0	EF-hand domain-containing protein	metazoa_nonvert
A0A1Y1M940	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	69.0	69.0	1.0		3.1e-17	3.1e-17	0.0	0.027	0	133	0.245	531	PPYR_04038	Photinus pyralis	7054	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A1Y1NA90	ITPR	high	architecture	itpr.hmm wins by 3340.7 bits (88.2% of 3785.6) over 2625 profile positions	3785.6	444.9	3340.7	0.8825	0	1.8e-130	0	0.978	0.265	2625	1306	0.995	2719	PPYR_05817	Photinus pyralis	7054	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A1Y1ND11	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	53.4	53.4	1.0		1.6e-12	1.6e-12	0.0	0.013	0	64	0.541	222	PPYR_02013	Photinus pyralis	7054	0	EF-hand domain-containing protein	metazoa_nonvert
A0A1Y3AL80	RYR	medium	partial	ryr.hmm wins by 416.1 bits (80.2% of 518.5) over 345 profile positions	102.4	518.5	416.1	0.8025	5e-27	1.2e-152	1.2e-152	0.127	0.07	341	345	0.936	373	BLA29_005209	Euroglyphus maynei	6958	0	Ryanodine receptor-like protein (Fragment)	metazoa_nonvert
A0A1Y3B4M9	ITPR	medium	partial	itpr.hmm wins by 1263.0 bits (88.5% of 1427.6) over 1023 profile positions	1427.6	164.6	1263.0	0.8847	0	5e-46	0	0.381	0.14	1023	690	0.948	1241	BLA29_000815	Euroglyphus maynei	6958	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	metazoa_nonvert
A0A1Y3B5P7	RYR	medium	partial	ryr.hmm wins by 2467.9 bits (95.9% of 2574.1) over 2228 profile positions	106.2	2574.1	2467.9	0.9587	3.6e-28	0	0	0.304	0.452	816	2228	0.989	2355	BLA29_000325	Euroglyphus maynei	6958	0	B30.2/SPRY domain-containing protein	metazoa_nonvert
A0A1Y3B8G0	ITPR	medium	partial	itpr.hmm wins by 290.7 bits (100.0% of 290.7) over 341 profile positions; no ryr.hmm hit	290.7	0.0	290.7	1.0	8.5e-84		8.5e-84	0.127	0.0	341	0	0.935	397	BLA29_005957	Euroglyphus maynei	6958	0	Uncharacterized protein (Fragment)	metazoa_nonvert
A0A1Y3B8U4	RYR	medium	partial	ryr.hmm wins by 1231.0 bits (94.7% of 1299.6) over 902 profile positions	68.6	1299.6	1231.0	0.9472	7.6e-17	0	0	0.087	0.183	234	902	0.928	991	BLA29_001778	Euroglyphus maynei	6958	0	Ryanodine receptor-like protein (Fragment)	metazoa_nonvert
A0A1Y3B9E9	ITPR	medium	partial	itpr.hmm wins by 358.9 bits (84.0% of 427.1) over 360 profile positions	427.1	68.2	358.9	0.8403	6.5e-125	5.5e-17	6.5e-125	0.134	0.044	360	217	0.814	431	BLA29_005133	Euroglyphus maynei	6958	0	RyR/IP3R Homology associated domain-containing protein (Fragment)	metazoa_nonvert
A0A1Y3BBE6	RYR	medium	partial	ryr.hmm wins by 517.2 bits (65.6% of 788.0) over 483 profile positions	270.8	788.0	517.2	0.6563	8.6e-78	8e-234	8e-234	0.139	0.098	373	483	0.903	516	BLA29_003682	Euroglyphus maynei	6958	0	Ryanodine receptor-like protein	metazoa_nonvert
A0A1Y3BEZ2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.6	48.6	1.0		4.2e-11	4.2e-11	0.0	0.015	0	74	0.824	153	BLA29_007241	Euroglyphus maynei	6958	0	Calmodulin-like protein	metazoa_nonvert
A0A1Y3BF83	ITPR	medium	partial	itpr.hmm wins by 521.0 bits (70.0% of 744.7) over 472 profile positions	744.7	223.7	521.0	0.6996	1.2e-220	7.7e-64	1.2e-220	0.176	0.048	472	237	0.974	588	BLA29_002799	Euroglyphus maynei	6958	0	Ion transport domain-containing protein	metazoa_nonvert
A0A1Y3BKY8	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	31.0	31.0	1.0		8.5e-06	8.5e-06	0.0	0.017	0	84	0.248	351	BLA29_002890	Euroglyphus maynei	6958	0	Ran-binding protein 9-like protein (Fragment)	metazoa_nonvert
A0A1Y3BN09	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	81.7	81.7	1.0		4.8e-21	4.8e-21	0.0	0.029	0	143	0.53	279	BLA29_004477	Euroglyphus maynei	6958	0	SPRY domain-containing protein (Fragment)	metazoa_nonvert
A0A1Y3BP27	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	39.5	39.5	1.0		2.3e-08	2.3e-08	0.0	0.017	0	84	0.161	527	BLA29_004570	Euroglyphus maynei	6958	0	ATP-dependent RNA helicase (Fragment)	metazoa_nonvert
A0A1Y3BRS3	RYR	medium	partial	ryr.hmm wins by 682.1 bits (84.9% of 803.2) over 498 profile positions	121.1	803.2	682.1	0.8492	1.2e-32	2.1e-238	2.1e-238	0.11	0.101	295	498	0.866	575	BLA29_002156	Euroglyphus maynei	6958	0	Uncharacterized protein	metazoa_nonvert
A0A210PE28	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.1	44.1	1.0		9.7e-10	9.7e-10	0.0	0.011	0	54	0.597	191	KP79_PYT14157	Mizuhopecten yessoensis	6573	0	Calmodulin	metazoa_nonvert
A0A210PEP6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	42.9	42.9	1.0		2.2e-09	2.2e-09	0.0	0.012	0	59	0.682	173	KP79_PYT23544	Mizuhopecten yessoensis	6573	0	Calmodulin	metazoa_nonvert
A0A210PEQ5	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	40.5	40.5	1.0		1.2e-08	1.2e-08	0.0	0.012	0	59	0.693	166	KP79_PYT23561	Mizuhopecten yessoensis	6573	0	Squidulin	metazoa_nonvert
A0A210PFS7	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	87.6	87.6	1.0		7.5e-23	7.5e-23	0.0	0.027	0	133	0.094	1401	KP79_PYT12050	Mizuhopecten yessoensis	6573	0	E3 ubiquitin-protein ligase	metazoa_nonvert
A0A210PH43	ITPR	high	architecture	itpr.hmm wins by 1227.1 bits (81.8% of 1500.8) over 2612 profile positions	1500.8	273.7	1227.1	0.8176	0	6.6e-79	0	0.973	0.22	2612	1085	0.905	2888	KP79_PYT13685	Mizuhopecten yessoensis	6573	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A210PH50	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	50.0	50.0	1.0		1.7e-11	1.7e-11	0.0	0.011	0	54	0.765	149	KP79_PYT10583	Mizuhopecten yessoensis	6573	0	Calmodulin	metazoa_nonvert
A0A210PHQ9	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	55.5	55.5	1.0		3.5e-13	3.5e-13	0.0	0.013	0	64	0.827	150	KP79_PYT03271	Mizuhopecten yessoensis	6573	0	Calmodulin-1	metazoa_nonvert
A0A210PKP0	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	45.9	45.9	1.0		2.9e-10	2.9e-10	0.0	0.013	0	64	0.772	158	KP79_PYT09748	Mizuhopecten yessoensis	6573	0	Calmodulin	metazoa_nonvert
