accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A1R2BLH1	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	33.8	33.8	1.0		4e-07	4e-07	0.0	0.014	0	69	0.389	642	SteCoe_22800	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2BQZ4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	37.2	37.2	1.0		3.7e-08	3.7e-08	0.0	0.015	0	74	0.284	462	SteCoe_20863	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2BR82	ITPR	high	architecture	itpr.hmm wins by 437.0 bits (85.9% of 508.5) over 1635 profile positions	508.5	71.5	437.0	0.8594	6.1e-150	1.7e-18	6.1e-150	0.609	0.167	1635	823	0.876	1917	SteCoe_20758	Stentor coeruleus	5963	0	MIR domain-containing protein	protista_other
A0A1R2BRC7	ITPR	medium	partial	itpr.hmm wins by 175.1 bits (49.5% of 353.8) over 558 profile positions	353.8	178.7	175.1	0.4949	2.7e-103	8.7e-51	2.7e-103	0.208	0.049	558	242	0.966	652	SteCoe_20759	Stentor coeruleus	5963	0	Ion transport domain-containing protein	protista_other
A0A1R2BSQ3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.2	32.2	1.0		1.2e-06	1.2e-06	0.0	0.011	0	54	0.246	468	SteCoe_20046	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2BT59	unassigned	none	module	best profile score 29.9 < 30 bits	0.0	29.9	29.9	1.0		6e-06	6e-06	0.0	0.013	0	64	0.356	506	SteCoe_19920	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2BT85	unassigned	none	module	best profile score 29.8 < 30 bits	0.0	29.8	29.8	1.0		6.3e-06	6.3e-06	0.0	0.014	0	69	0.24	495	SteCoe_20095	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2BT86	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	44.6	44.6	1.0		2.3e-10	2.3e-10	0.0	0.012	0	59	0.243	473	SteCoe_19841	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2BTQ3	ITPR	high	architecture	itpr.hmm wins by 359.7 bits (55.5% of 647.8) over 2354 profile positions	647.8	288.1	359.7	0.5553	6.3e-192	9.8e-84	6.3e-192	0.877	0.262	2354	1292	0.911	2802	SteCoe_19775	Stentor coeruleus	5963	0	MIR domain-containing protein	protista_other
A0A1R2BTR1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.9	36.9	1.0		4.6e-08	4.6e-08	0.0	0.011	0	54	0.223	502	SteCoe_19570	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2BTS6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	38.1	38.1	1.0		2e-08	2e-08	0.0	0.012	0	59	0.225	524	SteCoe_19569	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2BTU2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.7	37.7	1.0		2.7e-08	2.7e-08	0.0	0.011	0	54	0.765	149	SteCoe_19560	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2BU21	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	34.5	34.5	1.0		2.5e-07	2.5e-07	0.0	0.012	0	59	0.221	516	SteCoe_19518	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2BUB5	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	43.8	43.8	1.0		3.9e-10	3.9e-10	0.0	0.015	0	74	0.15	1345	SteCoe_19638	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2BV32	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	31.9	31.9	1.0		1.5e-06	1.5e-06	0.0	0.013	0	64	0.46	522	SteCoe_19042	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2BX09	ITPR	high	architecture	itpr.hmm wins by 681.4 bits (70.3% of 969.8) over 2284 profile positions	969.8	288.4	681.4	0.7026	5.6e-289	8.1e-84	5.6e-289	0.851	0.246	2284	1213	0.963	2607	SteCoe_18318	Stentor coeruleus	5963	0	MIR domain-containing protein	protista_other
A0A1R2BX53	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		1.2e-09	1.2e-09	0.0	0.012	0	59	0.243	473	SteCoe_18176	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2BX99	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	36.6	36.6	1.0		5.5e-08	5.5e-08	0.0	0.012	0	59	0.232	505	SteCoe_18109	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2C2W4	unassigned	none	module	ryr.hmm matched only 79 profile positions (< 200) — a shared module, not a family assignment	0.0	42.3	42.3	1.0		1.1e-09	1.1e-09	0.0	0.016	0	79	0.449	312	SteCoe_15736	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2C484	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	30.9	30.9	1.0		3e-06	3e-06	0.0	0.012	0	59	0.227	506	SteCoe_15137	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2C4G5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.2	31.2	1.0		2.4e-06	2.4e-06	0.0	0.011	0	54	0.234	479	SteCoe_15116	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2C5P1	ITPR	high	architecture	itpr.hmm wins by 293.6 bits (47.9% of 612.6) over 2381 profile positions	612.6	319.0	293.6	0.4793	2.5e-181	4.9e-93	2.5e-181	0.887	0.229	2381	1129	0.948	2589	SteCoe_14590	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2C5X0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	43.2	43.2	1.0		5.8e-10	5.8e-10	0.0	0.012	0	59	0.759	158	SteCoe_14489	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2C7A9	ITPR	high	architecture	itpr.hmm wins by 703.8 bits (72.0% of 977.6) over 2241 profile positions	977.6	273.8	703.8	0.7199	2.4e-291	2e-79	2.4e-291	0.835	0.309	2241	1523	0.917	2654	SteCoe_13976	Stentor coeruleus	5963	0	Uncharacterized protein	protista_other
A0A1R2C7Q5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.4	46.4	1.0		6.3e-11	6.3e-11	0.0	0.011	0	54	0.244	464	SteCoe_13758	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2C7U4	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	34.9	34.9	1.0		1.8e-07	1.8e-07	0.0	0.013	0	64	0.288	653	SteCoe_13662	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2C8F1	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	44.1	44.1	1.0		3.1e-10	3.1e-10	0.0	0.012	0	59	0.255	466	SteCoe_13487	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2C8W3	ITPR	medium	partial	itpr.hmm wins by 246.1 bits (61.5% of 399.9) over 958 profile positions	399.9	153.8	246.1	0.6154	3.2e-117	2.8e-43	3.2e-117	0.357	0.099	958	488	0.789	1248	SteCoe_13213	Stentor coeruleus	5963	0	Uncharacterized protein	protista_other
A0A1R2C9Z0	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	31.5	31.5	1.0		2e-06	2e-06	0.0	0.013	0	64	0.234	495	SteCoe_12794	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CDK7	unassigned	none	module	best profile score 29.3 < 30 bits	0.0	29.3	29.3	1.0		8.9e-06	8.9e-06	0.0	0.012	0	59	0.237	485	SteCoe_11240	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CES5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	33.4	33.4	1.0		5.2e-07	5.2e-07	0.0	0.011	0	54	0.228	496	SteCoe_10870	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CF73	unassigned	none	module	best profile score 29.7 < 30 bits	0.0	29.7	29.7	1.0		7e-06	7e-06	0.0	0.012	0	59	0.247	550	SteCoe_10615	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CH85	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	33.2	33.2	1.0		6e-07	6e-07	0.0	0.012	0	59	0.246	484	SteCoe_9809	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CHN2	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	55.9	55.9	1.0		8.5e-14	8.5e-14	0.0	0.013	0	64	0.805	149	SteCoe_9508	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2CI04	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.7	31.7	1.0		1.7e-06	1.7e-06	0.0	0.011	0	54	0.246	468	SteCoe_9450	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CII6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	30.6	30.6	1.0		3.6e-06	3.6e-06	0.0	0.012	0	59	0.227	506	SteCoe_9161	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CKC9	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.1	32.1	1.0		1.3e-06	1.3e-06	0.0	0.011	0	54	0.236	479	SteCoe_8382	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CL27	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	33.8	33.8	1.0		4e-07	4e-07	0.0	0.011	0	54	0.237	468	SteCoe_8089	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CN20	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	30.5	30.5	1.0		3.9e-06	3.9e-06	0.0	0.011	0	54	0.23	482	SteCoe_7269	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2CN80	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	44.3	44.3	1.0		2.8e-10	2.8e-10	0.0	0.012	0	59	0.234	483	SteCoe_7137	Stentor coeruleus	5963	0	Calmodulin	protista_other
A0A1R2CNU3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.0	31.0	1.0		2.8e-06	2.8e-06	0.0	0.011	0	54	0.226	499	SteCoe_6946	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CPC5	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	34.4	34.4	1.0		2.6e-07	2.6e-07	0.0	0.012	0	59	0.224	514	SteCoe_6722	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CPN4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.6	31.6	1.0		1.8e-06	1.8e-06	0.0	0.011	0	54	0.224	482	SteCoe_6595	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CRJ9	ITPR	high	architecture	itpr.hmm wins by 390.2 bits (54.8% of 712.7) over 2378 profile positions	712.7	322.5	390.2	0.5475	1.7e-211	4.4e-94	1.7e-211	0.886	0.222	2378	1094	0.959	2627	SteCoe_5764	Stentor coeruleus	5963	0	Uncharacterized protein	protista_other
A0A1R2CTS6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.1	32.1	1.0		1.3e-06	1.3e-06	0.0	0.011	0	54	0.224	501	SteCoe_4854	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CU30	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	40.2	40.2	1.0		4.8e-09	4.8e-09	0.0	0.013	0	64	0.282	649	SteCoe_4720	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2CUL7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		7.5e-07	7.5e-07	0.0	0.011	0	54	0.236	466	SteCoe_4534	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CUP4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		1.2e-07	1.2e-07	0.0	0.011	0	54	0.232	479	SteCoe_4572	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2CXY0	unassigned	none	module	best profile score 29.2 < 30 bits	0.0	29.2	29.2	1.0		1e-05	1e-05	0.0	0.011	0	54	0.246	468	SteCoe_3054	Stentor coeruleus	5963	0	Calcium-dependent protein kinase 1	protista_other
A0A1R2D0R0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	51.4	51.4	1.0		1.9e-12	1.9e-12	0.0	0.011	0	54	0.242	466	SteCoe_1857	Stentor coeruleus	5963	0	non-specific serine/threonine protein kinase	protista_other
A0A1R2D1C6	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	34.0	34.0	1.0		3.6e-07	3.6e-07	0.0	0.013	0	64	0.465	527	SteCoe_1748	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2D1Y0	ITPR	medium	partial	itpr.hmm wins by 256.8 bits (54.3% of 472.8) over 805 profile positions	472.8	216.0	256.8	0.5431	3.6e-139	5.1e-62	3.6e-139	0.3	0.123	805	606	0.877	1005	SteCoe_1329	Stentor coeruleus	5963	0	Uncharacterized protein	protista_other
A0A1R2D1Y7	ITPR	high	architecture	itpr.hmm wins by 398.7 bits (100.0% of 398.7) over 1439 profile positions; no ryr.hmm hit	398.7	0.0	398.7	1.0	7.8e-117		7.8e-117	0.536	0.0	1439	0	0.933	1571	SteCoe_1330	Stentor coeruleus	5963	0	MIR domain-containing protein	protista_other
A0A1R2D458	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	46.3	46.3	1.0		6.6e-11	6.6e-11	0.0	0.015	0	74	0.28	478	SteCoe_399	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R2D463	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	36.8	36.8	1.0		4.9e-08	4.9e-08	0.0	0.019	0	94	0.932	103	SteCoe_434	Stentor coeruleus	5963	0	EF-hand domain-containing protein	protista_other
A0A1R4AB28	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	51.4	51.4	1.0		2e-12	2e-12	0.0	0.013	0	64	0.812	149	BMR1_03g00120	Babesia microti (strain RI)	1133968	0	Calmodulin	protista_other
A0A1V9Y6E0	ITPR	high	architecture	itpr.hmm wins by 968.6 bits (78.0% of 1242.1) over 2327 profile positions	1242.1	273.5	968.6	0.7798	0	2.5e-79	0	0.867	0.145	2327	715	0.884	2932	ACHHYP_16527	Achlya hypogyna	1202772	0	Ryanodine-inositol 1,4,5-triphosphate receptor Ca2 channel (RIR-CaC) family protein	protista_other
A0A1V9Y7L2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.4	44.4	1.0		2.6e-10	2.6e-10	0.0	0.011	0	54	0.135	852	THRCLA_11529	Thraustotheca clavata	74557	0	Kinase	protista_other
A0A1V9Y9G5	ITPR	medium	partial	itpr.hmm wins by 117.2 bits (45.9% of 255.6) over 668 profile positions	255.6	138.4	117.2	0.4585	1e-73	1.2e-38	1e-73	0.249	0.048	668	237	0.821	942	ACHHYP_16177	Achlya hypogyna	1202772	0	Type I inositol triphosphate receptor	protista_other
A0A1V9YBQ7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.2	38.2	1.0		1.8e-08	1.8e-08	0.0	0.011	0	54	0.195	569	ACHHYP_15024	Achlya hypogyna	1202772	0	Calmodulin	protista_other
A0A1V9YIC3	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	42.7	42.7	1.0		8.4e-10	8.4e-10	0.0	0.012	0	59	0.629	197	ACHHYP_11760	Achlya hypogyna	1202772	0	Serine/threonine-protein phosphatase	protista_other
A0A1V9YK01	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.1	37.1	1.0		4e-08	4e-08	0.0	0.011	0	54	0.223	507	ACHHYP_11068	Achlya hypogyna	1202772	0	Protein kinase	protista_other
A0A1V9YKD2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.6	57.6	1.0		2.7e-14	2.7e-14	0.0	0.015	0	74	0.872	149	ACHHYP_10932	Achlya hypogyna	1202772	0	Calmodulin	protista_other
A0A1V9YKI1	unassigned	none	module	ryr.hmm matched only 153 profile positions (< 200) — a shared module, not a family assignment	0.0	44.9	44.9	1.0		1.8e-10	1.8e-10	0.0	0.031	0	153	0.043	3848	ACHHYP_10805	Achlya hypogyna	1202772	0	HECT E3 ubiquitin ligase	protista_other
A0A1V9YML9	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	95.9	95.9	1.0		8e-26	8e-26	0.0	0.026	0	128	0.222	607	ACHHYP_09691	Achlya hypogyna	1202772	0	Uncharacterized protein	protista_other
A0A1V9YNP8	RYR	medium	partial	ryr.hmm wins by 185.4 bits (100.0% of 185.4) over 227 profile positions; no itpr.hmm hit	0.0	185.4	185.4	1.0		8.5e-53	8.5e-53	0.0	0.046	0	227	0.193	1361	ACHHYP_20398	Achlya hypogyna	1202772	0	Ryanodine-inositol 1,4,5-triphosphate receptor Ca2 channel (RIR-CaC) family protein	protista_other
A0A1V9YQP4	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	48.3	48.3	1.0		1.7e-11	1.7e-11	0.0	0.018	0	89	0.279	1074	ACHHYP_07779	Achlya hypogyna	1202772	0	EF-hand domain-containing protein	protista_other
A0A1V9YR21	unassigned	none	module	ryr.hmm matched only 192 profile positions (< 200) — a shared module, not a family assignment	0.0	109.6	109.6	1.0		5.7e-30	5.7e-30	0.0	0.039	0	192	0.29	663	THRCLA_10399	Thraustotheca clavata	74557	0	Kinase	protista_other
A0A1V9YT98	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	55.7	55.7	1.0		1e-13	1e-13	0.0	0.013	0	64	0.136	3489	ACHHYP_06592	Achlya hypogyna	1202772	0	Nephrocystin-4-like protein	protista_other
A0A1V9YVU0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	40.2	40.2	1.0		4.7e-09	4.7e-09	0.0	0.012	0	59	0.692	182	ACHHYP_06000	Achlya hypogyna	1202772	0	Serine/threonine-protein phosphatase	protista_other
A0A1V9YWU7	ITPR	medium	partial	itpr.hmm wins by 136.1 bits (52.5% of 259.4) over 695 profile positions	259.4	123.3	136.1	0.5247	7.6e-75	4.2e-34	7.6e-75	0.259	0.048	695	237	0.798	1050	ACHHYP_05646	Achlya hypogyna	1202772	0	Inositol 1,4,5-triphosphate receptor	protista_other
A0A1V9YYR8	unassigned	none	module	ryr.hmm matched only 79 profile positions (< 200) — a shared module, not a family assignment	0.0	47.1	47.1	1.0		3.9e-11	3.9e-11	0.0	0.016	0	79	0.17	1798	ACHHYP_05191	Achlya hypogyna	1202772	0	EF-hand domain-containing protein	protista_other
A0A1V9Z121	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	45.4	45.4	1.0		1.3e-10	1.3e-10	0.0	0.018	0	89	0.075	1249	THRCLA_08933	Thraustotheca clavata	74557	0	HECT E3 ubiquitin ligase (Fragment)	protista_other
A0A1V9Z343	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	77.5	77.5	1.0		2.7e-20	2.7e-20	0.0	0.025	0	123	0.067	1920	THRCLA_08712	Thraustotheca clavata	74557	0	HECT E3 ubiquitin ligase (Fragment)	protista_other
A0A1V9Z525	ITPR	medium	partial	itpr.hmm wins by 228.5 bits (58.7% of 389.4) over 1031 profile positions	389.4	160.9	228.5	0.5868	4.9e-114	2e-45	4.9e-114	0.384	0.055	1031	271	0.374	2929	ACHHYP_02953	Achlya hypogyna	1202772	0	Type I inositol triphosphate receptor	protista_other
A0A1V9Z7B5	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	30.6	30.6	1.0		3.6e-06	3.6e-06	0.0	0.018	0	89	0.226	1076	THRCLA_08317	Thraustotheca clavata	74557	0	EF-hand domain-containing protein	protista_other
A0A1V9Z7F2	ITPR	high	architecture	itpr.hmm wins by 475.5 bits (88.4% of 538.0) over 1881 profile positions	538.0	62.5	475.5	0.8838	7.6e-159	9.1e-16	7.6e-159	0.701	0.083	1881	409	0.89	2268	ACHHYP_02105	Achlya hypogyna	1202772	0	Inositol 1,4,5-trisphosphate receptor type 1 isoform 1 (Fragment)	protista_other
A0A1V9Z878	ITPR	medium	partial	itpr.hmm wins by 139.3 bits (82.1% of 169.7) over 317 profile positions	169.7	30.4	139.3	0.8209	8.1e-48	4.1e-06	8.1e-48	0.118	0.046	317	227	0.876	354	ACHHYP_01595	Achlya hypogyna	1202772	0	MIR domain-containing protein	protista_other
A0A1V9Z879	ITPR	high	architecture	itpr.hmm wins by 459.2 bits (73.2% of 627.5) over 1965 profile positions	627.5	168.3	459.2	0.7318	8e-186	1.2e-47	8e-186	0.732	0.1	1965	493	0.856	2362	ACHHYP_01594	Achlya hypogyna	1202772	0	Type I inositol triphosphate receptor	protista_other
A0A1V9Z8I1	ITPR	high	architecture	itpr.hmm wins by 646.3 bits (70.1% of 921.5) over 2542 profile positions	921.5	275.2	646.3	0.7014	2e-274	7.4e-80	2e-274	0.947	0.168	2542	828	0.939	2760	ACHHYP_01596	Achlya hypogyna	1202772	0	Inositol 1,4,5trisphosphate receptor type 2	protista_other
A0A1V9Z8Q2	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		7.6e-07	7.6e-07	0.0	0.013	0	64	0.093	1931	ACHHYP_01468	Achlya hypogyna	1202772	0	EF-hand domain-containing protein	protista_other
A0A1V9Z9X1	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	82.4	82.4	1.0		9.3e-22	9.3e-22	0.0	0.029	0	143	0.083	4902	ACHHYP_00985	Achlya hypogyna	1202772	0	HECT E3 ubiquitin ligase	protista_other
A0A1V9ZAA8	ITPR	high	architecture	itpr.hmm wins by 1017.3 bits (76.1% of 1337.5) over 2542 profile positions	1337.5	320.2	1017.3	0.7606	0	2.1e-93	0	0.947	0.195	2542	961	0.952	2914	THRCLA_08090	Thraustotheca clavata	74557	0	Ryanodine-inositol 1,4,5-triphosphate receptor Ca2 channel (RIR-CaC) family protein	protista_other
A0A1V9ZAL7	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	79.2	79.2	1.0		8.6e-21	8.6e-21	0.0	0.025	0	123	0.037	3529	ACHHYP_00502	Achlya hypogyna	1202772	0	HECTdomain (Ubiquitin-transferase) domain containing protein	protista_other
A0A1V9ZB35	unassigned	none	module	ryr.hmm matched only 182 profile positions (< 200) — a shared module, not a family assignment	0.0	94.5	94.5	1.0		2e-25	2e-25	0.0	0.037	0	182	0.085	3092	THRCLA_07992	Thraustotheca clavata	74557	0	B30.2/SPRY domain-containing protein (Fragment)	protista_other
A0A1V9ZEJ2	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	51.6	51.6	1.0		1.7e-12	1.7e-12	0.0	0.019	0	94	0.022	4619	ACHHYP_15817	Achlya hypogyna	1202772	0	HECT E3 ubiquitin ligase	protista_other
A0A1V9ZEJ7	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	37.9	37.9	1.0		2.3e-08	2.3e-08	0.0	0.018	0	89	0.022	4171	ACHHYP_15819	Achlya hypogyna	1202772	0	HECT E3 ubiquitin ligase	protista_other
A0A1V9ZF13	ITPR	high	architecture	itpr.hmm wins by 313.8 bits (52.0% of 603.2) over 1761 profile positions	603.2	289.4	313.8	0.5202	1.8e-178	3.9e-84	1.8e-178	0.656	0.164	1761	809	0.785	2365	ACHHYP_15419	Achlya hypogyna	1202772	0	Uncharacterized protein	protista_other
A0A1V9ZFD7	unassigned	none	module	ryr.hmm matched only 158 profile positions (< 200) — a shared module, not a family assignment	0.0	108.0	108.0	1.0		1.8e-29	1.8e-29	0.0	0.032	0	158	0.072	3725	ACHHYP_13804	Achlya hypogyna	1202772	0	Regulator of chromosome condensation (RCC1)-like protein	protista_other
A0A1V9ZJG4	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	33.2	33.2	1.0		5.9e-07	5.9e-07	0.0	0.013	0	64	0.059	3055	THRCLA_06784	Thraustotheca clavata	74557	0	amino-acid N-acetyltransferase	protista_other
A0A1V9ZL96	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	38.5	38.5	1.0		1.5e-08	1.5e-08	0.0	0.017	0	84	0.151	1382	ACHHYP_08146	Achlya hypogyna	1202772	0	EF-hand domain-containing protein	protista_other
A0A1V9ZLR7	ITPR	medium	partial	itpr.hmm wins by 135.9 bits (52.2% of 260.2) over 671 profile positions	260.2	124.3	135.9	0.5223	4.4e-75	2.1e-34	4.4e-75	0.25	0.045	671	222	0.76	1042	THRCLA_06646	Thraustotheca clavata	74557	0	Inositol 1,4,5-triphosphate receptor	protista_other
