group	profile	accession	target	species	taxon_id	gene	length	full_evalue	full_score	hmm_coverage	qlen	positions	protein_name
fungi	PF02815	A0ABQ8UZS5	tr|A0ABQ8UZS5|A0ABQ8UZS5_9AGAR	Lentinula lateritia	40482	C8R41DRAFT_856185	773	4.4e-15	65.8	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACC1TVX8	tr|A0ACC1TVX8|A0ACC1TVX8_9AGAR	Lentinula aff. lateritia	2804960	F5876DRAFT_78255	773	4.4e-15	65.8	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1Q3E2G0	tr|A0A1Q3E2G0|A0A1Q3E2G0_LENED	Lentinula edodes	5353	LENED_003031	773	4.5e-15	65.8	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACA9JW53	tr|A0ACA9JW53|A0ACA9JW53_9GLOM	Scutellospora calospora	85575	SCALOS_LOCUS515	702	4.6e-15	65.7	0.924	185	171	Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)
fungi	PF02815	A0AA38PAF7	tr|A0AA38PAF7|A0AA38PAF7_9AGAR	Lentinula raphanica	153919	F5878DRAFT_616863	773	4.8e-15	65.6	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A4V3XFJ8	tr|A0A4V3XFJ8|A0A4V3XFJ8_9AGAM	Bondarzewia mesenterica	1095465	EW146_g3093	747	4.8e-15	65.6	0.908	185	168	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ABR3GWQ8	tr|A0ABR3GWQ8|A0ABR3GWQ8_9PEZI	Maublancomyces gigas	1032678	PMT4	763	4.9e-15	65.6	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1E4S0A1	tr|A0A1E4S0A1|A0A1E4S0A1_CYBJN	Cyberlindnera jadinii (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542)	983966	CYBJADRAFT_168398	739	5e-15	65.6	0.87	185	161	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1C1CJQ7	tr|A0A1C1CJQ7|A0A1C1CJQ7_9EURO	Cladophialophora carrionii	86049	PMT4	783	5e-15	65.6	0.892	185	165	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACC1JWV8	tr|A0ACC1JWV8|A0ACC1JWV8_9FUNG	Coemansia nantahalensis	2789366	PMT2_5	485	5e-15	65.6	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ABR1KU01	tr|A0ABR1KU01|A0ABR1KU01_9PEZI	Phyllosticta citriasiana	595635	IWZ03DRAFT_98930	770	5.1e-15	65.6	0.859	185	159	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A8H7ZLC8	tr|A0A8H7ZLC8|A0A8H7ZLC8_9ASCO	Candida metapsilosis	273372	I9W82_000728	1206	5.1e-15	65.6	0.935	185	173	PMT4
fungi	PF02815	G0VL16	tr|G0VL16|G0VL16_NAUCA	Naumovozyma castellii	27288	NCAS0J02260	762	5.1e-15	65.6	0.93	185	172	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9P7S270	tr|A0A9P7S270|A0A9P7S270_9AGAR	Marasmius oreades	181124	E1B28_007355	775	5.2e-15	65.5	0.908	185	168	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1Y1V2H6	tr|A0A1Y1V2H6|A0A1Y1V2H6_9FUNG	Piromyces finnis	1754191	BCR36DRAFT_358563	767	5.2e-15	65.5	0.892	185	165	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD5JYY5	tr|A0AAD5JYY5|A0AAD5JYY5_9FUNG	Phascolomyces articulosus	60185	BDA99DRAFT_511573	206	5.3e-15	65.5	0.562	185	104	MIR motif-containing protein
fungi	PF02815	A0A316YGY3	tr|A0A316YGY3|A0A316YGY3_9BASI	Acaromyces ingoldii	215250	FA10DRAFT_232916	731	5.3e-15	65.5	0.941	185	174	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A162TBV4	tr|A0A162TBV4|A0A162TBV4_MUCCL	Mucor lusitanicus CBS 277.49	747725	MUCCIDRAFT_156139	198	5.4e-15	65.5	0.595	185	110	MIR domain-containing protein
fungi	PF02815	A0A0D2DSB0	tr|A0A0D2DSB0|A0A0D2DSB0_9EURO	Phialophora macrospora	1851006	PV04_07329	783	5.4e-15	65.5	0.886	185	164	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A5DDI2	tr|A5DDI2|A5DDI2_PICGU	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)	294746	PGUG_01333	742	5.4e-15	65.5	0.946	185	175	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACC2VMP9	tr|A0ACC2VMP9|A0ACC2VMP9_9TREE	Naganishia cerealis	610337	PMT4	742	5.4e-15	65.5	0.946	185	175	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAV5QK49	tr|A0AAV5QK49|A0AAV5QK49_9ASCO	Saccharomycopsis crataegensis	43959	DASC09_024970	765	5.6e-15	65.4	0.941	185	174	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A507CS42	tr|A0A507CS42|A0A507CS42_9FUNG	Chytriomyces confervae	246404	CcCBS67573_g10542	504	5.6e-15	65.4	0.681	185	126	dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	S2K2W7	tr|S2K2W7|S2K2W7_MUCC1	Mucor circinelloides f. circinelloides (strain 1006PhL)	1220926	HMPREF1544_03535	198	5.7e-15	65.4	0.6	185	111	MIR domain-containing protein
fungi	PF02815	A0A225AIK5	tr|A0A225AIK5|A0A225AIK5_TALAT	Talaromyces atroroseus	1441469	UA08_07787	761	5.9e-15	65.4	0.886	185	164	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0B7NC44	tr|A0A0B7NC44|A0A0B7NC44_9FUNG	Parasitella parasitica	35722	PARPA_10397.1	201	6e-15	65.3	0.638	185	118	MIR domain-containing protein
fungi	PF02815	A0A8H7VVP1	tr|A0A8H7VVP1|A0A8H7VVP1_9FUNG	Thamnidium elegans	101142	INT48_001645	183	6e-15	65.3	0.811	185	150	MIR domain-containing protein
fungi	PF02815	A0A0B2ULV2	tr|A0A0B2ULV2|A0A0B2ULV2_9MICR	Ordospora colligata OC4	1354746	M896_021260	670	6.1e-15	65.3	0.957	185	177	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9N8KRW4	tr|A0A9N8KRW4|A0A9N8KRW4_9PEZI	Aureobasidium uvarum	2773716	AWRI4620_LOCUS9227	767	6.3e-15	65.3	0.865	185	160	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	L7JRN5	tr|L7JRN5|L7JRN5_TRAHO	Trachipleistophora hominis	72359	THOM_3151	712	6.3e-15	65.3	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACB7J0G8	tr|A0ACB7J0G8|A0ACB7J0G8_PLECO	Pleurotus cornucopiae	5321	CCMSSC00406_0004332	778	6.3e-15	65.3	0.941	185	174	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	W9XBX7	tr|W9XBX7|W9XBX7_9EURO	Cladophialophora psammophila CBS 110553	1182543	A1O5_02712	779	6.4e-15	65.3	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0D0CRC6	tr|A0A0D0CRC6|A0A0D0CRC6_9AGAR	Collybiopsis luxurians FD-317 M1	944289	GYMLUDRAFT_166159	773	6.6e-15	65.2	0.924	185	171	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A178C0Y8	tr|A0A178C0Y8|A0A178C0Y8_9EURO	Fonsecaea nubica	856822	AYO20_10964	779	6.7e-15	65.2	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0D2GQE8	tr|A0A0D2GQE8|A0A0D2GQE8_9EURO	Fonsecaea pedrosoi CBS 271.37	1442368	Z517_02463	779	6.8e-15	65.2	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A177FMP6	tr|A0A177FMP6|A0A177FMP6_9EURO	Fonsecaea monophora	254056	AYO21_00181	779	6.9e-15	65.1	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACD3B851	tr|A0ACD3B851|A0ACD3B851_9AGAR	Pluteus cervinus	181527	BDN72DRAFT_814038	780	7.1e-15	65.1	0.946	185	175	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9X0B8R4	tr|A0A9X0B8R4|A0A9X0B8R4_9EURO	Penicillium cosmopolitanum	1131564	N7509_007748	774	7.1e-15	65.1	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACA9QWP0	tr|A0ACA9QWP0|A0ACA9QWP0_9GLOM	Acaulospora colombiana	27376	ACOLOM_LOCUS13546	172	7.1e-15	65.1	0.476	185	88	16223_t:CDS:1 (Fragment)
fungi	PF02815	A0ACA9SS13	tr|A0ACA9SS13|A0ACA9SS13_9GLOM	Racocetra persica	160502	RPERSI_LOCUS33323	106	7.2e-15	65.1	0.476	185	88	22384_t:CDS:1 (Fragment)
fungi	PF02815	A0ACF6B7S0	tr|A0ACF6B7S0|A0ACF6B7S0_LIPKO	Lipomyces kononenkoae	34357	V1509DRAFT_626078	794	7.2e-15	65.1	0.951	185	176	Dolichyl-phosphate-mannose-protein mannosyltransferase-domain-containing protein
fungi	PF02815	A0AAF0II50	tr|A0AAF0II50|A0AAF0II50_9EURO	Emydomyces testavorans	2070801	PMT4	771	7.2e-15	65.1	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A4P9Y5Y4	tr|A0A4P9Y5Y4|A0A4P9Y5Y4_9FUNG	Piptocephalis cylindrospora	1907219	BJ684DRAFT_1553	177	7.3e-15	65.1	0.411	185	76	MIR motif-containing protein (Fragment)
fungi	PF02815	A0A364LA40	tr|A0A364LA40|A0A364LA40_TALAM	Talaromyces amestolkiae	1196081	BHQ10_008697	776	7.3e-15	65.1	0.859	185	159	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD7VVS8	tr|A0AAD7VVS8|A0AAD7VVS8_9ASCO	Lipomyces tetrasporus	54092	POJ06DRAFT_205746	794	7.4e-15	65.0	0.892	185	165	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1B8GQQ7	tr|A0A1B8GQQ7|A0A1B8GQQ7_9PEZI	Pseudogymnoascus verrucosus	342668	VE01_03732	778	7.5e-15	65.0	0.892	185	165	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD7TQW0	tr|A0AAD7TQW0|A0AAD7TQW0_9APHY	Trametes cubensis	1111947	ONZ51_g8305	775	7.5e-15	65.0	0.946	185	175	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD6YN38	tr|A0AAD6YN38|A0AAD6YN38_9AGAR	Mycena pura	153505	GGX14DRAFT_425123	776	7.6e-15	65.0	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AA39V149	tr|A0AA39V149|A0AA39V149_9AGAR	Armillaria luteobubalina	153913	EDD18DRAFT_1142395	784	7.6e-15	65.0	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A409YP59	tr|A0A409YP59|A0A409YP59_9AGAR	Gymnopilus dilepis	231916	CVT26_012969	479	7.7e-15	65.0	0.638	185	118	dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)
fungi	PF02815	A0ACF2FA28	tr|A0ACF2FA28|A0ACF2FA28_SCHCO	Schizophyllum commune Tattone D	1314663	K523DRAFT_265824	776	8e-15	64.9	0.919	185	170	Glycosyltransferase family 39 protein
fungi	PF02815	A0ACF6AT71	tr|A0ACF6AT71|A0ACF6AT71_9ASCO	Lipomyces doorenjongii	383834	V1523DRAFT_404850	793	8.1e-15	64.9	0.892	185	165	Dolichyl-phosphate-mannose-protein mannosyltransferase-domain-containing protein
fungi	PF02815	A0A9P6DA86	tr|A0A9P6DA86|A0A9P6DA86_PLEER	Pleurotus eryngii	5323	BDN71DRAFT_1388303	737	8.5e-15	64.8	0.941	185	174	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0C9ZKU8	tr|A0A0C9ZKU8|A0A0C9ZKU8_9AGAM	Pisolithus microcarpus 441	765257	PISMIDRAFT_679615	764	8.6e-15	64.8	0.968	185	179	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A367KF24	tr|A0A367KF24|A0A367KF24_RHIST	Rhizopus stolonifer	4846	CU098_006875	187	8.8e-15	64.8	0.957	185	177	MIR domain-containing protein
fungi	PF02815	A0A0D2JG47	tr|A0A0D2JG47|A0A0D2JG47_9EURO	Fonsecaea multimorphosa CBS 102226	1442371	Z520_12120	780	8.9e-15	64.8	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD7G5B7	tr|A0AAD7G5B7|A0AAD7G5B7_MYCRO	Mycena rosella	1033263	B0H17DRAFT_1097167	780	9e-15	64.8	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0D7AFR7	tr|A0A0D7AFR7|A0A0D7AFR7_9AGAR	Fistulina hepatica ATCC 64428	1128425	FISHEDRAFT_40211	784	9.1e-15	64.7	0.93	185	172	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9W9DHF8	tr|A0A9W9DHF8|A0A9W9DHF8_9AGAR	Lentinula aciculospora	153920	J3R30DRAFT_3551098	773	9.3e-15	64.7	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0C3CLB2	tr|A0A0C3CLB2|A0A0C3CLB2_PILCF	Piloderma croceum (strain F 1598)	765440	PILCRDRAFT_766371	776	9.3e-15	64.7	0.946	185	175	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A642VAW6	tr|A0A642VAW6|A0A642VAW6_9ASCO	Trichomonascus ciferrii	44093	TRICI_000958	744	9.4e-15	64.7	0.935	185	173	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9W9MMX2	tr|A0A9W9MMX2|A0A9W9MMX2_9EURO	Penicillium cinerascens	70096	N7498_005024	780	9.4e-15	64.7	0.881	185	163	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A319ERD4	tr|A0A319ERD4|A0A319ERD4_ASPSB	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	1448318	BO78DRAFT_461371	776	9.6e-15	64.7	0.886	185	164	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1E3NZA4	tr|A0A1E3NZA4|A0A1E3NZA4_WICAA	Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8)	683960	WICANDRAFT_64681	1002	9.7e-15	64.7	0.897	185	166	dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD5K078	tr|A0AAD5K078|A0AAD5K078_9FUNG	Phascolomyces articulosus	60185	BDA99DRAFT_575816	2588	9.7e-15	64.7	0.832	185	154	Uncharacterized protein
fungi	PF02815	A0A9N8WRP1	tr|A0A9N8WRP1|A0A9N8WRP1_9GLOM	Ambispora leptoticha	144679	ALEPTO_LOCUS3158	188	9.7e-15	64.6	0.892	185	165	2518_t:CDS:1
fungi	PF02815	A0A0D2HN55	tr|A0A0D2HN55|A0A0D2HN55_CLAB1	Cladophialophora bantiana (strain ATCC 10958 / CBS 173.52 / CDC B-1940 / NIH 8579)	1442370	Z519_07249	779	1e-14	64.6	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1Y1WJN0	tr|A0A1Y1WJN0|A0A1Y1WJN0_9FUNG	Linderina pennispora	61395	DL89DRAFT_273543	720	1e-14	64.6	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAF0F019	tr|A0AAF0F019|A0AAF0F019_9BASI	Malassezia japonica	223818	PMT4	765	1.1e-14	64.5	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	W2RN20	tr|W2RN20|W2RN20_CYPE1	Cyphellophora europaea (strain CBS 101466)	1220924	HMPREF1541_08129	784	1.1e-14	64.5	0.876	185	162	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A7H9HW18	tr|A0A7H9HW18|A0A7H9HW18_9SACH	Torulaspora globosa	48254	HG537_0E03120	663	1.1e-14	64.5	0.946	185	175	dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	I6ZSL4	tr|I6ZSL4|I6ZSL4_ENCRO	Encephalitozoon romaleae (strain SJ-2008)	1178016	EROM_021210	670	1.1e-14	64.5	0.962	185	178	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A4P6XPC8	tr|A0A4P6XPC8|A0A4P6XPC8_9ASCO	Metschnikowia aff. pulcherrima	2163413	MPUL0D04020	753	1.1e-14	64.5	0.962	185	178	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A367KDE2	tr|A0A367KDE2|A0A367KDE2_RHIAZ	Rhizopus azygosporus	86630	CU097_009196	196	1.1e-14	64.4	0.611	185	113	MIR domain-containing protein
fungi	PF02815	A0A9W4XSU7	tr|A0A9W4XSU7|A0A9W4XSU7_9PLEO	Periconia digitata	1303443	PDIGIT_LOCUS4581	811	1.1e-14	64.4	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1E3QZ06	tr|A0A1E3QZ06|A0A1E3QZ06_9ASCO	Babjeviella inositovora NRRL Y-12698	984486	BABINDRAFT_5813	739	1.2e-14	64.4	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A8H5FV33	tr|A0A8H5FV33|A0A8H5FV33_9AGAR	Tetrapyrgos nigripes	182062	D9758_007819	765	1.2e-14	64.4	0.908	185	168	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A137NZG2	tr|A0A137NZG2|A0A137NZG2_CONC2	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638)	796925	CONCODRAFT_19224	772	1.2e-14	64.4	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACB8QRH0	tr|A0ACB8QRH0|A0ACB8QRH0_9AGAM	Vararia minispora EC-137	1314806	K488DRAFT_77223	728	1.2e-14	64.4	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	N1JLF0	tr|N1JLF0|N1JLF0_BLUG1	Blumeria graminis f. sp. hordei (strain DH14)	546991	BGHDH14_bgh05832	793	1.2e-14	64.3	0.886	185	164	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0D1Z584	tr|A0A0D1Z584|A0A0D1Z584_9EURO	Cladophialophora immunda	569365	PV07_11055	779	1.2e-14	64.3	0.897	185	166	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	Q5A688	sp|Q5A688|PMT6_CANAL	Candida albicans (strain SC5314 / ATCC MYA-2876)	237561	PMT6	832	1.2e-14	64.3	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase 6
fungi	PF02815	C4YGZ7	tr|C4YGZ7|C4YGZ7_CANAW	Candida albicans (strain WO-1)	294748	CAWG_03338	832	1.2e-14	64.3	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A1Y1XKV3	tr|A0A1Y1XKV3|A0A1Y1XKV3_9FUNG	Anaeromyces robustus	1754192	BCR32DRAFT_290216	213	1.2e-14	64.3	0.768	185	142	Stromal cell-derived factor 2-like protein
fungi	PF02815	A0A8H6IC83	tr|A0A8H6IC83|A0A8H6IC83_9AGAR	Ephemerocybe angulata	980116	DFP72DRAFT_879437	776	1.3e-14	64.3	0.908	185	168	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A899FVM1	tr|A0A899FVM1|A0A899FVM1_9ASCO	Pneumocystis wakefieldiae	38082	MERGE_001675	757	1.3e-14	64.3	0.93	185	172	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A4R0RXR2	tr|A0A4R0RXR2|A0A4R0RXR2_9APHY	Steccherinum ochraceum	92696	EIP91_003178	771	1.3e-14	64.3	0.941	185	174	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAD7NHF2	tr|A0AAD7NHF2|A0AAD7NHF2_9AGAR	Mycena metata	1033252	B0H16DRAFT_1532682	779	1.3e-14	64.3	0.924	185	171	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0AAN6MUR5	tr|A0AAN6MUR5|A0AAN6MUR5_9PEZI	Staphylotrichum tortipilum	2831512	C8A05DRAFT_29282	777	1.3e-14	64.2	0.865	185	160	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACC2WHJ4	tr|A0ACC2WHJ4|A0ACC2WHJ4_9TREE	Naganishia cerealis	610337	QFC19_001503	781	1.3e-14	64.2	0.935	185	173	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A165FL62	tr|A0A165FL62|A0A165FL62_9BASI	Calocera cornea HHB12733	1353952	CALCODRAFT_496914	774	1.3e-14	64.2	0.93	185	172	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A074YAD7	tr|A0A074YAD7|A0A074YAD7_AURSE	Aureobasidium subglaciale (strain EXF-2481)	1043005	AUEXF2481DRAFT_30093	790	1.4e-14	64.2	0.859	185	159	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A367YLD7	tr|A0A367YLD7|A0A367YLD7_9ASCO	Candida viswanathii	5486	PMT4_0	757	1.4e-14	64.2	0.881	185	163	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A367K2X8	tr|A0A367K2X8|A0A367K2X8_RHIAZ	Rhizopus azygosporus	86630	CU097_002370	607	1.4e-14	64.2	0.946	185	175	MIR domain-containing protein (Fragment)
fungi	PF02815	A0A9W8M0U1	tr|A0A9W8M0U1|A0A9W8M0U1_9FUNG	Coemansia brasiliensis	2650707	PMT2_2	786	1.4e-14	64.1	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A317VKL8	tr|A0A317VKL8|A0A317VKL8_9EURO	Aspergillus sclerotioniger CBS 115572	1450535	BO94DRAFT_539158	776	1.4e-14	64.1	0.886	185	164	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A4S4L185	tr|A0A4S4L185|A0A4S4L185_9AGAM	Phellinidium pouzarii	167371	EW145_g5075	716	1.4e-14	64.1	0.935	185	173	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A2S4UWK1	tr|A0A2S4UWK1|A0A2S4UWK1_9BASI	Puccinia striiformis	27350	PSHT_12428	615	1.4e-14	64.1	0.762	185	141	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ABQ8Q8Q0	tr|A0ABQ8Q8Q0|A0ABQ8Q8Q0_9AGAR	Lentinula boryana	40481	F5050DRAFT_1771438	773	1.5e-14	64.1	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9P6JYP6	tr|A0A9P6JYP6|A0A9P6JYP6_9FUNG	Mortierella hygrophila	979708	SDF2L1	216	1.5e-14	64.1	0.886	185	164	Stromal cell-derived factor 2-like protein 1
fungi	PF02815	K0KBW5	tr|K0KBW5|K0KBW5_WICCF	Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10)	1206466	PMT4	738	1.5e-14	64.1	0.903	185	167	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9P7BVE2	tr|A0A9P7BVE2|A0A9P7BVE2_RHIOR	Rhizopus oryzae	64495	G6F64_002434	855	1.5e-14	64.1	0.886	185	164	dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A0G4MYJ5	tr|A0A0G4MYJ5|A0A0G4MYJ5_VERLO	Verticillium longisporum	100787	BN1708_020618	86	1.5e-14	64.1	0.508	185	94	MIR domain-containing protein (Fragment)
fungi	PF02815	A0A3N4HVQ5	tr|A0A3N4HVQ5|A0A3N4HVQ5_ASCIM	Ascobolus immersus RN42	1160509	BJ508DRAFT_416816	763	1.5e-14	64.1	0.876	185	162	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A9W8CU20	tr|A0A9W8CU20|A0A9W8CU20_9FUNG	Coemansia erecta	147472	PMT2_1	772	1.5e-14	64.0	0.978	185	181	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ABP9Y0J7	tr|A0ABP9Y0J7|A0ABP9Y0J7_9FUNG	Helicostylum pulchrum	562976	HPULCUR_005678	183	1.5e-14	64.0	0.768	185	142	MIR domain-containing protein
fungi	PF02815	A0A9P8JZB1	tr|A0A9P8JZB1|A0A9P8JZB1_AURME	Aureobasidium melanogenum	46634	KCU98_g2750	579	1.5e-14	64.0	0.859	185	159	Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)
fungi	PF02815	S8FH73	tr|S8FH73|S8FH73_FOMSC	Fomitopsis schrenkii	2126942	FOMPIDRAFT_1162813	714	1.5e-14	64.0	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A433QK93	tr|A0A433QK93|A0A433QK93_9FUNG	Jimgerdemannia flammicorona	994334	BC938DRAFT_479768	272	1.6e-14	63.9	0.605	185	112	MIR motif-containing protein
fungi	PF02815	A0A5C3QX83	tr|A0A5C3QX83|A0A5C3QX83_9AGAR	Pterulicium gracile	1884261	BDV98DRAFT_561579	775	1.6e-14	63.9	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0A5C3MF24	tr|A0A5C3MF24|A0A5C3MF24_9AGAR	Crucibulum laeve	68775	BDQ12DRAFT_628687	779	1.7e-14	63.9	0.919	185	170	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	B9WGE0	tr|B9WGE0|B9WGE0_CANDC	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841)	573826	PMT6	839	1.7e-14	63.9	0.914	185	169	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	PF02815	A0ACB8BKK7	tr|A0ACB8BKK7|A0ACB8BKK7_9AGAM	Leucogyrophana mollusca	85980	BV22DRAFT_1194705	776	1.7e-14	63.9	0.924	185	171	Dolichyl-phosphate-mannose--protein mannosyltransferase
