upid	organism	taxid	protein_count	group	genus	genus_n_available	status
UP001604336	Abeliophyllum distichum	126358	47632	viridiplantae			swept
UP001605036	Riccia fluitans	41844	29203	viridiplantae			swept
UP001627284	Solanum stoloniferum	62892	52170	viridiplantae			swept
UP001630127	Cinchona calisaya	153742	41496	viridiplantae			swept
UP001632038	Castilleja foliolosa	1961234	42001	viridiplantae			swept
UP001633002	Riccia sorocarpa	122646	27518	viridiplantae			swept
UP001634007	Eucalyptus globulus (Tasmanian blue gum)	34317	38859	viridiplantae			swept
UP001642260	Eruca vesicaria subsp. sativa (Garden rocket) (Eruca sativa)	29727	43983	viridiplantae			swept
UP001642360	Ilex paraguariensis (yerba mate)	185542	52268	viridiplantae			swept
UP001642487	Citrullus colocynthis (colocynth)	252529	21779	viridiplantae			swept
UP001652600	Cucumis melo (Muskmelon)	3656	28315	viridiplantae			swept
UP001652623	Ziziphus jujuba (Chinese jujube) (Ziziphus sativa)	326968	33708	viridiplantae			swept
UP001652660	Coffea arabica (Arabian coffee)	13443	65866	viridiplantae			swept
UP001658960	Chlorella vulgaris (Green alga)	3077	7514	viridiplantae			swept
UP001662300	Arachis hypogaea (Peanut)	3818	70887	viridiplantae			swept
UP001667325	Prunus speciosa (Oshima cherry)	378228	29578	viridiplantae			swept
UP001698252	Hibiscus cannabinus	229543	63399	viridiplantae			swept
UP001701531	Micractinium tetrahymenae	2728915	13968	viridiplantae			swept
UP001705132	Castanea dentata (American chestnut)	134033	37716	viridiplantae			swept
UP001729270	Zizania latifolia	58934	36074	viridiplantae			swept
UP001730765	Musa banksii (Banana)	213591	33283	viridiplantae			swept
UP001730766	Musa textilis (Manila hemp) (Abaca)	228183	33602	viridiplantae			swept
UP001730840	Coccomyxa elongata	1965095	11716	viridiplantae			swept
UP001730881	Arabidopsis halleri	81970	35505	viridiplantae			swept
UP001732700	Avena sativa (Oat)	4498	86842	viridiplantae			swept
UP000002051	Medicago truncatula (Barrel medic) (Medicago tribuloides)	3880	57093	viridiplantae			swept
UP000006727	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	3218	47782	viridiplantae			swept
UP000032142	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	31542	viridiplantae			swept
UP000187609	Nicotiana attenuata (Coyote tobacco)	49451	32918	viridiplantae			swept
UP000215914	Helianthus annuus (Common sunflower)	4232	88555	viridiplantae			swept
UP000222542	Capsicum annuum (Capsicum pepper)	4072	35710	viridiplantae			swept
UP000224567	Capsicum baccatum (Peruvian pepper)	33114	35154	viridiplantae			swept
UP000235145	Lactuca sativa (Garden lettuce)	4236	44115	viridiplantae			swept
UP000238479	Rosa chinensis (China rose)	74649	45026	viridiplantae			swept
UP000241394	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	1590841	32913	viridiplantae			swept
UP000250235	Dorcoceras hygrometricum	472368	46001	viridiplantae			swept
UP000265520	Trifolium medium	97028	116147	viridiplantae			swept
UP000275267	Panicum miliaceum (Proso millet) (Broomcorn millet)	4540	55732	viridiplantae			swept
UP000289340	Glycine soja (Wild soybean)	3848	75203	viridiplantae			swept
UP000289738	Arachis hypogaea (Peanut)	3818	97687	viridiplantae			swept
UP000290289	Malus domestica (Apple) (Pyrus malus)	3750	42526	viridiplantae			swept
UP000317650	Musa balbisiana (Banana)	52838	32192	viridiplantae			swept
UP000323000	Acer yangbiense	1000413	28143	viridiplantae			swept
UP000324897	Eragrostis curvula (weeping love grass)	38414	53658	viridiplantae			swept
UP000326396	Mikania micrantha (bitter vine)	192012	45148	viridiplantae			swept
UP000326939	Salix brachista	2182728	29803	viridiplantae			swept
UP000327157	Pyrus ussuriensis x Pyrus communis	2448454	41937	viridiplantae			swept
UP000447434	Lupinus albus (White lupine) (Lupinus termis)	3870	37960	viridiplantae			swept
UP000467840	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	43141	viridiplantae			swept
UP000485058	Haematococcus lacustris (Green alga) (Haematococcus pluvialis)	44745	28121	viridiplantae			swept
UP000516437	Morella rubra (Chinese bayberry)	262757	27208	viridiplantae			swept
UP000636800	Vanilla planifolia (Vanilla)	51239	29071	viridiplantae			swept
UP000685013	Cucurbita argyrosperma subsp. sororia	37648	30205	viridiplantae			swept
UP000694240	Arabidopsis thaliana x Arabidopsis arenosa	1240361	59007	viridiplantae			swept
UP000694251	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)	45249	59687	viridiplantae			swept
UP000701853	Gossypium anomalum	47600	32886	viridiplantae			swept
UP000807159	Populus deltoides (Eastern poplar) (Eastern cottonwood)	3696	39771	viridiplantae			swept
UP000823674	Brassica rapa subsp. trilocularis	1813537	42330	viridiplantae			swept
UP000823749	Rhododendron griersonianum	479676	49278	viridiplantae			swept
UP000824120	Solanum commersonii (Commerson's wild potato) (Commerson's nightshade)	4109	65119	viridiplantae			swept
UP000835761	Fagus sylvatica (Beechnut)	28930	20083	viridiplantae			unavailable
UP000886520	Adiantum capillus-veneris (Maidenhair fern)	13818	25645	viridiplantae			swept
UP000886885	Populus tomentosa (Chinese white poplar)	118781	58240	viridiplantae			swept
UP001054821	Prunus dulcis (Almond) (Amygdalus dulcis)	3755	44957	viridiplantae			swept
UP001055879	Arctium lappa (Greater burdock) (Lappa major)	4217	38912	viridiplantae			swept
UP001057402	Melastoma candidum	119954	45460	viridiplantae			swept
UP001058974	Pisum sativum (Garden pea) (Lathyrus oleraceus)	3888	64176	viridiplantae			swept
UP001064489	Acer negundo (Box elder)	4023	29013	viridiplantae			swept
UP001085076	Dioscorea zingiberensis	325984	30095	viridiplantae			swept
UP001140206	Rhynchospora pubera	906938	70303	viridiplantae			swept
UP001141253	Salix suchowensis	1278906	36942	viridiplantae			swept
UP001151529	Salix viminalis (Common osier) (Basket willow)	40686	32490	viridiplantae			swept
UP001151532	Salix purpurea (Purple osier willow)	77065	37077	viridiplantae			swept
UP001151752	Salix koriyanagi	2511006	34531	viridiplantae			swept
UP001151760	Tanacetum coccineum	301880	160195	viridiplantae			swept
UP001159364	Erythroxylum novogranatense (Peruvian coca) (Erythroxylum coca var. novogranatense)	1862640	28510	viridiplantae			swept
UP001162972	Salix udensis	889485	34473	viridiplantae			swept
UP001163823	Quillaja saponaria (Soap bark tree)	32244	39002	viridiplantae			swept
UP001164776	Paspalum vaginatum (seashore paspalum)	158149	45463	viridiplantae			swept
UP001164929	Populus alba x Populus x berolinensis	444605	52374	viridiplantae			swept
UP001172457	Centaurea solstitialis (yellow star-thistle)	347529	33406	viridiplantae			swept
UP001174677	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	37065	viridiplantae			swept
UP001187192	Ficus carica (Common fig)	3494	50560	viridiplantae			swept
UP001190700	Cymbomonas tetramitiformis	36881	55884	viridiplantae			swept
UP001234787	Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	1998	viridiplantae			swept
UP001301735	Eleusine coracana subsp. coracana	191504	235	viridiplantae			swept
UP001345219	Trapa incisa	236973	32290	viridiplantae			swept
UP001358586	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	47974	viridiplantae			swept
UP001634393	Penstemon smallii	265156	25218	viridiplantae			swept
UP001674383	Bienertia sinuspersici	338654	31839	viridiplantae			swept
UP001703957	Helianthus anomalus	73274	137788	viridiplantae			swept
UP001705133	Taraxacum kok-saghyz (Russian dandelion)	333970	38650	viridiplantae			swept
UP001730600	Prunus armeniaca (Apricot) (Armeniaca vulgaris)	36596	55495	viridiplantae			swept
UP001730764	Prunus brigantina	151428	42103	viridiplantae			swept
