Proteome Id	Organism	Organism Id	Protein count
UP001558652	Ranatra chinensis	642074	14301
UP001562425	Culex pipiens pipiens (Northern house mosquito)	38569	20262
UP001566132	Hypothenemus hampei (Coffee berry borer)	57062	18281
UP001607302	Vespula squamosa (Southern yellow jacket) (Wasp)	30214	18658
UP001607303	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	21080
UP001608902	Gnathostoma spinigerum	75299	11854
UP001620626	Heterodera trifolii	157864	37880
UP001620645	Heterodera schachtii (Sugarbeet cyst nematode worm) (Tylenchus schachtii)	97005	17674
UP001626550	Cichlidogyrus casuarinus	1844966	14453
UP001627154	Trichogramma kaykai	54128	24487
UP001634394	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	44962
UP001642483	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	159417	25263
UP001642520	Xylocopa violacea (Violet carpenter bee) (Apis violacea)	135666	19738
UP001642540	Orchesella dallaii	48710	33789
UP001651158	Taenia crassiceps	6207	10155
UP001652582	Bicyclus anynana (Squinting bush brown butterfly)	110368	19296
UP001652620	Bactrocera dorsalis (Oriental fruit fly) (Dacus dorsalis)	27457	22491
UP001652621	Musca domestica (House fly)	7370	22566
UP001652625	Hydra vulgaris (Hydra) (Hydra attenuata)	6087	28759
UP001652626	Vanessa tameamea (Kamehameha butterfly)	334116	17371
UP001652628	Drosophila suzukii (Spotted-wing drosophila fruit fly)	28584	23889
UP001652661	Drosophila kikkawai (Fruit fly)	30033	21108
UP001652680	Drosophila rhopaloa (Fruit fly)	1041015	20735
UP001652700	Diabrotica virgifera virgifera (western corn rootworm)	50390	27738
UP001652740	Galleria mellonella (Greater wax moth)	7137	20018
UP001667357	Cyamophila willieti	2604842	15426
UP001672501	Sergentomyia squamirostris	2283857	14736
UP001674779	Kerria lacca (common lac scale)	473130	10648
UP001675883	Semiaphis heraclei	796293	13495
UP001697639	Mactra antiquata	2302425	24667
UP001724931	Solemya velum (Atlantic awningclam)	13268	18903
UP001729258	Megaselia abdita (Humpbacked fly)	88686	17639
UP001729289	Mnemiopsis leidyi (Sea walnut) (Warty comb jellyfish)	27923	25028
UP001730561	Anthophora quadrimaculata	597840	12666
UP001730562	Anthophora plagiata	597819	13647
UP001730563	Anthophora retusa	597843	13164
UP001730760	Calicophoron daubneyi (Rumen fluke) (Paramphistomum daubneyi)	300641	13072
UP001735302	Dermacentor variabilis (American dog tick)	34621	31650
UP001735580	Ixodes scapularis (Black-legged tick) (Deer tick)	6945	31574
UP000031668	Thelohanellus kitauei (Myxosporean)	669202	14792
UP000036681	Ascaris lumbricoides (Giant roundworm)	6252	23559
UP000050761	Heligmosomoides polygyrus (Parasitic roundworm)	6339	27451
UP000095283	Heterorhabditis bacteriophora (Entomopathogenic nematode worm)	37862	20849
UP000095287	Steinernema glaseri	37863	37085
UP000230233	Caenorhabditis nigoni	1611254	44209
UP000245119	Pomacea canaliculata (Golden apple snail)	400727	21377
UP000266721	Mytilus galloprovincialis (Mediterranean mussel)	29158	3147
UP000269396	Schistosoma mattheei	31246	22244
UP000276133	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	52387
UP000277204	Schistosoma margrebowiei	48269	25527
UP000279833	Schistosoma curassoni	6186	22688
UP000286415	Clonorchis sinensis (Chinese liver fluke)	79923	14344
UP000298663	Steinernema carpocapsae (Entomopathogenic nematode)	34508	35146
UP000299102	Eumeta variegata (Bagworm moth) (Eumeta japonica)	151549	96130
UP000318571	Tigriopus californicus (Marine copepod)	6832	15551
UP000324222	Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus)	210409	99420
UP000478052	Aphis craccivora (Cowpea aphid)	307492	31792
UP000479000	Nesidiocoris tenuis	355587	23052
UP000499080	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	182803	246601
UP000595437	Caligus rogercresseyi (Sea louse)	217165	18197
UP000597762	Acanthosepion pharaonis (Pharaoh cuttlefish) (Sepia pharaonis)	158019	53515
UP000735302	Plakobranchus ocellatus	259542	77140
UP000762676	Elysia marginata	1093978	70727
UP000784294	Protopolystoma xenopodis	117903	37827
UP000820818	Daphnia sinensis	1820382	16523
UP000821837	Rhipicephalus sanguineus (Brown dog tick) (Ixodes sanguineus)	34632	25506
UP000821853	Haemaphysalis longicornis (Bush tick)	44386	25603
UP000821866	Rhipicephalus microplus (Cattle tick) (Boophilus microplus)	6941	29322
UP000823941	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	18670
UP000828390	Dreissena polymorpha (Zebra mussel) (Mytilus polymorpha)	45954	181328
UP000886998	Trichonephila inaurata madagascariensis	2747483	50567
UP000887013	Nephila pilipes (Giant wood spider) (Nephila maculata)	299642	67446
UP000887116	Trichonephila clavata (Joro spider) (Nephila clavata)	2740835	66373
UP000887159	Trichonephila clavipes (Golden silk orbweaver) (Nephila clavipes)	2585209	50497
UP000887562	Echinococcus canadensis	519352	1306
UP000887564	Parascaris equorum (Equine roundworm)	6256	14468
UP000887565	Romanomermis culicivorax (Nematode worm)	13658	48309
UP000887574	Ditylenchus dipsaci	166011	27614
UP000887578	Panagrolaimus davidi	227884	25683
UP001054837	Caerostris darwini	1538125	55519
UP001054945	Caerostris extrusa (Bark spider) (Caerostris bankana)	172846	82696
UP001056778	Holotrichia oblita (Chafer beetle)	644536	18108
UP001075354	Megalurothrips usitatus (bean blossom thrips)	439358	12582
UP001107558	Polypedilum vanderplanki (Sleeping chironomid midge)	319348	19076
UP001142055	Blomia tropicalis (Mite)	40697	10628
UP001148838	Periplaneta americana (American cockroach) (Blatta americana)	6978	27025
UP001151699	Pseudolycoriella hygida	35572	17665
UP001152320	Holothuria leucospilota (Black long sea cucumber) (Mertensiothuria leucospilota)	206669	33658
UP001152795	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	317549	69559
UP001159363	Dryococelus australis	614101	33087
UP001189180	Fasciola hepatica (Liver fluke)	6192	851
UP001196413	Parelaphostrongylus tenuis (Meningeal worm)	148309	29076
UP001231518	Mythimna separata (Oriental armyworm) (Pseudaletia separata)	271217	16944
UP001283361	Elysia crispata (lettuce slug)	231223	69785
UP001329430	Pyrocoelia pectoralis	417401	13125
UP001688483	Uroleucon formosanum	796250	31408
UP001712102	Scirpophaga incertulas	72366	19873
UP001732900	Taenia solium (Pork tapeworm)	6204	11854
