coding	character	evidence	use_r5	use_r6	node	parent	parent_degree	parent_is_polytomy	siblings_lost_under_parent	n_tips_lost	n_tips_unknown	tips
paralog	ITPR2	full_locus_only	1	1	Colubroidea	Unidentata	2	0	1	1	1	GCA_004320025.1;GCA_018340635.1
family	ITPR_family	full_locus_only	1	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR1	full_locus_only	1	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR1	full_locus_only	1	0	Podiceps_cristatus	Podicipedidae	2	0	1	1	0	GCA_000699545.1
paralog	ITPR1	full_locus_only	1	0	Centropus_bengalensis	Cuculiformes	3	1	1	1	0	GCA_013400815.1
paralog	ITPR1	full_locus_only	1	0	Limosa_lapponica_baueri	Charadriiformes	7	1	1	1	0	GCA_002844005.1
paralog	ITPR1	full_locus_only	1	0	Tichodroma_muraria	Passeriformes	23	1	1	1	0	GCA_013390105.1
paralog	ITPR1	full_locus_only	1	0	Mionectes_macconnelli	Tyrannidae	2	0	1	1	0	GCA_013397495.1
paralog	ITPR1	full_locus_only	1	0	Emberiza_fucata	Fringillidae	2	0	1	1	0	GCA_013398835.1
paralog	ITPR1	full_locus_only	1	0	Polioptila_caerulea	Certhiidae	3	1	1	1	0	GCA_013397295.1
paralog	ITPR1	full_locus_only	1	0	Leiothrix_lutea	Sylvioidea	7	1	2	1	0	GCA_013400445.1
paralog	ITPR1	full_locus_only	1	0	Zosteropidae	Sylvioidea	7	1	2	1	1	GCA_013399795.1;GCA_013400635.1
paralog	ITPR1	full_locus_only	1	0	Pomatostomus_ruficeps	Timaliidae	5	1	2	1	0	GCA_013400735.1
paralog	ITPR1	full_locus_only	1	0	Pomatorhinus_ruficollis	Timaliidae	5	1	2	1	0	GCA_013401195.1
paralog	ITPR1	full_locus_only	1	0	Hippolais_icterina	Acrocephalinae	2	0	1	1	0	GCA_013400075.1
paralog	ITPR1	full_locus_only	1	0	Apaloderma_vittatum	Coraciimorphae	6	1	1	1	0	GCF_000703405.1
paralog	ITPR1	full_locus_only	1	0	Semnornis_frantzii	Ramphastidae	2	0	1	1	0	GCA_013399775.1
paralog	ITPR1	full_locus_only	1	0	Todus_mexicanus	Coraciiformes	5	1	3	1	0	GCA_013389965.1
paralog	ITPR1	full_locus_only	1	0	Ceyx_cyanopectus	Coraciiformes	5	1	3	1	0	GCA_013401355.1
paralog	ITPR1	full_locus_only	1	0	Baryphthengus_martii	Coraciiformes	5	1	3	1	0	GCA_013396935.1
paralog	ITPR1	full_locus_only	1	0	Buceros_rhinoceros_silvestris	Bucerotiformes	2	0	1	1	0	GCF_000710305.1
paralog	ITPR1	full_locus_only	1	0	Cathartes_aura	Cathartidae	2	0	1	1	0	GCA_000699945.1
paralog	ITPR2	full_locus_only	1	0	Colubroidea	Unidentata	2	0	1	2	0	GCA_004320025.1;GCA_018340635.1
paralog	ITPR2	full_locus_only	1	0	Tinamus_guttatus	Tinamidae	3	1	1	1	0	GCF_000705375.1
paralog	ITPR2	full_locus_only	1	0	Podicipedidae	Mirandornithes	2	0	1	2	0	GCA_000699545.1;GCA_013399565.1
paralog	ITPR2	full_locus_only	1	0	Eurypyga_helias	Phaethontimorphae	2	0	1	1	0	GCF_000690775.1
paralog	ITPR2	full_locus_only	1	0	Geococcyx_californianus	Cuculiformes	3	1	1	1	0	GCA_013389885.1
paralog	ITPR2	full_locus_only	1	0	Pterocles_gutturalis	Pterocles	2	0	1	1	0	GCF_000699245.1
paralog	ITPR2	full_locus_only	1	0	Mesitornis_unicolor	Columbimorphae	3	1	1	1	0	GCF_000695765.1
paralog	ITPR2	full_locus_only	1	0	Thalassarche_chlororhynchos	Procellariiformes	2	0	1	1	0	GCA_013400895.1
paralog	ITPR2	full_locus_only	1	0	Balaeniceps_rex	Pelecaniformes	4	1	1	1	0	GCA_013401315.1
paralog	ITPR2	full_locus_only	1	0	Limosa_lapponica_baueri	Charadriiformes	7	1	1	1	0	GCA_002844005.1
paralog	ITPR2	full_locus_only	1	0	Antrostomus_carolinensis	Caprimulgidae	3	1	1	1	0	GCF_000700745.2
paralog	ITPR2	full_locus_only	1	0	Nestor_notabilis	Psittacidae	2	0	1	1	0	GCF_000696875.1
paralog	ITPR2	full_locus_only	1	0	Tichodroma_muraria	Passeriformes	23	1	3	1	0	GCA_013390105.1
paralog	ITPR2	full_locus_only	1	0	Tyrannus_savana	Tyrannidae	2	0	1	1	0	GCA_013399735.1
paralog	ITPR2	full_locus_only	1	0	Drymodes_brunneopygia	Passeriformes	23	1	3	1	0	GCA_013400955.1
paralog	ITPR2	full_locus_only	1	0	Hypocryptadius_cinnamomeus	Zosteropidae	2	0	1	1	0	GCA_013400635.1
paralog	ITPR2	full_locus_only	1	0	Pomatostomus_ruficeps	Timaliidae	5	1	1	1	0	GCA_013400735.1
paralog	ITPR2	full_locus_only	1	0	Acanthisitta_chloris	Passeriformes	23	1	3	1	0	GCF_000695815.1
paralog	ITPR2	full_locus_only	1	0	Cariama_cristata	Australaves	4	1	1	1	0	GCF_000690535.1
paralog	ITPR2	full_locus_only	1	0	Apaloderma_vittatum	Coraciimorphae	6	1	1	1	0	GCF_000703405.1
paralog	ITPR2	full_locus_only	1	0	Ramphastidae	Piciformes	4	1	1	2	0	GCA_013396675.1;GCA_013399775.1
paralog	ITPR2	full_locus_only	1	0	Todus_mexicanus	Coraciiformes	5	1	1	1	0	GCA_013389965.1
paralog	ITPR2	full_locus_only	1	0	Urocolius_indicus	Coliidae	2	0	1	1	0	GCA_013401255.1
paralog	ITPR2	full_locus_only	1	0	Buceros_rhinoceros_silvestris	Bucerotiformes	2	0	1	1	0	GCF_000710305.1
paralog	ITPR2	full_locus_only	1	0	Cathartes_aura	Cathartidae	2	0	1	1	0	GCA_000699945.1
paralog	ITPR3	full_locus_only	1	0	Cervus_elaphus_hippelaphus	Cervus	2	0	1	1	0	GCA_002197005.1
paralog	ITPR3	full_locus_only	1	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR3	full_locus_only	1	0	Tinamus_guttatus	Tinamidae	3	1	1	1	0	GCF_000705375.1
paralog	ITPR3	full_locus_only	1	0	Crypturellus_undulatus	Crypturellus	2	0	1	1	0	GCA_013389825.1
paralog	ITPR3	full_locus_only	1	0	Geococcyx_californianus	Cuculiformes	3	1	1	1	0	GCA_013389885.1
paralog	ITPR3	full_locus_only	1	0	Ceuthmochares_aereus	Cuculidae	2	0	1	1	0	GCA_013398935.1
paralog	ITPR3	full_locus_only	1	0	Columbina_picui	Columbidae	2	0	1	1	0	GCA_013397635.1
paralog	ITPR3	full_locus_only	1	0	Mionectes_macconnelli	Tyrannidae	2	0	1	1	0	GCA_013397495.1
paralog	ITPR3	full_locus_only	1	0	Elachura_formosa	Passeriformes	23	1	1	1	0	GCA_013398795.1
paralog	ITPR3	full_locus_only	1	0	Ptilorrhoa_leucosticta	Corvoidea	8	1	1	1	0	GCA_013396485.1
paralog	ITPR3	full_locus_only	1	0	Pomatorhinus_ruficollis	Timaliidae	5	1	1	1	0	GCA_013401195.1
paralog	ITPR3	full_locus_only	1	0	Ceyx_cyanopectus	Coraciiformes	5	1	1	1	0	GCA_013401355.1
paralog	ITPR3	full_locus_only	1	0	Urocolius_indicus	Coliidae	2	0	1	1	0	GCA_013401255.1
paralog	ITPR1	full_locus_only	0	1	Aquarana_catesbeiana	Ranidae	2	0	1	1	0	GCF_042186555.1
paralog	ITPR2	full_locus_only	0	1	Colubroidea	Unidentata	2	0	1	1	1	GCA_004320025.1;GCA_018340635.1
paralog	ITPR2	full_locus_only	0	1	Staurois_parvus	Ranidae	2	0	1	1	0	GCA_951230385.1
paralog	ITPR3	full_locus_only	0	1	Staurois_parvus	Ranidae	2	0	1	1	0	GCA_951230385.1
paralog	ITPR3	full_locus_only	0	1	Chaenocephalus_aceratus	Notothenioidei	2	0	1	1	0	GCA_023974075.1
family	ITPR_family	full_locus_only	0	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR1	full_locus_only	0	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR1	full_locus_only	0	0	Bambusicola_thoracicus	Phasianidae	2	0	1	1	0	GCA_002909625.1
paralog	ITPR1	full_locus_only	0	0	Podiceps_cristatus	Podicipedidae	2	0	1	1	0	GCA_000699545.1
paralog	ITPR1	full_locus_only	0	0	Atlantisia_rogersi	Rallidae	2	0	1	1	0	GCA_013401215.1
paralog	ITPR1	full_locus_only	0	0	Phaethon_lepturus	Phaethon	2	0	1	1	0	GCF_000687285.1
paralog	ITPR1	full_locus_only	0	0	Centropus_bengalensis	Cuculiformes	3	1	1	1	0	GCA_013400815.1
paralog	ITPR1	full_locus_only	0	0	Fulmarus_glacialis	Procellariidae	2	0	1	1	0	GCF_000690835.1
paralog	ITPR1	full_locus_only	0	0	Limosa_lapponica_baueri	Charadriiformes	7	1	1	1	0	GCA_002844005.1
paralog	ITPR1	full_locus_only	0	0	Oreotrochilus_melanogaster	Trochilidae	2	0	1	1	0	GCA_013400995.1
paralog	ITPR1	full_locus_only	0	0	Tichodroma_muraria	Passeriformes	23	1	3	1	0	GCA_013390105.1
paralog	ITPR1	full_locus_only	0	0	Neodrepanis_coruscans	Passeriformes	23	1	3	1	0	GCA_013400695.1
paralog	ITPR1	full_locus_only	0	0	Mionectes_macconnelli	Tyrannidae	2	0	1	1	0	GCA_013397495.1
paralog	ITPR1	full_locus_only	0	0	Pardalotus_punctatus	Meliphagoidea	3	1	1	1	0	GCA_013400915.1
paralog	ITPR1	full_locus_only	0	0	Quiscalus_mexicanus	Passeroidea	2	0	1	1	0	GCA_013399035.1
paralog	ITPR1	full_locus_only	0	0	Emberiza_fucata	Fringillidae	2	0	1	1	0	GCA_013398835.1
paralog	ITPR1	full_locus_only	0	0	Thryothorus_ludovicianus	Certhiidae	3	1	2	1	0	GCA_013397245.1
paralog	ITPR1	full_locus_only	0	0	Polioptila_caerulea	Certhiidae	3	1	2	1	0	GCA_013397295.1
paralog	ITPR1	full_locus_only	0	0	Catharus_fuscescens	Passeriformes	23	1	3	1	0	GCA_013398975.1
paralog	ITPR1	full_locus_only	0	0	Leucopsar_rothschildi	Sturnidae	3	1	2	1	0	GCA_014363365.1
paralog	ITPR1	full_locus_only	0	0	Buphagus_erythrorhynchus	Sturnidae	3	1	2	1	0	GCA_013400855.1
paralog	ITPR1	full_locus_only	0	0	Callaeas_wilsoni	Corvoidea	8	1	1	1	0	GCA_013398955.1
paralog	ITPR1	full_locus_only	0	0	Leiothrix_lutea	Sylvioidea	7	1	3	1	0	GCA_013400445.1
paralog	ITPR1	full_locus_only	0	0	Zosteropidae	Sylvioidea	7	1	3	2	0	GCA_013399795.1;GCA_013400635.1
paralog	ITPR1	full_locus_only	0	0	Horornis_vulcanius	Sylvioidea	7	1	3	1	0	GCA_013401035.1
paralog	ITPR1	full_locus_only	0	0	Pomatostomus_ruficeps	Timaliidae	5	1	4	1	0	GCA_013400735.1
paralog	ITPR1	full_locus_only	0	0	Pomatorhinus_ruficollis	Timaliidae	5	1	4	1	0	GCA_013401195.1
paralog	ITPR1	full_locus_only	0	0	Oxylabes_madagascariensis	Timaliidae	5	1	4	1	0	GCA_013400675.1
paralog	ITPR1	full_locus_only	0	0	Mystacornis_crossleyi	Timaliidae	5	1	4	1	0	GCA_013400655.1
paralog	ITPR1	full_locus_only	0	0	Hippolais_icterina	Acrocephalinae	2	0	1	1	0	GCA_013400075.1
paralog	ITPR1	full_locus_only	0	0	Apaloderma_vittatum	Coraciimorphae	6	1	1	1	0	GCF_000703405.1
paralog	ITPR1	full_locus_only	0	0	Semnornis_frantzii	Ramphastidae	2	0	1	1	0	GCA_013399775.1
paralog	ITPR1	full_locus_only	0	0	Todus_mexicanus	Coraciiformes	5	1	4	1	0	GCA_013389965.1
paralog	ITPR1	full_locus_only	0	0	Merops_nubicus	Coraciiformes	5	1	4	1	0	GCF_000691845.1
paralog	ITPR1	full_locus_only	0	0	Ceyx_cyanopectus	Coraciiformes	5	1	4	1	0	GCA_013401355.1
paralog	ITPR1	full_locus_only	0	0	Baryphthengus_martii	Coraciiformes	5	1	4	1	0	GCA_013396935.1
paralog	ITPR1	full_locus_only	0	0	Buceros_rhinoceros_silvestris	Bucerotiformes	2	0	1	1	0	GCF_000710305.1
paralog	ITPR1	full_locus_only	0	0	Cathartes_aura	Cathartidae	2	0	1	1	0	GCA_000699945.1
paralog	ITPR1	full_locus_only	0	0	Aquarana_catesbeiana	Ranidae	2	0	1	1	0	GCF_042186555.1
paralog	ITPR1	full_locus_only	0	0	Lepidogalaxias_salamandroides	Euteleosteomorpha	4	1	1	1	0	GCA_051992705.1
paralog	ITPR1	full_locus_only	0	0	Guentherus_altivela	Neoteleostei	2	0	1	1	0	GCA_900312595.1
paralog	ITPR1	full_locus_only	0	0	Goodeidae	Cyprinodontoidei	2	0	1	7	0	GCA_036250305.1;GCA_036250325.1;GCA_040091285.1;GCA_040091305.1;GCA_040091325.1;GCA_040091335.1;GCA_040091345.1
paralog	ITPR2	full_locus_only	0	0	Colubroidea	Unidentata	2	0	1	2	0	GCA_004320025.1;GCA_018340635.1
paralog	ITPR2	full_locus_only	0	0	Tinamus_guttatus	Tinamidae	3	1	1	1	0	GCF_000705375.1
paralog	ITPR2	full_locus_only	0	0	Bambusicola_thoracicus	Phasianidae	2	0	1	1	0	GCA_002909625.1
paralog	ITPR2	full_locus_only	0	0	Podicipedidae	Mirandornithes	2	0	1	2	0	GCA_000699545.1;GCA_013399565.1
paralog	ITPR2	full_locus_only	0	0	Atlantisia_rogersi	Rallidae	2	0	1	1	0	GCA_013401215.1
paralog	ITPR2	full_locus_only	0	0	Phaethon_lepturus	Phaethon	2	0	1	1	0	GCF_000687285.1
paralog	ITPR2	full_locus_only	0	0	Eurypyga_helias	Phaethontimorphae	2	0	1	1	0	GCF_000690775.1
paralog	ITPR2	full_locus_only	0	0	Geococcyx_californianus	Cuculiformes	3	1	1	1	0	GCA_013389885.1
paralog	ITPR2	full_locus_only	0	0	Pterocles_gutturalis	Pterocles	2	0	1	1	0	GCF_000699245.1
paralog	ITPR2	full_locus_only	0	0	Mesitornis_unicolor	Columbimorphae	3	1	1	1	0	GCF_000695765.1
paralog	ITPR2	full_locus_only	0	0	Thalassarche_chlororhynchos	Procellariiformes	2	0	1	1	0	GCA_013400895.1
paralog	ITPR2	full_locus_only	0	0	Fulmarus_glacialis	Procellariidae	2	0	1	1	0	GCF_000690835.1
paralog	ITPR2	full_locus_only	0	0	Balaeniceps_rex	Pelecaniformes	4	1	1	1	0	GCA_013401315.1
paralog	ITPR2	full_locus_only	0	0	Limosa_lapponica_baueri	Charadriiformes	7	1	1	1	0	GCA_002844005.1
paralog	ITPR2	full_locus_only	0	0	Antrostomus_carolinensis	Caprimulgidae	3	1	1	1	0	GCF_000700745.2
paralog	ITPR2	full_locus_only	0	0	Aegotheles_bennettii	Caprimulgiformes	3	1	1	1	0	GCA_013398125.1
paralog	ITPR2	full_locus_only	0	0	Nestor_notabilis	Psittacidae	2	0	1	1	0	GCF_000696875.1
paralog	ITPR2	full_locus_only	0	0	Tichodroma_muraria	Passeriformes	23	1	4	1	0	GCA_013390105.1
paralog	ITPR2	full_locus_only	0	0	Neodrepanis_coruscans	Passeriformes	23	1	4	1	0	GCA_013400695.1
paralog	ITPR2	full_locus_only	0	0	Tyrannus_savana	Tyrannidae	2	0	1	1	0	GCA_013399735.1
paralog	ITPR2	full_locus_only	0	0	Pardalotus_punctatus	Meliphagoidea	3	1	1	1	0	GCA_013400915.1
paralog	ITPR2	full_locus_only	0	0	Quiscalus_mexicanus	Passeroidea	2	0	1	1	0	GCA_013399035.1
paralog	ITPR2	full_locus_only	0	0	Drymodes_brunneopygia	Passeriformes	23	1	4	1	0	GCA_013400955.1
paralog	ITPR2	full_locus_only	0	0	Leucopsar_rothschildi	Sturnidae	3	1	2	1	0	GCA_014363365.1
paralog	ITPR2	full_locus_only	0	0	Buphagus_erythrorhynchus	Sturnidae	3	1	2	1	0	GCA_013400855.1
paralog	ITPR2	full_locus_only	0	0	Anthoscopus_minutus	Paridae	2	0	1	1	0	GCA_013399455.1
paralog	ITPR2	full_locus_only	0	0	Hypocryptadius_cinnamomeus	Zosteropidae	2	0	1	1	0	GCA_013400635.1
paralog	ITPR2	full_locus_only	0	0	Horornis_vulcanius	Sylvioidea	7	1	1	1	0	GCA_013401035.1
paralog	ITPR2	full_locus_only	0	0	Pomatostomus_ruficeps	Timaliidae	5	1	2	1	0	GCA_013400735.1
paralog	ITPR2	full_locus_only	0	0	Oxylabes_madagascariensis	Timaliidae	5	1	2	1	0	GCA_013400675.1
paralog	ITPR2	full_locus_only	0	0	Acanthisitta_chloris	Passeriformes	23	1	4	1	0	GCF_000695815.1
paralog	ITPR2	full_locus_only	0	0	Cariama_cristata	Australaves	4	1	1	1	0	GCF_000690535.1
paralog	ITPR2	full_locus_only	0	0	Apaloderma_vittatum	Coraciimorphae	6	1	1	1	0	GCF_000703405.1
paralog	ITPR2	full_locus_only	0	0	Psilopogon_haemacephalus	Piciformes	4	1	3	1	0	GCA_013396835.1
paralog	ITPR2	full_locus_only	0	0	Ramphastidae	Piciformes	4	1	3	2	0	GCA_013396675.1;GCA_013399775.1
paralog	ITPR2	full_locus_only	0	0	Bucco_capensis	Piciformes	4	1	3	1	0	GCA_013396975.1
paralog	ITPR2	full_locus_only	0	0	Todus_mexicanus	Coraciiformes	5	1	2	1	0	GCA_013389965.1
paralog	ITPR2	full_locus_only	0	0	Merops_nubicus	Coraciiformes	5	1	2	1	0	GCF_000691845.1
paralog	ITPR2	full_locus_only	0	0	Urocolius_indicus	Coliidae	2	0	1	1	0	GCA_013401255.1
paralog	ITPR2	full_locus_only	0	0	Buceros_rhinoceros_silvestris	Bucerotiformes	2	0	1	1	0	GCF_000710305.1
paralog	ITPR2	full_locus_only	0	0	Cathartes_aura	Cathartidae	2	0	1	1	0	GCA_000699945.1
paralog	ITPR2	full_locus_only	0	0	Staurois_parvus	Ranidae	2	0	1	1	0	GCA_951230385.1
paralog	ITPR2	full_locus_only	0	0	Lepidogalaxias_salamandroides	Euteleosteomorpha	4	1	1	1	0	GCA_051992705.1
paralog	ITPR2	full_locus_only	0	0	Guentherus_altivela	Neoteleostei	2	0	1	1	0	GCA_900312595.1
paralog	ITPR2	full_locus_only	0	0	Goodeidae	Cyprinodontoidei	2	0	1	7	0	GCA_036250305.1;GCA_036250325.1;GCA_040091285.1;GCA_040091305.1;GCA_040091325.1;GCA_040091335.1;GCA_040091345.1
paralog	ITPR3	full_locus_only	0	0	Cervus_elaphus_hippelaphus	Cervus	2	0	1	1	0	GCA_002197005.1
paralog	ITPR3	full_locus_only	0	0	Laticauda_laticaudata	Colubroidea	2	0	1	1	0	GCA_004320025.1
paralog	ITPR3	full_locus_only	0	0	Tinamus_guttatus	Tinamidae	3	1	1	1	0	GCF_000705375.1
paralog	ITPR3	full_locus_only	0	0	Crypturellus_undulatus	Crypturellus	2	0	1	1	0	GCA_013389825.1
paralog	ITPR3	full_locus_only	0	0	Bambusicola_thoracicus	Phasianidae	2	0	1	1	0	GCA_002909625.1
paralog	ITPR3	full_locus_only	0	0	Atlantisia_rogersi	Rallidae	2	0	1	1	0	GCA_013401215.1
paralog	ITPR3	full_locus_only	0	0	Geococcyx_californianus	Cuculiformes	3	1	1	1	0	GCA_013389885.1
paralog	ITPR3	full_locus_only	0	0	Ceuthmochares_aereus	Cuculidae	2	0	1	1	0	GCA_013398935.1
paralog	ITPR3	full_locus_only	0	0	Columbina_picui	Columbidae	2	0	1	1	0	GCA_013397635.1
paralog	ITPR3	full_locus_only	0	0	Glareola_pratincola	Charadriiformes	7	1	1	1	0	GCA_013401295.1
paralog	ITPR3	full_locus_only	0	0	Neodrepanis_coruscans	Passeriformes	23	1	2	1	0	GCA_013400695.1
paralog	ITPR3	full_locus_only	0	0	Mionectes_macconnelli	Tyrannidae	2	0	1	1	0	GCA_013397495.1
paralog	ITPR3	full_locus_only	0	0	Pardalotus_punctatus	Meliphagoidea	3	1	1	1	0	GCA_013400915.1
paralog	ITPR3	full_locus_only	0	0	Elachura_formosa	Passeriformes	23	1	2	1	0	GCA_013398795.1
paralog	ITPR3	full_locus_only	0	0	Thryothorus_ludovicianus	Certhiidae	3	1	1	1	0	GCA_013397245.1
paralog	ITPR3	full_locus_only	0	0	Leucopsar_rothschildi	Sturnidae	3	1	2	1	0	GCA_014363365.1
paralog	ITPR3	full_locus_only	0	0	Buphagus_erythrorhynchus	Sturnidae	3	1	2	1	0	GCA_013400855.1
paralog	ITPR3	full_locus_only	0	0	Anthoscopus_minutus	Paridae	2	0	1	1	0	GCA_013399455.1
paralog	ITPR3	full_locus_only	0	0	Ptilorrhoa_leucosticta	Corvoidea	8	1	1	1	0	GCA_013396485.1
paralog	ITPR3	full_locus_only	0	0	Horornis_vulcanius	Sylvioidea	7	1	1	1	0	GCA_013401035.1
paralog	ITPR3	full_locus_only	0	0	Pomatorhinus_ruficollis	Timaliidae	5	1	3	1	0	GCA_013401195.1
paralog	ITPR3	full_locus_only	0	0	Oxylabes_madagascariensis	Timaliidae	5	1	3	1	0	GCA_013400675.1
paralog	ITPR3	full_locus_only	0	0	Mystacornis_crossleyi	Timaliidae	5	1	3	1	0	GCA_013400655.1
paralog	ITPR3	full_locus_only	0	0	Bucco_capensis	Piciformes	4	1	1	1	0	GCA_013396975.1
paralog	ITPR3	full_locus_only	0	0	Merops_nubicus	Coraciiformes	5	1	2	1	0	GCF_000691845.1
paralog	ITPR3	full_locus_only	0	0	Ceyx_cyanopectus	Coraciiformes	5	1	2	1	0	GCA_013401355.1
paralog	ITPR3	full_locus_only	0	0	Urocolius_indicus	Coliidae	2	0	1	1	0	GCA_013401255.1
paralog	ITPR3	full_locus_only	0	0	Staurois_parvus	Ranidae	2	0	1	1	0	GCA_951230385.1
paralog	ITPR3	full_locus_only	0	0	Lepidogalaxias_salamandroides	Euteleosteomorpha	4	1	1	1	0	GCA_051992705.1
paralog	ITPR3	full_locus_only	0	0	Guentherus_altivela	Neoteleostei	2	0	1	1	0	GCA_900312595.1
paralog	ITPR3	full_locus_only	0	0	Goodeidae	Cyprinodontoidei	2	0	1	7	0	GCA_036250305.1;GCA_036250325.1;GCA_040091285.1;GCA_040091305.1;GCA_040091325.1;GCA_040091335.1;GCA_040091345.1
paralog	ITPR3	full_locus_only	0	0	Chaenocephalus_aceratus	Notothenioidei	2	0	1	1	0	GCA_023974075.1
