model_id	accession	organism	group	kingdom	phylum	class	order	genome_status	db_status	copy_index	genome_copy_number	contig	start	end	strand	length	grade	coverage	identity	family_margin	span_bp	cds_footprint_bp	frameshifts	stop_codons	bait	band	annot_gene	annot_family	control_verdict	contig_spans_gene	annotated_assembly	profile_call	profile_confidence	itpr_score	ryr_score	profile_rel_margin
GCA_019973955.1|copy1|BMAV01012344.1:158960-224285	GCA_019973955.1	Trichonephila inaurata madagascariensis	metazoa	Metazoa	Arthropoda	Arachnida	Araneae	found_unannotated	genome_only	1	1	BMAV01012344.1	158960	224285	+	2375	full	1.0	0.9142	1.0	65326	8202	0	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda			controlled_by_target	0	Y	ITPR	high	3179.3	403.5	0.8731
GCA_020696425.1|copy1|JAGUQM010000094.1:85472-94980	GCA_020696425.1	Vermamoeba vermiformis	amoebozoa		Tubulinea	Echinamoebida		found_no_annotation	genome_only	1	3	JAGUQM010000094.1	85472	94980	+	2530	full	0.7404	0.3636	1.0	9509	7591	3	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	N	ITPR	high	1663.3	545.7	0.6719
GCA_020696425.1|copy2|JAGUQM010000011.1:10894-76608	GCA_020696425.1	Vermamoeba vermiformis	amoebozoa		Tubulinea	Echinamoebida		found_no_annotation	genome_only	2	3	JAGUQM010000011.1	10894	76608	+	2321	full	0.8155	0.3127	0.9056	65715	8207	5	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	N	ITPR	high	1138.7	458.2	0.5976
GCA_020696425.1|copy3|JAGUQM010000047.1:45115-82070	GCA_020696425.1	Vermamoeba vermiformis	amoebozoa		Tubulinea	Echinamoebida		found_no_annotation	genome_only	3	3	JAGUQM010000047.1	45115	82070	-	2289	full	0.8735	0.2246	1.0	36956	6878	8	1	Q9NA13|iplA|Dictyostelium_discoideum|Evosea|ITPR	Evosea			controlled_by_target	1	N	ITPR	high	637.2	173.5	0.7277
GCA_021613535.1|copy1|CP075495.1:4490266-4810361	GCA_021613535.1	Adineta vaga	metazoa	Metazoa	Rotifera	Eurotatoria	Adinetida	found_annotated	annotated_unnamed	1	2	CP075495.1	4490266	4810361	+	2666	full	0.991	0.503	1.0	320096	8203	3	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	I4U23_007190		controlled_by_target	1	Y	ITPR	high	2983.3	462.4	0.845
GCA_021613535.1|copy2|CP075494.1:12658357-13039408	GCA_021613535.1	Adineta vaga	metazoa	Metazoa	Rotifera	Eurotatoria	Adinetida	found_annotated	annotated_unnamed	2	2	CP075494.1	12658357	13039408	-	2768	full	0.995	0.4941	1.0	381052	8205	2	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	I4U23_026087		controlled_by_target	1	Y	ITPR	high	2233.4	402.8	0.8196
GCA_025603285.1|copy1|MU626114.1:32849-77078	GCA_025603285.1	Piptocephalis tieghemiana	fungi	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	found_annotated	annotated_unnamed	1	1	MU626114.1	32849	77078	+	2995	full	0.9908	0.313	1.0	44230	8292	0	0	A0ABR2W6A1|K7432_003395|Basidiobolus_ranarum|Basidiobolomycota|ITPR	Basidiobolomycota	DHS80DRAFT_24427		controlled_by_target	1	Y	ITPR	high	1174.1	390.1	0.6677
GCA_028023455.1|copy1|JAQFVV010000038.1:8600421-9493919	GCA_028023455.1	Epiperipatus broadwayi	metazoa	Metazoa	Onychophora	Udeonychophora	Euonychophora	found_no_annotation	genome_only	1	1	JAQFVV010000038.1	8600421	9493919	+	2571	full	0.9683	0.7295	1.0	893499	7987	2	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda			controlled_by_target	1	N	ITPR	high	3703.7	432.4	0.8833
GCA_030141605.1|copy1|JAQGDQ010000251.1:290621-325953	GCA_030141605.1	Tubiluchus corallicola	metazoa	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	assembly_gap	genome_only	1	0	JAQGDQ010000251.1	290621	325953	+	1924	fragment	0.657	0.6105	1.0	35333	5349	0	0	A0ABM1SEU6|LOC106459878|Limulus_polyphemus|Arthropoda|ITPR	Arthropoda			controlled_cross_kingdom	1	N	ITPR	high	2120.7	114.6	0.946
GCA_030267625.1|copy2|BRXZ01000985.1:4879-7960	GCA_030267625.1	Triparma retinervis	other			Bolidophyceae	Parmales	assembly_gap	annotated_unnamed	2	0	BRXZ01000985.1	4879	7960	-	914	fragment	0.3152	0.2299	1.0	3082	2739	0	0	A0AB34IS99|AB1Y20_010572|Prymnesium_parvum|Haptophyta|ITPR	Haptophyta	TrRE_jg3548		controlled_cross_kingdom	0	Y	ITPR	medium	375.5	212.4	0.4344
GCA_034508575.1|copy1|JAWZYT010000578.1:39830-471221	GCA_034508575.1	Petrolisthes manimaculis	metazoa	Metazoa	Arthropoda	Malacostraca	Decapoda	found_annotated	annotated_unnamed	1	1	JAWZYT010000578.1	39830	471221	-	2829	full	1.0	0.6259	1.0	431392	8232	0	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	Pmani_007659		controlled_by_target	1	Y	ITPR	high	3419.2	465.9	0.8637
GCA_036172245.1|copy1|JAYWIR010000015.1:155838-467760	GCA_036172245.1	Raillietiella orientalis	metazoa	Metazoa	Arthropoda	Ichthyostraca	Raillietiellida	found_no_annotation	genome_only	1	1	JAYWIR010000015.1	155838	467760	-	2754	full	0.9939	0.5908	1.0	311923	8114	2	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda			controlled_by_target	1	N	ITPR	high	2693.7	433.0	0.8393
GCA_040529105.1|copy1|CP154548.1:2106977-2119666	GCA_040529105.1	Prymnesium parvum	other		Haptophyta		Prymnesiales	found_no_annotation	genome_only	1	3	CP154548.1	2106977	2119666	-	2763	full	1.0	0.9786	1.0	12690	8289	0	0	A0AB34IS99|AB1Y20_010572|Prymnesium_parvum|Haptophyta|ITPR	Haptophyta			controlled_by_target	1	N	ITPR	high	1152.3	290.5	0.7479
GCA_040529105.1|copy2|CP154547.1:463644-954453	GCA_040529105.1	Prymnesium parvum	other		Haptophyta		Prymnesiales	found_no_annotation	genome_only	2	3	CP154547.1	463644	954453	-	3166	full	0.9495	0.2386	1.0	490810	9501	3	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	N	ITPR	high	1045.4	230.5	0.7795
GCA_047495785.1|copy1|JBLDXI010000002.1:1478289-1681700	GCA_047495785.1	Lepidodermella squamata	metazoa	Metazoa	Gastrotricha		Chaetonotida	found_no_annotation	genome_only	1	1	JBLDXI010000002.1	1478289	1681700	+	2750	full	0.9836	0.4401	1.0	203412	8247	0	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda			controlled_by_target	1	N	ITPR	high	1457.4	321.5	0.7794
GCA_051530055.1|copy1|CM121342.1:5945861-6356314	GCA_051530055.1	Neoechinorhynchus agilis	metazoa	Metazoa	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	found_annotated	annotated_unnamed	1	1	CM121342.1	5945861	6356314	-	1562	full	0.9896	0.4372	1.0	410454	7919	6	1	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	ACOME3_006142		controlled_by_target	1	Y	ITPR	medium	815.4	220.2	0.7299
GCA_054772095.1|copy1|BAAGAE010000030.1:9259798-9379666	GCA_054772095.1	Chamberlinius hualienensis	metazoa	Metazoa	Arthropoda	Diplopoda	Polydesmida	found_annotated	annotated_unnamed	1	1	BAAGAE010000030.1	9259798	9379666	+	2649	full	0.9942	0.6465	1.0	119869	8271	0	1	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	CHUAL_005626		controlled_by_target	1	Y	ITPR	high	3496.8	440.0	0.8742
GCA_055505105.1|copy1|CM145314.1:388948-758576	GCA_055505105.1	Phoronis australis	metazoa	Metazoa	Phoronida			found_no_annotation	genome_only	1	3	CM145314.1	388948	758576	+	2631	full	0.9982	0.712	1.0	369629	8238	0	1	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida			controlled_by_target	1	N	ITPR	high	3724.6	454.8	0.8779
GCA_055505105.1|copy2|CM145307.1:18943062-19100975	GCA_055505105.1	Phoronis australis	metazoa	Metazoa	Phoronida			found_no_annotation	genome_only	2	3	CM145307.1	18943062	19100975	-	2769	full	0.9808	0.5692	1.0	157914	8304	0	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda			controlled_by_target	1	N	ITPR	high	1569.2	298.3	0.8099
GCA_055505105.1|copy3|CM145310.1:40433912-40493579	GCA_055505105.1	Phoronis australis	metazoa	Metazoa	Phoronida			found_no_annotation	genome_only	3	3	CM145310.1	40433912	40493579	-	2580	full	0.9988	0.5164	1.0	59668	7737	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata			controlled_by_target	1	N	ITPR	high	1439.8	304.6	0.7884
GCA_056362285.1|copy2|CM150554.1:51516408-51885535	GCA_056362285.1	Galeolaria caespitosa	metazoa	Metazoa	Annelida	Polychaeta	Sabellida	found_annotated	annotated_unnamed	2	3	CM150554.1	51516408	51885535	-	961	full	1.0	0.5058	1.0	369128	8205	0	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	ABL822_012480		controlled_by_target	1	Y	ITPR	medium	538.7	196.5	0.6352
GCA_056362285.1|copy3|CM150557.1:33345309-33480724	GCA_056362285.1	Galeolaria caespitosa	metazoa	Metazoa	Annelida	Polychaeta	Sabellida	found_annotated	genome_only	3	3	CM150557.1	33345309	33480724	+	2526	full	0.985	0.5087	1.0	135416	7575	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata			controlled_by_target	1	Y	ITPR	high	1425.5	307.1	0.7846
GCA_056869335.1|copy1|CM166519.1:696567-1007301	GCA_056869335.1	Trichinella zimbabwensis	metazoa	Metazoa	Nematoda	Enoplea	Trichinellida	found_annotated	annotated_unnamed	1	1	CM166519.1	696567	1007301	+	2813	full	1.0	0.969	1.0	310735	8130	0	0	A0A0V1CUW8|itr-1|Trichinella_britovi|Nematoda|ITPR	Nematoda	Tri11_006499		controlled_by_target	1	Y	ITPR	high	2535.3	379.9	0.8502
GCA_900618415.1|copy1|UZAM01008944.1:231-23461	GCA_900618415.1	Soboliphyme baturini	metazoa	Metazoa	Nematoda	Enoplea	Dioctophymatida	assembly_gap	annotated_unnamed	1	0	UZAM01008944.1	231	23461	-	1024	fragment	0.364	0.4509	1.0	23231	3043	1	0	A0A0V1CUW8|itr-1|Trichinella_britovi|Nematoda|ITPR	Nematoda	SBAD_LOCUS5368		controlled_cross_kingdom	0	Y	ITPR	medium	647.5	21.9	0.9662
GCA_902702795.2|copy1|CACRXK020010773.1:135-14506	GCA_902702795.2	Paramuricea clavata	metazoa	Metazoa	Cnidaria	Anthozoa	Malacalcyonacea	assembly_gap	annotated_unnamed	1	0	CACRXK020010773.1	135	14506	-	717	fragment	0.3359	0.5927	1.0	14372	2700	0	0	A0A6P8IUM8|LOC116304295|Actinia_tenebrosa|Cnidaria|ITPR	Cnidaria	PACLA_8A007027		controlled_cross_kingdom	0	Y	ITPR	medium	760.8	0.0	1.0
GCA_904063045.1|copy1|CAJFCJ010000020.1:1267705-1610699	GCA_904063045.1	Dimorphilus gyrociliatus	metazoa	Metazoa	Annelida	Polychaeta		found_annotated	annotated_unnamed	1	5	CAJFCJ010000020.1	1267705	1610699	+	2609	full	0.9989	0.6344	1.0	342995	8001	0	0	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida	DGYR_LOCUS11827		controlled_by_target	1	Y	ITPR	high	3514.3	450.7	0.8718
GCA_904063045.1|copy2|CAJFCJ010000001.1:131952-609201	GCA_904063045.1	Dimorphilus gyrociliatus	metazoa	Metazoa	Annelida	Polychaeta		found_annotated	annotated_unnamed	2	5	CAJFCJ010000001.1	131952	609201	-	2499	full	0.9927	0.4757	1.0	477250	7608	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	DGYR_LOCUS112		controlled_by_target	1	Y	ITPR	high	1324.0	292.5	0.7791
GCA_904063045.1|copy3|CAJFCJ010000006.1:3469016-3710899	GCA_904063045.1	Dimorphilus gyrociliatus	metazoa	Metazoa	Annelida	Polychaeta		found_annotated	annotated_unnamed	3	5	CAJFCJ010000006.1	3469016	3710899	-	1954	full	0.9505	0.4559	1.0	241884	7926	2	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	DGYR_LOCUS4844		controlled_by_target	1	Y	ITPR	medium	692.7	157.4	0.7728
GCA_904063045.1|copy4|CAJFCJ010000003.1:2597059-2851898	GCA_904063045.1	Dimorphilus gyrociliatus	metazoa	Metazoa	Annelida	Polychaeta		found_annotated	annotated_unnamed	4	5	CAJFCJ010000003.1	2597059	2851898	-	2759	full	0.9923	0.4543	1.0	254840	7660	2	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	DGYR_LOCUS2404		controlled_by_target	1	Y	ITPR	high	1299.9	273.8	0.7894
GCA_904063045.1|copy5|CAJFCJ010000007.1:3583648-3595592	GCA_904063045.1	Dimorphilus gyrociliatus	metazoa	Metazoa	Annelida	Polychaeta		found_annotated	annotated_unnamed	5	5	CAJFCJ010000007.1	3583648	3595592	-	2579	full	0.9523	0.3783	1.0	11945	7739	3	2	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	DGYR_LOCUS6260		controlled_by_target	1	Y	ITPR	high	1318.7	242.5	0.8161
GCA_905338385.1|copy1|CAJPEV010000046.1:3412-202427	GCA_905338385.1	Darwinula stevensoni	metazoa	Metazoa	Arthropoda	Ostracoda	Podocopida	found_annotated	annotated_unnamed	1	1	CAJPEV010000046.1	3412	202427	-	2620	full	0.9964	0.675	1.0	199016	8287	1	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	DSTB1V02_LOCUS639		controlled_by_target	0	Y	ITPR	high	2924.9	382.6	0.8692
GCA_905338405.1|copy1|CAJPEX010003698.1:2-26422	GCA_905338405.1	Notodromas monacha	metazoa	Metazoa	Arthropoda	Ostracoda	Podocopida	assembly_gap	annotated_unnamed	1	0	CAJPEX010003698.1	2	26422	+	1776	fragment	0.6557	0.5578	1.0	26421	6041	1	1	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	NMOB1V02_LOCUS9934		controlled_cross_kingdom	0	Y	ITPR	high	2049.7	311.4	0.8481
GCA_905338405.1|copy2|CAJPEX010005921.1:1862-14461	GCA_905338405.1	Notodromas monacha	metazoa	Metazoa	Arthropoda	Ostracoda	Podocopida	assembly_gap	annotated_unnamed	2	0	CAJPEX010005921.1	1862	14461	+	1517	fragment	0.5262	0.6477	1.0	12600	4649	1	0	A0ABM1SEU6|LOC106459878|Limulus_polyphemus|Arthropoda|ITPR	Arthropoda	NMOB1V02_LOCUS11322		controlled_cross_kingdom	0	Y	ITPR	high	2012.3	151.2	0.9249
GCA_916720795.1|copy1|CAKASE010000064.1:2563846-2664550	GCA_916720795.1	Danaus chrysippus	metazoa	Metazoa	Arthropoda	Insecta	Lepidoptera	found_annotated	annotated_unnamed	1	1	CAKASE010000064.1	2563846	2664550	-	2632	full	1.0	0.6218	1.0	100705	8076	0	0	P29993|Itpr|Drosophila_melanogaster|Arthropoda|ITPR	Arthropoda	DCHRY22_LOCUS9060		controlled_by_target	1	Y	ITPR	high	3421.7	424.4	0.876
GCA_944472135.2|copy1|OX235265.1:90008220-90765812	GCA_944472135.2	Trichobilharzia regenti	metazoa	Metazoa	Platyhelminthes	Trematoda	Strigeidida	found_annotated	annotated_unnamed	1	1	OX235265.1	90008220	90765812	+	2591	full	0.9548	0.3093	1.0	757593	7834	1	3	A0AAN9BAK1|V1264_020598|Littorina_saxatilis|Mollusca|ITPR	Mollusca	TREG1_LOCUS7676		controlled_by_target	1	Y	ITPR	high	1362.3	262.6	0.8072
GCA_946863485.1|copy1|CAMPGE010008963.1:76-8327	GCA_946863485.1	Moneuplotes crassus	sar		Ciliophora	Spirotrichea	Euplotida	found_annotated	annotated_unnamed	1	2	CAMPGE010008963.1	76	8327	+	2342	full	1.0	0.2962	1.0	8252	8049	5	10	A0A078ASZ8|Contig10368.g11065|Stylonychia_lemnae|Ciliophora|ITPR	Ciliophora	ECRASSUSDP1_LOCUS9132		controlled_by_target	0	Y	ITPR	high	932.6	211.6	0.7731
GCA_946863485.1|copy2|CAMPGE010007517.1:89-8551	GCA_946863485.1	Moneuplotes crassus	sar		Ciliophora	Spirotrichea	Euplotida	found_annotated	annotated_unnamed	2	2	CAMPGE010007517.1	89	8551	+	2649	full	0.9942	0.2923	1.0	8463	7951	4	16	A0A078ASZ8|Contig10368.g11065|Stylonychia_lemnae|Ciliophora|ITPR	Ciliophora	ECRASSUSDP1_LOCUS7706		controlled_by_target	0	Y	ITPR	high	913.1	206.5	0.7738
GCA_963970005.1|copy1|CAXAMN010027073.1:37625-178487	GCA_963970005.1	Durusdinium trenchii	other			Dinophyceae	Suessiales	fragment_only	annotated_unnamed	1	0	CAXAMN010027073.1	37625	178487	+	821	fragment	0.3219	0.2303	1.0	140863	2460	0	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	CCMP2556_LOCUS50432		controlled_cross_kingdom	1	Y	ITPR	medium	273.2	156.3	0.4279
GCA_964035545.1|copy1|OZ037765.1:1369173-2025222	GCA_964035545.1	Bugula neritina	metazoa	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	found_no_annotation	genome_only	1	2	OZ037765.1	1369173	2025222	+	702	full	0.9982	0.6599	1.0	656050	7996	1	0	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida			controlled_by_target	1	N	ITPR	medium	456.1	219.7	0.5183
GCA_964035545.1|copy2|OZ037771.1:2368133-2443985	GCA_964035545.1	Bugula neritina	metazoa	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	found_no_annotation	genome_only	2	2	OZ037771.1	2368133	2443985	+	2537	full	0.9935	0.476	1.0	75853	7608	0	1	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata			controlled_by_target	1	N	ITPR	high	1378.1	315.5	0.7711
GCA_965153355.1|copy1|OZ231133.1:35611522-36440834	GCA_965153355.1	Flaccisagitta enflata	metazoa	Metazoa	Chaetognatha	Sagittoidea	Aphragmophora	found_no_annotation	genome_only	1	1	OZ231133.1	35611522	36440834	+	2591	full	0.9834	0.5649	1.0	829313	8228	1	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda			controlled_by_target	1	N	ITPR	high	3076.4	302.7	0.9016
GCA_976986565.1|copy1|OZ335996.1:11909076-12015791	GCA_976986565.1	Gordionus wolterstorffii	metazoa	Metazoa	Nematomorpha	Gordioida	Chordodea	found_no_annotation	genome_only	1	1	OZ335996.1	11909076	12015791	-	2634	full	0.9893	0.5223	1.0	106716	7989	0	1	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida			controlled_by_target	1	N	ITPR	high	2991.4	422.0	0.8589
GCA_982266715.1|copy1|CEVFMC020000047.1:10305821-10792550	GCA_982266715.1	Scolopendra cingulata	metazoa	Metazoa	Arthropoda	Chilopoda	Scolopendromorpha	found_annotated	annotated_unnamed	1	1	CEVFMC020000047.1	10305821	10792550	+	2086	full	0.9953	0.7283	1.0	486730	8286	0	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	SCOCING_LOCUS16015		controlled_by_target	1	Y	ITPR	high	1922.6	276.6	0.8561
GCF_000002235.5|copy1|NW_022145612.1:50950206-51381484	GCF_000002235.5	Strongylocentrotus purpuratus	metazoa	Metazoa	Echinodermata	Echinoidea	Camarodonta	found_annotated	annotated_unnamed	1	1	NW_022145612.1	50950206	51381484	+	2720	full	1.0	1.0	1.0	431279	8463	0	0	A0A7M7MY00|unnamed|Strongylocentrotus_purpuratus|Echinodermata|ITPR	Echinodermata	LOC594527		controlled_by_target	1	Y	ITPR	high	3838.2	436.7	0.8862
GCF_000002595.2|copy1|NC_057019.1:3086978-3104767	GCF_000002595.2	Chlamydomonas reinhardtii	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	found_annotated	annotated_unnamed	1	1	NC_057019.1	3086978	3104767	+	3211	full	1.0	0.9997	1.0	17790	9633	0	0	A0A2K3CTW4|CHLRE_16g665450v5|Chlamydomonas_reinhardtii|Chlorophyta|ITPR	Chlorophyta	CHLRE_16g665450v5		controlled_by_target	1	Y	ITPR	high	705.3	124.0	0.8242
GCF_000002725.2|copy1|NC_007257.2:17824-102842	GCF_000002725.2	Leishmania major strain Friedlin	discoba		Euglenozoa	Kinetoplastea	Trypanosomatida	fragment_only	genome_only	1	1	NC_007257.2	17824	102842	-	1640	fragment	0.456	0.2214	1.0	85019	4920	2	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	medium	324.5	178.9	0.4487
GCF_000090795.2|copy1|NW_003546249.1:797106-811062	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	1	6	NW_003546249.1	797106	811062	+	2780	full	1.0	0.9924	1.0	13957	8340	0	2	A0AAN0JIF7|unnamed|Amphimedon_queenslandica|Porifera|ITPR	Porifera	LOC100639431		controlled_by_target	0	Y	ITPR	high	3125.6	345.2	0.8896
GCF_000090795.2|copy2|NW_003546253.1:275157-671372	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	2	6	NW_003546253.1	275157	671372	-	1179	full	0.9572	0.3087	1.0	396216	7234	6	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC100634093		controlled_by_target	0	Y	ITPR	medium	271.5	144.5	0.4678
GCF_000090795.2|copy3|NW_003546283.1:213605-231094	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	3	6	NW_003546283.1	213605	231094	-	2515	full	0.985	0.3014	1.0	17490	7549	5	1	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC100632615		controlled_by_target	0	Y	ITPR	high	931.0	259.8	0.7209
GCF_000090795.2|copy4|NW_003546353.1:32836-47751	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	4	6	NW_003546353.1	32836	47751	-	2433	full	0.9499	0.3064	1.0	14916	7305	7	4	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC100638515		controlled_by_target	0	Y	ITPR	high	924.6	224.4	0.7573
GCF_000090795.2|copy5|NW_003546281.1:352103-365569	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	5	6	NW_003546281.1	352103	365569	-	2417	full	0.9576	0.2976	1.0	13467	7259	8	1	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC100640027		controlled_by_target	0	Y	ITPR	high	845.7	178.8	0.7886
GCF_000090795.2|copy6|NW_003546290.1:157062-173398	GCF_000090795.2	Amphimedon queenslandica	metazoa	Metazoa	Porifera	Demospongiae	Haplosclerida	found_annotated	annotated_unnamed	6	6	NW_003546290.1	157062	173398	-	2256	full	0.9184	0.2608	1.0	16337	6775	7	2	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC109580834		controlled_by_target	0	Y	ITPR	high	721.4	181.0	0.7491
GCF_000150275.1|copy1|NW_002060947.1:2342837-2379800	GCF_000150275.1	Trichoplax adhaerens	metazoa	Metazoa	Placozoa	Uniplacotomia	Trichoplacea	found_annotated	annotated_unnamed	1	2	NW_002060947.1	2342837	2379800	-	2525	full	1.0	1.0	1.0	36964	7575	0	0	B3RXX7|TRIADDRAFT_56365|Trichoplax_adhaerens|Placozoa|ITPR	Placozoa	TRIADDRAFT_56365		controlled_by_target	1	Y	ITPR	high	3381.3	362.2	0.8929
GCF_000150275.1|copy2|NW_002060946.1:1089890-1115622	GCF_000150275.1	Trichoplax adhaerens	metazoa	Metazoa	Placozoa	Uniplacotomia	Trichoplacea	found_annotated	annotated_unnamed	2	2	NW_002060946.1	1089890	1115622	+	2515	full	0.9985	0.4574	1.0	25733	7546	2	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	TRIADDRAFT_55241		controlled_by_target	1	Y	ITPR	high	1350.3	313.0	0.7682
GCF_000186865.1|copy1|NW_008705561.1:2407702-2948094	GCF_000186865.1	Aureococcus anophagefferens	other			Pelagophyceae	Pelagomonadales	found_unannotated	genome_only	1	3	NW_008705561.1	2407702	2948094	-	3162	full	0.9399	0.2291	1.0	540393	9487	2	1	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	high	791.1	159.2	0.7988
GCF_000186865.1|copy2|NW_008705608.1:139898-148273	GCF_000186865.1	Aureococcus anophagefferens	other			Pelagophyceae	Pelagomonadales	found_unannotated	genome_only	2	3	NW_008705608.1	139898	148273	+	2494	full	0.9479	0.2146	1.0	8376	7479	0	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata			controlled_by_target	1	Y	ITPR	high	807.8	175.3	0.783
GCF_000188695.1|copy1|NW_004754914.1:441354-770677	GCF_000188695.1	Salpingoeca rosetta	other			Choanoflagellata	Craspedida	found_annotated	annotated_unnamed	1	3	NW_004754914.1	441354	770677	-	3026	full	0.9889	0.395	1.0	329324	7731	0	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	PTSG_07655		controlled_by_target	1	Y	ITPR	high	1632.8	283.3	0.8265
GCF_000188695.1|copy2|NW_004754918.1:1618-343291	GCF_000188695.1	Salpingoeca rosetta	other			Choanoflagellata	Craspedida	found_annotated	annotated_unnamed	2	3	NW_004754918.1	1618	343291	-	2928	full	0.9777	0.3297	1.0	341674	7306	3	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	PTSG_06996		controlled_by_target	1	Y	ITPR	medium	463.7	211.9	0.543
