label	organism	vclass	cell	truth	call	best	best_score	margin	n_keys	score_ITPR1	score_ITPR2	score_ITPR3
Cnephaeus_nilssonii|GCF_951640355.1|ITPR2.0	Cnephaeus nilssonii	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Colius_striatus|GCF_028858725.1|ITPR2.0	Colius striatus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Cololabis_saira|GCF_033807715.1|ITPR2.0	Cololabis saira	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Conger_conger|GCF_963514075.1|ITPR2.0	Conger conger	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Corvus_brachyrhynchos|GCF_000691975.1|ITPR2.0	Corvus brachyrhynchos	Aves	ITPR2	ITPR2	ITPR2	ITPR2	7	7	20	0	7	0
Cricetulus_griseus|GCF_003668045.3|ITPR2.0	Cricetulus griseus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Cuculus_canorus|GCF_017976375.1|ITPR2.0	Cuculus canorus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Cynocephalus_volans|GCF_027409185.1|ITPR2.0	Cynocephalus volans	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Danio_rerio|GCF_052040795.1|ITPR2.0	Danio rerio	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	2	2	20	0	2	0
Dasypus_novemcinctus|GCF_030445035.2|ITPR2.0	Dasypus novemcinctus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Diceros_bicornis_minor|GCF_020826845.1|ITPR2.0	Diceros bicornis minor	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Dromaius_novaehollandiae|GCF_036370855.1|ITPR2.0	Dromaius novaehollandiae	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Dromiciops_gliroides|GCF_019393635.1|ITPR2.0	Dromiciops gliroides	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Dryobates_pubescens|GCF_014839835.1|ITPR2.0	Dryobates pubescens	Aves	ITPR2	ITPR2	ITPR2	ITPR2	7	7	12	0	7	0
Egretta_garzetta|GCF_000687185.1|ITPR2.0	Egretta garzetta	Aves	ITPR2	ITPR2	ITPR2	ITPR2	9	9	20	0	9	0
Electrophorus_electricus|GCF_041902795.1|ITPR2.0	Electrophorus electricus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Elephantulus_edwardii|GCF_000299155.1|ITPR2.0	Elephantulus edwardii	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	7	7	13	0	7	0
Elephas_maximus_indicus|GCF_024166365.1|ITPR2.0	Elephas maximus indicus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Eleutherodactylus_coqui|GCF_035609145.1|ITPR2.0	Eleutherodactylus coqui	Amphibia	ITPR2	ITPR2	ITPR2	ITPR2	6	6	14	0	6	0
Engraulis_encrasicolus|GCF_034702125.1|ITPR2.0	Engraulis encrasicolus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	15	0	3	0
Entelurus_aequoreus|GCF_033978785.1|ITPR2.0	Entelurus aequoreus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Equus_quagga|GCF_021613505.1|ITPR2.0	Equus quagga	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR2.0	Erpetoichthys calabaricus	Cladistia	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Esox_lucius|GCF_011004845.1|ITPR2.0	Esox lucius	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Falco_peregrinus|GCF_023634155.1|ITPR2.0	Falco peregrinus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Gadus_morhua|GCF_902167405.1|ITPR2.0	Gadus morhua	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Gallinula_chloropus|GCF_964237585.1|ITPR2.0	Gallinula chloropus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Gallus_gallus|GCF_016699485.2|ITPR2.0	Gallus gallus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Gambusia_affinis|GCF_019740435.1|ITPR2.0	Gambusia affinis	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Gavia_stellata|GCF_030936135.1|ITPR2.0	Gavia stellata	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Genypterus_blacodes|GCF_046128005.1|ITPR2.0	Genypterus blacodes	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Giraffa_tippelskirchi|GCF_054371585.1|ITPR2.0	Giraffa tippelskirchi	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Gobius_niger|GCF_951799975.1|ITPR2.0	Gobius niger	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Gopherus_flavomarginatus|GCF_025201925.1|ITPR2.0	Gopherus flavomarginatus	Testudines	ITPR2	ITPR2	ITPR2	ITPR2	9	9	20	0	9	0
Gouania_willdenowi|GCF_900634775.2|ITPR2.0	Gouania willdenowi	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Gracilinanus_agilis|GCF_016433145.1|ITPR2.0	Gracilinanus agilis	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Gymnogyps_californianus|GCF_018139145.2|ITPR2.0	Gymnogyps californianus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Haliaeetus_albicilla|GCF_947461875.1|ITPR2.0	Haliaeetus albicilla	Aves	ITPR2	ITPR2	ITPR2	ITPR2	7	7	20	0	7	0
Hemicordylus_capensis|GCF_027244095.1|ITPR2.0	Hemicordylus capensis	Lepidosauria	ITPR2	ITPR2	ITPR2	ITPR2	9	9	20	0	9	0
Hemitrygon_akajei|GCF_048418815.1|ITPR2.0	Hemitrygon akajei	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Heptranchias_perlo|GCF_035084215.1|ITPR2.0	Heptranchias perlo	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Heterodontus_francisci|GCF_036365525.1|ITPR2.0	Heterodontus francisci	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Heterohyrax_brucei|GCA_028571685.1|ITPR2.0	Heterohyrax brucei	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Homo_sapiens|GCF_000001405.40|ITPR2.0	Homo sapiens	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Hoplias_malabaricus|GCF_029633855.1|ITPR2.0	Hoplias malabaricus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Hypomesus_nipponensis|GCF_054491055.1|ITPR2.0	Hypomesus nipponensis	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Ilyodon_furcidens|GCA_040091305.1|ITPR2.1	Ilyodon furcidens	Actinopteri	ITPR2	ITPR2	no_call		0	0	0	0	0	0
Lampris_incognitus|GCF_029633865.1|ITPR2.0	Lampris incognitus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	15	0	4	0
Larus_argentatus|GCF_964417175.1|ITPR2.0	Larus argentatus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Lathamus_discolor|GCF_037157495.1|ITPR2.0	Lathamus discolor	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Latimeria_chalumnae|GCF_037176945.1|ITPR2.0	Latimeria chalumnae	Coelacanthimorpha	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Lepisosteus_oculatus|GCF_040954835.1|ITPR2.0	Lepisosteus oculatus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Leptosomus_discolor|GCF_034619465.1|ITPR2.0	Leptosomus discolor	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Lissotriton_helveticus|GCF_964261635.1|ITPR2.0	Lissotriton helveticus	Amphibia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Lutjanus_erythropterus|GCF_056507025.1|ITPR2.0	Lutjanus erythropterus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Macaca_mulatta|GCF_049350105.2|ITPR2.0	Macaca mulatta	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Macrotis_lagotis|GCF_037893015.1|ITPR2.0	Macrotis lagotis	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Manacus_vitellinus|GCF_001715985.3|ITPR2.0	Manacus vitellinus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	9	9	20	0	9	0
Manis_pentadactyla|GCF_030020395.1|ITPR2.0	Manis pentadactyla	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Mastacembelus_armatus|GCF_900324485.3|ITPR2.0	Mastacembelus armatus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Megalops_cyprinoides|GCF_013368585.1|ITPR2.0	Megalops cyprinoides	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Merops_nubicus|GCF_000691845.1|ITPR2.0	Merops nubicus	Aves	ITPR2	ITPR2	no_call		0	0	0	0	0	0
Mesitornis_unicolor|GCF_000695765.1|ITPR2.0	Mesitornis unicolor	Aves	ITPR2	ITPR2	no_call		0	0	0	0	0	0
Microchirus_variegatus|GCF_963457635.1|ITPR2.0	Microchirus variegatus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Micropterus_dolomieu|GCF_021292245.1|ITPR2.0	Micropterus dolomieu	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Mus_musculus|GCF_000001635.27|ITPR2.0	Mus musculus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Mycteria_americana|GCF_035582795.1|ITPR2.0	Mycteria americana	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Myripristis_murdjan|GCF_902150065.1|ITPR2.0	Myripristis murdjan	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Nansenia_antarctica|GCF_963989245.1|ITPR2.0	Nansenia antarctica	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Narcine_bancroftii|GCF_036971445.1|ITPR2.0	Narcine bancroftii	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	2	2	20	0	2	0
Neoarius_graeffei|GCF_027579695.1|ITPR2.0	Neoarius graeffei	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Neodrepanis_coruscans|GCA_013400695.1|ITPR2.0	Neodrepanis coruscans	Aves	ITPR2	ITPR2	no_call		0	0	0	0	0	0
Neogale_vison|GCF_020171115.1|ITPR2.0	Neogale vison	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Nipponia_nippon|GCF_047370975.1|ITPR2.0	Nipponia nippon	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Notamacropus_eugenii|GCF_028372415.1|ITPR2.0	Notamacropus eugenii	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Nothobranchius_furzeri|GCF_043380555.1|ITPR2.0	Nothobranchius furzeri	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Nothoprocta_perdicaria|GCF_003342845.1|ITPR2.0	Nothoprocta perdicaria	Aves	ITPR2	ITPR2	ITPR2	ITPR2	5	5	8	0	5	0
Notothenia_rossii|GCF_949606895.1|ITPR2.0	Notothenia rossii	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Nyctibius_grandis|GCF_013368605.1|ITPR2.0	Nyctibius grandis	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Opisthocomus_hoazin|GCF_030867145.1|ITPR2.0	Opisthocomus hoazin	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Ornithorhynchus_anatinus|GCF_004115215.2|ITPR2.0	Ornithorhynchus anatinus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Orycteropus_afer_afer|GCF_000298275.1|ITPR2.0	Orycteropus afer afer	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	18	0	10	0
Oryctolagus_cuniculus|GCF_964237555.1|ITPR2.0	Oryctolagus cuniculus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Paramormyrops_kingsleyae|GCF_048594095.1|ITPR2.0	Paramormyrops kingsleyae	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Pelecanus_crispus|GCF_030463565.1|ITPR2.0	Pelecanus crispus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Pempheris_klunzingeri|GCF_042242105.1|ITPR2.0	Pempheris klunzingeri	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Phaethon_aethereus|GCF_964289735.1|ITPR2.0	Phaethon aethereus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Phalacrocorax_carbo|GCF_963921805.1|ITPR2.0	Phalacrocorax carbo	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Phoenicopterus_ruber_ruber|GCA_009819775.1|ITPR2.0	Phoenicopterus ruber ruber	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Phoxinus_phoxinus|GCF_949152265.1|ITPR2.0	Phoxinus phoxinus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Platalea_leucorodia|GCF_965183815.1|ITPR2.0	Platalea leucorodia	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Poromitra_crassiceps|GCF_964638095.1|ITPR2.0	Poromitra crassiceps	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Pristis_pectinata|GCF_009764475.1|ITPR2.0	Pristis pectinata	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Protopterus_annectens|GCF_019279795.1|ITPR2.0	Protopterus annectens	Dipnoi	ITPR2	ITPR2	ITPR2	ITPR2	5	5	20	0	5	0
Pygoscelis_adeliae|GCF_000699105.1|ITPR2.0	Pygoscelis adeliae	Aves	ITPR2	ITPR2	ITPR2	ITPR2	7	7	20	0	7	0
Raja_brachyura|GCF_963514005.1|ITPR2.0	Raja brachyura	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	2	2	20	0	2	0
Rhamphochromis_longiceps|GCF_057381845.1|ITPR2.0	Rhamphochromis longiceps	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Rhea_pennata|GCF_028389875.1|ITPR2.0	Rhea pennata	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Rhinatrema_bivittatum|GCF_901001135.2|ITPR2.0	Rhinatrema bivittatum	Amphibia	ITPR2	ITPR2	ITPR2	ITPR2	8	8	20	0	8	0
Saccopteryx_bilineata|GCF_036850765.1|ITPR2.0	Saccopteryx bilineata	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	5	5	20	0	5	0
Scomber_japonicus|GCF_027409825.1|ITPR2.0	Scomber japonicus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Scyliorhinus_torazame|GCF_047496885.1|ITPR2.0	Scyliorhinus torazame	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	2	2	20	0	2	0
Sminthopsis_crassicaudata|GCF_048593235.1|ITPR2.0	Sminthopsis crassicaudata	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Somniosus_microcephalus|GCF_052327205.1|ITPR2.0	Somniosus microcephalus	Chondrichthyes	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Sorex_araneus|GCF_027595985.1|ITPR2.0	Sorex araneus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Sparus_aurata|GCF_900880675.2|ITPR2.0	Sparus aurata	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Sphaeramia_orbicularis|GCF_902148855.1|ITPR2.0	Sphaeramia orbicularis	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Sphaerodactylus_townsendi|GCF_021028975.2|ITPR2.0	Sphaerodactylus townsendi	Lepidosauria	ITPR2	ITPR2	ITPR2	ITPR2	8	8	20	0	8	0
Steatornis_caripensis|GCA_054099775.1|ITPR2.0	Steatornis caripensis	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Strix_uralensis|GCF_047716275.1|ITPR2.0	Strix uralensis	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Struthio_camelus|GCF_040807025.1|ITPR2.0	Struthio camelus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Struthio_camelus_australis|GCF_000698965.1|ITPR2.0	Struthio camelus australis	Aves	ITPR2	ITPR2	ITPR2	ITPR2	3	3	10	0	3	0
Sylvia_borin|GCA_014839755.1|ITPR2.0	Sylvia borin	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Takifugu_rubripes|GCF_901000725.3|ITPR2.0	Takifugu rubripes	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Tamandua_tetradactyla|GCF_023851605.1|ITPR2.0	Tamandua tetradactyla	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Tauraco_erythrolophus|GCF_009769465.1|ITPR2.0	Tauraco erythrolophus	Aves	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Telmatherina_bonti|GCF_933228915.1|ITPR2.0	Telmatherina bonti	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Tenrec_ecaudatus|GCF_050624435.1|ITPR2.0	Tenrec ecaudatus	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Thalassophryne_amazonica|GCF_902500255.1|ITPR2.0	Thalassophryne amazonica	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Trachurus_japonicus|GCF_045865225.1|ITPR2.0	Trachurus japonicus	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Trichechus_manatus_latirostris|GCF_000243295.1|ITPR2.0	Trichechus manatus latirostris	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Tupaia_belangeri_chinensis|GCF_000334495.1|ITPR2.0	Tupaia belangeri chinensis	Mammalia	ITPR2	ITPR2	ITPR2	ITPR2	11	11	20	0	11	0
Tyto_alba|GCF_018691265.1|ITPR2.0	Tyto alba	Aves	ITPR2	ITPR2	ITPR2	ITPR2	10	10	20	0	10	0
Xenopus_tropicalis|GCF_000004195.4|ITPR2.0	Xenopus tropicalis	Amphibia	ITPR2	ITPR2	ITPR2	ITPR2	7	7	20	0	7	0
Xenotaenia_resolanae|GCA_040091345.1|ITPR2.0	Xenotaenia resolanae	Actinopteri	ITPR2	ITPR2	no_call		0	0	0	0	0	0
Xiphias_gladius|GCF_016859285.1|ITPR2.0	Xiphias gladius	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	3	3	20	0	3	0
Zeus_faber|GCF_960531495.1|ITPR2.0	Zeus faber	Actinopteri	ITPR2	ITPR2	ITPR2	ITPR2	4	4	20	0	4	0
Aegotheles_bennettii|GCA_013398125.1|ITPR3.0	Aegotheles bennettii	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	10	0	0	2
Alca_torda|GCA_008658365.1|ITPR3.0	Alca torda	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Alligator_mississippiensis|GCF_030867095.1|ITPR3.0	Alligator mississippiensis	Crocodylia	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Ameca_splendens|GCA_040091285.1|ITPR3.0	Ameca splendens	Actinopteri	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Amia_ocellicauda|GCF_036373705.1|ITPR3.0	Amia ocellicauda	Actinopteri	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Ammodytes_marinus|GCF_949987685.1|ITPR3.0	Ammodytes marinus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Anas_platyrhynchos|GCF_047663525.1|ITPR3.0	Anas platyrhynchos	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Antennarius_striatus|GCF_040054535.1|ITPR3.0	Antennarius striatus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Antrostomus_carolinensis|GCF_000700745.2|ITPR3.0	Antrostomus carolinensis	Aves	ITPR3	ITPR3	no_call		0	0	1	0	0	0
Apaloderma_vittatum|GCF_000703405.1|ITPR3.0	Apaloderma vittatum	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Aphelocoma_coerulescens|GCF_041296385.2|ITPR3.0	Aphelocoma coerulescens	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Aplochiton_taeniatus|GCA_017639675.1|ITPR3.0	Aplochiton taeniatus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Aptenodytes_forsteri|GCF_000699145.1|ITPR3.0	Aptenodytes forsteri	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Aptenodytes_patagonicus|GCF_965638725.1|ITPR3.0	Aptenodytes patagonicus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Apteryx_mantelli|GCF_036417845.1|ITPR3.0	Apteryx mantelli	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Apus_apus|GCF_020740795.1|ITPR3.0	Apus apus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Aquarana_catesbeiana|GCF_042186555.1|ITPR3.0	Aquarana catesbeiana	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Aramus_guarauna|GCA_013400195.1|ITPR3.0	Aramus guarauna	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	17	0	0	7
Ataeniobius_toweri|GCA_036250305.1|ITPR3.0	Ataeniobius toweri	Actinopteri	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Balaeniceps_rex|GCA_013401315.1|ITPR3.0	Balaeniceps rex	Aves	ITPR3	ITPR3	no_call	ITPR3	1	1	1	0	0	1
Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR3.0	Balearica regulorum gibbericeps	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Bombina_bombina|GCF_027579735.1|ITPR3.0	Bombina bombina	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Borostomias_antarcticus|GCF_949987555.1|ITPR3.0	Borostomias antarcticus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Bucco_capensis|GCA_013396975.1|ITPR3.0	Bucco capensis	Aves	ITPR3	ITPR3	no_call	ITPR3	1	1	1	0	0	1
Buceros_rhinoceros_silvestris|GCF_000710305.1|ITPR3.0	Buceros rhinoceros silvestris	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Bucorvus_abyssinicus|GCA_009769605.1|ITPR3.0	Bucorvus abyssinicus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Callaeas_wilsoni|GCA_013398955.1|ITPR3.0	Callaeas wilsoni	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Callorhinchus_milii|GCF_018977255.1|ITPR3.0	Callorhinchus milii	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	2	2	20	0	0	2
Caloenas_nicobarica|GCF_036013445.1|ITPR3.0	Caloenas nicobarica	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Calonectris_borealis|GCF_964195595.1|ITPR3.0	Calonectris borealis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Calypte_anna|GCF_003957555.1|ITPR3.0	Calypte anna	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	20	0	0	6
Caprimulgus_europaeus|GCF_907165065.1|ITPR3.0	Caprimulgus europaeus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Carcharodon_carcharias|GCF_017639515.1|ITPR3.0	Carcharodon carcharias	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Cariama_cristata|GCF_000690535.1|ITPR3.0	Cariama cristata	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Catharus_fuscescens|GCA_013398975.1|ITPR3.0	Catharus fuscescens	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Certhia_familiaris|GCA_013398575.1|ITPR3.0	Certhia familiaris	Aves	ITPR3	ITPR3	no_call		0	0	1	0	0	0
Chaetodon_trifascialis|GCF_039877785.1|ITPR3.0	Chaetodon trifascialis	Actinopteri	ITPR3	ITPR3	no_call		0	0	19	0	0	0
Chaetura_pelagica|GCF_000747805.2|ITPR3.0	Chaetura pelagica	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Channa_argus|GCF_033026475.1|ITPR3.0	Channa argus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Chanos_chanos|GCF_902362185.1|ITPR3.0	Chanos chanos	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Characodon_lateralis|GCA_036250325.1|ITPR3.0	Characodon lateralis	Actinopteri	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Charadrius_vociferus|GCF_000708025.1|ITPR3.0	Charadrius vociferus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	5	5	20	0	0	5
Cheilinus_undulatus|GCF_018320785.1|ITPR3.0	Cheilinus undulatus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Chelon_labrosus|GCF_963514085.1|ITPR3.0	Chelon labrosus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Chiloscyllium_punctatum|GCF_047496795.1|ITPR3.0	Chiloscyllium punctatum	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Chlamydotis_macqueenii|GCF_036417535.1|ITPR3.0	Chlamydotis macqueenii	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
