label	organism	vclass	cell	locus_idx	status	contig	start	end	bait_paralog	annot_gene	n_keys	call	best	best_score	margin	p_null	null_verdict	score_ITPR1	score_ITPR2	score_ITPR3	reason	keys
Gobius_niger|GCF_951799975.1|ITPR1.0	Gobius niger	Actinopteri	ITPR1	0	found_annotated	NC_136871.1	26180341	26302376	ITPR1	LOC306979668	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;PPARG;SCN8A;SLC4A8;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Gobius_niger|GCF_951799975.1|ITPR1.1	Gobius niger	Actinopteri	ITPR1	1	found_annotated	NC_136871.1	14634657	14699028	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Goodea_atripinnis|GCA_040091325.1|ITPR1.0	Goodea atripinnis	Actinopteri	ITPR1	0	assembly_gap	JAHRIO010081053.1	830	17526	ITPR1	GOODEAATRI_015021	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR1.1	Goodea atripinnis	Actinopteri	ITPR1	1	assembly_gap	JAHRIO010012619.1	2555	10832	ITPR1	GOODEAATRI_023992	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR1.2	Goodea atripinnis	Actinopteri	ITPR1	2	assembly_gap	JAHRIO010040257.1	9876	39458	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR2.0	Goodea atripinnis	Actinopteri	ITPR2	0	assembly_gap	JAHRIO010070237.1	9264	39528	ITPR2		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR2.1	Goodea atripinnis	Actinopteri	ITPR2	1	assembly_gap	JAHRIO010031817.1	4172	15801	ITPR2	GOODEAATRI_020028	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR2.2	Goodea atripinnis	Actinopteri	ITPR2	2	assembly_gap	JAHRIO010020706.1	6875	27138	ITPR2	ITPR2	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR3.0	Goodea atripinnis	Actinopteri	ITPR3	0	assembly_gap	JAHRIO010062185.1	408	12173	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR3.1	Goodea atripinnis	Actinopteri	ITPR3	1	assembly_gap	JAHRIO010014175.1	206	5844	ITPR3	ITPR3_3	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR3.2	Goodea atripinnis	Actinopteri	ITPR3	2	assembly_gap	JAHRIO010051160.1	5865	19586	ITPR3	GOODEAATRI_015781	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Goodea_atripinnis|GCA_040091325.1|ITPR3.3	Goodea atripinnis	Actinopteri	ITPR3	3	assembly_gap	JAHRIO010040554.1	254	27919	ITPR3	ITPR1_1	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Gouania_willdenowi|GCF_900634775.2|ITPR1.0	Gouania willdenowi	Actinopteri	ITPR1	0	found_annotated	NC_041048.1	21385608	21495709	ITPR1	LOC114463175	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;OSGN1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Gouania_willdenowi|GCF_900634775.2|ITPR1.1	Gouania willdenowi	Actinopteri	ITPR1	1	found_annotated	NC_041048.1	34250669	34455930	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ADAMTS9;ARL6IP5A;ATXN7;EEVS;FOXP1B;FRMD4B;KBTBD8;LRIG1;LRRN1;MAGI1B;MDFIC2;MITF;PRICKLE2B;PROK2;PSMD6;SETMAR;SLC25A26;SLC2A9L1;THOC7;TRNT1
Hiodon_alosoides|GCA_056783565.1|ITPR1.0	Hiodon alosoides	Actinopteri	ITPR1	0	found_annotated	CM165611.1	6599474	6687256	ITPR1	ACZ0WT_033650	20	ITPR1	ITPR1	5	5	0.0000	supported	5	0	0	no paralog-named annotation at the locus	ARHGAP46B;ARL8B;AVPR2B;CRBN;EDEM1;EDEM2;GNAT1;GSS;H1-10;LRRN1;NDRG3B;RBM6;RUVBL1;SEMA3F;SFMBT1;SLA2B;STIMATE;SUMF1;TATDN2;UBA7
Hiodon_alosoides|GCA_056783565.1|ITPR1.1	Hiodon alosoides	Actinopteri	ITPR1	1	found_annotated	CM165617.1	30644946	30721720	ITPR1	itpr1b	19	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL8B;BHLHE40;CAMKV;CCDC174;EEFSEC;EMC3;GATA2A;GHRL;GPX1B;MON1A;MST1R;RFT1;RPN1;SEMA3F;SETMAR;TRAIP;TRNT1;USP4;VHL
Hiodon_alosoides|GCA_056783565.1|ITPR2.0	Hiodon alosoides	Actinopteri	ITPR2	0	found_annotated	CM165631.1	9061326	9129114	ITPR2	ACZ0WT_019218	20	ITPR2	ITPR2	1	1	0.0083	within_null	0	1	0	no paralog-named annotation at the locus	BORCS5;BPGM;DNM1L;DOCK4A;FGD6;INTS13;LRP6;MANSC1;METAP2A;NDUFA12;NR2C1;NRF1;RASSF8B;SAMTOR;STRIP2;TMCC3;TMEM168B;UBE2H;VEZT;ZNF277
Hiodon_alosoides|GCA_056783565.1|ITPR2.1	Hiodon alosoides	Actinopteri	ITPR2	1	found_annotated	CM165630.1	2313772	2370644	ITPR2	itpr2	20	ITPR2	ITPR2	1	1	0.0083	within_null	0	1	0	extra locus in a multi-copy cell	ANO6;BNCR;DYRK4;EEA1;GAS2L3;GLT8D2;HCLS1;MRPL42;NDUFA9A;NDUFB2;NR1H4;ORC5;PLEKHG7;PWP1;RELN;SLC17A8;SMKR1;SSPN;TERF;TMEM209
Hoplias_malabaricus|GCF_029633855.1|ITPR1.1	Hoplias malabaricus	Actinopteri	ITPR1	1	found_annotated	NC_089804.1	36016610	36158601	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ARL8B;ATXN7L2A;BHLHE40;BRK1;CAMKV;CAV4A;GNAI2A;GPX1A;GRM2B;INKA1A;MON1A;MST1R;PSMA5;RRP9;SEMA3F;SETMAR;SLC38A3A;SORT1A;SYPL2A;TRAIP
Hypomesus_nipponensis|GCF_054491055.1|ITPR1.0	Hypomesus nipponensis	Actinopteri	ITPR1	0	found_annotated	NC_140369.1	10085198	10137918	ITPR1	LOC146272805	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CALCOCO1B;CDK4;CYP27B1;DIP2B;DTX3L;ESPL1;FAIM2B;HNRNPA1A;LARP4A;METTL1;PFDN5;SCN8A;SLC4A8;SUMF1;TMT1A;TTLL3;ZC3H10;ZNF740A
Hypomesus_nipponensis|GCF_054491055.1|ITPR1.1	Hypomesus nipponensis	Actinopteri	ITPR1	1	found_annotated	NC_140369.1	12690544	12752705	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;CXXC1B;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Ilyodon_furcidens|GCA_040091305.1|ITPR1.0	Ilyodon furcidens	Actinopteri	ITPR1	0	assembly_gap	JAHRIQ010092941.1	16876	32789	ITPR1	ITPR1_1	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR1.1	Ilyodon furcidens	Actinopteri	ITPR1	1	assembly_gap	JAHRIQ010071880.1	985	9334	ITPR1	ITPR1_7	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR2.0	Ilyodon furcidens	Actinopteri	ITPR2	0	assembly_gap	JAHRIQ010000194.1	10346	35914	ITPR2	ITPR2_1	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR2.1	Ilyodon furcidens	Actinopteri	ITPR2	1	assembly_gap	JAHRIQ010024774.1	3561	15057	ITPR2	ITPR2_3	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR2.2	Ilyodon furcidens	Actinopteri	ITPR2	2	assembly_gap	JAHRIQ010058323.1	628	28495	ITPR2	ITPR2_2	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR3.0	Ilyodon furcidens	Actinopteri	ITPR3	0	assembly_gap	JAHRIQ010059953.1	480	12244	ITPR3	ITPR3_3	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR3.1	Ilyodon furcidens	Actinopteri	ITPR3	1	assembly_gap	JAHRIQ010082280.1	1622	10301	ITPR3	ITPR3_2	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Ilyodon_furcidens|GCA_040091305.1|ITPR3.2	Ilyodon furcidens	Actinopteri	ITPR3	2	assembly_gap	JAHRIQ010092961.1	3699	23488	ITPR3	ITPR3_1	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Lampris_incognitus|GCF_029633865.1|ITPR1.0	Lampris incognitus	Actinopteri	ITPR1	0	found_annotated	NC_079212.1	86063075	86264405	ITPR1	LOC130107877	20	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CALCOCO1B;CDK4;DIP2B;ESPL1;ESYT1B;FAIM2B;ITGB7;LARP4A;MCRS1;METTL1;PFDN5;SCN8A;SLC4A8;SMUG1;SUOX;TTLL3;ZC3H10;ZNF740A
Lampris_incognitus|GCF_029633865.1|ITPR1.1	Lampris incognitus	Actinopteri	ITPR1	1	found_annotated	NC_079212.1	117761611	117924420	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL6IP5A;AVPR2B;BHLHE40;CCDC120B;COMT;CXXC1B;EEVS;FOXP1B;FRMD4B;GNL3L;HCFC1A;LRRN1;MDFIC2;MITF;MON1A;MST1R;SETMAR;TFE3B;TRAIP;TRNT1
Lampris_incognitus|GCF_029633865.1|ITPR3.0	Lampris incognitus	Actinopteri	ITPR3	0	found_annotated	NC_079212.1	10914639	10994676	ITPR3	LOC130108314	20	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	BIN2A;CD34;CS;DAZAP2;DENND2D;EDEM2;EFHD2;IGF3;ITGA5;MFN2;MRGBP;POU6F1;RACGAP1;RAPGEF3;RENBP;RFC2;SLC48A1A;TFCP2;USP11;YTHDC2
Lates_japonicus|GCA_033238685.1|ITPR1.0	Lates japonicus	Actinopteri	ITPR1	0	found_annotated	BRZM01000050.1	1574299	1656000	ITPR1	AKAME5_001391900	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Lates_japonicus|GCA_033238685.1|ITPR1.1	Lates japonicus	Actinopteri	ITPR1	1	found_annotated	BRZM01000069.1	1149756	1197924	ITPR1	AKAME5_001590300	0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Lates_japonicus|GCA_033238685.1|ITPR2.0	Lates japonicus	Actinopteri	ITPR2	0	found_annotated	BRZM01000040.1	2192503	2234451	ITPR2	AKAME5_001216000	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Lates_japonicus|GCA_033238685.1|ITPR3.0	Lates japonicus	Actinopteri	ITPR3	0	found_unannotated	BRZM01000063.1	5361081	5411590	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Lates_japonicus|GCA_033238685.1|ITPR3.1	Lates japonicus	Actinopteri	ITPR3	1	found_unannotated	BRZM01003583.1	257	33720	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Lates_japonicus|GCA_033238685.1|ITPR3.2	Lates japonicus	Actinopteri	ITPR3	2	found_unannotated	BRZM01000698.1	1057	32926	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Lutjanus_erythropterus|GCF_056507025.1|ITPR1.1	Lutjanus erythropterus	Actinopteri	ITPR1	1	found_annotated	NC_139318.1	11212350	11329839	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL6IP5A;AVPR2B;BHLHE40;CCDC120B;COMT;CXXC1B;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TFE3B;TRAIP;TRNT1
Mastacembelus_armatus|GCF_900324485.3|ITPR1.0	Mastacembelus armatus	Actinopteri	ITPR1	0	found_annotated	NC_046637.1	26724814	26783303	ITPR1	LOC113130340	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;C1QL4B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;ZC3H10;ZNF740A
Mastacembelus_armatus|GCF_900324485.3|ITPR1.1	Mastacembelus armatus	Actinopteri	ITPR1	1	found_annotated	NC_046637.1	20338870	20407549	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Megalops_cyprinoides|GCF_013368585.1|ITPR1.0	Megalops cyprinoides	Actinopteri	ITPR1	0	found_annotated	NC_050589.1	15326220	15444016	ITPR1	LOC118780774	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	no paralog-named annotation at the locus	CAMKV;CSE1L;EDEM1;EEFSEC;GATA2B;GHRL;GNAI2B;GNAT1;GNL3;INKA1B;MUSTN1A;PRKCD;RBM5;RFT1;RUVBL1;SLC38A3B;SUMF1;TADA3L;TATDN2;UBA7
Megalops_cyprinoides|GCF_013368585.1|ITPR1.1	Megalops cyprinoides	Actinopteri	ITPR1	1	found_annotated	NC_050588.1	21333551	21445143	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL8B;BHLHE40;BRK1;CAMKV;CCDC174;EMC3;GATA2A;GNAI2A;HMCES;INKA1A;ITIH3A;MON1A;MST1R;MUSTN1B;RAB7A;RPN1;SETMAR;SLC38A3A;TRNT1;VHL
Microchirus_variegatus|GCF_963457635.1|ITPR1.1	Microchirus variegatus	Actinopteri	ITPR1	1	found_annotated	NC_139808.1	16277681	16385788	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL6IP5A;ATXN7L2A;AVPR2B;BHLHE40;CAMK1G;CYB561D1;EEVS;EIF4E3;FOXP1B;FRMD4B;LAMB3;LDLRAD2;LRRN1;MITF;SETMAR;SYPL2A;TRNT1;USP48;ZBTB40;ZC3H11A
Micropterus_dolomieu|GCF_021292245.1|ITPR1.0	Micropterus dolomieu	Actinopteri	ITPR1	0	found_annotated	NC_060167.1	23291270	23356986	ITPR1	LOC123956815	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;RHBDD2;SCN8A;SLC4A8;SMUG1;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Micropterus_dolomieu|GCF_021292245.1|ITPR1.1	Micropterus dolomieu	Actinopteri	ITPR1	1	found_annotated	NC_060167.1	31791952	31871876	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ADNP;ARL6IP5A;AVPR2B;BHLHE40;COMT;EEVS;FOXP1B;FRMD4B;GATA1A;GRM6B;HCFC1A;LRRN1;MAFB;MDFIC2;MITF;MON1A;MST1R;OPN1LW1;SETMAR;TRNT1
Muraenolepis_orangiensis|GCA_027704905.1|ITPR1.0	Muraenolepis orangiensis	Actinopteri	ITPR1	0	found_annotated	CM051002.1	10936378	11012142	ITPR1	NHX12_030004	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Muraenolepis_orangiensis|GCA_027704905.1|ITPR1.1	Muraenolepis orangiensis	Actinopteri	ITPR1	1	found_annotated	CM051002.1	17934113	18076709	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Muraenolepis_orangiensis|GCA_027704905.1|ITPR2.0	Muraenolepis orangiensis	Actinopteri	ITPR2	0	found_annotated	CM051010.1	6378630	6472399	ITPR2	NHX12_002558	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Muraenolepis_orangiensis|GCA_027704905.1|ITPR3.0	Muraenolepis orangiensis	Actinopteri	ITPR3	0	found_annotated	CM051007.1	4725229	4810564	ITPR3	NHX12_023974	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Myripristis_murdjan|GCF_902150065.1|ITPR1.0	Myripristis murdjan	Actinopteri	ITPR1	0	found_annotated	NC_043984.1	20528351	20600919	ITPR1	LOC115359857	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;C1QL4B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;ZC3H10;ZNF740A
Myripristis_murdjan|GCF_902150065.1|ITPR1.1	Myripristis murdjan	Actinopteri	ITPR1	1	found_annotated	NC_043984.1	28681105	28777881	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Nannobrachium_achirus|GCF_963921795.1|ITPR1.0	Nannobrachium achirus	Actinopteri	ITPR1	0	found_annotated	NC_137815.1	18763993	18938264	ITPR1	LOC308287451	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ANKRD33A;ARHGEF25B;CAMK1G;CASS4;CCDC174;CHD6;CRBN;CSTF1;DDX27;DRAM2B;DRC2;ERBB3A;FGD5B;FKBP11;MKRN2;MKRN2OS;RIPOR3;TATDN2;TSEN2;VHL
Nannobrachium_achirus|GCF_963921795.1|ITPR1.1	Nannobrachium achirus	Actinopteri	ITPR1	1	found_annotated	NC_137815.1	61537762	61706367	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;CXXC1B;EIF4E3;FOXP1B;FRMD4B;GNL3L;GPR27;LRRN1;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
Nannobrachium_achirus|GCF_963921795.1|ITPR2.0	Nannobrachium achirus	Actinopteri	ITPR2	0	found_annotated	NC_137820.1	24690447	24830527	ITPR2	LOC308294238	20	ITPR2	ITPR2	3	3	0.0000	supported	0	3	0	no paralog-named annotation at the locus	ASCL1B;BANP;BHLHE41;EEA1;FJX1;IRF7;KRAS;LDLRAD3;LRRC56;NUDT4A;PAMR1B;PDHX;PHRF1;PLEKHG7;RASSF7A;RASSF8A;SSPN;TRIM44;UBE2N;ZNF469
Nannobrachium_achirus|GCF_963921795.1|ITPR2.1	Nannobrachium achirus	Actinopteri	ITPR2	1	found_annotated	NC_137820.1	24316068	24408939	ITPR2	LOC308294235	20	ITPR2	ITPR2	3	3	0.0000	supported	0	3	0	extra locus in a multi-copy cell	ASCL1B;BANP;BHLHE41;C1QTNF13;EEA1;IRF7;KRAS;LDLRAD3;LRRC56;NR1H4;NUDT4A;PHRF1;PLEKHG7;RASSF7A;RASSF8A;SLC17A8;SSPN;TRIM44;UBE2N;ZNF469
Nansenia_antarctica|GCF_963989245.1|ITPR1.0	Nansenia antarctica	Actinopteri	ITPR1	0	found_annotated	NC_137691.1	5023441	5153498	ITPR1	LOC308173499	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ANKRD52B;ATF1;CDK4;CNPY2;CYP27B1;DGKA;DIP2B;DNAJC14;DTX3L;ESYT1B;FAIM2B;HOXC5A;MCRS1;METTL1;NAB2;NABP2;PFDN5;SLC4A8;SUMF1;ZC3H10
Nansenia_antarctica|GCF_963989245.1|ITPR1.1	Nansenia antarctica	Actinopteri	ITPR1	1	found_annotated	NC_137685.1	6488077	6605936	ITPR1	itpr1b	20	ITPR1	ITPR1	2	1	0.0055	within_null	2	0	1	extra locus in a multi-copy cell	ANKS1A;ARL8B;BCDIN3D;BHLHE40;CAMKV;CCDC120B;CERS5;CXXC1B;GRM4;IGFN1;LRIG2;MBD1B;MON1A;MST1R;PADI2;PHC2B;SEMA3F;SETMAR;SNRPC;TRAIP
Neoarius_graeffei|GCF_027579695.1|ITPR1.1	Neoarius graeffei	Actinopteri	ITPR1	1	found_annotated	NC_083594.1	52725687	52913828	ITPR1	itpr1b	20	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	BRK1;CACNA1D;CACNA2D3;CAMKV;CAV4A;GNAI2A;GPX1A;GRM2B;INKA1A;MON1A;MST1R;NFYA;PSMA5;RRP9;SEMA3F;SETMAR;SLC38A3A;SORT1A;SYPL2A;TRAIP
Nibea_albiflora|GCA_014281875.1|ITPR1.1	Nibea albiflora	Actinopteri	ITPR1	1	found_annotated	CM024790.1	3836243	3913687	ITPR1		20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	extra locus in a multi-copy cell	ACAD9;ACAD9.2;ARL6IP5.2;ARO1;COMT;FBLN2;GRM7.10;HDAC11.2;IQSEC2;LRRN1;LXR1;MBD1;MITF;MST1R;SAND;SAND.2;SETMAR;TRAIP;TRNT1.3;WNT7A
Nibea_albiflora|GCA_014281875.1|ITPR2.0	Nibea albiflora	Actinopteri	ITPR2	0	found_unannotated	CM024800.1	12447838	12500306	ITPR2		20	ITPR2	ITPR2	2	2	0.0055	within_null	0	2	0	no paralog-named annotation at the locus	ARNTL2;BANP;BHLHE41;CIB1;EEA1;ENDOUC;GCIP;GDPGP1;MUC1.2;NR1H4;POLR3B;PPFIBP1.2;RAG1;RASSF8;RCCD1;RIC8B;SIRT3;SLC17A8;TTN.14;TVP23A
Nibea_albiflora|GCA_014281875.1|ITPR3.1	Nibea albiflora	Actinopteri	ITPR3	1	found_annotated	JABGLX010000148.1	3	27451	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Nothobranchius_furzeri|GCF_043380555.1|ITPR1.0	Nothobranchius furzeri	Actinopteri	ITPR1	0	found_annotated	NC_091743.1	49798504	49917515	ITPR1	LOC107384050	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;C1QL4B;CALCOCO1B;CDK4;DIP2B;DTX3L;ESPL1;ESYT1B;FAIM2B;LARP4A;PFDN5;PFKM;RARG;SCN8A;SLC4A8;SMUG1;SUMF1;ZC3H10;ZNF740A
Nothobranchius_furzeri|GCF_043380555.1|ITPR1.1	Nothobranchius furzeri	Actinopteri	ITPR1	1	found_annotated	NC_091743.1	45043802	45241816	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL6IP5A;AVPR2B;BHLHE40;EEVS;FBLIM1;FBXO42;FOXP1B;FRMD4B;LRRN1;MDFIC2;MFAP2;MITF;MRPL20;NECAP2;PRKAR2A;SDHB;SETMAR;SLC25A20;SLC25A34;TRNT1
Paramormyrops_kingsleyae|GCF_048594095.1|ITPR1.0	Paramormyrops kingsleyae	Actinopteri	ITPR1	0	found_annotated	NC_132802.1	24602499	24704510	ITPR1	LOC111840603	20	ITPR1	ITPR1	5	5	0.0000	supported	5	0	0	no paralog-named annotation at the locus	ARL8B;ARPC4L;BRK1;CRBN;EDEM1;GHRL;GNAI2B;GNAT1;LRRN1;RBM5;RBM6;RUVBL1;SFMBT1;SLC38A3B;STIMATE;SUMF1;TADA3L;TATDN2;TEX264B;UBA7
Paramormyrops_kingsleyae|GCF_048594095.1|ITPR1.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	1	found_annotated	NC_132804.1	15426720	15514326	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ATF1;AVPR2B;BHLHE40;CCDC174;EEFSEC;EMC3;FANCD2;GNAI2A;INKA1A;LARP4A;MON1A;MST1R;RFT1;RPN1;SCN8A;SETMAR;SLC38A3A;TRAIP;TRNT1;USP4
Pempheris_klunzingeri|GCF_042242105.1|ITPR1.0	Pempheris klunzingeri	Actinopteri	ITPR1	0	found_annotated	NC_092013.1	9877267	9939217	ITPR1	LOC139218084	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CALCOCO1B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SMUG1;SUMF1;TTLL3;ZC3H10;ZNF740A
Pempheris_klunzingeri|GCF_042242105.1|ITPR1.1	Pempheris klunzingeri	Actinopteri	ITPR1	1	found_annotated	NC_092013.1	31204413	31279496	ITPR1	itpr1b	10	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ARL6IP5A;AVPR2B;EEVS;FOXP1B;FRMD4B;GPR27;LRRN1;MITF;SETMAR;TRNT1
