label	organism	vclass	accession	anchor_gene	n_keys	call	best	best_score	margin	score_ITPR1	score_ITPR2	score_ITPR3
Oreotrochilus_melanogaster|GCA_013400995.1|control2	Oreotrochilus melanogaster	Aves	GCA_013400995.1	Erich6	18	no_call		0	0	0	0	0
Pomatorhinus_ruficollis|GCA_013401195.1|control0	Pomatorhinus ruficollis	Aves	GCA_013401195.1	Ice2	17	no_call		0	0	0	0	0
Pomatorhinus_ruficollis|GCA_013401195.1|control1	Pomatorhinus ruficollis	Aves	GCA_013401195.1	Smpd4	20	no_call		0	0	0	0	0
Pomatorhinus_ruficollis|GCA_013401195.1|control2	Pomatorhinus ruficollis	Aves	GCA_013401195.1	Prkce_1	20	no_call		0	0	0	0	0
Urocolius_indicus|GCA_013401255.1|control0	Urocolius indicus	Aves	GCA_013401255.1	Polg2	16	no_call		0	0	0	0	0
Urocolius_indicus|GCA_013401255.1|control1	Urocolius indicus	Aves	GCA_013401255.1	Nxn	18	no_call		0	0	0	0	0
Urocolius_indicus|GCA_013401255.1|control2	Urocolius indicus	Aves	GCA_013401255.1	Ska2	20	no_call		0	0	0	0	0
Glareola_pratincola|GCA_013401295.1|control0	Glareola pratincola	Aves	GCA_013401295.1	Cyth3	20	no_call		0	0	0	0	0
Glareola_pratincola|GCA_013401295.1|control1	Glareola pratincola	Aves	GCA_013401295.1	Antxr1_0	20	no_call		0	0	0	0	0
Glareola_pratincola|GCA_013401295.1|control2	Glareola pratincola	Aves	GCA_013401295.1	Mfsd13a_0	20	no_call		0	0	0	0	0
Balaeniceps_rex|GCA_013401315.1|control0	Balaeniceps rex	Aves	GCA_013401315.1	Hsd11b1_0	16	no_call		0	0	0	0	0
Balaeniceps_rex|GCA_013401315.1|control1	Balaeniceps rex	Aves	GCA_013401315.1	BALREX_R08825	15	no_call		0	0	0	0	0
Balaeniceps_rex|GCA_013401315.1|control2	Balaeniceps rex	Aves	GCA_013401315.1	BALREX_R08825	15	no_call		0	0	0	0	0
Nibea_albiflora|GCA_014281875.1|control0	Nibea albiflora	Actinopteri	GCA_014281875.1	GBF38_012175	20	no_call		0	0	0	0	0
Nibea_albiflora|GCA_014281875.1|control1	Nibea albiflora	Actinopteri	GCA_014281875.1	GBF38_003963	20	no_call		0	0	0	0	0
Nibea_albiflora|GCA_014281875.1|control2	Nibea albiflora	Actinopteri	GCA_014281875.1	FBXO30	20	no_call		0	0	0	0	0
Sylvia_borin|GCA_014839755.1|control0	Sylvia borin	Aves	GCA_014839755.1	FYW23_003038	20	no_call		0	0	0	0	0
Sylvia_borin|GCA_014839755.1|control1	Sylvia borin	Aves	GCA_014839755.1	POLN	20	no_call		0	0	0	0	0
Sylvia_borin|GCA_014839755.1|control2	Sylvia borin	Aves	GCA_014839755.1	FYW23_010660	20	no_call		0	0	0	0	0
Lamprotornis_superbus|GCA_015883425.2|control0	Lamprotornis superbus	Aves	GCA_015883425.2	IHE44_0014428	0	no_call		0	0	0	0	0
Lamprotornis_superbus|GCA_015883425.2|control1	Lamprotornis superbus	Aves	GCA_015883425.2	IHE44_0009958	0	no_call		0	0	0	0	0
Lamprotornis_superbus|GCA_015883425.2|control2	Lamprotornis superbus	Aves	GCA_015883425.2	IHE44_0000021	0	no_call		0	0	0	0	0
Aplochiton_taeniatus|GCA_017639675.1|control0	Aplochiton taeniatus	Actinopteri	GCA_017639675.1	wee2	20	no_call		0	0	0	0	0
Aplochiton_taeniatus|GCA_017639675.1|control1	Aplochiton taeniatus	Actinopteri	GCA_017639675.1	lmf1	20	no_call		0	0	0	0	0
Aplochiton_taeniatus|GCA_017639675.1|control2	Aplochiton taeniatus	Actinopteri	GCA_017639675.1	inpp5ka	20	no_call		0	0	0	0	0
Hymenochirus_boettgeri|GCA_019447015.1|control0	Hymenochirus boettgeri	Amphibia	GCA_019447015.1	GDO86_007748	0	no_call		0	0	0	0	0
Hymenochirus_boettgeri|GCA_019447015.1|control1	Hymenochirus boettgeri	Amphibia	GCA_019447015.1	GDO86_005059	0	no_call		0	0	0	0	0
Hymenochirus_boettgeri|GCA_019447015.1|control2	Hymenochirus boettgeri	Amphibia	GCA_019447015.1	GDO86_011700	0	no_call		0	0	0	0	0
Albula_goreensis|GCA_022829145.1|control0	Albula goreensis	Actinopteri	GCA_022829145.1	AGOR_G00184640	0	no_call		0	0	0	0	0
Albula_goreensis|GCA_022829145.1|control1	Albula goreensis	Actinopteri	GCA_022829145.1	AGOR_G00063970	0	no_call		0	0	0	0	0
Albula_goreensis|GCA_022829145.1|control2	Albula goreensis	Actinopteri	GCA_022829145.1	AGOR_G00023150	0	no_call		0	0	0	0	0
Chaenocephalus_aceratus|GCA_023974075.1|control0	Chaenocephalus aceratus	Actinopteri	GCA_023974075.1	KUCAC02_016624	0	no_call		0	0	0	0	0
Chaenocephalus_aceratus|GCA_023974075.1|control1	Chaenocephalus aceratus	Actinopteri	GCA_023974075.1	KUCAC02_011365	0	no_call		0	0	0	0	0
Chaenocephalus_aceratus|GCA_023974075.1|control2	Chaenocephalus aceratus	Actinopteri	GCA_023974075.1	KUCAC02_003755	0	no_call		0	0	0	0	0
Muraenolepis_orangiensis|GCA_027704905.1|control0	Muraenolepis orangiensis	Actinopteri	GCA_027704905.1	NHX12_012552	0	no_call		0	0	0	0	0
Muraenolepis_orangiensis|GCA_027704905.1|control1	Muraenolepis orangiensis	Actinopteri	GCA_027704905.1	NHX12_030206	0	no_call		0	0	0	0	0
Muraenolepis_orangiensis|GCA_027704905.1|control2	Muraenolepis orangiensis	Actinopteri	GCA_027704905.1	NHX12_017886	0	no_call		0	0	0	0	0
Heterohyrax_brucei|GCA_028571685.1|control0	Heterohyrax brucei	Mammalia	GCA_028571685.1	PODN	20	no_call		0	0	0	0	0
Heterohyrax_brucei|GCA_028571685.1|control1	Heterohyrax brucei	Mammalia	GCA_028571685.1	METAP2	20	no_call		0	0	0	0	0
Heterohyrax_brucei|GCA_028571685.1|control2	Heterohyrax brucei	Mammalia	GCA_028571685.1	PPIP5K2	20	no_call		0	0	0	0	0
Aldrovandia_affinis|GCA_029706075.1|control0	Aldrovandia affinis	Actinopteri	GCA_029706075.1	AAFF_G00252020	0	no_call		0	0	0	0	0
Aldrovandia_affinis|GCA_029706075.1|control1	Aldrovandia affinis	Actinopteri	GCA_029706075.1	AAFF_G00354170	0	no_call		0	0	0	0	0
Aldrovandia_affinis|GCA_029706075.1|control2	Aldrovandia affinis	Actinopteri	GCA_029706075.1	AAFF_G00076010	0	no_call		0	0	0	0	0
Dissostichus_eleginoides|GCA_031216635.1|control0	Dissostichus eleginoides	Actinopteri	GCA_031216635.1	KUDE01_026233	0	no_call		0	0	0	0	0
Dissostichus_eleginoides|GCA_031216635.1|control1	Dissostichus eleginoides	Actinopteri	GCA_031216635.1	KUDE01_000612	0	no_call		0	0	0	0	0
Dissostichus_eleginoides|GCA_031216635.1|control2	Dissostichus eleginoides	Actinopteri	GCA_031216635.1	KUDE01_000353	0	no_call		0	0	0	0	0
Saguinus_oedipus|GCA_031835075.1|control0	Saguinus oedipus	Mammalia	GCA_031835075.1	P7K49_029844	9	no_call		0	0	0	0	0
Saguinus_oedipus|GCA_031835075.1|control1	Saguinus oedipus	Mammalia	GCA_031835075.1	P7K49_015538	20	no_call		0	0	0	0	0
Saguinus_oedipus|GCA_031835075.1|control2	Saguinus oedipus	Mammalia	GCA_031835075.1	MYO10_1	8	no_call		0	0	0	0	0
Lates_japonicus|GCA_033238685.1|control0	Lates japonicus	Actinopteri	GCA_033238685.1	AKAME5_000530800	0	no_call		0	0	0	0	0
Lates_japonicus|GCA_033238685.1|control1	Lates japonicus	Actinopteri	GCA_033238685.1	AKAME5_000946200	0	no_call		0	0	0	0	0
Lates_japonicus|GCA_033238685.1|control2	Lates japonicus	Actinopteri	GCA_033238685.1	AKAME5_001365300	0	no_call		0	0	0	0	0
Cirrhinus_mrigala|GCA_036247105.2|control0	Cirrhinus mrigala	Actinopteri	GCA_036247105.2	M9458_042138	0	no_call		0	0	0	0	0
Cirrhinus_mrigala|GCA_036247105.2|control1	Cirrhinus mrigala	Actinopteri	GCA_036247105.2	M9458_049572	0	no_call		0	0	0	0	0
Cirrhinus_mrigala|GCA_036247105.2|control2	Cirrhinus mrigala	Actinopteri	GCA_036247105.2	M9458_046643	0	no_call		0	0	0	0	0
Goodea_atripinnis|GCA_040091325.1|control0	Goodea atripinnis	Actinopteri	GCA_040091325.1	GOODEAATRI_033039	0	no_call		0	0	0	0	0
Goodea_atripinnis|GCA_040091325.1|control1	Goodea atripinnis	Actinopteri	GCA_040091325.1	GOODEAATRI_023603	0	no_call		0	0	0	0	0
Goodea_atripinnis|GCA_040091325.1|control2	Goodea atripinnis	Actinopteri	GCA_040091325.1	GOODEAATRI_023652	0	no_call		0	0	0	0	0
Diretmus_argenteus|GCA_048569125.1|control0	Diretmus argenteus	Actinopteri	GCA_048569125.1	nxph4	20	no_call		0	0	0	0	0
Diretmus_argenteus|GCA_048569125.1|control1	Diretmus argenteus	Actinopteri	GCA_048569125.1	tmed7	20	no_call		0	0	0	0	0
Diretmus_argenteus|GCA_048569125.1|control2	Diretmus argenteus	Actinopteri	GCA_048569125.1	fam8a1a	20	no_call		0	0	0	0	0
Steatornis_caripensis|GCA_054099775.1|control0	Steatornis caripensis	Aves	GCA_054099775.1	ACV7FF_015415	0	no_call		0	0	0	0	0
Steatornis_caripensis|GCA_054099775.1|control1	Steatornis caripensis	Aves	GCA_054099775.1	ATP2C1	20	no_call		0	0	0	0	0
Steatornis_caripensis|GCA_054099775.1|control2	Steatornis caripensis	Aves	GCA_054099775.1	OSBPL2	20	no_call		0	0	0	0	0
Hiodon_alosoides|GCA_056783565.1|control0	Hiodon alosoides	Actinopteri	GCA_056783565.1	wnt8b	20	no_call		0	0	0	0	0
Hiodon_alosoides|GCA_056783565.1|control1	Hiodon alosoides	Actinopteri	GCA_056783565.1	ACZ0WT_010410	20	no_call		0	0	0	0	0
Hiodon_alosoides|GCA_056783565.1|control2	Hiodon alosoides	Actinopteri	GCA_056783565.1	sema3c	20	no_call		0	0	0	0	0
Staurois_parvus|GCA_951230385.1|control0	Staurois parvus	Amphibia	GCA_951230385.1	SPARVUS_LOCUS9689628	20	no_call		0	0	0	0	0
Staurois_parvus|GCA_951230385.1|control1	Staurois parvus	Amphibia	GCA_951230385.1	SPARVUS_LOCUS14379965	20	no_call		0	0	0	0	0
Staurois_parvus|GCA_951230385.1|control2	Staurois parvus	Amphibia	GCA_951230385.1	SPARVUS_LOCUS1974059	20	no_call		0	0	0	0	0
Homo_sapiens|GCF_000001405.40|control0	Homo sapiens	Mammalia	GCF_000001405.40	HBEGF	20	no_call		0	0	0	0	0
Homo_sapiens|GCF_000001405.40|control1	Homo sapiens	Mammalia	GCF_000001405.40	PGD	20	no_call		0	0	0	0	0
Homo_sapiens|GCF_000001405.40|control2	Homo sapiens	Mammalia	GCF_000001405.40	MPP2	20	no_call		0	0	0	0	0
Mus_musculus|GCF_000001635.27|control0	Mus musculus	Mammalia	GCF_000001635.27	E2f8	20	no_call		0	0	0	0	0
Mus_musculus|GCF_000001635.27|control1	Mus musculus	Mammalia	GCF_000001635.27	Ap1s3	20	no_call		0	0	0	0	0
Mus_musculus|GCF_000001635.27|control2	Mus musculus	Mammalia	GCF_000001635.27	Gm6293	20	no_call		0	0	0	0	0
Xenopus_tropicalis|GCF_000004195.4|control0	Xenopus tropicalis	Amphibia	GCF_000004195.4	LOC116411021	19	no_call		0	0	0	0	0
Xenopus_tropicalis|GCF_000004195.4|control1	Xenopus tropicalis	Amphibia	GCF_000004195.4	LOC108648781	11	no_call		0	0	0	0	0
Xenopus_tropicalis|GCF_000004195.4|control2	Xenopus tropicalis	Amphibia	GCF_000004195.4	medag	20	no_call		0	0	0	0	0
Trichechus_manatus_latirostris|GCF_000243295.1|control0	Trichechus manatus latirostris	Mammalia	GCF_000243295.1	LOC101347928	20	no_call		0	0	0	0	0
Trichechus_manatus_latirostris|GCF_000243295.1|control1	Trichechus manatus latirostris	Mammalia	GCF_000243295.1	SLC30A3	20	no_call		0	0	0	0	0
Trichechus_manatus_latirostris|GCF_000243295.1|control2	Trichechus manatus latirostris	Mammalia	GCF_000243295.1	LOC101345418	18	no_call		0	0	0	0	0
Orycteropus_afer_afer|GCF_000298275.1|control0	Orycteropus afer afer	Mammalia	GCF_000298275.1	POMGNT1	20	no_call		0	0	0	0	0
Orycteropus_afer_afer|GCF_000298275.1|control1	Orycteropus afer afer	Mammalia	GCF_000298275.1	RINL	20	no_call		0	0	0	0	0
Orycteropus_afer_afer|GCF_000298275.1|control2	Orycteropus afer afer	Mammalia	GCF_000298275.1	LOC103211992	0	no_call		0	0	0	0	0
Elephantulus_edwardii|GCF_000299155.1|control0	Elephantulus edwardii	Mammalia	GCF_000299155.1	DBN1	20	no_call		0	0	0	0	0
Elephantulus_edwardii|GCF_000299155.1|control1	Elephantulus edwardii	Mammalia	GCF_000299155.1	TBC1D10B	20	no_call		0	0	0	0	0
Elephantulus_edwardii|GCF_000299155.1|control2	Elephantulus edwardii	Mammalia	GCF_000299155.1	NUF2	20	no_call		0	0	0	0	0
Tupaia_belangeri_chinensis|GCF_000334495.1|control0	Tupaia belangeri chinensis	Mammalia	GCF_000334495.1	LETMD1	19	no_call		0	0	0	0	0
Tupaia_belangeri_chinensis|GCF_000334495.1|control1	Tupaia belangeri chinensis	Mammalia	GCF_000334495.1	PEMT	20	no_call		0	0	0	0	0
Tupaia_belangeri_chinensis|GCF_000334495.1|control2	Tupaia belangeri chinensis	Mammalia	GCF_000334495.1	EMILIN1	20	no_call		0	0	0	0	0
Egretta_garzetta|GCF_000687185.1|control0	Egretta garzetta	Aves	GCF_000687185.1	CCNA1	20	no_call		0	0	0	0	0
Egretta_garzetta|GCF_000687185.1|control1	Egretta garzetta	Aves	GCF_000687185.1	LOC104125730	20	ITPR3	ITPR3	2	2	0	0	2
Egretta_garzetta|GCF_000687185.1|control2	Egretta garzetta	Aves	GCF_000687185.1	LGR5	20	no_call		0	0	0	0	0
Corvus_brachyrhynchos|GCF_000691975.1|control0	Corvus brachyrhynchos	Aves	GCF_000691975.1	MCCC2	20	no_call		0	0	0	0	0
Corvus_brachyrhynchos|GCF_000691975.1|control1	Corvus brachyrhynchos	Aves	GCF_000691975.1	FEM1A	20	no_call		0	0	0	0	0
Corvus_brachyrhynchos|GCF_000691975.1|control2	Corvus brachyrhynchos	Aves	GCF_000691975.1	LRRN2	20	no_call		0	0	0	0	0
Struthio_camelus_australis|GCF_000698965.1|control0	Struthio camelus australis	Aves	GCF_000698965.1	LOC104144400	15	no_call		0	0	0	0	0
Struthio_camelus_australis|GCF_000698965.1|control1	Struthio camelus australis	Aves	GCF_000698965.1	TNFAIP8L3	20	no_call		0	0	0	0	0
Struthio_camelus_australis|GCF_000698965.1|control2	Struthio camelus australis	Aves	GCF_000698965.1	IMPAD1	20	no_call		0	0	0	0	0
Pygoscelis_adeliae|GCF_000699105.1|control0	Pygoscelis adeliae	Aves	GCF_000699105.1	LOC103921810	20	no_call		0	0	0	0	0
Pygoscelis_adeliae|GCF_000699105.1|control1	Pygoscelis adeliae	Aves	GCF_000699105.1	LOC103919777	20	no_call		0	0	0	0	0
Pygoscelis_adeliae|GCF_000699105.1|control2	Pygoscelis adeliae	Aves	GCF_000699105.1	LOC103917594	20	no_call		0	0	0	0	0
Aptenodytes_forsteri|GCF_000699145.1|control0	Aptenodytes forsteri	Aves	GCF_000699145.1	GYG1	20	no_call		0	0	0	0	0
Aptenodytes_forsteri|GCF_000699145.1|control1	Aptenodytes forsteri	Aves	GCF_000699145.1	EGR4	20	no_call		0	0	0	0	0
Aptenodytes_forsteri|GCF_000699145.1|control2	Aptenodytes forsteri	Aves	GCF_000699145.1	LSM14A	18	no_call		0	0	0	0	0
Tinamus_guttatus|GCF_000705375.1|control0	Tinamus guttatus	Aves	GCF_000705375.1	LOC104570393	14	no_call		0	0	0	0	0
Tinamus_guttatus|GCF_000705375.1|control1	Tinamus guttatus	Aves	GCF_000705375.1	LGALS2	20	no_call		0	0	0	0	0
Tinamus_guttatus|GCF_000705375.1|control2	Tinamus guttatus	Aves	GCF_000705375.1	LOC104577623	17	no_call		0	0	0	0	0
Charadrius_vociferus|GCF_000708025.1|control0	Charadrius vociferus	Aves	GCF_000708025.1	RBP3	20	no_call		0	0	0	0	0
Charadrius_vociferus|GCF_000708025.1|control1	Charadrius vociferus	Aves	GCF_000708025.1	LOC104293691	18	no_call		0	0	0	0	0
Charadrius_vociferus|GCF_000708025.1|control2	Charadrius vociferus	Aves	GCF_000708025.1	POT1	20	no_call		0	0	0	0	0
Chaetura_pelagica|GCF_000747805.2|control0	Chaetura pelagica	Aves	GCF_000747805.2	ERG	20	no_call		0	0	0	0	0
Chaetura_pelagica|GCF_000747805.2|control1	Chaetura pelagica	Aves	GCF_000747805.2	DYNLL1	20	no_call		0	0	0	0	0
Chaetura_pelagica|GCF_000747805.2|control2	Chaetura pelagica	Aves	GCF_000747805.2	LHFP	20	no_call		0	0	0	0	0
Manacus_vitellinus|GCF_001715985.3|control0	Manacus vitellinus	Aves	GCF_001715985.3	FUBP3	20	no_call		0	0	0	0	0
Manacus_vitellinus|GCF_001715985.3|control1	Manacus vitellinus	Aves	GCF_001715985.3	LOC103758588	20	no_call		0	0	0	0	0
Manacus_vitellinus|GCF_001715985.3|control2	Manacus vitellinus	Aves	GCF_001715985.3	LOC103762558	20	no_call		0	0	0	0	0
Nothoprocta_perdicaria|GCF_003342845.1|control0	Nothoprocta perdicaria	Aves	GCF_003342845.1	PRELP	20	no_call		0	0	0	0	0
Nothoprocta_perdicaria|GCF_003342845.1|control1	Nothoprocta perdicaria	Aves	GCF_003342845.1	RNF19A	20	no_call		0	0	0	0	0
Nothoprocta_perdicaria|GCF_003342845.1|control2	Nothoprocta perdicaria	Aves	GCF_003342845.1	LOC112947268	20	no_call		0	0	0	0	0
Cricetulus_griseus|GCF_003668045.3|control0	Cricetulus griseus	Mammalia	GCF_003668045.3	Fastk	20	no_call		0	0	0	0	0
Cricetulus_griseus|GCF_003668045.3|control1	Cricetulus griseus	Mammalia	GCF_003668045.3	Csmd2	20	no_call		0	0	0	0	0
Cricetulus_griseus|GCF_003668045.3|control2	Cricetulus griseus	Mammalia	GCF_003668045.3	Prkra	20	no_call		0	0	0	0	0
Calypte_anna|GCF_003957555.1|control0	Calypte anna	Aves	GCF_003957555.1	SEL1L3	20	no_call		0	0	0	0	0
Calypte_anna|GCF_003957555.1|control1	Calypte anna	Aves	GCF_003957555.1	TELO2	20	no_call		0	0	0	0	0
Calypte_anna|GCF_003957555.1|control2	Calypte anna	Aves	GCF_003957555.1	TRIM45	20	no_call		0	0	0	0	0
Ornithorhynchus_anatinus|GCF_004115215.2|control0	Ornithorhynchus anatinus	Mammalia	GCF_004115215.2	PPIB	20	no_call		0	0	0	0	0
Ornithorhynchus_anatinus|GCF_004115215.2|control1	Ornithorhynchus anatinus	Mammalia	GCF_004115215.2	LOC100086699	20	no_call		0	0	0	0	0
Ornithorhynchus_anatinus|GCF_004115215.2|control2	Ornithorhynchus anatinus	Mammalia	GCF_004115215.2	INTS7	20	no_call		0	0	0	0	0
Pristis_pectinata|GCF_009764475.1|control0	Pristis pectinata	Chondrichthyes	GCF_009764475.1	LOC127578010	12	no_call		0	0	0	0	0
Pristis_pectinata|GCF_009764475.1|control1	Pristis pectinata	Chondrichthyes	GCF_009764475.1	LOC127587011	19	no_call		0	0	0	0	0
Pristis_pectinata|GCF_009764475.1|control2	Pristis pectinata	Chondrichthyes	GCF_009764475.1	LOC127581204	20	no_call		0	0	0	0	0
Tauraco_erythrolophus|GCF_009769465.1|control0	Tauraco erythrolophus	Aves	GCF_009769465.1	SLC35C1	20	no_call		0	0	0	0	0
Tauraco_erythrolophus|GCF_009769465.1|control1	Tauraco erythrolophus	Aves	GCF_009769465.1	LOC104381400	20	no_call		0	0	0	0	0
Tauraco_erythrolophus|GCF_009769465.1|control2	Tauraco erythrolophus	Aves	GCF_009769465.1	LOC147527281	20	no_call		0	0	0	0	0
Esox_lucius|GCF_011004845.1|control0	Esox lucius	Actinopteri	GCF_011004845.1	satb2	20	no_call		0	0	0	0	0
Esox_lucius|GCF_011004845.1|control1	Esox lucius	Actinopteri	GCF_011004845.1	LOC105027578	20	no_call		0	0	0	0	0
Esox_lucius|GCF_011004845.1|control2	Esox lucius	Actinopteri	GCF_011004845.1	hmg20a	20	no_call		0	0	0	0	0
Balearica_regulorum_gibbericeps|GCF_011004875.1|control0	Balearica regulorum gibbericeps	Aves	GCF_011004875.1	TBL1X	20	no_call		0	0	0	0	0
Balearica_regulorum_gibbericeps|GCF_011004875.1|control1	Balearica regulorum gibbericeps	Aves	GCF_011004875.1	RPS6KL1	20	no_call		0	0	0	0	0
Balearica_regulorum_gibbericeps|GCF_011004875.1|control2	Balearica regulorum gibbericeps	Aves	GCF_011004875.1	LOC104640079	20	no_call		0	0	0	0	0
Megalops_cyprinoides|GCF_013368585.1|control0	Megalops cyprinoides	Actinopteri	GCF_013368585.1	LOC118768983	20	no_call		0	0	0	0	0
Megalops_cyprinoides|GCF_013368585.1|control1	Megalops cyprinoides	Actinopteri	GCF_013368585.1	srpk3	20	no_call		0	0	0	0	0
Megalops_cyprinoides|GCF_013368585.1|control2	Megalops cyprinoides	Actinopteri	GCF_013368585.1	ttc21b	20	no_call		0	0	0	0	0
Nyctibius_grandis|GCF_013368605.1|control0	Nyctibius grandis	Aves	GCF_013368605.1	SEMA4B	20	no_call		0	0	0	0	0
Nyctibius_grandis|GCF_013368605.1|control1	Nyctibius grandis	Aves	GCF_013368605.1	LOC137661331	20	no_call		0	0	0	0	0
Nyctibius_grandis|GCF_013368605.1|control2	Nyctibius grandis	Aves	GCF_013368605.1	TBXT	20	no_call		0	0	0	0	0
Dryobates_pubescens|GCF_014839835.1|control0	Dryobates pubescens	Aves	GCF_014839835.1	DSTYK	20	no_call		0	0	0	0	0
Dryobates_pubescens|GCF_014839835.1|control1	Dryobates pubescens	Aves	GCF_014839835.1	LOC104304449	20	no_call		0	0	0	0	0
Dryobates_pubescens|GCF_014839835.1|control2	Dryobates pubescens	Aves	GCF_014839835.1	KIAA1549	20	no_call		0	0	0	0	0
Gracilinanus_agilis|GCF_016433145.1|control0	Gracilinanus agilis	Mammalia	GCF_016433145.1	ILDR1	20	no_call		0	0	0	0	0
Gracilinanus_agilis|GCF_016433145.1|control1	Gracilinanus agilis	Mammalia	GCF_016433145.1	CD5L	20	no_call		0	0	0	0	0
Gracilinanus_agilis|GCF_016433145.1|control2	Gracilinanus agilis	Mammalia	GCF_016433145.1	AGRN	20	no_call		0	0	0	0	0
Gallus_gallus|GCF_016699485.2|control0	Gallus gallus	Aves	GCF_016699485.2	KRT17	20	no_call		0	0	0	0	0
Gallus_gallus|GCF_016699485.2|control1	Gallus gallus	Aves	GCF_016699485.2	VPS4A	20	no_call		0	0	0	0	0
Gallus_gallus|GCF_016699485.2|control2	Gallus gallus	Aves	GCF_016699485.2	BNC1	20	no_call		0	0	0	0	0
Xiphias_gladius|GCF_016859285.1|control0	Xiphias gladius	Actinopteri	GCF_016859285.1	tmem276a	20	no_call		0	0	0	0	0
Xiphias_gladius|GCF_016859285.1|control1	Xiphias gladius	Actinopteri	GCF_016859285.1	zdhhc7	20	no_call		0	0	0	0	0
Xiphias_gladius|GCF_016859285.1|control2	Xiphias gladius	Actinopteri	GCF_016859285.1	LOC120801678	20	no_call		0	0	0	0	0
Carcharodon_carcharias|GCF_017639515.1|control0	Carcharodon carcharias	Chondrichthyes	GCF_017639515.1	LOC121282091	20	no_call		0	0	0	0	0
Carcharodon_carcharias|GCF_017639515.1|control1	Carcharodon carcharias	Chondrichthyes	GCF_017639515.1	znf592	19	no_call		0	0	0	0	0
Carcharodon_carcharias|GCF_017639515.1|control2	Carcharodon carcharias	Chondrichthyes	GCF_017639515.1	nbas	20	no_call		0	0	0	0	0
Polyodon_spathula|GCF_017654505.1|control0	Polyodon spathula	Actinopteri	GCF_017654505.1	LOC121325432	20	no_call		0	0	0	0	0
Polyodon_spathula|GCF_017654505.1|control1	Polyodon spathula	Actinopteri	GCF_017654505.1	LOC121300316	14	no_call		0	0	0	0	0
Polyodon_spathula|GCF_017654505.1|control2	Polyodon spathula	Actinopteri	GCF_017654505.1	LOC121321169	14	no_call		0	0	0	0	0
Cuculus_canorus|GCF_017976375.1|control0	Cuculus canorus	Aves	GCF_017976375.1	SLC15A5	20	no_call		0	0	0	0	0
Cuculus_canorus|GCF_017976375.1|control1	Cuculus canorus	Aves	GCF_017976375.1	CCT8	20	no_call		0	0	0	0	0
Cuculus_canorus|GCF_017976375.1|control2	Cuculus canorus	Aves	GCF_017976375.1	PDIK1L	20	no_call		0	0	0	0	0
Gymnogyps_californianus|GCF_018139145.2|control0	Gymnogyps californianus	Aves	GCF_018139145.2	BMAL1	20	no_call		0	0	0	0	0
Gymnogyps_californianus|GCF_018139145.2|control1	Gymnogyps californianus	Aves	GCF_018139145.2	DEGS2	20	no_call		0	0	0	0	0
Gymnogyps_californianus|GCF_018139145.2|control2	Gymnogyps californianus	Aves	GCF_018139145.2	ALG3	20	no_call		0	0	0	0	0
Cheilinus_undulatus|GCF_018320785.1|control0	Cheilinus undulatus	Actinopteri	GCF_018320785.1	LOC121513824	20	no_call		0	0	0	0	0
Cheilinus_undulatus|GCF_018320785.1|control1	Cheilinus undulatus	Actinopteri	GCF_018320785.1	LOC121525995	20	no_call		0	0	0	0	0
Cheilinus_undulatus|GCF_018320785.1|control2	Cheilinus undulatus	Actinopteri	GCF_018320785.1	clip2	20	no_call		0	0	0	0	0
Tyto_alba|GCF_018691265.1|control0	Tyto alba	Aves	GCF_018691265.1	HSPG2	20	no_call		0	0	0	0	0
Tyto_alba|GCF_018691265.1|control1	Tyto alba	Aves	GCF_018691265.1	PAQR9	20	no_call		0	0	0	0	0
Tyto_alba|GCF_018691265.1|control2	Tyto alba	Aves	GCF_018691265.1	CCDC113	12	no_call		0	0	0	0	0
Callorhinchus_milii|GCF_018977255.1|control0	Callorhinchus milii	Chondrichthyes	GCF_018977255.1	clip2	20	no_call		0	0	0	0	0
Callorhinchus_milii|GCF_018977255.1|control1	Callorhinchus milii	Chondrichthyes	GCF_018977255.1	LOC103173211	6	no_call		0	0	0	0	0
Callorhinchus_milii|GCF_018977255.1|control2	Callorhinchus milii	Chondrichthyes	GCF_018977255.1	LOC121849709	20	no_call		0	0	0	0	0
Protopterus_annectens|GCF_019279795.1|control0	Protopterus annectens	Dipnoi	GCF_019279795.1	LCK	20	no_call		0	0	0	0	0
Protopterus_annectens|GCF_019279795.1|control1	Protopterus annectens	Dipnoi	GCF_019279795.1	YWHAZ	20	no_call		0	0	0	0	0
Protopterus_annectens|GCF_019279795.1|control2	Protopterus annectens	Dipnoi	GCF_019279795.1	LOC122806904	20	no_call		0	0	0	0	0
Dromiciops_gliroides|GCF_019393635.1|control0	Dromiciops gliroides	Mammalia	GCF_019393635.1	HAUS5	20	no_call		0	0	0	0	0
Dromiciops_gliroides|GCF_019393635.1|control1	Dromiciops gliroides	Mammalia	GCF_019393635.1	EVC2	20	no_call		0	0	0	0	0
Dromiciops_gliroides|GCF_019393635.1|control2	Dromiciops gliroides	Mammalia	GCF_019393635.1	LOC122747271	20	no_call		0	0	0	0	0
Gambusia_affinis|GCF_019740435.1|control0	Gambusia affinis	Actinopteri	GCF_019740435.1	LOC122829565	20	no_call		0	0	0	0	0
Gambusia_affinis|GCF_019740435.1|control1	Gambusia affinis	Actinopteri	GCF_019740435.1	LOC122837422	20	no_call		0	0	0	0	0
