label	accession	organism	vclass	cell	window	side	rank	symbol	informative	relaxed_key	root_key	gene_id	biotype	contig	start	end	strand	distance_bp
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	fixed10	down	6	LOC118781238	0			gene-LOC118781238	protein_coding	NC_050589.1	12986220	12988902	-	107749
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	fixed10	down	7	LOC118780328	0			gene-LOC118780328	protein_coding	NC_050589.1	13001256	13010440	+	122785
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	fixed10	down	8	LOC118780657	0			gene-LOC118780657	protein_coding	NC_050589.1	13013343	13021154	-	134872
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	fixed10	down	9	LOC118780658	0			gene-LOC118780658	protein_coding	NC_050589.1	13021474	13024739	+	143003
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	fixed10	down	10	LOC118781218	0			gene-LOC118781218	protein_coding	NC_050589.1	13030691	13057704	+	152220
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	1	mtr	1	MTR	MTR	gene-mtr	protein_coding	NC_050583.1	54518233	54540489	+	1784
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	2	LOC118788331	0			gene-LOC118788331	protein_coding	NC_050583.1	54489674	54517646	+	24627
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	3	heatr1	1	HEATR1	HEATR	gene-heatr1	protein_coding	NC_050583.1	54463315	54488701	-	53572
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	4	arg1	1	ARG1	ARG	gene-arg1	protein_coding	NC_050583.1	54457521	54463088	-	79185
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	5	p4ha1a	1	P4HA1A	P4HA1A	gene-p4ha1a	protein_coding	NC_050583.1	54434053	54455346	+	86927
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	6	nudt13	1	NUDT13	NUDT	gene-nudt13	protein_coding	NC_050583.1	54427585	54432106	-	110167
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	7	si:ch211-248a14.8	0			gene-si:ch211-248a14.8	protein_coding	NC_050583.1	54420058	54425016	-	117257
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	8	dnajc9	1	DNAJC9	DNAJC	gene-dnajc9	protein_coding	NC_050583.1	54416058	54419209	+	123064
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	9	LOC118772612	0			gene-LOC118772612	protein_coding	NC_050583.1	54410411	54414499	+	127774
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	10	LOC118772640	0			gene-LOC118772640	protein_coding	NC_050583.1	54399702	54405670	-	136603
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	1	LOC118784621	0			gene-LOC118784621	protein_coding	NC_050583.1	54785096	54877708	+	75852
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	2	fmn2b	1	FMN2B	FMN2B	gene-fmn2b	protein_coding	NC_050583.1	54888202	54952838	+	178958
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	3	grem2b	1	GREM2B	GREM2B	gene-grem2b	protein_coding	NC_050583.1	54955358	54965279	-	246114
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	4	rgs7b	1	RGS7B	RGS7B	gene-rgs7b	protein_coding	NC_050583.1	54968530	55049233	-	259286
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	5	fh	1	FH	FH	gene-fh	protein_coding	NC_050583.1	55056601	55066564	-	347357
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	6	LOC118781225	0			gene-LOC118781225	protein_coding	NC_050583.1	55067206	55078621	+	357962
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	7	hhex	1	HHEX	HHEX	gene-hhex	protein_coding	NC_050583.1	55082391	55086717	+	373147
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	8	exoc6	1	EXOC6	EXOC	gene-exoc6	protein_coding	NC_050583.1	55101954	55159941	+	392710
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	9	LOC118791564	0			gene-LOC118791564	protein_coding	NC_050583.1	55162199	55166732	+	452955
Megalops_cyprinoides|GCF_013368585.1|RYR.0	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	10	LOC118786785	0			gene-LOC118786785	protein_coding	NC_050583.1	55172446	55175326	+	463202
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	1	LOC118774852	0			gene-LOC118774852	protein_coding	NC_050585.1	15799247	15829011	+	5623
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	2	LOC118774193	0			gene-LOC118774193	protein_coding	NC_050585.1	15788605	15790813	-	43821
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	3	b9d2	1	B9D2	B9D	gene-b9d2	protein_coding	NC_050585.1	15780971	15783890	-	50744
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	4	LOC118774687	0			gene-LOC118774687	protein_coding	NC_050585.1	15765058	15778961	-	55673
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	5	cbr1l	1	CBR1L	CBR1L	gene-cbr1l	protein_coding	NC_050585.1	15742392	15748843	+	85791
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	6	LOC118774713	0			gene-LOC118774713	protein_coding	NC_050585.1	15722038	15742105	-	92529
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	7	LOC118774287	0			gene-LOC118774287	protein_coding	NC_050585.1	15668037	15707393	-	127241
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	8	LOC118774192	0			gene-LOC118774192	protein_coding	NC_050585.1	15662811	15663762	+	170872
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	9	LOC118774190	0			gene-LOC118774190	protein_coding	NC_050585.1	15647705	15648703	+	185931
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	10	LOC118774188	0			gene-LOC118774188	protein_coding	NC_050585.1	15639261	15640211	+	194423
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	1	zgc:153345	0			gene-zgc:153345	protein_coding	NC_050585.1	15916619	15926332	-	4123
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	2	LOC118774698	0			gene-LOC118774698	protein_coding	NC_050585.1	15934790	15944371	+	22294
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	3	im:7138535	0			gene-im:7138535	protein_coding	NC_050585.1	15944862	15948635	-	32366
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	4	LOC118774195	0			gene-LOC118774195	protein_coding	NC_050585.1	15952690	15960691	-	40194
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	5	hnrnpul1l	1	HNRNPUL1L	HNRNPUL1L	gene-hnrnpul1l	protein_coding	NC_050585.1	15966007	15976181	-	53511
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	6	LOC118774371	0			gene-LOC118774371	protein_coding	NC_050585.1	15992403	16034794	-	79907
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	7	LOC118775261	0			gene-LOC118775261	protein_coding	NC_050585.1	16037937	16048367	+	125441
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	8	sympk	1	SYMPK	SYMPK	gene-sympk	protein_coding	NC_050585.1	16052064	16063458	+	139568
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	9	rsph4a	1	RSPH4A	RSPH4A	gene-rsph4a	protein_coding	NC_050585.1	16065136	16068958	+	152640
Megalops_cyprinoides|GCF_013368585.1|RYR.1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	10	LOC118775735	0			gene-LOC118775735	protein_coding	NC_050585.1	16092045	16098643	+	179549
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	1	LOC118783573	0			gene-LOC118783573	protein_coding	NC_050591.1	26047310	26053145	-	4846
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	2	LOC118783236	0			gene-LOC118783236	protein_coding	NC_050591.1	26020515	26046991	+	11000
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	3	LOC118783332	0			gene-LOC118783332	protein_coding	NC_050591.1	26008341	26014492	-	43499
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	4	LOC118783331	0			gene-LOC118783331	protein_coding	NC_050591.1	26003011	26008000	+	49991
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	5	LOC118783377	0			gene-LOC118783377	protein_coding	NC_050591.1	25989373	26000426	-	57565
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	6	LOC118783167	0			gene-LOC118783167	protein_coding	NC_050591.1	25965508	25975358	-	82633
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	7	LOC118783147	0			gene-LOC118783147	protein_coding	NC_050591.1	25958164	25963385	-	94606
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	8	wdr62	1	WDR62	WDR	gene-wdr62	protein_coding	NC_050591.1	25939914	25957294	-	100697
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	9	LOC118783530	0			gene-LOC118783530	protein_coding	NC_050591.1	25916930	25937394	-	120597
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	10	arrb1	1	ARRB1	ARRB	gene-arrb1	protein_coding	NC_050591.1	25891267	25916090	-	141901
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	1	rasgrp4	1	RASGRP4	RASGRP	gene-rasgrp4	protein_coding	NC_050591.1	26130813	26146520	+	5148
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	2	opa3	1	OPA3	OPA	gene-opa3	protein_coding	NC_050591.1	26147954	26150848	-	22289
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	3	ppp1r13l	1	PPP1R13L	PPP1R13L	gene-ppp1r13l	protein_coding	NC_050591.1	26151468	26166334	+	25803
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	4	tmem91	1	TMEM91	TMEM	gene-tmem91	protein_coding	NC_050591.1	26186035	26192092	+	60370
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	5	exosc5	1	EXOSC5	EXOSC	gene-exosc5	protein_coding	NC_050591.1	26194745	26198754	-	69080
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	6	bckdha	1	BCKDH	BCKDH	gene-bckdha	protein_coding	NC_050591.1	26202283	26207199	+	76618
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	7	b3gnt2l	1	B3GNT2L	B3GNT2L	gene-b3gnt2l	protein_coding	NC_050591.1	26209159	26212904	-	83494
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	8	bicra	1	BICR	BICR	gene-bicra	protein_coding	NC_050591.1	26221001	26236484	+	95336
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	9	ehd2b	1	EHD2B	EHD2B	gene-ehd2b	protein_coding	NC_050591.1	26239568	26250132	+	113903
Megalops_cyprinoides|GCF_013368585.1|RYR.2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	10	psmd8	1	PSMD8	PSMD	gene-psmd8	protein_coding	NC_050591.1	26253137	26256019	+	127472
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	1	LOC118787167	0			gene-LOC118787167	protein_coding	NC_050594.1	29523230	29602910	-	12269
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	2	LOC118787073	0			gene-LOC118787073	protein_coding	NC_050594.1	29517496	29520582	+	94597
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	3	LOC118786963	0			gene-LOC118786963	protein_coding	NC_050594.1	29508071	29514688	+	100491
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	4	arhgap11a	1	ARHGAP11A	ARHGAP11A	gene-arhgap11a	protein_coding	NC_050594.1	29492221	29500438	+	114741
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	5	LOC118786518	0			gene-LOC118786518	protein_coding	NC_050594.1	29486215	29491118	+	124061
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	6	eif2ak4	1	EIF2AK4	EIF2AK	gene-eif2ak4	protein_coding	NC_050594.1	29456053	29482436	-	132743
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	7	LOC118786902	0			gene-LOC118786902	protein_coding	NC_050594.1	29415232	29450421	+	164758
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	8	bmf1	1	BMF1	BMF	gene-bmf1	protein_coding	NC_050594.1	29284259	29302425	+	312754
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	9	LOC118786962	0			gene-LOC118786962	protein_coding	NC_050594.1	29214240	29217002	-	398177
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	10	LOC118786658	0			gene-LOC118786658	protein_coding	NC_050594.1	29169907	29172026	-	443153
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	1	chrm5a	1	CHRM5A	CHRM5A	gene-chrm5a	protein_coding	NC_050594.1	29793844	29795438	+	52305
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	2	zgc:194887	0			gene-zgc:194887	protein_coding	NC_050594.1	29796027	29800308	-	54488
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	3	LOC118787178	0			gene-LOC118787178	protein_coding	NC_050594.1	29801325	29804357	-	59786
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	4	katnbl1	1	KATNBL1	KATNBL	gene-katnbl1	protein_coding	NC_050594.1	29804999	29810415	-	63460
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	5	acp7	1	ACP7	ACP	gene-acp7	protein_coding	NC_050594.1	29809389	29833619	+	67850
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	6	LOC118786550	0			gene-LOC118786550	protein_coding	NC_050594.1	29956340	29968283	+	214801
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	7	fsip1	1	FSIP1	FSIP	gene-fsip1	protein_coding	NC_050594.1	30000234	30038702	-	258695
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	8	gpr176	1	GPR176	GPR	gene-gpr176	protein_coding	NC_050594.1	30049426	30057133	-	307887
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	9	susd6	1	SUSD6	SUSD	gene-susd6	protein_coding	NC_050594.1	30067891	30089848	+	326352
Megalops_cyprinoides|GCF_013368585.1|RYR.3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	10	srsf5b	1	SRSF5B	SRSF5B	gene-srsf5b	protein_coding	NC_050594.1	30092248	30098712	+	350709
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	1	aven	1	AVEN	AVEN	gene-aven	protein_coding	NC_050599.1	31284607	31304713	+	1383
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	2	LOC118791898	0			gene-LOC118791898	protein_coding	NC_050599.1	31265814	31272000	+	34096
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	3	LOC118791899	0			gene-LOC118791899	protein_coding	NC_050599.1	31260136	31264488	+	41608
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	4	LOC118791806	0			gene-LOC118791806	protein_coding	NC_050599.1	31072693	31198201	-	107895
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	5	LOC118791872	0			gene-LOC118791872	protein_coding	NC_050599.1	30978734	30979633	+	326463
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	6	LOC118792153	0			gene-LOC118792153	protein_coding	NC_050599.1	30760966	30796498	-	509598
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	7	LOC118792154	0			gene-LOC118792154	protein_coding	NC_050599.1	30731065	30742085	-	564011
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	8	LOC118792155	0			gene-LOC118792155	protein_coding	NC_050599.1	30726584	30727444	+	578652
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	9	LOC118791871	0			gene-LOC118791871	protein_coding	NC_050599.1	30675646	30701378	-	604718
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	up	10	LOC118791870	0			gene-LOC118791870	protein_coding	NC_050599.1	30649111	30660901	+	645195
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	1	actc1a	1	ACTC1A	ACTC1A	gene-actc1a	protein_coding	NC_050599.1	31474007	31479126	+	25585
Megalops_cyprinoides|GCF_013368585.1|RYR.4	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	fixed10	down	2	LOC118791756	0			gene-LOC118791756	protein_coding	NC_050599.1	31499687	31505012	+	51265
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	1	SUMF1	1	SUMF1	SUMF	gene-SUMF1	protein_coding	NC_090667.1	33367585	33399574	-	11360
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	2	LOC137667565	0			gene-LOC137667565	protein_coding	NC_090667.1	33361899	33365468	+	45466
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	3	LRRN1	1	LRRN1	LRRN	gene-LRRN1	protein_coding	NC_090667.1	33236357	33238532	+	172402
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	4	CRBN	1	CRBN	CRBN	gene-CRBN	protein_coding	NC_090667.1	33032965	33056094	-	354840
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	5	TRNT1	1	TRNT1	TRNT	gene-TRNT1	protein_coding	NC_090667.1	33023773	33029108	+	381826
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	6	IL5RA	1	IL5RA	IL5RA	gene-IL5RA	protein_coding	NC_090667.1	33005093	33020759	-	390175
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	7	LOC137668280	0			gene-LOC137668280	protein_coding	NC_090667.1	32853607	33002490	+	408444
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	8	CNTN6	1	CNTN6	CNTN	gene-CNTN6	protein_coding	NC_090667.1	32396761	32479275	+	931659
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	9	CHL1	1	CHL1	CHL	gene-CHL1	protein_coding	NC_090667.1	32032613	32086226	+	1324708
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	up	10	CNTN3	1	CNTN3	CNTN	gene-CNTN3	protein_coding	NC_090667.1	31591705	31654927	-	1756007
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	1	ARL8B	1	ARL8B	ARL8B	gene-ARL8B	protein_coding	NC_090667.1	33637591	33655858	+	12841
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	2	EDEM1	1	EDEM1	EDEM	gene-EDEM1	protein_coding	NC_090667.1	33657832	33672198	+	33082
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	3	GRM7	1	GRM7	GRM	gene-GRM7	protein_coding	NC_090667.1	33948798	34178456	+	324048
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	4	LMCD1	1	LMCD1	LMCD	gene-LMCD1	protein_coding	NC_090667.1	34362774	34387702	+	738024
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	5	CAV3	1	CAV3	CAV	gene-CAV3	protein_coding	NC_090667.1	34422112	34426269	+	797362
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	6	OXTR	1	OXTR	OXTR	gene-OXTR	protein_coding	NC_090667.1	34427022	34432280	-	802272
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	7	RAD18	1	RAD18	RAD	gene-RAD18	protein_coding	NC_090667.1	34446670	34488217	-	821920
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	8	SRGAP3	1	SRGAP3	SRGAP	gene-SRGAP3	protein_coding	NC_090667.1	34509213	34600587	-	884463
Nyctibius_grandis|GCF_013368605.1|ITPR1.0	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	fixed10	down	9	THUMPD3	1	THUMPD3	THUMPD	gene-THUMPD3	protein_coding	NC_090667.1	34625069	34630622	+	1000319
