accession	organism	vclass	vorder	source	assembly_level	cell	locus_idx	is_control	contig	start	end	strand	bait	coverage	identity	frameshifts	stop_codons	cell_status	contig_spans_gene	contig_n50	gene_set	state	state_reason	locus_cds_bp	n_models	n_coding_models	n_coding_pieces	n_noncoding_models	best_model_frac	union_coding_frac	noncoding_biotype	top_overlapper_biotype	top_overlapper_pseudo	best_gene_id	best_symbol	best_product	best_biotype	namer_gene_id	namer_symbol	namer_product	namer_biotype	namer_coding	namer_frac_cds	namer_own_frac	namer_model_aa	symbol_verdict	symbol_claim	product_verdict	product_claim	integrity_verdict	lesion_density
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	GenBank	Scaffold	RYR	1	1	VWZI01019360.1	1284	135498	+	A0A8V0Y8K1	0.6679	0.9786	0	0	found_unannotated	0	36269	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.05	9957	2	2	1	0	0.0518	0.0843		protein_coding	0	gene-PSIHAE_R12626	Ryr2_1	RYR2 protein	protein_coding	gene-PSIHAE_R12626	Ryr2_1	RYR2 protein	protein_coding	1	0.0518	0.9718	177	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZRF01009815.1	164036	324131	+	A0A8V0ZJT0	1	0.9849	0	0	found_unannotated	0	121572	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1329		protein_coding	0	gene-VIRALT_R01990	Itpr1_1	ITPR1 protein	protein_coding	gene-VIRALT_R01990	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZRF01000017.1	33571	274938	+	A0A672UP22	1	0.9796	0	0	found_unannotated	0	121572	present	fragmentary	coding models cover 0.03 of the footprint, best alone 0.03	8100	2	1	0	1	0.0304	0.0304	pseudogene	pseudogene	1	gene-VIRALT_R02243	Itpr2	ITPR2 protein	protein_coding	gene-VIRALT_R02243	Itpr2	ITPR2 protein	protein_coding	1	0.0304	1	82	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZRF01014545.1	203966	288081	-	A0A7K6LHC3	1	0.9973	1	0	found_annotated	0	121572	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8014	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-VIRALT_R12759	Itpr3	ITPR3 protein	protein_coding	gene-VIRALT_R12759	Itpr3	ITPR3 protein	protein_coding	1	0.9996	0.9979	2676	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3745
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZRF01001132.1	258552	637824	-	A0A8V0Y8K1	0.9974	0.9782	0	0	found_annotated	0	121572	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.9687	0.9687		protein_coding	0	gene-VIRALT_R05581	Ryr2	RYR2 protein	protein_coding	gene-VIRALT_R05581	Ryr2	RYR2 protein	protein_coding	1	0.9687	0.9795	4903	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZRF01009222.1	594031	799678	-	A0A6I8Q6P7	1	0.6724	0	1	found_annotated	0	121572	present	fragmentary	coding models cover 0.05 of the footprint, best alone 0.02	14856	3	3	0	0	0.0217	0.0458		protein_coding	0	gene-VIRALT_R10969	Ryr3_1	RYR3 protein	protein_coding	gene-VIRALT_R10969	Ryr3_1	RYR3 protein	protein_coding	1	0.0217	0.9969	108	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	ITPR1	0	0	VWZK01014558.1	16091	127741	-	A0A8V0ZJT0	0.6715	0.9936	0	0	assembly_gap	0	70136	present	fragmentary	coding models cover 0.15 of the footprint, best alone 0.15	5595	1	1	1	0	0.1535	0.1535		protein_coding	0	gene-BARMAR_R05275	Itpr1_1	ITPR1 protein	protein_coding	gene-BARMAR_R05275	Itpr1_1	ITPR1 protein	protein_coding	1	0.1535	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	ITPR2	0	0	VWZK01012176.1	17477	248521	+	A0A672UP22	0.9885	0.9768	0	0	found_unannotated	0	70136	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8031	2	2	1	0	0.1062	0.1368		protein_coding	0	gene-BARMAR_R09377	Itpr2_1	ITPR2 protein	protein_coding	gene-BARMAR_R09377	Itpr2_1	ITPR2 protein	protein_coding	1	0.1062	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	ITPR3	0	0	VWZK01016629.1	161004	208872	+	A0A8V1ACE6	1	0.9771	1	0	found_annotated	0	70136	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	7981	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-BARMAR_R11863	BARMAR_R11863	hypothetical protein	pseudogene	0	0.9995	0.9989	2662	placeholder		placeholder		intact	0.3754
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	0	1	VWZK01006851.1	3293	80661	+	A0A8V0Y8K1	0.4229	0.9786	0	0	assembly_gap	0	70136	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 6309 coding bp	6309	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	1	1	VWZK01008086.1	155041	202048	-	A0A8V0Y8K1	0.2524	0.9785	0	0	assembly_gap	0	70136	present	fragmentary	coding models cover 0.22 of the footprint, best alone 0.13	3765	2	2	2	0	0.1339	0.2197		protein_coding	0	gene-BARMAR_R01131	Ryr2_1	RYR2 protein	protein_coding	gene-BARMAR_R01131	Ryr2_1	RYR2 protein	protein_coding	1	0.1339	0.9711	173	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	2	1	VWZK01009413.1	756	36712	-	A0A4W3I1N0	0.3356	0.6458	0	0	assembly_gap	0	70136	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 4875 coding bp	4875	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	3	1	VWZK01010928.1	36663	72959	-	A0A3Q0HBW9	0.3032	0.7077	0	0	assembly_gap	0	70136	present	fragmentary	coding models cover 0.21 of the footprint, best alone 0.11	4581	3	3	2	0	0.1107	0.2113		protein_coding	0	gene-BARMAR_R09566	Ryr3_2	RYR3 protein	protein_coding	gene-BARMAR_R09566	Ryr3_2	RYR3 protein	protein_coding	1	0.1107	0.9769	173	correct_paralog	RYR3	correct_paralog	RYR3	not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	4	1	VWZK01000280.1	53	15459	-	A0A6I8Q6P7	0.2164	0.8009	1	0	assembly_gap	0	70136	present	fragmentary	coding models cover 0.02 of the footprint, best alone 0.02	3268	1	1	0	0	0.0239	0.0239		protein_coding	0	gene-BARMAR_R05500	Ryr1	RYR1 protein	protein_coding	gene-BARMAR_R05500	Ryr1	RYR1 protein	protein_coding	1	0.0239	0.3768	69	correct_paralog	RYR1	correct_paralog	RYR1	not_scored	0.9174
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	5	1	VWZK01003819.1	914	38461	+	A0A8V0Y8K1	0.1488	0.9851	0	0	assembly_gap	0	70136	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 2217 coding bp	2217	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	GenBank	Scaffold	RYR	6	1	VWZK01003262.1	726	39644	-	A0AC58GZ77	0.1796	0.7106	0	0	assembly_gap	0	70136	present	fragmentary	coding models cover 0.09 of the footprint, best alone 0.09	2667	1	1	1	0	0.0855	0.0855		protein_coding	0	gene-BARMAR_R08478	Ryr3_0	RYR3 protein	protein_coding	gene-BARMAR_R08478	Ryr3_0	RYR3 protein	protein_coding	1	0.0855	1	76	correct_paralog	RYR3	correct_paralog	RYR3	not_scored	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	ITPR1	0	0	VWZO01019971.1	305321	469383	-	A0A8V0ZJT0	1	0.9867	0	0	found_unannotated	0	66968	present	fragmentary	coding models cover 0.16 of the footprint, best alone 0.10	8340	3	3	1	0	0.0976	0.1634		protein_coding	0	gene-BUCCAP_R06452	Itpr1_1	ITPR1 protein	protein_coding	gene-BUCCAP_R06452	Itpr1_1	ITPR1 protein	protein_coding	1	0.0976	0.9975	272	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	ITPR3	0	0	VWZO01010546.1	42	35401	-	A0A8V1ACE6	0.6854	0.9858	0	0	assembly_gap	0	66968	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	5487	1	1	1	0	1	1		protein_coding	0	gene-BUCCAP_R13217	Itpr3_0	ITPR3 protein	protein_coding	gene-BUCCAP_R13217	Itpr3_0	ITPR3 protein	protein_coding	1	1	1	1829	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	ITPR3	1	0	VWZO01013041.1	21178	34387	-	A0A8V1ACE6	0.2924	0.9846	0	0	assembly_gap	0	66968	present	fragmentary	coding models cover 0.09 of the footprint, best alone 0.09	2340	1	1	1	0	0.0859	0.0859		protein_coding	0	gene-BUCCAP_R05890	Itpr3_1	ITPR3 protein	protein_coding	gene-BUCCAP_R05890	Itpr3_1	ITPR3 protein	protein_coding	1	0.0859	1	67	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	RYR	0	1	VWZO01001808.1	57	213887	-	A0A8V0Y8K1	0.5366	0.9711	1	0	assembly_gap	0	66968	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.06	7993	2	2	1	0	0.0576	0.0849		protein_coding	0	gene-BUCCAP_R05400	Ryr2_0	RYR2 protein	protein_coding	gene-BUCCAP_R05400	Ryr2_0	RYR2 protein	protein_coding	1	0.0576	0.5617	273	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0.3751
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	RYR	1	1	VWZO01021750.1	85276	188023	-	A0A8V0Y8K1	0.4636	0.9739	0	0	assembly_gap	0	66968	present	fragmentary	coding models cover 0.12 of the footprint, best alone 0.07	6912	2	2	1	0	0.0747	0.1214		protein_coding	0	gene-BUCCAP_R14532	Ryr2_2	RYR2 protein	protein_coding	gene-BUCCAP_R14532	Ryr2_2	RYR2 protein	protein_coding	1	0.0747	0.9829	175	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	RYR	2	1	VWZO01002875.1	878	62659	+	A0A6I8Q6P7	0.411	0.6816	0	0	assembly_gap	0	66968	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 6153 coding bp	6153	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCA_013396975.1	Bucco capensis	Aves	Piciformes	GenBank	Scaffold	RYR	3	1	VWZO01015568.1	1351	83337	-	A0A4W3I1N0	0.4259	0.6611	1	0	assembly_gap	0	66968	present	fragmentary	coding models cover 0.11 of the footprint, best alone 0.11	6127	1	1	1	0	0.1051	0.1051		protein_coding	0	gene-BUCCAP_R04258	Ryr3_3	RYR3 protein	protein_coding	gene-BUCCAP_R04258	Ryr3_3	RYR3 protein	protein_coding	1	0.1051	0.8982	239	correct_paralog	RYR3	correct_paralog	RYR3	not_scored	0.4713
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VWZQ01007131.1	499494	658436	+	A0A8V0ZJT0	1	0.9845	0	0	found_annotated	0	66181	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8337	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-MYIHEB_R06248	MYIHEB_R06248	hypothetical protein	pseudogene	0	0.9509	0.9592	2755	placeholder		placeholder		intact	0
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VWZQ01006530.1	363409	582080	-	A0A672UP22	0.9885	0.982	0	0	found_unannotated	0	66181	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8007	2	2	1	0	0.1065	0.1369		protein_coding	0	gene-MYIHEB_R09906	Itpr2_1	ITPR2 protein	protein_coding	gene-MYIHEB_R09906	Itpr2_1	ITPR2 protein	protein_coding	1	0.1065	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VWZQ01007200.1	310561	354898	+	A0A7K6LHC3	1	0.9965	1	0	found_annotated	0	66181	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8014	1	1	1	0	0.9993	0.9993		protein_coding	0	gene-MYIHEB_R05153	Itpr3	ITPR3 protein	protein_coding	gene-MYIHEB_R05153	Itpr3	ITPR3 protein	protein_coding	1	0.9993	0.9979	2675	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3745
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VWZQ01001806.1	609461	985178	+	A0A8V0Y8K1	0.9974	0.978	0	0	found_annotated	0	66181	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.9857	0.9857		protein_coding	0	gene-MYIHEB_R02177	Ryr2	RYR2 protein	protein_coding	gene-MYIHEB_R02177	Ryr2	RYR2 protein	protein_coding	1	0.9857	0.9973	4900	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VWZQ01008955.1	470059	671917	+	A0A6I8Q6P7	1	0.6748	0	1	found_annotated	0	66181	present	fragmentary	coding models cover 0.07 of the footprint, best alone 0.03	14913	4	3	0	1	0.0342	0.0706	pseudogene	pseudogene	1	gene-MYIHEB_R11044	Ryr3_0	RYR3 protein	protein_coding	gene-MYIHEB_R11044	Ryr3_0	RYR3 protein	protein_coding	1	0.0342	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZTB01016242.1	12021	91901	-	A0ABM4F3U0	0.5156	0.9767	0	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.07	4251	2	2	2	0	0.0713	0.1291		protein_coding	0	gene-THRLUD_R05587	Itpr1_2	ITPR1 protein	protein_coding	gene-THRLUD_R05587	Itpr1_2	ITPR1 protein	protein_coding	1	0.0713	1	101	correct_paralog	ITPR1	correct_paralog	ITPR1	not_scored	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	ITPR1	1	0	VZTB01012331.1	363128	433269	+	A0A8V0ZJT0	0.4901	0.9634	1	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.18 of the footprint, best alone 0.18	4087	1	1	1	0	0.1771	0.1771		protein_coding	0	gene-THRLUD_R09652	Itpr1_0	ITPR1 protein	protein_coding	gene-THRLUD_R09652	Itpr1_0	ITPR1 protein	protein_coding	1	0.1771	0.9972	242	correct_paralog	ITPR1	correct_paralog	ITPR1	not_scored	0.7342
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZTB01004788.1	1910	176611	+	A0A672UP22	0.877	0.978	0	0	found_unannotated	0	60402	present	fragmentary	coding models cover 0.15 of the footprint, best alone 0.12	7104	2	2	1	0	0.1201	0.1543		protein_coding	0	gene-THRLUD_R05025	Itpr2_1	ITPR2 protein	protein_coding	gene-THRLUD_R05025	Itpr2_1	ITPR2 protein	protein_coding	1	0.1201	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZTB01002909.1	45	27455	-	A0A7K6LHC3	0.6157	0.9927	0	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.16 of the footprint, best alone 0.16	4932	1	1	1	0	0.1638	0.1638		protein_coding	0	gene-THRLUD_R01315	Itpr3_0	ITPR3 protein	protein_coding	gene-THRLUD_R01315	Itpr3_0	ITPR3 protein	protein_coding	1	0.1638	0.9975	270	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	ITPR3	1	0	VZTB01014641.1	197054	208749	-	A0A7K6LHC3	0.385	0.987	1	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.07 of the footprint, best alone 0.07	3088	1	1	1	0	0.0651	0.0651		protein_coding	0	gene-THRLUD_R14044	Itpr3_1	ITPR3 protein	protein_coding	gene-THRLUD_R14044	Itpr3_1	ITPR3 protein	protein_coding	1	0.0651	1	67	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0.9728
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZTB01006589.1	395	296542	-	A0A8V0Y8K1	0.6804	0.9595	0	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.02 of the footprint, best alone 0.02	10017	2	1	0	1	0.0219	0.0219	pseudogene	pseudogene	1	gene-THRLUD_R10736	Ryr2_0	RYR2 protein	protein_coding	gene-THRLUD_R10736	Ryr2_0	RYR2 protein	protein_coding	1	0.0219	1	73	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZTB01009153.1	168	77998	+	A0A6I8Q6P7	0.5954	0.6748	0	1	assembly_gap	0	60402	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8781	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-THRLUD_R12892	THRLUD_R12892	hypothetical protein	pseudogene	0	0.9778	1	2862	placeholder		placeholder		not_scored	0.3334
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	RYR	2	1	VZTB01011882.1	217828	265175	-	A0A8V0Y8K1	0.2524	0.9681	0	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.22 of the footprint, best alone 0.14	3765	2	2	2	0	0.1371	0.2228		protein_coding	0	gene-THRLUD_R10071	Ryr2_1	RYR2 protein	protein_coding	gene-THRLUD_R10071	Ryr2_1	RYR2 protein	protein_coding	1	0.1371	0.9829	175	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	GenBank	Scaffold	RYR	3	1	VZTB01014661.1	171938	208409	-	A0AC58GZ77	0.2907	0.6569	2	0	assembly_gap	0	60402	present	fragmentary	coding models cover 0.20 of the footprint, best alone 0.12	4199	2	2	2	0	0.1215	0.1984		protein_coding	0	gene-THRLUD_R00996	Ryr3_1	RYR3 protein	protein_coding	gene-THRLUD_R00996	Ryr3_1	RYR3 protein	protein_coding	1	0.1215	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	not_scored	1.387
GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VYXF01001320.1	235431	475463	+	A0A672UP22	1	0.98	0	0	found_unannotated	0	50944	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1353		protein_coding	0	gene-POLCAE_R12577	Itpr2_1	ITPR2 protein	protein_coding	gene-POLCAE_R12577	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VYXF01003972.1	2335	43166	-	A0A7K6LHC3	1	0.9732	1	0	found_annotated	0	50944	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8083	1	1	1	0	0.9885	0.9885		protein_coding	0	gene-POLCAE_R11372	Itpr3	ITPR3 protein	protein_coding	gene-POLCAE_R11372	Itpr3	ITPR3 protein	protein_coding	1	0.9885	0.9979	2669	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3745
GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VYXF01004723.1	45110	412493	-	A0A8V0Y8K1	0.9974	0.977	0	0	found_annotated	0	50944	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	14874	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-POLCAE_R12426	POLCAE_R12426	hypothetical protein	pseudogene	0	0.9857	0.9971	4901	placeholder		placeholder		intact	0
GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VYXF01009487.1	85514	278560	-	A0A6I8Q6P7	1	0.6768	1	0	found_annotated	0	50944	present	fragmentary	coding models cover 0.10 of the footprint, best alone 0.03	14897	4	4	0	0	0.0342	0.102		protein_coding	0	gene-POLCAE_R07977	Ryr3_1	RYR3 protein	protein_coding	gene-POLCAE_R07977	Ryr3_1	RYR3 protein	protein_coding	1	0.0342	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VXBN01013252.1	1291350	1443844	+	A0A8V0ZJT0	1	0.9842	0	1	found_unannotated	0	78603	present	fragmentary	coding models cover 0.07 of the footprint, best alone 0.04	8337	3	2	0	1	0.0363	0.0662	pseudogene	pseudogene	1	gene-SINWEB_R10939	Itpr1_1	ITPR1 protein	protein_coding	gene-SINWEB_R10939	Itpr1_1	ITPR1 protein	protein_coding	1	0.0363	1	101	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0.3598
GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VXBN01011463.1	166562	407849	-	A0A672UP22	1	0.9819	0	0	found_unannotated	0	78603	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1353		protein_coding	0	gene-SINWEB_R07215	Itpr2_1	ITPR2 protein	protein_coding	gene-SINWEB_R07215	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VXBN01011685.1	297	45411	+	A0A7K6LHC3	0.9652	0.9551	0	0	found_annotated	0	78603	present	complete	one model covers 0.95 of the coding footprint (bar 0.50)	7758	1	1	1	0	0.9514	0.9514		protein_coding	0	gene-SINWEB_R04187	Itpr3	ITPR3 protein	protein_coding	gene-SINWEB_R04187	Itpr3	ITPR3 protein	protein_coding	1	0.9514	0.9973	2467	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VXBN01012045.1	281508	658308	-	A0A8V0Y8K1	1	0.9773	0	0	found_annotated	0	78603	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14910	1	1	1	0	0.9831	0.9831		protein_coding	0	gene-SINWEB_R10863	Ryr2	RYR2 protein	protein_coding	gene-SINWEB_R10863	Ryr2	RYR2 protein	protein_coding	1	0.9831	0.9976	4898	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VXBN01015030.1	901189	1094514	+	A0A6I8Q6P7	1	0.676	1	0	found_annotated	0	78603	present	fragmentary	coding models cover 0.12 of the footprint, best alone 0.05	14797	4	4	0	0	0.047	0.1181		protein_coding	0	gene-SINWEB_R12255	Ryr3_0	RYR3 protein	protein_coding	gene-SINWEB_R12255	Ryr3_0	RYR3 protein	protein_coding	1	0.047	0.9379	247	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VYZD01000015.1	3558831	3709701	+	A0A8V0ZJT0	1	0.9853	0	0	found_annotated	0	55547	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8343	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-FURFIG_R11996	FURFIG_R11996	hypothetical protein	pseudogene	0	0.954	0.9679	2741	placeholder		placeholder		intact	0
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VYZD01000396.1	298467	525932	+	A0A672UP22	1	0.9796	0	0	found_unannotated	0	55547	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1353		protein_coding	0	gene-FURFIG_R01151	Itpr2_1	ITPR2 protein	protein_coding	gene-FURFIG_R01151	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VYZD01000217.1	676899	713352	-	A0A7K6LHC3	1	0.9888	0	0	found_annotated	0	55547	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8034	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-FURFIG_R10605	Itpr3	ITPR3 protein	protein_coding	gene-FURFIG_R10605	Itpr3	ITPR3 protein	protein_coding	1	0.9996	1	2677	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VYZD01002042.1	234	95900	-	A0A4W3I1N0	0.6228	0.6506	2	0	assembly_gap	0	55547	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8971	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-FURFIG_R02901	FURFIG_R02901	hypothetical protein	pseudogene	0	0.9774	0.9948	2938	placeholder		placeholder		not_scored	0.6445
