correction_id	side	cls	class_rule	priority	priority_reason	vetoed	veto_reason	assembly	source	organism	vclass	cell	contig	start	end	strand	current_state	current_name	current_biotype	coverage	best_model_frac	union_coding_frac	contig_spans_gene	integrity_verdict	proposal	evidence
GCA_013396935.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013396935.1	GenBank	Baryphthengus martii	Aves	ITPR3	VWZK01016629.1	161004	208872	+	noncoding	BARMAR_R11863	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013396935.1/miniprot.gff (model over VWZK01016629.1:161004-208872)
GCA_013396975.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013396975.1	GenBank	Bucco capensis	Aves	ITPR1	VWZO01019971.1	305321	469383	-	fragmentary	Itpr1_1	protein_coding	1	0.0976	0.1634	0	intact	3 coding model(s) deliver 0.16 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013396975.1/miniprot.gff (model over VWZO01019971.1:305321-469383)
GCA_013396975.1:RYR:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013396975.1	GenBank	Bucco capensis	Aves	RYR	VWZO01001808.1	57	213887	-	fragmentary	Ryr2_0	protein_coding	0.5366	0.0576	0.0849	0	not_scored	2 coding model(s) deliver 0.08 of the gene, best alone 0.06; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013396975.1/miniprot.gff (model over VWZO01001808.1:57-213887)
GCA_013397015.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397015.1	GenBank	Myiagra hebetior	Aves	ITPR1	VWZQ01007131.1	499494	658436	+	noncoding	MYIHEB_R06248	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397015.1/miniprot.gff (model over VWZQ01007131.1:499494-658436)
GCA_013397015.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397015.1	GenBank	Myiagra hebetior	Aves	ITPR2	VWZQ01006530.1	363409	582080	-	fragmentary	Itpr2_1	protein_coding	0.9885	0.1065	0.1369	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397015.1/miniprot.gff (model over VWZQ01006530.1:363409-582080)
GCA_013397015.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397015.1	GenBank	Myiagra hebetior	Aves	RYR	VWZQ01008955.1	470059	671917	+	fragmentary	Ryr3_0	protein_coding	1	0.0342	0.0706	0	intact	3 coding model(s) deliver 0.07 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397015.1/miniprot.gff (model over VWZQ01008955.1:470059-671917)
GCA_013397245.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397245.1	GenBank	Thryothorus ludovicianus	Aves	ITPR1	VZTB01016242.1	12021	91901	-	fragmentary	Itpr1_2	protein_coding	0.5156	0.0713	0.1291	0	not_scored	2 coding model(s) deliver 0.13 of the gene, best alone 0.07; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397245.1/miniprot.gff (model over VZTB01016242.1:12021-91901)
GCA_013397245.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397245.1	GenBank	Thryothorus ludovicianus	Aves	ITPR2	VZTB01004788.1	1910	176611	+	fragmentary	Itpr2_1	protein_coding	0.877	0.1201	0.1543	0	intact	2 coding model(s) deliver 0.15 of the gene, best alone 0.12; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397245.1/miniprot.gff (model over VZTB01004788.1:1910-176611)
GCA_013397245.1:ITPR3:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397245.1	GenBank	Thryothorus ludovicianus	Aves	ITPR3	VZTB01002909.1	45	27455	-	fragmentary	Itpr3_0	protein_coding	0.6157	0.1638	0.1638	0	not_scored	1 coding model(s) deliver 0.16 of the gene, best alone 0.16; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397245.1/miniprot.gff (model over VZTB01002909.1:45-27455)
GCA_013397245.1:RYR:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397245.1	GenBank	Thryothorus ludovicianus	Aves	RYR	VZTB01006589.1	395	296542	-	fragmentary	Ryr2_0	protein_coding	0.6804	0.0219	0.0219	0	not_scored	1 coding model(s) deliver 0.02 of the gene, best alone 0.02; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397245.1/miniprot.gff (model over VZTB01006589.1:395-296542)
GCA_013397245.1:RYR:1	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397245.1	GenBank	Thryothorus ludovicianus	Aves	RYR	VZTB01009153.1	168	77998	+	noncoding	THRLUD_R12892	pseudogene	0.5954	0	0	0	not_scored	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397245.1/miniprot.gff (model over VZTB01009153.1:168-77998)
GCA_013397295.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397295.1	GenBank	Polioptila caerulea	Aves	ITPR2	VYXF01001320.1	235431	475463	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1353	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397295.1/miniprot.gff (model over VYXF01001320.1:235431-475463)
GCA_013397295.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397295.1	GenBank	Polioptila caerulea	Aves	RYR	VYXF01004723.1	45110	412493	-	noncoding	POLCAE_R12426	pseudogene	0.9974	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397295.1/miniprot.gff (model over VYXF01004723.1:45110-412493)
GCA_013397295.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397295.1	GenBank	Polioptila caerulea	Aves	RYR	VYXF01009487.1	85514	278560	-	fragmentary	Ryr3_1	protein_coding	1	0.0342	0.102	0	intact	4 coding model(s) deliver 0.10 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397295.1/miniprot.gff (model over VYXF01009487.1:85514-278560)
GCA_013397395.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397395.1	GenBank	Sinosuthora webbiana	Aves	ITPR1	VXBN01013252.1	1291350	1443844	+	fragmentary	Itpr1_1	protein_coding	1	0.0363	0.0662	0	intact	2 coding model(s) deliver 0.07 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397395.1/miniprot.gff (model over VXBN01013252.1:1291350-1443844)
GCA_013397395.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397395.1	GenBank	Sinosuthora webbiana	Aves	ITPR2	VXBN01011463.1	166562	407849	-	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1353	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397395.1/miniprot.gff (model over VXBN01011463.1:166562-407849)
GCA_013397395.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397395.1	GenBank	Sinosuthora webbiana	Aves	RYR	VXBN01015030.1	901189	1094514	+	fragmentary	Ryr3_0	protein_coding	1	0.047	0.1181	0	intact	4 coding model(s) deliver 0.12 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397395.1/miniprot.gff (model over VXBN01015030.1:901189-1094514)
GCA_013397465.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397465.1	GenBank	Furnarius figulus	Aves	ITPR1	VYZD01000015.1	3558831	3709701	+	noncoding	FURFIG_R11996	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397465.1/miniprot.gff (model over VYZD01000015.1:3558831-3709701)
GCA_013397465.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397465.1	GenBank	Furnarius figulus	Aves	ITPR2	VYZD01000396.1	298467	525932	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1353	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397465.1/miniprot.gff (model over VYZD01000396.1:298467-525932)
GCA_013397465.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397465.1	GenBank	Furnarius figulus	Aves	RYR	VYZD01002042.1	234	95900	-	noncoding	FURFIG_R02901	pseudogene	0.6228	0	0	0	not_scored	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397465.1/miniprot.gff (model over VYZD01002042.1:234-95900)
GCA_013397495.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397495.1	GenBank	Mionectes macconnelli	Aves	ITPR1	VYZC01000789.1	167834	247534	+	fragmentary	Itpr1_1	protein_coding	0.6189	0.1666	0.1666	0	not_scored	1 coding model(s) deliver 0.17 of the gene, best alone 0.17; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397495.1/miniprot.gff (model over VYZC01000789.1:167834-247534)
GCA_013397495.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397495.1	GenBank	Mionectes macconnelli	Aves	ITPR2	VYZC01000147.1	1147216	1384546	-	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397495.1/miniprot.gff (model over VYZC01000147.1:1147216-1384546)
GCA_013397495.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397495.1	GenBank	Mionectes macconnelli	Aves	RYR	VYZC01000019.1	1653182	1869762	-	fragmentary	Ryr3_1	protein_coding	1	0.0344	0.0809	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397495.1/miniprot.gff (model over VYZC01000019.1:1653182-1869762)
GCA_013397535.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397535.1	GenBank	Pterocles burchelli	Aves	ITPR1	VYZE01000085.1	1051875	1221646	-	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1325	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397535.1/miniprot.gff (model over VYZE01000085.1:1051875-1221646)
GCA_013397535.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397535.1	GenBank	Pterocles burchelli	Aves	ITPR2	VYZE01000061.1	324147	557096	+	fragmentary	Itpr2_1	protein_coding	0.9885	0.1065	0.1373	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397535.1/miniprot.gff (model over VYZE01000061.1:324147-557096)
GCA_013397535.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397535.1	GenBank	Pterocles burchelli	Aves	ITPR3	VYZE01000639.1	21766	63896	+	noncoding	PTEBUR_R13752	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397535.1/miniprot.gff (model over VYZE01000639.1:21766-63896)
GCA_013397635.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397635.1	GenBank	Columbina picui	Aves	ITPR2	VYZG01000419.1	130253	368840	+	fragmentary	Itpr2	protein_coding	0.9885	0.1067	0.1067	0	intact	1 coding model(s) deliver 0.11 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397635.1/miniprot.gff (model over VYZG01000419.1:130253-368840)
GCA_013397635.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397635.1	GenBank	Columbina picui	Aves	RYR	VYZG01000089.1	98286	329833	-	fragmentary	Ryr3_1	protein_coding	1	0.0347	0.081	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397635.1/miniprot.gff (model over VYZG01000089.1:98286-329833)
GCA_013397815.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397815.1	GenBank	Aleadryas rufinucha	Aves	ITPR1	VZTH01000998.1	284869	440646	+	fragmentary	Itpr1_1	protein_coding	1	0.0728	0.1027	0	intact	2 coding model(s) deliver 0.10 of the gene, best alone 0.07; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397815.1/miniprot.gff (model over VZTH01000998.1:284869-440646)
GCA_013397815.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397815.1	GenBank	Aleadryas rufinucha	Aves	ITPR2	VZTH01019192.1	239755	484630	+	fragmentary	Itpr2_1	protein_coding	0.9956	0.1058	0.1363	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397815.1/miniprot.gff (model over VZTH01019192.1:239755-484630)
GCA_013397815.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397815.1	GenBank	Aleadryas rufinucha	Aves	ITPR3	VZTH01008759.1	1293	28176	+	noncoding	ALERUF_R06457	pseudogene	0.9652	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397815.1/miniprot.gff (model over VZTH01008759.1:1293-28176)
GCA_013397815.1:RYR:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397815.1	GenBank	Aleadryas rufinucha	Aves	RYR	VZTH01000269.1	550972	744202	-	fragmentary	Ryr2_0	protein_coding	0.9312	0.0372	0.0604	0	intact	2 coding model(s) deliver 0.06 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397815.1/miniprot.gff (model over VZTH01000269.1:550972-744202)
GCA_013397815.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397815.1	GenBank	Aleadryas rufinucha	Aves	RYR	VZTH01018405.1	213306	413200	+	fragmentary	Ryr3_1	protein_coding	1	0.0342	0.0798	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397815.1/miniprot.gff (model over VZTH01018405.1:213306-413200)
GCA_013397895.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397895.1	GenBank	Origma solitaria	Aves	ITPR1	VZRL01005794.1	229952	437130	-	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1329	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397895.1/miniprot.gff (model over VZRL01005794.1:229952-437130)
GCA_013397895.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397895.1	GenBank	Origma solitaria	Aves	ITPR2	VZRL01002161.1	388382	606519	-	fragmentary	Itpr2_1	protein_coding	0.9885	0.1065	0.1373	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397895.1/miniprot.gff (model over VZRL01002161.1:388382-606519)
GCA_013397895.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397895.1	GenBank	Origma solitaria	Aves	RYR	VZRL01002523.1	468171	658861	+	fragmentary	Ryr3_1	protein_coding	1	0.0309	0.1021	0	intact	5 coding model(s) deliver 0.10 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397895.1/miniprot.gff (model over VZRL01002523.1:468171-658861)
GCA_013397955.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397955.1	GenBank	Grantiella picta	Aves	ITPR1	VZRM01002778.1	346574	494715	-	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1329	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397955.1/miniprot.gff (model over VZRM01002778.1:346574-494715)
GCA_013397955.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397955.1	GenBank	Grantiella picta	Aves	ITPR2	VZRM01003629.1	237073	476309	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397955.1/miniprot.gff (model over VZRM01003629.1:237073-476309)
GCA_013397955.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397955.1	GenBank	Grantiella picta	Aves	ITPR3	VZRM01006298.1	16047	60346	+	noncoding	GRAPIC_R11688	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013397955.1/miniprot.gff (model over VZRM01006298.1:16047-60346)
GCA_013397955.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013397955.1	GenBank	Grantiella picta	Aves	RYR	VZRM01007608.1	60189	246791	+	fragmentary	Ryr3_1	protein_coding	1	0.0342	0.0805	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013397955.1/miniprot.gff (model over VZRM01007608.1:60189-246791)
GCA_013398125.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398125.1	GenBank	Aegotheles bennettii	Aves	ITPR1	VZRW01010862.1	518735	677741	+	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1325	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398125.1/miniprot.gff (model over VZRW01010862.1:518735-677741)
GCA_013398125.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398125.1	GenBank	Aegotheles bennettii	Aves	ITPR2	VZRW01011159.1	524789	658164	-	fragmentary	Itpr2_1	protein_coding	0.5063	0.06	0.06	0	not_scored	1 coding model(s) deliver 0.06 of the gene, best alone 0.06; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398125.1/miniprot.gff (model over VZRW01011159.1:524789-658164)
GCA_013398125.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398125.1	GenBank	Aegotheles bennettii	Aves	RYR	VZRW01014125.1	219985	365125	-	fragmentary	Ryr3_2	protein_coding	0.9248	0.0371	0.0941	0	intact	3 coding model(s) deliver 0.09 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398125.1/miniprot.gff (model over VZRW01014125.1:219985-365125)
GCA_013398155.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398155.1	GenBank	Pedionomus torquatus	Aves	ITPR1	VZRU01011476.1	54341	238023	-	noncoding	PEDTOR_R00561	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398155.1/miniprot.gff (model over VZRU01011476.1:54341-238023)
GCA_013398155.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398155.1	GenBank	Pedionomus torquatus	Aves	ITPR2	VZRU01019648.1	81166	313857	-	fragmentary	Itpr2_1	protein_coding	0.9885	0.1065	0.1373	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398155.1/miniprot.gff (model over VZRU01019648.1:81166-313857)
GCA_013398175.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398175.1	GenBank	Climacteris rufus	Aves	ITPR1	VZRZ01002771.1	821575	977803	+	noncoding	CLIRUF_R00391	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398175.1/miniprot.gff (model over VZRZ01002771.1:821575-977803)
GCA_013398175.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398175.1	GenBank	Climacteris rufus	Aves	ITPR2	VZRZ01004463.1	409686	656819	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398175.1/miniprot.gff (model over VZRZ01004463.1:409686-656819)
GCA_013398175.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398175.1	GenBank	Climacteris rufus	Aves	RYR	VZRZ01002579.1	769125	979284	-	fragmentary	Ryr3_1	protein_coding	1	0.0345	0.0807	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398175.1/miniprot.gff (model over VZRZ01002579.1:769125-979284)
GCA_013398455.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	high	gene recovered at coverage 1.00, contig spans it, reading frame intact (S15)	0		GCA_013398455.1	GenBank	Loxia curvirostra	Aves	ITPR1	VZSM01004910.1	1210115	1402937	-	fragmentary	Itpr1	protein_coding	1	0.0299	0.0299	1	intact	1 coding model(s) deliver 0.03 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398455.1/miniprot.gff (model over VZSM01004910.1:1210115-1402937)
GCA_013398455.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	high	gene recovered at coverage 1.00, contig spans it, reading frame intact (S15)	0		GCA_013398455.1	GenBank	Loxia curvirostra	Aves	ITPR2	VZSM01004385.1	562622	802507	-	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	1	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398455.1/miniprot.gff (model over VZSM01004385.1:562622-802507)
GCA_013398455.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	high	gene recovered at coverage 1.00, contig spans it, reading frame intact (S15)	0		GCA_013398455.1	GenBank	Loxia curvirostra	Aves	ITPR3	VZSM01006023.1	1096375	1135930	-	noncoding	LOXCUR_R12629	pseudogene	1	0	0	1	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398455.1/miniprot.gff (model over VZSM01006023.1:1096375-1135930)
GCA_013398455.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	high	gene recovered at coverage 1.00, contig spans it, reading frame intact (S15)	0		GCA_013398455.1	GenBank	Loxia curvirostra	Aves	RYR	VZSM01002731.1	5502326	5695489	-	fragmentary	Ryr3_1	protein_coding	1	0.0342	0.0799	1	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398455.1/miniprot.gff (model over VZSM01002731.1:5502326-5695489)
