symbol	ensembl_gene	status
SHROOM3	ENSG00000138771	background
SHROOM3-AS1	ENSG00000233860	background
SHROOM4	ENSG00000158352	background
SHTN1	ENSG00000187164	background
SI	ENSG00000090402	background
SIAE	ENSG00000110013	wanted
SIAH1	ENSG00000196470	wanted
SIAH1P1	ENSG00000230227	background
SIAH2	ENSG00000181788	background
SIAH2-AS1	ENSG00000244265	background
SIAH3	ENSG00000215475	background
SIDT1	ENSG00000072858	background
SIDT1-AS1	ENSG00000239453	background
SIDT2	ENSG00000149577	background
SIGIRR	ENSG00000185187	background
SIGLEC1	ENSG00000088827	background
SIGLEC10	ENSG00000142512	background
SIGLEC10-AS1	ENSG00000255441	background
SIGLEC10-AS2	ENSG00000254760	background
SIGLEC11	ENSG00000161640	background
SIGLEC12	ENSG00000254521	background
SIGLEC14	ENSG00000254415	background
SIGLEC15	ENSG00000197046	background
SIGLEC16	ENSG00000161643	background
SIGLEC17P	ENSG00000291114	background
SIGLEC18P	ENSG00000268581	background
SIGLEC20P	ENSG00000268336	background
SIGLEC21P	ENSG00000269253	background
SIGLEC22P	ENSG00000268849	background
SIGLEC24P	ENSG00000269021	background
SIGLEC27P	ENSG00000269580	background
SIGLEC29P	ENSG00000268267	background
SIGLEC30P	ENSG00000224896	background
SIGLEC31P	ENSG00000268847	background
SIGLEC5	ENSG00000268500	background
SIGLEC6	ENSG00000105492	background
SIGLEC7	ENSG00000168995	background
SIGLEC8	ENSG00000105366	background
SIGLEC9	ENSG00000129450	background
SIGLECL1	ENSG00000179213	background
SIGMAR1	ENSG00000147955	background
SIK1	ENSG00000142178	background
SIK2	ENSG00000170145	background
SIK3	ENSG00000160584	background
SIKE1	ENSG00000052723	background
SIL1	ENSG00000120725	background
SILC1	ENSG00000232044	background
SIM1	ENSG00000112246	background
SIM1-AS1	ENSG00000228082	background
SIM2	ENSG00000159263	background
SIMALR	ENSG00000226004	background
SIMC1	ENSG00000170085	background
SIMC1P1	ENSG00000246596	background
SIN3A	ENSG00000169375	background
SIN3B	ENSG00000127511	background
SINHCAF	ENSG00000139146	wanted
SINHCAFP1	ENSG00000263829	background
SINHCAFP2	ENSG00000267742	background
SINHCAFP3	ENSG00000253488	background
SIPA1	ENSG00000213445	background
SIPA1L1	ENSG00000197555	wanted
SIPA1L1-AS1	ENSG00000259146	background
SIPA1L2	ENSG00000116991	wanted
SIPA1L3	ENSG00000105738	wanted
SIRLNT	ENSG00000253802	background
SIRPA	ENSG00000198053	background
SIRPAP1	ENSG00000225774	background
SIRPB1	ENSG00000101307	background
SIRPB2	ENSG00000196209	background
SIRPB3P	ENSG00000223750	background
SIRPD	ENSG00000125900	background
SIRPG	ENSG00000089012	background
SIRPG-AS1	ENSG00000237914	background
SIRT1	ENSG00000096717	background
SIRT2	ENSG00000068903	wanted
SIRT3	ENSG00000142082	wanted
SIRT4	ENSG00000089163	background
SIRT5	ENSG00000124523	background
SIRT6	ENSG00000077463	background
SIRT7	ENSG00000187531	background
SIT1	ENSG00000137078	background
SIVA1	ENSG00000184990	wanted
SIX1	ENSG00000126778	background
SIX2	ENSG00000170577	background
SIX3	ENSG00000138083	background
SIX3-AS1	ENSG00000236502	background
SIX4	ENSG00000100625	background
SIX5	ENSG00000177045	background
SIX6	ENSG00000184302	background
SKA1	ENSG00000154839	background
SKA2	ENSG00000182628	wanted
SKA2P1	ENSG00000232387	background
SKA3	ENSG00000165480	background
SKAP1	ENSG00000141293	background
SKAP1-AS1	ENSG00000263787	background
SKAP1-AS2	ENSG00000235300	background
SKAP2	ENSG00000005020	background
SKI	ENSG00000157933	background
SKIC2	ENSG00000204351	background
SKIC3	ENSG00000198677	background
SKIC8	ENSG00000140395	background
SKIDA1	ENSG00000180592	background
SKIL	ENSG00000136603	background
SKINT1L	ENSG00000242267	background
SKOR1	ENSG00000188779	background
SKOR1-AS1	ENSG00000245719	background
SKOR2	ENSG00000215474	background
SKP1	ENSG00000113558	background
SKP1P1	ENSG00000231234	background
SKP1P2	ENSG00000256211	background
SKP1P3	ENSG00000229707	background
SKP1P4	ENSG00000236079	background
SKP2	ENSG00000145604	background
SKP2P1	ENSG00000229693	background
SLA	ENSG00000155926	background
SLA2	ENSG00000101082	wanted
SLAIN1	ENSG00000139737	background
SLAIN2	ENSG00000109171	background
SLAMF1	ENSG00000117090	background
SLAMF6	ENSG00000162739	background
SLAMF6P1	ENSG00000227243	background
SLAMF7	ENSG00000026751	background
SLAMF8	ENSG00000158714	background
SLAMF9	ENSG00000162723	background
SLBP	ENSG00000163950	background
SLC10A1	ENSG00000100652	wanted
SLC10A2	ENSG00000125255	background
SLC10A3	ENSG00000126903	wanted
SLC10A4	ENSG00000145248	background
SLC10A5	ENSG00000253598	background
SLC10A5P1	ENSG00000205184	background
SLC10A6	ENSG00000145283	background
SLC10A7	ENSG00000120519	background
SLC11A1	ENSG00000018280	background
SLC11A2	ENSG00000110911	wanted
SLC12A1	ENSG00000074803	background
SLC12A2	ENSG00000064651	background
SLC12A2-DT	ENSG00000245937	background
SLC12A3	ENSG00000070915	background
SLC12A4	ENSG00000124067	background
SLC12A5	ENSG00000124140	background
SLC12A5-AS1	ENSG00000204044	background
SLC12A6	ENSG00000140199	wanted
SLC12A7	ENSG00000113504	background
SLC12A8	ENSG00000221955	background
SLC12A9	ENSG00000146828	wanted
SLC12A9-AS1	ENSG00000236305	background
SLC13A1	ENSG00000081800	background
SLC13A2	ENSG00000007216	background
SLC13A3	ENSG00000158296	background
SLC13A4	ENSG00000164707	background
SLC13A5	ENSG00000141485	background
SLC14A1	ENSG00000141469	background
SLC14A2	ENSG00000132874	wanted
SLC14A2-AS1	ENSG00000267097	background
SLC15A1	ENSG00000088386	background
SLC15A2	ENSG00000163406	background
SLC15A3	ENSG00000110446	background
SLC15A4	ENSG00000139370	background
SLC15A5	ENSG00000188991	background
SLC16A1	ENSG00000155380	background
SLC16A1-AS1	ENSG00000226419	background
SLC16A10	ENSG00000112394	background
SLC16A11	ENSG00000174326	background
SLC16A12	ENSG00000152779	background
SLC16A12-AS1	ENSG00000234452	background
SLC16A13	ENSG00000174327	background
SLC16A14	ENSG00000163053	background
SLC16A14P1	ENSG00000213708	background
SLC16A1P1	ENSG00000242280	background
SLC16A2	ENSG00000147100	background
SLC16A3	ENSG00000141526	background
SLC16A4	ENSG00000168679	wanted
SLC16A5	ENSG00000170190	background
SLC16A6	ENSG00000108932	background
SLC16A6P1	ENSG00000232457	background
SLC16A7	ENSG00000118596	background
SLC16A8	ENSG00000100156	background
SLC16A9	ENSG00000165449	wanted
SLC17A1	ENSG00000124568	background
SLC17A2	ENSG00000112337	background
SLC17A3	ENSG00000124564	background
SLC17A4	ENSG00000146039	background
SLC17A5	ENSG00000119899	background
SLC17A6	ENSG00000091664	background
SLC17A6-DT	ENSG00000254768	background
SLC17A7	ENSG00000104888	background
SLC17A8	ENSG00000179520	wanted
SLC17A9	ENSG00000101194	background
SLC18A1	ENSG00000036565	background
SLC18A2	ENSG00000165646	background
SLC18A2-AS1	ENSG00000225936	background
SLC18A3	ENSG00000187714	background
SLC18B1	ENSG00000146409	background
SLC19A1	ENSG00000173638	background
SLC19A2	ENSG00000117479	background
SLC19A3	ENSG00000135917	background
SLC19A4P	ENSG00000290795	background
SLC1A1	ENSG00000106688	background
SLC1A2	ENSG00000110436	background
SLC1A2-AS1	ENSG00000255004	background
SLC1A2-AS2	ENSG00000255542	background
SLC1A3	ENSG00000079215	background
SLC1A3-AS1	ENSG00000250155	background
SLC1A4	ENSG00000115902	background
SLC1A5	ENSG00000105281	background
SLC1A6	ENSG00000105143	background
SLC1A7	ENSG00000162383	background
SLC20A1	ENSG00000144136	background
SLC20A1-DT	ENSG00000237753	background
SLC20A1P1	ENSG00000223506	background
SLC20A1P2	ENSG00000273894	background
SLC20A1P3	ENSG00000258706	background
SLC20A2	ENSG00000168575	background
SLC22A1	ENSG00000175003	background
SLC22A10	ENSG00000184999	background
SLC22A11	ENSG00000168065	background
SLC22A12	ENSG00000197891	background
SLC22A13	ENSG00000172940	background
SLC22A14	ENSG00000144671	background
SLC22A15	ENSG00000163393	wanted
SLC22A16	ENSG00000004809	background
SLC22A17	ENSG00000092096	wanted
SLC22A2	ENSG00000112499	background
SLC22A20P	ENSG00000197847	background
SLC22A23	ENSG00000137266	background
SLC22A24	ENSG00000197658	background
SLC22A25	ENSG00000196600	background
SLC22A3	ENSG00000146477	background
SLC22A31	ENSG00000259803	background
SLC22A4	ENSG00000197208	background
SLC22A5	ENSG00000197375	background
SLC22A6	ENSG00000197901	background
SLC22A7	ENSG00000137204	background
SLC22A8	ENSG00000149452	background
SLC22A9	ENSG00000149742	background
SLC23A1	ENSG00000170482	background
SLC23A2	ENSG00000089057	background
SLC23A3	ENSG00000213901	background
SLC23A4P	ENSG00000276067	background
SLC24A1	ENSG00000074621	background
SLC24A2	ENSG00000155886	background
SLC24A3	ENSG00000185052	background
SLC24A3-AS1	ENSG00000179447	background
SLC24A3-AS2	ENSG00000232675	background
SLC24A4	ENSG00000140090	background
SLC24A5	ENSG00000188467	background
SLC25A1	ENSG00000100075	background
SLC25A10	ENSG00000183048	background
SLC25A11	ENSG00000108528	background
SLC25A12	ENSG00000115840	background
SLC25A13	ENSG00000004864	background
SLC25A14	ENSG00000102078	wanted
SLC25A14P1	ENSG00000213608	background
SLC25A15	ENSG00000102743	background
SLC25A15P1	ENSG00000227629	background
SLC25A15P2	ENSG00000237164	background
SLC25A15P3	ENSG00000251299	background
SLC25A15P4	ENSG00000273872	background
SLC25A15P5	ENSG00000249288	background
SLC25A16	ENSG00000122912	background
SLC25A17	ENSG00000100372	background
SLC25A18	ENSG00000182902	wanted
SLC25A18P1	ENSG00000234309	background
SLC25A19	ENSG00000125454	background
SLC25A1P1	ENSG00000254479	background
SLC25A1P2	ENSG00000234467	background
SLC25A1P3	ENSG00000213645	background
SLC25A1P4	ENSG00000261608	background
SLC25A1P5	ENSG00000267323	background
SLC25A2	ENSG00000120329	background
SLC25A20	ENSG00000178537	wanted
SLC25A20P1	ENSG00000218363	background
SLC25A21	ENSG00000183032	background
SLC25A21-AS1	ENSG00000258708	background
SLC25A21-AS2	ENSG00000258690	background
SLC25A22	ENSG00000177542	background
SLC25A23	ENSG00000125648	background
SLC25A24	ENSG00000085491	background
SLC25A24P1	ENSG00000241361	background
SLC25A24P2	ENSG00000238118	background
SLC25A25	ENSG00000148339	background
SLC25A25-AS1	ENSG00000234771	background
SLC25A26	ENSG00000144741	wanted
SLC25A27	ENSG00000153291	background
SLC25A28	ENSG00000155287	background
SLC25A28-DT	ENSG00000260475	background
SLC25A29	ENSG00000197119	background
SLC25A29-AS1	ENSG00000258504	background
SLC25A3	ENSG00000075415	background
SLC25A30	ENSG00000174032	background
SLC25A30-AS1	ENSG00000251015	background
SLC25A31	ENSG00000151475	background
SLC25A32	ENSG00000164933	background
SLC25A33	ENSG00000171612	background
SLC25A34	ENSG00000162461	wanted
SLC25A34-AS1	ENSG00000224459	background
SLC25A35	ENSG00000125434	background
SLC25A36	ENSG00000114120	background
SLC25A36P1	ENSG00000267781	background
SLC25A37	ENSG00000147454	background
SLC25A38	ENSG00000144659	background
SLC25A38P1	ENSG00000229785	background
SLC25A39	ENSG00000013306	background
SLC25A39P1	ENSG00000226148	background
SLC25A39P2	ENSG00000257016	background
SLC25A3P1	ENSG00000293595	background
SLC25A3P2	ENSG00000258373	background
SLC25A3P3	ENSG00000263505	background
SLC25A4	ENSG00000151729	background
SLC25A40	ENSG00000075303	background
SLC25A41	ENSG00000181240	background
SLC25A42	ENSG00000181035	background
SLC25A43	ENSG00000077713	background
SLC25A44	ENSG00000160785	background
SLC25A45	ENSG00000162241	background
SLC25A46	ENSG00000164209	background
SLC25A47	ENSG00000140107	background
SLC25A47P1	ENSG00000254799	background
SLC25A48	ENSG00000145832	background
SLC25A48-AS1	ENSG00000251045	background
SLC25A5	ENSG00000005022	background
SLC25A5-AS1	ENSG00000224281	background
SLC25A51	ENSG00000122696	background
SLC25A51P1	ENSG00000220483	background
SLC25A51P2	ENSG00000263716	background
SLC25A51P3	ENSG00000254181	background
SLC25A51P4	ENSG00000290742	background
SLC25A52	ENSG00000141437	background
SLC25A53	ENSG00000269743	background
SLC25A53P1	ENSG00000230312	background
SLC25A5P1	ENSG00000215347	background
SLC25A5P2	ENSG00000235064	background
SLC25A5P3	ENSG00000213673	background
SLC25A5P4	ENSG00000234421	background
SLC25A5P5	ENSG00000226421	background
SLC25A5P6	ENSG00000213332	background
SLC25A5P7	ENSG00000218180	background
SLC25A5P8	ENSG00000225347	background
SLC25A5P9	ENSG00000251078	background
SLC25A6	ENSG00000169100	background
SLC25A6P1	ENSG00000233015	background
SLC25A6P2	ENSG00000232203	background
SLC25A6P3	ENSG00000232846	background
SLC25A6P4	ENSG00000266909	background
SLC25A6P5	ENSG00000228948	background
SLC25A6P6	ENSG00000218870	background
SLC26A1	ENSG00000145217	background
SLC26A10P	ENSG00000135502	background
SLC26A11	ENSG00000181045	background
SLC26A2	ENSG00000155850	background
SLC26A3	ENSG00000091138	wanted
SLC26A4	ENSG00000091137	wanted
SLC26A4-AS1	ENSG00000233705	background
SLC26A5	ENSG00000170615	background
SLC26A5-AS1	ENSG00000234715	background
SLC26A6	ENSG00000225697	wanted
SLC26A7	ENSG00000147606	background
SLC26A8	ENSG00000112053	background
SLC26A9	ENSG00000174502	background
SLC27A1	ENSG00000130304	background
SLC27A2	ENSG00000140284	background
SLC27A3	ENSG00000143554	background
SLC27A4	ENSG00000167114	background
SLC27A5	ENSG00000083807	background
SLC27A6	ENSG00000113396	background
SLC28A1	ENSG00000156222	background
SLC28A2	ENSG00000137860	background
SLC28A2-AS1	ENSG00000259520	background
SLC28A3	ENSG00000197506	background
SLC28A3-AS1	ENSG00000233262	background
SLC29A1	ENSG00000112759	wanted
SLC29A2	ENSG00000174669	background
SLC29A3	ENSG00000198246	background
SLC29A4	ENSG00000164638	background
SLC29A4P1	ENSG00000214668	background
SLC29A4P2	ENSG00000214660	background
SLC2A1	ENSG00000117394	background
SLC2A1-DT	ENSG00000227533	background
SLC2A10	ENSG00000197496	background
SLC2A11	ENSG00000133460	background
SLC2A12	ENSG00000146411	background
SLC2A13	ENSG00000151229	wanted
SLC2A13P1	ENSG00000254954	background
SLC2A14	ENSG00000173262	background
SLC2A2	ENSG00000163581	background
SLC2A3	ENSG00000059804	background
SLC2A3P1	ENSG00000253861	background
SLC2A3P2	ENSG00000185031	background
SLC2A3P4	ENSG00000254088	background
SLC2A4	ENSG00000181856	background
SLC2A4RG	ENSG00000125520	wanted
SLC2A5	ENSG00000142583	background
SLC2A6	ENSG00000160326	background
SLC2A7	ENSG00000197241	background
SLC2A8	ENSG00000136856	background
SLC2A9	ENSG00000109667	background
SLC2A9-AS1	ENSG00000250413	background
SLC2AXP1	ENSG00000275768	background
SLC30A1	ENSG00000170385	background
SLC30A10	ENSG00000196660	background
SLC30A2	ENSG00000158014	wanted
SLC30A3	ENSG00000115194	background
SLC30A4	ENSG00000104154	background
SLC30A4-AS1	ENSG00000259354	background
SLC30A5	ENSG00000145740	background
SLC30A6	ENSG00000152683	wanted
SLC30A6-DT	ENSG00000272716	background
SLC30A6P1	ENSG00000232277	background
SLC30A7	ENSG00000162695	background
SLC30A8	ENSG00000164756	background
SLC30A9	ENSG00000014824	background
SLC31A1	ENSG00000136868	background
SLC31A1P1	ENSG00000224426	background
SLC31A2	ENSG00000136867	background
SLC32A1	ENSG00000101438	wanted
SLC33A1	ENSG00000169359	background
SLC33A2	ENSG00000167700	background
SLC34A1	ENSG00000131183	background
SLC34A2	ENSG00000157765	background
SLC34A3	ENSG00000198569	background
SLC35A1	ENSG00000164414	wanted
SLC35A2	ENSG00000102100	wanted
SLC35A3	ENSG00000117620	background
SLC35A4	ENSG00000176087	background
SLC35A5	ENSG00000138459	background
SLC35B1	ENSG00000121073	background
SLC35B2	ENSG00000157593	background
SLC35B3	ENSG00000124786	background
SLC35B4	ENSG00000205060	wanted
SLC35C1	ENSG00000181830	background
SLC35C2P1	ENSG00000223498	background
SLC35D1	ENSG00000116704	background
SLC35D2	ENSG00000130958	background
SLC35D3	ENSG00000182747	background
SLC35D4	ENSG00000134490	background
SLC35E1	ENSG00000127526	background
SLC35E1P1	ENSG00000238286	background
SLC35E2A	ENSG00000215790	background
SLC35E2B	ENSG00000189339	background
SLC35E3	ENSG00000175782	wanted
SLC35E4	ENSG00000100036	background
SLC35F1	ENSG00000196376	background
SLC35F2	ENSG00000110660	wanted
SLC35F3	ENSG00000183780	wanted
SLC35F3-AS1	ENSG00000236244	background
SLC35F4	ENSG00000151812	background
SLC35F4-AS1	ENSG00000259039	background
SLC35F5	ENSG00000115084	background
SLC35F6	ENSG00000213699	background
SLC35G1	ENSG00000176273	background
SLC35G2	ENSG00000168917	background
SLC35G3	ENSG00000164729	background
SLC35G4	ENSG00000236396	background
SLC35G5	ENSG00000177710	background
SLC35G6	ENSG00000259224	background
SLC35H1	ENSG00000080189	wanted
SLC36A1	ENSG00000123643	background
SLC36A2	ENSG00000186335	background
SLC36A3	ENSG00000186334	background
SLC36A4	ENSG00000180773	background
SLC37A1	ENSG00000160190	background
SLC37A2	ENSG00000134955	wanted
SLC37A3	ENSG00000157800	wanted
SLC37A4	ENSG00000137700	background
SLC38A1	ENSG00000111371	background
SLC38A10	ENSG00000157637	background
SLC38A11	ENSG00000169507	background
SLC38A12	ENSG00000109066	background
SLC38A2	ENSG00000134294	background
SLC38A2-AS1	ENSG00000258096	background
SLC38A3	ENSG00000188338	background
SLC38A4	ENSG00000139209	background
SLC38A4-AS1	ENSG00000257261	background
SLC38A5	ENSG00000017483	background
SLC38A6	ENSG00000139974	wanted
SLC38A7	ENSG00000103042	background
SLC38A8	ENSG00000166558	background
SLC38A9	ENSG00000177058	background
SLC39A1	ENSG00000143570	background
SLC39A10	ENSG00000196950	background
SLC39A11	ENSG00000133195	wanted
SLC39A12	ENSG00000148482	background
SLC39A12-AS1	ENSG00000226083	background
SLC39A13	ENSG00000165915	background
SLC39A13-AS1	ENSG00000255197	background
SLC39A14	ENSG00000104635	background
SLC39A1P1	ENSG00000230137	background
SLC39A2	ENSG00000165794	background
SLC39A3	ENSG00000141873	background
SLC39A4	ENSG00000147804	background
SLC39A5	ENSG00000139540	background
SLC39A6	ENSG00000141424	background
SLC39A7	ENSG00000112473	wanted
SLC39A8	ENSG00000138821	background
SLC39A9	ENSG00000029364	wanted
SLC3A1	ENSG00000138079	wanted
SLC3A2	ENSG00000168003	background
SLC40A1	ENSG00000138449	background
SLC41A1	ENSG00000133065	wanted
SLC41A2	ENSG00000136052	background
SLC41A3	ENSG00000114544	background
SLC43A1	ENSG00000149150	background
SLC43A2	ENSG00000167703	background
SLC43A3	ENSG00000134802	background
SLC44A1	ENSG00000070214	background
SLC44A2	ENSG00000129353	background
SLC44A3	ENSG00000143036	background
SLC44A3-AS1	ENSG00000293271	background
SLC44A3P1	ENSG00000232658	background
SLC44A4	ENSG00000204385	background
SLC44A5	ENSG00000137968	background
SLC45A1	ENSG00000162426	background
SLC45A2	ENSG00000164175	background
SLC45A3	ENSG00000158715	background
SLC45A4	ENSG00000022567	background
SLC45A4-AS1	ENSG00000254019	background
SLC45A4-AS2	ENSG00000254197	background
SLC46A1	ENSG00000076351	background
SLC46A2	ENSG00000119457	background
SLC46A2-AS1	ENSG00000271631	background
SLC46A3	ENSG00000139508	background
SLC47A1	ENSG00000142494	background
SLC47A1P1	ENSG00000228983	background
SLC47A1P2	ENSG00000231625	background
SLC47A2	ENSG00000180638	background
SLC48A1	ENSG00000211584	background
SLC49A3	ENSG00000169026	background
SLC49A4	ENSG00000138463	background
SLC4A1	ENSG00000004939	background
SLC4A10	ENSG00000144290	background
SLC4A11	ENSG00000088836	background
SLC4A1AP	ENSG00000163798	background
SLC4A1APP1	ENSG00000232060	background
SLC4A1APP2	ENSG00000236401	background
SLC4A2	ENSG00000164889	background
SLC4A3	ENSG00000114923	background
SLC4A4	ENSG00000080493	background
SLC4A5	ENSG00000188687	background
SLC4A7	ENSG00000033867	background
SLC4A8	ENSG00000050438	wanted
SLC4A8-AS1	ENSG00000271065	background
SLC4A9	ENSG00000113073	background
SLC50A1	ENSG00000169241	background
SLC51A	ENSG00000163959	background
SLC51B	ENSG00000186198	background
SLC52A1	ENSG00000132517	background
SLC52A2	ENSG00000185803	background
SLC52A3	ENSG00000101276	wanted
SLC5A1	ENSG00000100170	wanted
SLC5A10	ENSG00000154025	background
SLC5A11	ENSG00000158865	background
SLC5A12	ENSG00000148942	background
SLC5A2	ENSG00000140675	background
SLC5A3	ENSG00000198743	background
SLC5A4	ENSG00000100191	background
SLC5A4-AS1	ENSG00000242082	background
SLC5A4P1	ENSG00000255116	background
SLC5A5	ENSG00000105641	background
SLC5A6	ENSG00000138074	background
SLC5A7	ENSG00000115665	background
SLC5A8	ENSG00000256870	wanted
SLC5A9	ENSG00000117834	background
SLC60A1	ENSG00000174514	background
SLC60A1-AS1	ENSG00000295836	background
SLC60A2	ENSG00000173214	background
SLC60A2-DT	ENSG00000231046	background
SLC60A2P1	ENSG00000250827	background
SLC61A1	ENSG00000182544	wanted
SLC66A1	ENSG00000040487	wanted
SLC66A1LP	ENSG00000293490	background
SLC66A2	ENSG00000122490	background
SLC66A2P1	ENSG00000231763	background
SLC66A3	ENSG00000162976	background
SLC67A1	ENSG00000110628	background
SLC67A1-AS	ENSG00000254827	background
SLC67A2	ENSG00000135953	background
SLC68A1	ENSG00000138111	background
SLC68A2P	ENSG00000230872	background
SLC6A1	ENSG00000157103	background
SLC6A1-AS1	ENSG00000232287	background
SLC6A10P	ENSG00000290985	background
SLC6A11	ENSG00000132164	wanted
SLC6A12	ENSG00000111181	background
SLC6A12-AS1	ENSG00000256577	background
SLC6A13	ENSG00000010379	background
SLC6A14	ENSG00000268104	background
SLC6A14P1	ENSG00000236077	background
SLC6A14P2	ENSG00000237860	background
SLC6A14P3	ENSG00000236655	background
SLC6A15	ENSG00000072041	wanted
SLC6A16	ENSG00000063127	background
SLC6A17	ENSG00000197106	wanted
SLC6A17-AS1	ENSG00000227091	background
SLC6A18	ENSG00000164363	background
SLC6A19	ENSG00000174358	background
SLC6A2	ENSG00000103546	background
SLC6A20	ENSG00000163817	background
SLC6A21P	ENSG00000269009	background
SLC6A3	ENSG00000142319	background
SLC6A4	ENSG00000108576	background
SLC6A5	ENSG00000165970	background
SLC6A6	ENSG00000131389	background
SLC6A6P1	ENSG00000226818	background
SLC6A7	ENSG00000011083	wanted
SLC6A8	ENSG00000130821	wanted
SLC6A9	ENSG00000196517	background
SLC71A1	ENSG00000156875	background
SLC71A1-AS1	ENSG00000241073	background
SLC71A2	ENSG00000148110	background
SLC71A3P	ENSG00000290770	background
SLC75A1	ENSG00000109736	background
SLC7A1	ENSG00000139514	background
SLC7A10	ENSG00000130876	background
SLC7A10-AS1	ENSG00000267714	background
SLC7A11	ENSG00000151012	background
SLC7A11-AS1	ENSG00000250033	background
SLC7A13	ENSG00000164893	background
SLC7A14	ENSG00000013293	background
SLC7A14-AS1	ENSG00000285051	background
SLC7A15P	ENSG00000232800	background
SLC7A2	ENSG00000003989	background
SLC7A2-IT1	ENSG00000279903	background
SLC7A3	ENSG00000165349	background
SLC7A4	ENSG00000099960	background
SLC7A5	ENSG00000103257	background
SLC7A5-AS1	ENSG00000260466	background
SLC7A5P1	ENSG00000260727	background
SLC7A5P2	ENSG00000258186	background
SLC7A6	ENSG00000103064	background
SLC7A6OS	ENSG00000103061	background
SLC7A7	ENSG00000155465	background
SLC7A8	ENSG00000092068	background
SLC7A9	ENSG00000021488	background
SLC8A1	ENSG00000183023	background
SLC8A1-AS1	ENSG00000227028	background
SLC8A2	ENSG00000118160	wanted
SLC8A3	ENSG00000100678	background
SLC8B1	ENSG00000089060	background
SLC9A1	ENSG00000090020	background
SLC9A2	ENSG00000115616	background
SLC9A3	ENSG00000066230	wanted
SLC9A3-AS1	ENSG00000225138	background
SLC9A3-OT1	ENSG00000188242	background
SLC9A3P1	ENSG00000233011	background
SLC9A3P2	ENSG00000238125	background
SLC9A3P3	ENSG00000226631	background
SLC9A3R1-AS1	ENSG00000266036	background
SLC9A4	ENSG00000180251	background
SLC9A5	ENSG00000135740	background
SLC9A6	ENSG00000198689	background
SLC9A7	ENSG00000065923	background
SLC9A7P1	ENSG00000293147	background
SLC9A8	ENSG00000197818	background
SLC9A9	ENSG00000181804	background
SLC9A9-AS1	ENSG00000240012	background
SLC9A9-AS2	ENSG00000244493	background
SLC9B1	ENSG00000164037	background
SLC9B1P1	ENSG00000183704	background
SLC9B1P2	ENSG00000214329	background
SLC9B1P3	ENSG00000233867	background
SLC9B1P4	ENSG00000227367	background
SLC9B2	ENSG00000164038	background
SLC9C1	ENSG00000172139	background
SLC9C2	ENSG00000162753	background
SLC9D1	ENSG00000150403	background
SLCO1A2	ENSG00000084453	wanted
SLCO1B1	ENSG00000134538	wanted
SLCO1B3	ENSG00000111700	wanted
SLCO1B3-SLCO1B7	ENSG00000257046	wanted
SLCO1B7	ENSG00000205754	background
SLCO1C1	ENSG00000139155	background
SLCO2A1	ENSG00000174640	background
SLCO2B1	ENSG00000137491	wanted
SLCO3A1	ENSG00000176463	background
SLCO4A1	ENSG00000101187	background
SLCO4A1-AS1	ENSG00000232803	background
SLCO4A1-AS2	ENSG00000277496	background
SLCO4C1	ENSG00000173930	background
SLCO5A1	ENSG00000137571	background
SLCO5A1-AS1	ENSG00000246528	background
SLCO6A1	ENSG00000205359	background
SLEAR	ENSG00000248599	background
SLED1	ENSG00000293200	background
SLF1	ENSG00000133302	background
SLF2	ENSG00000119906	background
SLFN11	ENSG00000172716	background
SLFN12	ENSG00000172123	background
SLFN12L	ENSG00000205045	background
SLFN13	ENSG00000154760	background
SLFN14	ENSG00000236320	background
SLFN5	ENSG00000166750	background
SLFNL1	ENSG00000171790	background
SLFNL1-AS1	ENSG00000281207	background
SLIRP	ENSG00000119705	background
SLIRP-OT1	ENSG00000197734	background
SLIRPP1	ENSG00000227505	background
SLIRPP2	ENSG00000249277	background
SLIT1	ENSG00000187122	background
SLIT1-AS1	ENSG00000234855	background
SLIT2	ENSG00000145147	background
SLIT2-IT1	ENSG00000248228	background
SLIT3	ENSG00000184347	background
SLIT3-AS1	ENSG00000248222	background
SLIT3-AS2	ENSG00000254042	background
SLITRK1	ENSG00000178235	background
SLITRK2	ENSG00000185985	background
SLITRK3	ENSG00000121871	background
SLITRK4	ENSG00000179542	background
SLITRK5	ENSG00000165300	background
SLITRK6	ENSG00000184564	background
SLK	ENSG00000065613	background
SLMAP	ENSG00000163681	wanted
SLN	ENSG00000170290	background
SLPI	ENSG00000124107	background
SLTM	ENSG00000137776	background
SLU7	ENSG00000164609	background
SLURP1	ENSG00000126233	background
SLURP2	ENSG00000283992	background
SLURP2-AS1	ENSG00000253196	background
SLX1A	ENSG00000132207	background
SLX1A-SULT1A3	ENSG00000213599	background
SLX1B	ENSG00000181625	background
SLX1B-SULT1A4	ENSG00000260280	background
SLX4	ENSG00000188827	background
SLX4IP	ENSG00000149346	background
SLX9	ENSG00000160256	background
SMAD1	ENSG00000170365	background
SMAD1-AS1	ENSG00000250902	background
SMAD1-AS2	ENSG00000250582	background
SMAD2	ENSG00000175387	background
SMAD3	ENSG00000166949	background
SMAD3-AS1	ENSG00000259202	background
SMAD3-DT	ENSG00000259347	background
SMAD4	ENSG00000141646	background
SMAD5	ENSG00000113658	background
SMAD5-AS1	ENSG00000164621	background
SMAD6	ENSG00000137834	background
SMAD7	ENSG00000101665	background
SMAD9	ENSG00000120693	background
SMAD9-IT1	ENSG00000236711	background
SMAGP	ENSG00000170545	wanted
