model_id	accession	organism	vclass	vorder	cell	cell_status	db_status	locus_rank	contig	start	end	strand	length	coverage	identity	family_margin	paralog_margin	frameshifts	stop_codons	bait	assigned_via	annot_gene	annot_family	annot_paralog	sibling_locus_for_annot_paralog	annotated_assembly	contig_spans_gene	profile_call	profile_confidence	profile_evidence	itpr_score	ryr_score	profile_rel_margin	profile_envelope	profile_reason
GCA_013397015.1|RYR|VWZQ01008955.1:470059-671917+	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VWZQ01008955.1	470059	671917	+	4971	1.0	0.6748	1.0	1.0	0	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	739.1	8203.5	0.9099	0.9996	ryr.hmm wins by 7464.4 bits (91.0% of 8203.5) over 4925 profile positions
GCA_013397245.1|ITPR1|VZTB01016242.1:12021-91901-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VZTB01016242.1	12021	91901	-	1418	0.5156	0.9767	1.0	0.4235	0	0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	primary				0	Y	0	ITPR	medium	partial	2184.7	291.5	0.8666	0.9979	itpr.hmm wins by 1893.2 bits (86.7% of 2184.7) over 1323 profile positions
GCA_013397245.1|ITPR1|VZTB01012331.1:363128-433269+	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	1	VZTB01012331.1	363128	433269	+	1363	0.4901	0.9634	1.0	1.0	1	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	medium	partial	2097.5	142.1	0.9323	0.9883	itpr.hmm wins by 1955.4 bits (93.2% of 2097.5) over 1315 profile positions
GCA_013397245.1|ITPR2|VZTB01004788.1:1910-176611+	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZTB01004788.1	1910	176611	+	2368	0.877	0.978	1.0	0.3146	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	3638.5	336.5	0.9075	0.9945	itpr.hmm wins by 3302.0 bits (90.8% of 3638.5) over 2306 profile positions
GCA_013397245.1|ITPR3|VZTB01002909.1:45-27455-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	0	VZTB01002909.1	45	27455	-	1645	0.6157	0.9927	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	high	architecture	2539.9	144.9	0.943	0.9994	itpr.hmm wins by 2395.0 bits (94.3% of 2539.9) over 1637 profile positions
GCA_013397245.1|ITPR3|VZTB01014641.1:197054-208749-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	1	VZTB01014641.1	197054	208749	-	1029	0.385	0.987	1.0	1.0	1	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	1473.6	287.7	0.8048	0.9981	itpr.hmm wins by 1185.9 bits (80.5% of 1473.6) over 996 profile positions
GCA_013397245.1|RYR|VZTB01006589.1:395-296542-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VZTB01006589.1	395	296542	-	3340	0.6804	0.9595	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	265.2	5490.2	0.9517	0.9919	ryr.hmm wins by 5225.0 bits (95.2% of 5490.2) over 3298 profile positions
GCA_013397245.1|RYR|VZTB01009153.1:168-77998+	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	assembly_gap	annotated_unnamed	1	VZTB01009153.1	168	77998	+	2928	0.5954	0.6748	1.0	1.0	0	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary	THRLUD_R12892			0	Y	0	RYR	high	architecture	115.2	4689.2	0.9754	0.9993	ryr.hmm wins by 4574.0 bits (97.5% of 4689.2) over 2933 profile positions
GCA_013397245.1|RYR|VZTB01011882.1:217828-265175-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	assembly_gap	genome_only	2	VZTB01011882.1	217828	265175	-	1255	0.2524	0.9681	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	463.3	2293.4	0.798	0.9992	ryr.hmm wins by 1830.1 bits (79.8% of 2293.4) over 1237 profile positions
GCA_013397245.1|RYR|VZTB01014661.1:171938-208409-	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	assembly_gap	genome_only	3	VZTB01014661.1	171938	208409	-	1399	0.2907	0.6569	1.0	1.0	2	0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	primary				0	Y	0	RYR	medium	partial	382.0	2254.2	0.8305	0.9814	ryr.hmm wins by 1872.2 bits (83.0% of 2254.2) over 1375 profile positions
GCA_013397295.1|ITPR2|VYXF01001320.1:235431-475463+	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VYXF01001320.1	235431	475463	+	2700	1.0	0.98	1.0	0.295	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4272.7	442.5	0.8964	0.9974	itpr.hmm wins by 3830.2 bits (89.6% of 4272.7) over 2636 profile positions
GCA_013397295.1|RYR|VYXF01004723.1:45110-412493-	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	found_annotated	annotated_unnamed	0	VYXF01004723.1	45110	412493	-	4958	0.9974	0.977	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary	POLCAE_R12426			0	Y	0	RYR	high	architecture	743.1	8478.1	0.9124	0.9956	ryr.hmm wins by 7735.0 bits (91.2% of 8478.1) over 4910 profile positions
GCA_013397295.1|RYR|VYXF01009487.1:85514-278560-	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VYXF01009487.1	85514	278560	-	4965	1.0	0.6768	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	743.4	8229.6	0.9097	0.9996	ryr.hmm wins by 7486.2 bits (91.0% of 8229.6) over 4925 profile positions
GCA_013397395.1|ITPR1|VXBN01013252.1:1291350-1443844+	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VXBN01013252.1	1291350	1443844	+	2779	1.0	0.9842	1.0	0.33	0	1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4384.6	422.9	0.9035	0.9932	itpr.hmm wins by 3961.7 bits (90.3% of 4384.6) over 2636 profile positions
GCA_013397395.1|ITPR2|VXBN01011463.1:166562-407849-	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXBN01011463.1	166562	407849	-	2700	1.0	0.9819	1.0	0.3128	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4273.8	441.9	0.8966	0.9974	itpr.hmm wins by 3831.9 bits (89.7% of 4273.8) over 2636 profile positions
GCA_013397395.1|RYR|VXBN01015030.1:901189-1094514+	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VXBN01015030.1	901189	1094514	+	4932	1.0	0.676	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	746.9	8214.2	0.9091	0.9996	ryr.hmm wins by 7467.3 bits (90.9% of 8214.2) over 4925 profile positions
GCA_013397465.1|ITPR1|VYZD01000015.1:3558831-3709701+	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR1	found_annotated	annotated_unnamed	0	VYZD01000015.1	3558831	3709701	+	2781	1.0	0.9853	1.0	0.3303	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	FURFIG_R11996			0	Y	0	ITPR	high	architecture	4409.3	428.4	0.9028	0.9939	itpr.hmm wins by 3980.9 bits (90.3% of 4409.3) over 2638 profile positions
GCA_013397465.1|ITPR2|VYZD01000396.1:298467-525932+	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VYZD01000396.1	298467	525932	+	2700	1.0	0.9796	1.0	0.3072	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4272.5	438.8	0.8973	0.9974	itpr.hmm wins by 3833.7 bits (89.7% of 4272.5) over 2636 profile positions
GCA_013397465.1|RYR|VYZD01002042.1:234-95900-	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	assembly_gap	annotated_unnamed	0	VYZD01002042.1	234	95900	-	2990	0.6228	0.6506	1.0	1.0	2	0	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	primary	FURFIG_R02901			0	Y	0	RYR	high	architecture	118.8	4636.8	0.9744	0.997	ryr.hmm wins by 4518.0 bits (97.4% of 4636.8) over 3062 profile positions
GCA_013397465.1|RYR|VYZD01000784.1:143411-392253+	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VYZD01000784.1	143411	392253	+	1068	0.215	0.9794	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	192.7	1922.9	0.8998	1.0	ryr.hmm wins by 1730.2 bits (90.0% of 1922.9) over 1050 profile positions
GCA_013397465.1|RYR|VYZD01003068.1:373-27520+	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	assembly_gap	genome_only	2	VYZD01003068.1	373	27520	+	871	0.2037	0.7391	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	273.8	1154.5	0.7628	0.8565	ryr.hmm wins by 880.7 bits (76.3% of 1154.5) over 730 profile positions
GCA_013397495.1|ITPR1|VYZC01000789.1:167834-247534+	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VYZC01000789.1	167834	247534	+	1720	0.6189	0.9849	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2761.8	0.0	1.0	0.9907	itpr.hmm wins by 2761.8 bits (100.0% of 2761.8) over 1675 profile positions; no ryr.hmm hit
GCA_013397495.1|ITPR2|VYZC01000147.1:1147216-1384546-	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VYZC01000147.1	1147216	1384546	-	2700	1.0	0.9819	1.0	0.3053	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4274.0	441.4	0.8967	0.9974	itpr.hmm wins by 3832.6 bits (89.7% of 4274.0) over 2636 profile positions
GCA_013397495.1|RYR|VYZC01000019.1:1653182-1869762-	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VYZC01000019.1	1653182	1869762	-	4941	1.0	0.6711	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	749.3	8211.4	0.9087	0.9899	ryr.hmm wins by 7462.1 bits (90.9% of 8211.4) over 4846 profile positions
GCA_013397815.1|ITPR1|VZTH01000998.1:284869-440646+	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZTH01000998.1	284869	440646	+	2779	1.0	0.986	1.0	0.3252	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4405.2	423.9	0.9038	0.9932	itpr.hmm wins by 3981.3 bits (90.4% of 4405.2) over 2636 profile positions
GCA_013397815.1|ITPR2|VZTH01019192.1:239755-484630+	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZTH01019192.1	239755	484630	+	2688	0.9956	0.9792	1.0	0.3104	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4253.0	443.1	0.8958	0.9974	itpr.hmm wins by 3809.9 bits (89.6% of 4253.0) over 2625 profile positions
GCA_013397815.1|ITPR3|VZTH01008759.1:1293-28176+	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VZTH01008759.1	1293	28176	+	2578	0.9652	0.9981	1.0	0.4016	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	ALERUF_R06457			0	Y	0	ITPR	high	architecture	3878.7	411.5	0.8939	0.9992	itpr.hmm wins by 3467.2 bits (89.4% of 3878.7) over 2536 profile positions
GCA_013397815.1|RYR|VZTH01000269.1:550972-744202-	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VZTH01000269.1	550972	744202	-	4629	0.9312	0.9769	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	617.2	7884.0	0.9217	0.9994	ryr.hmm wins by 7266.8 bits (92.2% of 7884.0) over 4605 profile positions
GCA_013397815.1|RYR|VZTH01018405.1:213306-413200+	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VZTH01018405.1	213306	413200	+	4972	1.0	0.6732	1.0	1.0	0	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	735.2	8203.8	0.9104	0.9996	ryr.hmm wins by 7468.6 bits (91.0% of 8203.8) over 4925 profile positions
GCA_013397895.1|ITPR1|VZRL01005794.1:229952-437130-	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZRL01005794.1	229952	437130	-	2779	1.0	0.9856	1.0	0.328	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4403.9	423.4	0.9039	0.9932	itpr.hmm wins by 3980.5 bits (90.4% of 4403.9) over 2636 profile positions
GCA_013397895.1|ITPR2|VZRL01002161.1:388382-606519-	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZRL01002161.1	388382	606519	-	2669	0.9885	0.982	1.0	0.3159	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4211.2	441.2	0.8952	0.9974	itpr.hmm wins by 3770.0 bits (89.5% of 4211.2) over 2606 profile positions
GCA_013397895.1|ITPR3|VZRL01004771.1:2311-15116+	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR3	found_annotated	genome_only	1	VZRL01004771.1	2311	15116	+	793	0.2936	0.9836	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	1210.0	231.5	0.8087	0.9987	itpr.hmm wins by 978.5 bits (80.9% of 1210.0) over 719 profile positions
GCA_013397895.1|RYR|VZRL01002523.1:468171-658861+	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZRL01002523.1	468171	658861	+	4960	1.0	0.6754	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	750.1	8224.2	0.9088	0.9996	ryr.hmm wins by 7474.1 bits (90.9% of 8224.2) over 4925 profile positions
GCA_013397955.1|ITPR1|VZRM01002778.1:346574-494715-	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZRM01002778.1	346574	494715	-	2780	1.0	0.9867	1.0	0.3276	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4402.5	424.6	0.9036	0.9932	itpr.hmm wins by 3977.9 bits (90.4% of 4402.5) over 2636 profile positions
GCA_013397955.1|ITPR2|VZRM01003629.1:237073-476309+	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZRM01003629.1	237073	476309	+	2700	1.0	0.98	1.0	0.3184	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4269.3	442.3	0.8964	0.9974	itpr.hmm wins by 3827.0 bits (89.6% of 4269.3) over 2636 profile positions
GCA_013397955.1|ITPR3|VZRM01006298.1:16047-60346+	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VZRM01006298.1	16047	60346	+	2689	1.0	0.9819	1.0	0.3927	1	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	GRAPIC_R11688			0	Y	0	ITPR	high	architecture	3989.1	420.7	0.8945	0.9996	itpr.hmm wins by 3568.4 bits (89.5% of 3989.1) over 2633 profile positions
GCA_013397955.1|RYR|VZRM01007608.1:60189-246791+	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZRM01007608.1	60189	246791	+	4965	1.0	0.6765	1.0	1.0	2	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	749.4	8231.1	0.909	0.9996	ryr.hmm wins by 7481.7 bits (90.9% of 8231.1) over 4925 profile positions
GCA_013398125.1|ITPR1|VZRW01010862.1:518735-677741+	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR1	found_unannotated	genome_only	0	VZRW01010862.1	518735	677741	+	2779	1.0	0.9899	1.0	0.3247	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4415.5	431.7	0.9022	0.9942	itpr.hmm wins by 3983.8 bits (90.2% of 4415.5) over 2636 profile positions
GCA_013398125.1|ITPR2|VZRW01011159.1:524789-658164-	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR2	assembly_gap	genome_only	0	VZRW01011159.1	524789	658164	-	1367	0.5063	0.9832	1.0	0.3823	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	medium	partial	2120.1	297.1	0.8599	0.9949	itpr.hmm wins by 1823.0 bits (86.0% of 2120.1) over 1323 profile positions
GCA_013398125.1|ITPR3|VZRW01006512.1:7118-16813-	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR3	found_annotated	genome_only	1	VZRW01006512.1	7118	16813	-	790	0.2936	0.9835	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	1211.6	230.5	0.8098	0.9987	itpr.hmm wins by 981.1 bits (81.0% of 1211.6) over 719 profile positions
GCA_013398125.1|RYR|VZRW01014125.1:219985-365125-	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	RYR	found_annotated	genome_only	1	VZRW01014125.1	219985	365125	-	4582	0.9248	0.6709	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	594.6	7556.5	0.9213	0.9996	ryr.hmm wins by 6961.9 bits (92.1% of 7556.5) over 4545 profile positions
GCA_013398175.1|ITPR1|VZRZ01002771.1:821575-977803+	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	ITPR1	found_annotated	annotated_unnamed	0	VZRZ01002771.1	821575	977803	+	2777	1.0	0.9813	1.0	0.3308	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	CLIRUF_R00391			0	Y	0	ITPR	high	architecture	4398.6	426.6	0.903	0.9928	itpr.hmm wins by 3972.0 bits (90.3% of 4398.6) over 2633 profile positions
GCA_013398175.1|ITPR2|VZRZ01004463.1:409686-656819+	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZRZ01004463.1	409686	656819	+	2700	1.0	0.9763	1.0	0.3113	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4265.7	442.3	0.8963	0.9967	itpr.hmm wins by 3823.4 bits (89.6% of 4265.7) over 2636 profile positions
GCA_013398175.1|RYR|VZRZ01002579.1:769125-979284-	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZRZ01002579.1	769125	979284	-	4921	1.0	0.6783	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	743.5	8226.0	0.9096	0.9996	ryr.hmm wins by 7482.5 bits (91.0% of 8226.0) over 4925 profile positions
GCA_013398455.1|ITPR1|VZSM01004910.1:1210115-1402937-	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZSM01004910.1	1210115	1402937	-	2779	1.0	0.9806	1.0	0.3246	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	1	ITPR	high	architecture	4397.9	426.0	0.9031	0.9932	itpr.hmm wins by 3971.9 bits (90.3% of 4397.9) over 2636 profile positions
GCA_013398455.1|ITPR2|VZSM01004385.1:562622-802507-	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZSM01004385.1	562622	802507	-	2700	1.0	0.9789	1.0	0.3135	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	1	ITPR	high	architecture	4268.3	441.6	0.8965	0.9974	itpr.hmm wins by 3826.7 bits (89.6% of 4268.3) over 2636 profile positions
GCA_013398455.1|ITPR3|VZSM01006023.1:1096375-1135930-	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VZSM01006023.1	1096375	1135930	-	2671	1.0	0.9959	1.0	0.3981	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	LOXCUR_R12629			0	Y	1	ITPR	high	architecture	4043.7	414.3	0.8975	0.9996	itpr.hmm wins by 3629.4 bits (89.8% of 4043.7) over 2633 profile positions
GCA_013398455.1|RYR|VZSM01002731.1:5502326-5695489-	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZSM01002731.1	5502326	5695489	-	4967	1.0	0.6737	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	1	RYR	high	architecture	741.9	8215.9	0.9097	0.9996	ryr.hmm wins by 7474.0 bits (91.0% of 8215.9) over 4925 profile positions
GCA_013398615.1|ITPR1|VZSR01001459.1:10232712-10378678+	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZSR01001459.1	10232712	10378678	+	2779	1.0	0.9856	1.0	0.3255	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4404.5	423.4	0.9039	0.9932	itpr.hmm wins by 3981.1 bits (90.4% of 4404.5) over 2636 profile positions
GCA_013398615.1|ITPR2|VZSR01002340.1:8119033-8359258+	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZSR01002340.1	8119033	8359258	+	2704	1.0	0.98	1.0	0.3156	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4272.8	439.1	0.8972	0.9974	itpr.hmm wins by 3833.7 bits (89.7% of 4272.8) over 2636 profile positions
GCA_013398615.1|ITPR3|VZSR01002526.1:2552752-2589225+	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VZSR01002526.1	2552752	2589225	+	2607	1.0	0.9522	1.0	0.3971	1	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	BRAATR_R04662			0	Y	0	ITPR	high	architecture	3821.5	414.7	0.8915	0.9873	itpr.hmm wins by 3406.8 bits (89.1% of 3821.5) over 2528 profile positions
GCA_013398615.1|RYR|VZSR01000520.1:18929082-19118951-	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZSR01000520.1	18929082	19118951	-	4909	1.0	0.674	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	738.6	8186.9	0.9098	0.9996	ryr.hmm wins by 7448.3 bits (91.0% of 8186.9) over 4925 profile positions
GCA_013398795.1|ITPR1|WBNG01000009.1:5257043-5405887+	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	WBNG01000009.1	5257043	5405887	+	2779	1.0	0.9838	1.0	0.3299	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4402.3	424.9	0.9035	0.9932	itpr.hmm wins by 3977.4 bits (90.3% of 4402.3) over 2636 profile positions
GCA_013398795.1|ITPR2|WBNG01000249.1:103434-351395+	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	WBNG01000249.1	103434	351395	+	2700	1.0	0.9793	1.0	0.3103	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4271.2	443.6	0.8961	0.9974	itpr.hmm wins by 3827.6 bits (89.6% of 4271.2) over 2636 profile positions
GCA_013398795.1|RYR|WBNG01000058.1:2626492-3006297-	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	RYR	found_annotated	annotated_unnamed	0	WBNG01000058.1	2626492	3006297	-	4965	1.0	0.9716	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary	ELAFOR_R07682			0	Y	0	RYR	high	architecture	740.0	8429.5	0.9122	0.9998	ryr.hmm wins by 7689.5 bits (91.2% of 8429.5) over 4930 profile positions
GCA_013398795.1|RYR|WBNG01000069.1:2325252-2516903+	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	RYR	found_annotated	genome_only	1	WBNG01000069.1	2325252	2516903	+	4877	1.0	0.6735	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	747.1	8162.8	0.9085	0.9967	ryr.hmm wins by 7415.7 bits (90.8% of 8162.8) over 4876 profile positions
GCA_013398835.1|ITPR1|VYZJ01000868.1:159473-241957+	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VYZJ01000868.1	159473	241957	+	1729	0.6222	0.9902	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2773.1	147.4	0.9468	0.9855	itpr.hmm wins by 2625.7 bits (94.7% of 2773.1) over 1675 profile positions
