subset	query	target	accession	alntmscore	qtmscore	ttmscore	fident	alnlen	query_length	query_coverage	evalue	bits	taxid	taxname	census_call	census_group	census_gene	target_name	target_gene	target_pfams	verdict
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5VYK3-2-F1-model_v6	Q5VYK3	1.153E-01	8.512E-02	1.005E-01	0.097	1937	2300	0.8422	1.201E-06	90	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O46382-F1-model_v6	O46382	1.153E-01	8.287E-02	9.717E-02	0.106	1829	2300	0.7952	2.618E-04	60	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9Y7K2-F1-model_v6	Q9Y7K2	1.135E-01	9.495E-02	9.433E-02	0.105	2098	2300	0.9122	9.906E-05	69	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A7TE19-F1-model_v6	A7TE19	1.129E-01	6.353E-02	1.120E-01	0.086	1492	2300	0.6487	8.818E-04	59	436907	Vanderwaltozyma polyspora DSM 70294	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9VM75-F1-model_v6	Q9VM75	1.110E-01	8.328E-02	8.965E-02	0.102	2010	2300	0.8739	3.062E-05	73	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q750S2-F1-model_v6	Q750S2	1.104E-01	7.218E-02	1.003E-01	0.094	1778	2300	0.773	5.183E-05	71	284811	Eremothecium gossypii ATCC 10895	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6ZRQ5-F1-model_v6	Q6ZRQ5	1.104E-01	6.951E-02	1.048E-01	0.101	1341	2300	0.583	6.346E-05	69	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6KC79-2-F1-model_v6	Q6KC79	1.102E-01	7.302E-02	6.435E-02	0.106	1738	2300	0.7557	1.207E-05	75	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P35169-F1-model_v6	P35169	1.052E-01	8.318E-02	7.970E-02	0.100	1953	2300	0.8491	2.618E-04	61	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q96HP0-F1-model_v6	Q96HP0	1.038E-01	8.865E-02	9.460E-02	0.098	2394	2300	1.0409	2.698E-06	75	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9LZX8-F1-model_v6	Q9LZX8	1.022E-01	7.717E-02	8.899E-02	0.098	1850	2300	0.8043	5.003E-04	56	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5T4S7-5-F1-model_v6	Q5T4S7	1.020E-01	7.023E-02	6.668E-02	0.114	1686	2300	0.733	2.226E-04	58	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9C0Z4-F1-model_v6	Q9C0Z4	1.014E-01	7.555E-02	9.457E-02	0.117	1859	2300	0.8083	3.189E-05	70	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P32600-F1-model_v6	P32600	1.013E-01	8.926E-02	8.617E-02	0.101	2223	2300	0.9665	3.189E-05	70	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q4P456-F1-model_v6	Q4P456	1.010E-01	6.795E-02	7.853E-02	0.096	1672	2300	0.727	5.649E-04	53	5270	Mycosarcoma maydis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P87112-F1-model_v6	P87112	1.006E-01	7.170E-02	7.627E-02	0.100	1827	2300	0.7943	1.893E-04	58	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q69YN4-F1-model_v6	Q69YN4	9.946E-02	5.796E-02	6.891E-02	0.113	1545	2300	0.6717	9.957E-04	52	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6KCD5-2-F1-model_v6	Q6KCD5	9.913E-02	7.054E-02	6.354E-02	0.099	1812	2300	0.7878	3.600E-05	67	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q29L43-F1-model_v6	Q29L43	9.912E-02	8.320E-02	9.851E-02	0.095	2108	2300	0.9165	1.309E-05	73	46245	Drosophila pseudoobscura pseudoobscura	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q80TA9-F1-model_v6	Q80TA9	9.639E-02	8.299E-02	8.024E-02	0.103	2195	2300	0.9543	8.132E-04	51	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A2A5R2-F1-model_v6	A2A5R2	9.168E-02	7.176E-02	8.503E-02	0.101	2058	2300	0.8948	9.562E-04	50	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q3UGY8-F1-model_v6	Q3UGY8	8.988E-02	7.083E-02	7.358E-02	0.094	2029	2300	0.8822	5.425E-04	51	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A2AGH6-F1-model_v6	A2AGH6	8.901E-02	6.880E-02	7.131E-02	0.102	2008	2300	0.873	4.086E-04	51	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O75165-F1-model_v6	O75165	8.809E-02	7.646E-02	7.811E-02	0.099	2491	2300	1.083	3.062E-05	62	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O60287-F1-model_v6	O60287	8.677E-02	6.525E-02	6.582E-02	0.104	1914	2300	0.8322	6.916E-04	49	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q2RBN7-F1-model_v6	Q2RBN7	7.899E-02	6.087E-02	7.337E-02	0.105	2121	2300	0.9222	1.370E-04	52	39947	Oryza sativa Japonica Group	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O14356-F1-model_v6	O14356	7.342E-02	5.979E-02	5.910E-02	0.112	2019	2300	0.8778	4.978E-05	55	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q14571-2-F1-model_v6	Q14571	9.694E-01	7.522E-02	8.755E-01	0.970	169	2168	0.078	9.154E-15	869	9606	Homo sapiens	ITPR	Vertebrata	ITPR2				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8WN95-F1-model_v6	Q8WN95	9.479E-01	9.470E-01	7.753E-01	0.616	2599	2168	1.1988	0.000E+00	11722	9913	Bos taurus	ITPR	Vertebrata	ITPR3				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-P70227-F1-model_v6	P70227	9.447E-01	9.438E-01	7.714E-01	0.614	2605	2168	1.2016	0.000E+00	11349	10090	Mus musculus	ITPR	Vertebrata	Itpr3				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q63269-F1-model_v6	Q63269	9.372E-01	9.363E-01	7.658E-01	0.614	2605	2168	1.2016	0.000E+00	11322	10116	Rattus norvegicus	ITPR	Vertebrata	Itpr3				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-P11881-8-F1-model_v6	P11881	9.347E-01	9.339E-01	7.572E-01	0.638	2623	2168	1.2099	0.000E+00	11648	10090	Mus musculus	ITPR	Vertebrata	Itpr1				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q14643-4-F1-model_v6	Q14643	9.346E-01	9.342E-01	7.575E-01	0.636	2625	2168	1.2108	0.000E+00	11586	9606	Homo sapiens	ITPR	Vertebrata	ITPR1				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q14573-F1-model_v6	Q14573	9.302E-01	9.294E-01	7.602E-01	0.615	2606	2168	1.202	0.000E+00	11519	9606	Homo sapiens	ITPR	Vertebrata	ITPR3				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-P29994-8-F1-model_v6	P29994	9.240E-01	9.236E-01	7.496E-01	0.636	2625	2168	1.2108	0.000E+00	11692	10116	Rattus norvegicus	ITPR	Vertebrata	Itpr1				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8WSR4-F1-model_v6	Q8WSR4	9.230E-01	9.222E-01	7.481E-01	0.577	2636	2168	1.2159	0.000E+00	10881	7594	Patiria pectinifera	ITPR	Metazoa (non-vertebrate)	IP3R				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9Z329-3-F1-model_v6	Q9Z329	9.039E-01	9.031E-01	7.409E-01	0.795	2629	2168	1.2126	0.000E+00	12695	10090	Mus musculus	ITPR	Vertebrata	Itpr2				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9HCN8-F1-model_v6	Q9HCN8	7.887E-01	7.191E-02	6.297E-01	0.130	191	2168	0.0881	6.857E-05	294	9606	Homo sapiens	not_in_census			Stromal cell-derived factor 2-like protein 1	SDF2L1	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9ESP1-F1-model_v6	Q9ESP1	7.832E-01	7.348E-02	6.388E-01	0.128	195	2168	0.0899	7.650E-05	291	10090	Mus musculus	not_in_census			Stromal cell-derived factor 2-like protein 1	Sdf2l1	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q3T083-F1-model_v6	Q3T083	7.762E-01	7.158E-02	6.208E-01	0.141	191	2168	0.0881	1.905E-04	269	9913	Bos taurus	not_in_census			Stromal cell-derived factor 2-like protein 1	SDF2L1	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q99470-F1-model_v6	Q99470	7.753E-01	6.910E-02	6.289E-01	0.154	188	2168	0.0867	9.182E-05	280	9606	Homo sapiens	not_in_census			Stromal cell-derived factor 2	SDF2	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q93ZE8-F1-model_v6	Q93ZE8	7.561E-01	6.904E-02	6.003E-01	0.149	187	2168	0.0863	6.857E-05	279	3702	Arabidopsis thaliana	not_in_census			Stromal cell-derived factor 2-like protein	SDF2	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q54P23-F1-model_v6	Q54P23	7.484E-01	7.171E-02	6.410E-01	0.147	197	2168	0.0909	2.856E-05	298	44689	Dictyostelium discoideum	not_in_census			Stromal cell-derived factor 2-like protein		PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9DCT5-F1-model_v6	Q9DCT5	7.472E-01	7.055E-02	6.310E-01	0.165	193	2168	0.089	9.182E-05	272	10090	Mus musculus	not_in_census			Stromal cell-derived factor 2	Sdf2	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q3SZ45-F1-model_v6	Q3SZ45	7.348E-01	6.959E-02	6.209E-01	0.158	195	2168	0.0899	1.063E-04	265	9913	Bos taurus	not_in_census			Stromal cell-derived factor 2	SDF2	PF02815	shared domain, not a receptor
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9Z329-2-F1-model_v6	Q9Z329	6.344E-01	4.553E-01	6.073E-01	0.494	2455	2168	1.1324	0.000E+00	5023	10090	Mus musculus	ITPR	Vertebrata	Itpr2				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9Y0A1-5-F1-model_v6	Q9Y0A1	6.320E-01	4.084E-01	5.071E-01	0.350	1629	2168	0.7514	1.484E-82	3757	6239	Caenorhabditis elegans	ITPR	Metazoa (non-vertebrate)	itr-1				confirms census ITPR
afdb_swissprot	reference_ITPR2_9YKK	AF-Q54XI9-F1-model_v6	Q54XI9	3.853E-01	1.290E-01	1.429E-01	0.114	789	2168	0.3639	1.530E-04	169	44689	Dictyostelium discoideum	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-P52306-2-F1-model_v6	P52306	3.614E-01	1.072E-01	3.585E-01	0.113	846	2168	0.3902	9.182E-05	151	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q18825-F1-model_v6	Q18825	3.614E-01	1.116E-01	2.723E-01	0.089	820	2168	0.3782	2.646E-04	144	6239	Caenorhabditis elegans	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q05AL1-F1-model_v6	Q05AL1	3.550E-01	1.278E-01	3.532E-01	0.119	835	2168	0.3851	9.587E-07	212	7955	Danio rerio	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q7RXW1-F1-model_v6	Q7RXW1	3.495E-01	9.453E-02	3.344E-01	0.113	768	2168	0.3542	2.952E-04	145	367110	Neurospora crassa OR74A	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q04173-2-F1-model_v6	Q04173	3.475E-01	1.020E-01	3.458E-01	0.098	723	2168	0.3335	1.102E-04	155	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-E1B8W3-F1-model_v6	E1B8W3	3.454E-01	1.071E-01	2.095E-01	0.099	803	2168	0.3704	6.146E-05	164	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5R6S3-F1-model_v6	Q5R6S3	3.445E-01	1.214E-01	3.421E-01	0.132	837	2168	0.3861	1.386E-07	226	9601	Pongo abelii	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8IUR7-F1-model_v6	Q8IUR7	3.386E-01	1.179E-01	3.312E-01	0.132	820	2168	0.3782	4.970E-07	212	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9DBR3-F1-model_v6	Q9DBR3	3.377E-01	1.177E-01	3.306E-01	0.131	809	2168	0.3732	2.310E-07	219	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q2KI54-F1-model_v6	Q2KI54	3.365E-01	1.178E-01	3.303E-01	0.133	822	2168	0.3792	4.141E-07	212	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-P52306-F1-model_v6	P52306	3.324E-01	1.066E-01	3.300E-01	0.117	850	2168	0.3921	4.937E-05	152	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8IUR7-8-F1-model_v6	Q8IUR7	3.261E-01	1.061E-01	3.185E-01	0.128	795	2168	0.3667	2.476E-06	194	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8IUR7-3-F1-model_v6	Q8IUR7	3.254E-01	1.069E-01	3.231E-01	0.129	777	2168	0.3584	9.244E-07	199	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5PPZ9-F1-model_v6	Q5PPZ9	3.241E-01	1.035E-01	3.217E-01	0.114	786	2168	0.3625	3.555E-05	158	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O93614-F1-model_v6	O93614	3.223E-01	1.038E-01	3.204E-01	0.106	780	2168	0.3598	7.650E-05	151	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q68FK4-F1-model_v6	Q68FK4	3.063E-01	1.140E-01	3.001E-01	0.123	852	2168	0.393	5.752E-07	197	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8IUR7-7-F1-model_v6	Q8IUR7	3.037E-01	1.063E-01	2.971E-01	0.123	808	2168	0.3727	4.455E-07	198	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-A1Z6S7-F1-model_v6	A1Z6S7	2.846E-01	1.009E-01	2.824E-01	0.092	815	2168	0.3759	2.846E-04	121	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9LM76-F1-model_v6	Q9LM76	2.693E-01	1.075E-01	2.385E-01	0.110	859	2168	0.3962	4.425E-05	141	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5PQP9-F1-model_v6	Q5PQP9	2.679E-01	1.052E-01	2.149E-01	0.113	888	2168	0.4096	1.646E-04	125	10116	Rattus norvegicus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5EBP3-F1-model_v6	Q5EBP3	2.573E-01	1.013E-01	2.048E-01	0.105	862	2168	0.3976	5.311E-05	131	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q3V129-F1-model_v6	Q3V129	2.407E-01	1.151E-01	1.736E-01	0.114	1128	2168	0.5203	3.543E-04	112	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5R4M2-F1-model_v6	Q5R4M2	2.375E-01	1.162E-01	1.808E-01	0.109	1268	2168	0.5849	3.176E-04	111	9601	Pongo abelii	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O95782-2-F1-model_v6	O95782	2.366E-01	8.603E-02	1.611E-01	0.107	809	2168	0.3732	6.589E-04	103	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8BKC5-2-F1-model_v6	Q8BKC5	2.289E-01	1.174E-01	2.273E-01	0.104	1278	2168	0.5895	5.138E-06	139	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5ZMJ7-F1-model_v6	Q5ZMJ7	2.279E-01	1.082E-01	2.112E-01	0.129	1152	2168	0.5314	6.589E-04	94	9031	Gallus gallus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q69ZM6-F1-model_v6	Q69ZM6	2.269E-01	9.976E-02	1.567E-01	0.109	1097	2168	0.506	1.063E-04	113	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8TCG1-F1-model_v6	Q8TCG1	2.256E-01	9.871E-02	2.000E-01	0.125	1046	2168	0.4825	6.125E-04	99	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-B8ARW2-F1-model_v6	B8ARW2	2.254E-01	1.032E-01	2.213E-01	0.118	1087	2168	0.5014	4.440E-06	141	39946	Oryza sativa Indica Group	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O13864-F1-model_v6	O13864	2.251E-01	9.949E-02	2.241E-01	0.108	1148	2168	0.5295	7.650E-05	118	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-P53067-F1-model_v6	P53067	2.237E-01	1.173E-01	2.226E-01	0.108	1256	2168	0.5793	5.713E-05	116	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9NRP7-F1-model_v6	Q9NRP7	2.221E-01	1.048E-01	1.610E-01	0.105	1071	2168	0.494	1.912E-05	127	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q92973-F1-model_v6	Q92973	2.200E-01	1.033E-01	2.136E-01	0.102	1167	2168	0.5383	2.551E-04	111	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-E0CZ22-2-F1-model_v6	E0CZ22	2.189E-01	1.314E-01	2.169E-01	0.101	1462	2168	0.6744	4.267E-05	118	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q3SYU7-F1-model_v6	Q3SYU7	2.189E-01	1.030E-01	2.129E-01	0.103	1168	2168	0.5387	2.205E-04	111	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q99KD5-F1-model_v6	Q99KD5	2.186E-01	1.043E-01	2.142E-01	0.099	1265	2168	0.5835	9.523E-05	112	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q96C45-F1-model_v6	Q96C45	2.173E-01	1.097E-01	1.685E-01	0.103	1241	2168	0.5724	5.713E-05	115	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8CGY6-F1-model_v6	Q8CGY6	2.166E-01	1.019E-01	2.104E-01	0.121	1168	2168	0.5387	1.066E-05	127	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8BKC5-F1-model_v6	Q8BKC5	2.160E-01	1.157E-01	2.146E-01	0.103	1387	2168	0.6398	5.752E-07	153	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q54EW3-F1-model_v6	Q54EW3	2.154E-01	1.232E-01	2.140E-01	0.116	1335	2168	0.6158	7.988E-07	153	44689	Dictyostelium discoideum	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8IWX7-3-F1-model_v6	Q8IWX7	2.154E-01	1.065E-01	2.150E-01	0.111	1384	2168	0.6384	1.593E-05	120	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-B9EJR8-F1-model_v6	B9EJR8	2.104E-01	9.171E-02	2.054E-01	0.111	1147	2168	0.5291	2.646E-04	105	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q10FT0-F1-model_v6	Q10FT0	2.103E-01	8.787E-02	1.916E-01	0.099	1102	2168	0.5083	8.853E-05	110	39947	Oryza sativa Japonica Group	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q32PZ3-F1-model_v6	Q32PZ3	2.083E-01	9.690E-02	2.028E-01	0.105	1242	2168	0.5729	1.143E-04	107	10116	Rattus norvegicus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5ZIC8-F1-model_v6	Q5ZIC8	2.053E-01	1.175E-01	2.023E-01	0.091	1238	2168	0.571	5.906E-04	94	9031	Gallus gallus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9H3U1-F1-model_v6	Q9H3U1	2.022E-01	9.694E-02	1.989E-01	0.114	1338	2168	0.6172	3.811E-04	96	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O43592-F1-model_v6	O43592	2.018E-01	1.065E-01	1.988E-01	0.109	1298	2168	0.5987	8.912E-07	138	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-G5ED41-F1-model_v6	G5ED41	2.013E-01	1.312E-01	1.989E-01	0.102	1535	2168	0.708	3.579E-07	150	6239	Caenorhabditis elegans	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O18388-F1-model_v6	O18388	2.007E-01	9.722E-02	1.988E-01	0.092	1152	2168	0.5314	1.323E-04	106	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q6P5F9-F1-model_v6	Q6P5F9	2.004E-01	1.218E-01	1.996E-01	0.102	1402	2168	0.6467	1.905E-04	102	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5R9G4-2-F1-model_v6	Q5R9G4	1.994E-01	1.254E-01	1.980E-01	0.102	1321	2168	0.6093	6.857E-05	105	9601	Pongo abelii	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5XPI3-F1-model_v6	Q5XPI3	1.988E-01	9.906E-02	1.463E-01	0.101	1089	2168	0.5023	3.675E-04	89	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q06142-F1-model_v6	Q06142	1.987E-01	9.641E-02	1.980E-01	0.105	1101	2168	0.5078	1.024E-04	106	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-F4IIM1-F1-model_v6	F4IIM1	1.977E-01	1.281E-01	1.291E-01	0.112	1613	2168	0.744	1.336E-07	159	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q68F64-F1-model_v6	Q68F64	1.975E-01	9.579E-02	1.951E-01	0.096	1380	2168	0.6365	2.962E-05	114	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q55CQ7-F1-model_v6	Q55CQ7	1.955E-01	9.811E-02	1.912E-01	0.115	1190	2168	0.5489	1.713E-05	115	44689	Dictyostelium discoideum	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-O60100-F1-model_v6	O60100	1.948E-01	1.054E-01	1.930E-01	0.097	1474	2168	0.6799	2.212E-05	114	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q6DGE9-F1-model_v6	Q6DGE9	1.940E-01	9.148E-02	1.938E-01	0.090	1311	2168	0.6047	1.323E-04	105	7955	Danio rerio	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q99189-F1-model_v6	Q99189	1.932E-01	1.013E-01	1.921E-01	0.108	1147	2168	0.5291	6.834E-04	89	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8L5Y6-F1-model_v6	Q8L5Y6	1.931E-01	1.316E-01	1.924E-01	0.100	1505	2168	0.6942	1.719E-06	141	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5RAP0-F1-model_v6	Q5RAP0	1.930E-01	9.585E-02	1.922E-01	0.102	1219	2168	0.5623	1.837E-04	102	9601	Pongo abelii	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q9R0L4-3-F1-model_v6	Q9R0L4	1.926E-01	1.317E-01	1.897E-01	0.102	1526	2168	0.7039	4.114E-05	113	10116	Rattus norvegicus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q5SRE5-F1-model_v6	Q5SRE5	1.917E-01	1.204E-01	1.447E-01	0.104	1603	2168	0.7394	9.910E-06	121	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR2_9YKK	AF-Q8CGY6-2-F1-model_v6	Q8CGY6	1.916E-01	9.557E-02	1.903E-01	0.106	1380	2168	0.6365	5.527E-06	124	10090	Mus musculus	not_in_census						below the same-fold bar
