claim	label
vertebrate ITPRs (incl. unassigned)	ITPR3_Spizella_passerina_GCA_056776345.1_ITPR3_2783550
vertebrate ITPRs (incl. unassigned)	ITPR3_Xenopus_tropicalis_Western_clawed_frog_A0A8J0SYK9
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3IQL0
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JHJ0
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JQ24
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401RNU3
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401S8Q3
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401SQC9
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Latimeria_chalumnae_GCF_037176945.1_ITPR1_35775795
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_122839381
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_297520938
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_86116883
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0AAJ7U4X1
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8BRT5
vertebrate ITPRs (incl. unassigned)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8C056
ITPR family (all non-RyR)	ITPR1_Apteryx_mantelli_North_Island_brown_ki_A0ABM4F3U0
ITPR family (all non-RyR)	ITPR1_Bos_taurus_Bovine_Q9TU34
ITPR family (all non-RyR)	ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VJN0
ITPR family (all non-RyR)	ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VNY7
ITPR family (all non-RyR)	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M2BDG0
ITPR family (all non-RyR)	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AB32U288
ITPR family (all non-RyR)	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AC58JVG8
ITPR family (all non-RyR)	ITPR1_Gallus_gallus_Chicken_A0A8V0ZJT0
ITPR family (all non-RyR)	ITPR1_Homo_sapiens_Human_Q14643
ITPR family (all non-RyR)	ITPR1_Latimeria_chalumnae_Coelacanth_H3A1P5
ITPR family (all non-RyR)	ITPR1_Mus_musculus_Mouse_P11881
ITPR family (all non-RyR)	ITPR1_Podarcis_muralis_Wall_lizard_Lacerta_m_A0A670JBK6
ITPR family (all non-RyR)	ITPR1_Salarias_fasciatus_Jewelled_blenny_Ble_A0A672IUQ7
ITPR family (all non-RyR)	ITPR1_Somniosus_microcephalus_GCF_052327205.1_ITPR1_147905519
ITPR family (all non-RyR)	ITPR1_Xenopus_tropicalis_Western_clawed_frog_A0A8J0T3U5
ITPR family (all non-RyR)	ITPR2_Astatotilapia_calliptera_Eastern_river_A0AAX7UHL1
ITPR family (all non-RyR)	ITPR2_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M9PQQ3
ITPR family (all non-RyR)	ITPR2_Echinorhinus_cookei_GCA_057876775.1_ITPR2_17288896
ITPR family (all non-RyR)	ITPR2_Gallus_gallus_Chicken_F1P1X4
ITPR family (all non-RyR)	ITPR2_Gekko_japonicus_Schlegel_s_Japanese_ge_A0ABM1LG32
ITPR family (all non-RyR)	ITPR2_Homo_sapiens_Human_Q14571
ITPR family (all non-RyR)	ITPR2_Mus_musculus_Mouse_Q9Z329
ITPR family (all non-RyR)	ITPR2_Nibea_albiflora_GCA_014281875.1_ITPR2_12447838
ITPR family (all non-RyR)	ITPR2_Rattus_norvegicus_Rat_P29995
ITPR family (all non-RyR)	ITPR2_Strigops_habroptila_Kakapo_A0A672UP22
ITPR family (all non-RyR)	ITPR2_Xenopus_tropicalis_Western_clawed_frog_A0A6I8RGU0
ITPR family (all non-RyR)	ITPR3_Athene_cunicularia_Burrowing_owl_Speot_A0A663MIF9
ITPR family (all non-RyR)	ITPR3_Callorhinchus_milii_Ghost_shark_A0A4W3GWE7
ITPR family (all non-RyR)	ITPR3_Copsychus_sechellarum_GCA_054084135.1_ITPR3_2574051
ITPR family (all non-RyR)	ITPR3_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M6Z266
ITPR family (all non-RyR)	ITPR3_Echinorhinus_cookei_GCA_057876775.1_ITPR3_46076206
ITPR family (all non-RyR)	ITPR3_Gallus_gallus_Chicken_A0A8V1ACE6
ITPR family (all non-RyR)	ITPR3_Homo_sapiens_Human_Q14573
ITPR family (all non-RyR)	ITPR3_Hymenochirus_boettgeri_GCA_019447015.1_ITPR3_126480658
ITPR family (all non-RyR)	ITPR3_Latimeria_chalumnae_Coelacanth_H3B932
ITPR family (all non-RyR)	ITPR3_Mus_musculus_Mouse_P70227
ITPR family (all non-RyR)	ITPR3_Nothobranchius_furzeri_Turquoise_killi_A0A8C6KWV8
ITPR family (all non-RyR)	ITPR3_Pogona_vitticeps_central_bearded_drago_A0A6J0TV85
ITPR family (all non-RyR)	ITPR3_Rattus_norvegicus_Rat_Q63269
ITPR family (all non-RyR)	ITPR3_Saguinus_oedipus_GCA_031835075.1_ITPR3_43596197
ITPR family (all non-RyR)	ITPR3_Sousa_chinensis_GCA_007760645.1_ITPR3_5949234
ITPR family (all non-RyR)	ITPR3_Sphenodon_punctatus_GCA_003113815.1_ITPR3_3264626
ITPR family (all non-RyR)	ITPR3_Spizella_passerina_GCA_056776345.1_ITPR3_2783550
ITPR family (all non-RyR)	ITPR3_Xenopus_tropicalis_Western_clawed_frog_A0A8J0SYK9
ITPR family (all non-RyR)	fungi_Entomophthora_muscae_A0ACC2TPX2
ITPR family (all non-RyR)	fungi_Jimgerdemannia_flammicorona_A0A433QY11
ITPR family (all non-RyR)	invert_metazoa_Actinia_tenebrosa_Australian_red_warat_A0A6P8IUM8
ITPR family (all non-RyR)	invert_metazoa_Amphimedon_queenslandica_Sponge_A0AAN0JIF7
ITPR family (all non-RyR)	invert_metazoa_Araneus_ventricosus_Orbweaver_spider_E_A0A4Y2F2N2
ITPR family (all non-RyR)	invert_metazoa_Brachionus_calyciflorus_A0A813MP72
ITPR family (all non-RyR)	invert_metazoa_Branchiostoma_lanceolatum_Common_lance_A0A8K0A0Y4
ITPR family (all non-RyR)	invert_metazoa_Bugula_neritina_Brown_bryozoan_Sertula_A0A7J7J401
ITPR family (all non-RyR)	invert_metazoa_Caenorhabditis_elegans_Q9Y0A1
ITPR family (all non-RyR)	invert_metazoa_Capitella_teleta_Polychaete_worm_R7TPX0
ITPR family (all non-RyR)	invert_metazoa_Convolutriloba_macropyga_GCF_964194025.1_copy1_11915090
ITPR family (all non-RyR)	invert_metazoa_Dicyema_japonicum_GCA_011109175.1_copy1_1388155
ITPR family (all non-RyR)	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy1_1267705
ITPR family (all non-RyR)	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy2_131952
ITPR family (all non-RyR)	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy4_2597059
ITPR family (all non-RyR)	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy5_3583648
ITPR family (all non-RyR)	invert_metazoa_Drosophila_melanogaster_Fruit_fly_P29993
ITPR family (all non-RyR)	invert_metazoa_Dugesia_japonica_Planarian_R9S1J3
ITPR family (all non-RyR)	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy2_7972063
ITPR family (all non-RyR)	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy5_27474136
ITPR family (all non-RyR)	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy6_5305343
ITPR family (all non-RyR)	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy7_13836631
ITPR family (all non-RyR)	invert_metazoa_Epiperipatus_broadwayi_GCA_028023455.1_copy1_8600421
ITPR family (all non-RyR)	invert_metazoa_Fasciola_hepatica_Liver_fluke_A0A4E0RYC0
ITPR family (all non-RyR)	invert_metazoa_Flaccisagitta_enflata_GCA_965153355.1_copy1_35611522
ITPR family (all non-RyR)	invert_metazoa_Gordionus_wolterstorffii_GCA_976986565.1_copy1_11909076
ITPR family (all non-RyR)	invert_metazoa_Hirondellea_gigas_A0A6A7G5P7
ITPR family (all non-RyR)	invert_metazoa_Hypsibius_exemplaris_Freshwater_tardig_A0A1W0X7L5
ITPR family (all non-RyR)	invert_metazoa_Intoshia_linei_GCA_001642005.1_copy1_548
ITPR family (all non-RyR)	invert_metazoa_Lepidodermella_squamata_GCA_047495785.1_copy1_1478289
ITPR family (all non-RyR)	invert_metazoa_Limulus_polyphemus_Atlantic_horseshoe__A0ABM1SEU6
ITPR family (all non-RyR)	invert_metazoa_Lingula_anatina_Brachiopod_Lingula_ung_A0A1S3JYY5
ITPR family (all non-RyR)	invert_metazoa_Littorina_saxatilis_A0AAN9BAK1
ITPR family (all non-RyR)	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy10_370736
ITPR family (all non-RyR)	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy2_9986
ITPR family (all non-RyR)	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy5_191213
ITPR family (all non-RyR)	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy8_50053
ITPR family (all non-RyR)	invert_metazoa_Mnemiopsis_leidyi_Sea_walnut_Warty_com_A0ACF8YJ40
ITPR family (all non-RyR)	invert_metazoa_Mytilus_coruscus_Sea_mussel_A0A6J7ZY28
ITPR family (all non-RyR)	invert_metazoa_Neoechinorhynchus_agilis_GCA_051530055.1_copy1_5945861
ITPR family (all non-RyR)	invert_metazoa_Patiria_pectinifera_Starfish_Asterina__Q8WSR4
ITPR family (all non-RyR)	invert_metazoa_Phallusia_mammillata_A0A6F9DES0
ITPR family (all non-RyR)	invert_metazoa_Phoronis_australis_GCA_055505105.1_copy2_18943062
ITPR family (all non-RyR)	invert_metazoa_Raillietiella_orientalis_GCA_036172245.1_copy1_155838
ITPR family (all non-RyR)	invert_metazoa_Saccoglossus_kowalevskii_Acorn_worm_A0ACM8C709
ITPR family (all non-RyR)	invert_metazoa_Trichinella_britovi_Parasitic_roundwor_A0A0V1CUW8
ITPR family (all non-RyR)	invert_metazoa_Trichoplax_adhaerens_Trichoplax_reptan_B3RUD1
ITPR family (all non-RyR)	invert_metazoa_Tubiluchus_corallicola_GCA_030141605.1_copy1_290621
ITPR family (all non-RyR)	invert_metazoa_Tubulanus_polymorphus_GCF_964204645.1_copy2_7918633
ITPR family (all non-RyR)	plant_Chlamydomonas_reinhardtii_Chlamydomona_A0A2K3CTW4
ITPR family (all non-RyR)	plant_Cymbomonas_tetramitiformis_A0AAE0G204
ITPR family (all non-RyR)	plant_Volvox_carteri_f._nagariensis_D8UKJ4
ITPR family (all non-RyR)	protist_Acanthamoeba_castellanii_strain_ATCC_3_L8GF85
ITPR family (all non-RyR)	protist_Aphanomyces_stellatus_A0A485LKV7
ITPR family (all non-RyR)	protist_Aureococcus_anophagefferens_GCF_000186865.1_copy2_139898
ITPR family (all non-RyR)	protist_Dictyostelium_discoideum_Social_amoeba_Q9NA13
ITPR family (all non-RyR)	protist_Fonticula_alba_Slime_mold_A0A058ZDJ2
ITPR family (all non-RyR)	protist_Leishmania_martiniquensis_A0A836HD65
ITPR family (all non-RyR)	protist_Naegleria_fowleri_Brain_eating_amoeba_A0A6A5C2J4
ITPR family (all non-RyR)	protist_Naegleria_lovaniensis_Amoeba_A0AA88KEU5
ITPR family (all non-RyR)	protist_Paratrimastix_pyriformis_A0ABQ8UZM6
ITPR family (all non-RyR)	protist_Prymnesium_parvum_Toxic_golden_alga_A0AB34K5R9
ITPR family (all non-RyR)	protist_Saprolegnia_diclina_strain_VS20_T0QLN2
ITPR family (all non-RyR)	protist_Stentor_coeruleus_GCA_001970955.1_copy1_8516
ITPR family (all non-RyR)	protist_Stentor_coeruleus_GCA_001970955.1_copy2_370
ITPR family (all non-RyR)	protist_Stentor_coeruleus_GCA_001970955.1_copy3_5764
ITPR family (all non-RyR)	protist_Stentor_coeruleus_GCA_001970955.1_copy5_35430
ITPR family (all non-RyR)	protist_Stylonychia_lemnae_Ciliate_A0A078ASZ8
ITPR family (all non-RyR)	protist_Triparma_laevis_f._longispina_A0A9W7DWA0
ITPR family (all non-RyR)	protist_Triparma_retinervis_A0A9W7AFH6
ITPR family (all non-RyR)	protist_Vermamoeba_vermiformis_GCA_020696425.1_copy1_85472
ITPR family (all non-RyR)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3IQL0
ITPR family (all non-RyR)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JHJ0
ITPR family (all non-RyR)	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JQ24
ITPR family (all non-RyR)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401RNU3
ITPR family (all non-RyR)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401S8Q3
ITPR family (all non-RyR)	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401SQC9
ITPR family (all non-RyR)	vertebrate_basal_Latimeria_chalumnae_GCF_037176945.1_ITPR1_35775795
ITPR family (all non-RyR)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_122839381
ITPR family (all non-RyR)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_297520938
ITPR family (all non-RyR)	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_86116883
ITPR family (all non-RyR)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0AAJ7U4X1
ITPR family (all non-RyR)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8BRT5
ITPR family (all non-RyR)	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8C056
RyR outgroup	RYR_Caenorhabditis_elegans_Q94279
RyR outgroup	RYR_Drosophila_melanogaster_Fruit_fly_Q24498
RyR outgroup	RYR_Hemicentrotus_pulcherrimus_Sea_urchin__Q8TA74
RyR outgroup	RYR_Homo_sapiens_Human_P21817
RyR outgroup	RYR_Homo_sapiens_Human_Q15413
RyR outgroup	RYR_Homo_sapiens_Human_Q92736
