accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A2Y9D6B4	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	104.8	104.8	1.0		6.5e-28	6.5e-28	0.0	0.027	0	133	0.098	1312	RNF123	Trichechus manatus latirostris	127582	0	E3 ubiquitin-protein ligase RNF123
A0A2Y9D6J1	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	36.9	36.9	1.0		1.8e-07	1.8e-07	0.0	0.012	0	59	0.708	161	TNNC1	Trichechus manatus latirostris	127582	0	Troponin C, slow skeletal and cardiac muscles
A0A2Y9D7Q9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM2	Trichechus manatus latirostris	127582	0	Calmodulin-2 isoform X2
A0A2Y9D9E1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.8	41.8	1.0		6e-09	6e-09	0.0	0.011	0	54	0.706	160	TNNC2	Trichechus manatus latirostris	127582	0	Troponin C, skeletal muscle
A0A2Y9DBJ3	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.3e-07	1.3e-07	0.0	0.026	0	128	0.206	620	RANBP10	Trichechus manatus latirostris	127582	0	Ran-binding protein 10 isoform X1
A0A2Y9DEU9	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	52.1	52.1	1.0		4.9e-12	4.9e-12	0.0	0.025	0	123	0.158	740	DDX1	Trichechus manatus latirostris	127582	0	ATP-dependent RNA helicase
A0A2Y9DR50	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.7	45.7	1.0		4.2e-10	4.2e-10	0.0	0.011	0	54	0.689	167	CABP1	Trichechus manatus latirostris	127582	0	Calcium-binding protein 1 isoform X2
A0A2Y9DTA0	RYR	high	architecture	ryr.hmm wins by 7473.4 bits (90.9% of 8222.1) over 4851 profile positions	748.7	8222.1	7473.4	0.9089	9.7e-222	0	0	0.733	0.984	1967	4851	0.995	4875	RYR3	Trichechus manatus latirostris	127582	0	Ryanodine receptor 3
A0A2Y9DUT2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.2	45.2	1.0		5.6e-10	5.6e-10	0.0	0.011	0	54	0.628	183	CABP5	Trichechus manatus latirostris	127582	0	Calcium-binding protein 5
A0A2Y9DZ00	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	43.5	43.5	1.0		1.9e-09	1.9e-09	0.0	0.027	0	133	0.184	749	HNRNPUL2	Trichechus manatus latirostris	127582	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A2Y9EA46	ITPR	high	architecture	itpr.hmm wins by 3622.7 bits (89.7% of 4038.2) over 2630 profile positions	4038.2	415.5	3622.7	0.8971	0	1.6e-121	0	0.98	0.26	2630	1282	0.999	2670	ITPR3	Trichechus manatus latirostris	127582	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9ECH6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	35.8	35.8	1.0		3.8e-07	3.8e-07	0.0	0.015	0	74	0.885	113	CALM1	Trichechus manatus latirostris	127582	0	EF-hand calcium-binding domain-containing protein 11
A0A2Y9ECV0	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	32.8	32.8	1.0		3.1e-06	3.1e-06	0.0	0.013	0	64	0.797	148	LOC101358846	Trichechus manatus latirostris	127582	0	LOW QUALITY PROTEIN: calmodulin-like protein 3
A0A2Y9EQ69	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	52.6	52.6	1.0		3.4e-12	3.4e-12	0.0	0.026	0	128	0.161	740	DDX1	Physeter macrocephalus	9755	0	ATP-dependent RNA helicase
A0A2Y9ERJ4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM3	Physeter macrocephalus	9755	0	Calmodulin-1
A0A2Y9EWE9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.6	42.6	1.0		3.6e-09	3.6e-09	0.0	0.027	0	133	0.184	749	HNRNPUL2	Physeter macrocephalus	9755	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A2Y9F1W1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.8	44.8	1.0		7.6e-10	7.6e-10	0.0	0.011	0	54	0.665	173	CABP5	Physeter macrocephalus	9755	0	Calcium-binding protein 5
A0A2Y9F5I0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.2	38.2	1.0		7.6e-08	7.6e-08	0.0	0.011	0	54	0.706	160	TNNC2	Physeter macrocephalus	9755	0	Troponin C, skeletal muscle
A0A2Y9F7X7	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.1	35.1	1.0		6.3e-07	6.3e-07	0.0	0.012	0	59	0.708	161	TNNC1	Physeter macrocephalus	9755	0	Troponin C, slow skeletal and cardiac muscles
A0A2Y9FNM1	unassigned	none	module	ryr.hmm matched only 79 profile positions (< 200) — a shared module, not a family assignment	0.0	31.4	31.4	1.0		8.6e-06	8.6e-06	0.0	0.016	0	79	0.135	628	ASH2L	Physeter macrocephalus	9755	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A2Y9FQ39	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		4.8e-07	4.8e-07	0.0	0.011	0	54	0.496	226	CABP2	Physeter macrocephalus	9755	0	Calcium-binding protein 2 isoform X1
A0A2Y9FSS3	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.6	103.6	1.0		1.5e-27	1.5e-27	0.0	0.027	0	133	0.098	1317	RNF123	Physeter macrocephalus	9755	0	E3 ubiquitin-protein ligase RNF123
A0A2Y9FT10	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.6	45.6	1.0		4.3e-10	4.3e-10	0.0	0.011	0	54	0.689	167	CABP1	Physeter macrocephalus	9755	0	Calcium-binding protein 1 isoform X2
A0A2Y9FTQ6	ITPR	high	architecture	itpr.hmm wins by 3619.4 bits (89.6% of 4040.4) over 2630 profile positions	4040.4	421.0	3619.4	0.8958	0	3.7e-123	0	0.98	0.26	2630	1282	0.999	2671	ITPR3	Physeter macrocephalus	9755	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9G198	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	54.6	54.6	1.0		8.4e-13	8.4e-13	0.0	0.011	0	54	0.765	149	LOC101359111	Trichechus manatus latirostris	127582	0	Calmodulin-like
A0A2Y9G972	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM1	Neomonachus schauinslandi	29088	0	Calmodulin-1
A0A2Y9GGS9	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		2.3e-06	2.3e-06	0.0	0.017	0	84	0.137	628	ASH2L	Neomonachus schauinslandi	29088	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A2Y9GHC1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.0	47.0	1.0		1.7e-10	1.7e-10	0.0	0.011	0	54	0.665	173	CABP5	Neomonachus schauinslandi	29088	0	Calcium-binding protein 5
A0A2Y9GNK3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.4	37.4	1.0		1.3e-07	1.3e-07	0.0	0.011	0	54	0.685	165	CABP2	Neomonachus schauinslandi	29088	0	Calcium-binding protein 2 isoform X2
A0A2Y9GPN3	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	43.0	43.0	1.0		2.6e-09	2.6e-09	0.0	0.027	0	133	0.184	749	HNRNPUL2	Neomonachus schauinslandi	29088	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A2Y9GZ92	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.9	103.9	1.0		1.2e-27	1.2e-27	0.0	0.027	0	133	0.097	1315	RNF123	Neomonachus schauinslandi	29088	0	E3 ubiquitin-protein ligase RNF123
A0A2Y9GZX9	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	40.4	40.4	1.0		1.6e-08	1.6e-08	0.0	0.011	0	54	0.685	165	TNNC2	Neomonachus schauinslandi	29088	0	Troponin C, skeletal muscle
A0A2Y9HG79	ITPR	high	architecture	itpr.hmm wins by 4024.6 bits (90.5% of 4448.8) over 2636 profile positions	4448.8	424.2	4024.6	0.9046	0	3.9e-124	0	0.982	0.271	2636	1336	1.0	2709	ITPR1	Neomonachus schauinslandi	29088	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9HGJ8	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		5e-07	5e-07	0.0	0.012	0	59	0.708	161	TNNC1	Neomonachus schauinslandi	29088	0	Troponin C, slow skeletal and cardiac muscles
A0A2Y9HJI5	RYR	high	architecture	ryr.hmm wins by 7718.2 bits (91.2% of 8462.8) over 4910 profile positions	744.6	8462.8	7718.2	0.912	1.6e-220	0	0	0.732	0.996	1965	4910	0.992	5000	RYR2	Neomonachus schauinslandi	29088	0	Ryanodine receptor 2
A0A2Y9HL36	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	51.3	51.3	1.0		8.3e-12	8.3e-12	0.0	0.012	0	59	0.785	149	CALML5	Neomonachus schauinslandi	29088	0	Calmodulin-like protein 5
A0A2Y9HLB6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	49.0	49.0	1.0		4.1e-11	4.1e-11	0.0	0.011	0	54	0.758	149	LOC110586587	Neomonachus schauinslandi	29088	0	Calmodulin-like protein 3
A0A2Y9HNF7	RYR	high	architecture	ryr.hmm wins by 7374.1 bits (90.8% of 8116.5) over 4782 profile positions	742.4	8116.5	7374.1	0.9085	7.3e-220	0	0	0.738	0.97	1981	4782	1.0	4777	RYR3	Neomonachus schauinslandi	29088	0	Ryanodine receptor 3
A0A2Y9HUF0	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	50.4	50.4	1.0		1.6e-11	1.6e-11	0.0	0.025	0	123	0.158	740	DDX1	Neomonachus schauinslandi	29088	0	ATP-dependent RNA helicase
A0A2Y9HYB4	RYR	high	architecture	ryr.hmm wins by 7366.8 bits (91.0% of 8098.7) over 4861 profile positions	731.9	8098.7	7366.8	0.9096	1.1e-216	0	0	0.782	0.986	2099	4861	0.995	4995	RYR1	Neomonachus schauinslandi	29088	0	Ryanodine receptor 1
A0A2Y9I558	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	56.5	56.5	1.0		2.3e-13	2.3e-13	0.0	0.012	0	59	0.772	149	LOC110592210	Neomonachus schauinslandi	29088	0	Calmodulin-1-like
A0A2Y9I5N4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		6.5e-09	6.5e-09	0.0	0.011	0	54	0.312	368	CABP1	Neomonachus schauinslandi	29088	0	Calcium-binding protein 1 isoform X1
A0A2Y9IBV0	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	37.6	37.6	1.0		1.1e-07	1.1e-07	0.0	0.026	0	128	0.207	619	RANBP10	Neomonachus schauinslandi	29088	0	Ran-binding protein 10 isoform X2
A0A2Y9ICP7	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	73.1	73.1	1.0		2.3e-18	2.3e-18	0.0	0.028	0	138	0.236	576	RSPRY1	Neomonachus schauinslandi	29088	0	RING finger and SPRY domain-containing protein 1 isoform X1
A0A2Y9IPW2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	40.6	40.6	1.0		1.4e-08	1.4e-08	0.0	0.011	0	54	0.706	160	LOC111141753	Enhydra lutris kenyoni	391180	0	Troponin C, skeletal muscle
A0A2Y9IXQ7	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.9	103.9	1.0		1.2e-27	1.2e-27	0.0	0.027	0	133	0.097	1315	LOC111143774	Enhydra lutris kenyoni	391180	0	E3 ubiquitin-protein ligase RNF123
A0A2Y9J1M9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		5e-07	5e-07	0.0	0.012	0	59	0.708	161	LOC111143872	Enhydra lutris kenyoni	391180	0	Troponin C, slow skeletal and cardiac muscles
A0A2Y9J2Y3	RYR	high	architecture	ryr.hmm wins by 7718.9 bits (91.2% of 8460.3) over 4910 profile positions	741.4	8460.3	7718.9	0.9124	1.6e-219	0	0	0.743	0.996	1994	4910	0.973	5099	LOC111144745	Enhydra lutris kenyoni	391180	0	Ryanodine receptor 2
A0A2Y9J7B5	ITPR	high	architecture	itpr.hmm wins by 4021.7 bits (90.2% of 4456.3) over 2636 profile positions	4456.3	434.6	4021.7	0.9025	0	2.8e-127	0	0.982	0.27	2636	1331	1.0	2709	LOC111144005	Enhydra lutris kenyoni	391180	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9J9I7	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	33.1	33.1	1.0		2.5e-06	2.5e-06	0.0	0.017	0	84	0.137	630	LOC111144497	Enhydra lutris kenyoni	391180	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A2Y9JIC9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	LOC111148494	Enhydra lutris kenyoni	391180	0	Calmodulin-1 isoform X2
A0A2Y9JNA9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	43.7	43.7	1.0		1.7e-09	1.7e-09	0.0	0.027	0	133	0.184	748	LOC111149663	Enhydra lutris kenyoni	391180	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A2Y9JRV0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.5	38.5	1.0		5.9e-08	5.9e-08	0.0	0.011	0	54	0.493	225	LOC111149483	Enhydra lutris kenyoni	391180	0	Calcium-binding protein 2
A0A2Y9K0M4	ITPR	high	architecture	itpr.hmm wins by 3615.2 bits (89.5% of 4038.3) over 2630 profile positions	4038.3	423.1	3615.2	0.8952	0	8.5e-124	0	0.98	0.26	2630	1282	0.999	2671	LOC111152507	Enhydra lutris kenyoni	391180	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9K1X9	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	37.6	37.6	1.0		1.2e-07	1.2e-07	0.0	0.026	0	128	0.206	620	LOC111152881	Enhydra lutris kenyoni	391180	0	Ran-binding protein 10 isoform X2
A0A2Y9K6W1	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	50.5	50.5	1.0		1.5e-11	1.5e-11	0.0	0.025	0	123	0.158	740	LOC111154078	Enhydra lutris kenyoni	391180	0	ATP-dependent RNA helicase
A0A2Y9KHV0	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.2e-07	1.2e-07	0.0	0.018	0	89	0.128	732	LOC111156675	Enhydra lutris kenyoni	391180	0	LOW QUALITY PROTEIN: ran-binding protein 9
A0A2Y9KR42	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	52.2	52.2	1.0		4.6e-12	4.6e-12	0.0	0.011	0	54	0.765	149	LOC111158606	Enhydra lutris kenyoni	391180	0	Calmodulin-like protein 3
A0A2Y9KVC8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.0	44.0	1.0		1.4e-09	1.4e-09	0.0	0.011	0	54	0.507	227	LOC111156488	Enhydra lutris kenyoni	391180	0	Calcium-binding protein 1 isoform X2
A0A2Y9KVN1	RYR	high	architecture	ryr.hmm wins by 7494.5 bits (90.9% of 8242.2) over 4846 profile positions	747.7	8242.2	7494.5	0.9093	1.9e-221	0	0	0.755	0.983	2026	4846	0.999	4849	LOC111159558	Enhydra lutris kenyoni	391180	0	Ryanodine receptor 3
A0A2Y9KZ27	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	74.0	74.0	1.0		1.2e-18	1.2e-18	0.0	0.028	0	138	0.236	576	LOC111157370	Enhydra lutris kenyoni	391180	0	RING finger and SPRY domain-containing protein 1
A0A2Y9KZA0	ITPR	high	architecture	itpr.hmm wins by 3806.1 bits (89.5% of 4254.2) over 2630 profile positions	4254.2	448.1	3806.1	0.8947	0	2.5e-131	0	0.98	0.246	2630	1213	0.998	2701	LOC111159979	Enhydra lutris kenyoni	391180	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9L4L1	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	55.0	55.0	1.0		6.7e-13	6.7e-13	0.0	0.013	0	64	0.805	149	LOC111158594	Enhydra lutris kenyoni	391180	0	Calmodulin-like
A0A2Y9LAS8	RYR	high	architecture	ryr.hmm wins by 7428.5 bits (91.0% of 8162.1) over 4930 profile positions	733.6	8162.1	7428.5	0.9101	3.4e-217	0	0	0.775	1.0	2080	4930	1.0	5028	LOC111161376	Enhydra lutris kenyoni	391180	0	Ryanodine receptor 1
A0A2Y9LE67	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.1	45.1	1.0		6.4e-10	6.4e-10	0.0	0.011	0	54	0.665	173	LOC111160789	Enhydra lutris kenyoni	391180	0	Calcium-binding protein 5
A0A2Y9LMZ6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.0	44.0	1.0		1.3e-09	1.3e-09	0.0	0.011	0	54	0.509	226	CABP1	Delphinapterus leucas	9749	0	Calcium-binding protein 1 isoform X3
A0A2Y9LPD4	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	74.7	74.7	1.0		7.3e-19	7.3e-19	0.0	0.027	0	133	0.231	576	RSPRY1	Delphinapterus leucas	9749	0	RING finger and SPRY domain-containing protein 1
A0A2Y9LTZ5	RYR	high	architecture	ryr.hmm wins by 7732.4 bits (91.2% of 8479.7) over 4930 profile positions	747.3	8479.7	7732.4	0.9119	2.5e-221	0	0	0.745	1.0	2000	4930	1.0	4965	RYR2	Delphinapterus leucas	9749	0	Ryanodine receptor 2
A0A2Y9LXA5	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	47.0	47.0	1.0		1.7e-10	1.7e-10	0.0	0.026	0	128	0.161	740	DDX1	Delphinapterus leucas	9749	0	ATP-dependent RNA helicase
A0A2Y9MNR8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.4	37.4	1.0		1.3e-07	1.3e-07	0.0	0.011	0	54	0.571	198	TNNC2	Delphinapterus leucas	9749	0	Troponin C, skeletal muscle
A0A2Y9N0L7	ITPR	high	architecture	itpr.hmm wins by 4007.8 bits (90.1% of 4445.5) over 2636 profile positions	4445.5	437.7	4007.8	0.9015	0	3.3e-128	0	0.982	0.279	2636	1375	1.0	2749	ITPR1	Delphinapterus leucas	9749	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9N504	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.1	35.1	1.0		6.3e-07	6.3e-07	0.0	0.012	0	59	0.708	161	TNNC1	Delphinapterus leucas	9749	0	Troponin C, slow skeletal and cardiac muscles
A0A2Y9N6Y9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.6	103.6	1.0		1.5e-27	1.5e-27	0.0	0.027	0	133	0.097	1317	RNF123	Delphinapterus leucas	9749	0	E3 ubiquitin-protein ligase RNF123
A0A2Y9NF22	ITPR	high	architecture	itpr.hmm wins by 3816.1 bits (89.5% of 4264.5) over 2630 profile positions	4264.5	448.4	3816.1	0.8949	0	2.1e-131	0	0.98	0.246	2630	1213	0.998	2701	ITPR2	Delphinapterus leucas	9749	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9NRL8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM1	Delphinapterus leucas	9749	0	Calmodulin-1
A0A2Y9NYS9	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.3e-07	1.3e-07	0.0	0.026	0	128	0.206	620	RANBP10	Delphinapterus leucas	9749	0	Ran-binding protein 10
A0A2Y9P0J3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		6.8e-10	6.8e-10	0.0	0.011	0	54	0.665	173	CABP5	Delphinapterus leucas	9749	0	Calcium-binding protein 5 isoform X1
A0A2Y9P211	ITPR	high	architecture	itpr.hmm wins by 3616.0 bits (89.6% of 4036.7) over 2630 profile positions	4036.7	420.7	3616.0	0.8958	0	4.6e-123	0	0.98	0.26	2630	1282	0.999	2671	ITPR3	Delphinapterus leucas	9749	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9P2Z8	RYR	high	architecture	ryr.hmm wins by 7404.0 bits (91.2% of 8119.4) over 4930 profile positions	715.4	8119.4	7404.0	0.9119	1e-211	0	0	0.769	1.0	2064	4930	1.0	5030	RYR1	Delphinapterus leucas	9749	0	Ryanodine receptor 1
A0A2Y9PB64	RYR	high	architecture	ryr.hmm wins by 7437.6 bits (90.9% of 8178.2) over 4841 profile positions	740.6	8178.2	7437.6	0.9094	2.7e-219	0	0	0.738	0.982	1981	4841	0.994	4869	RYR3	Delphinapterus leucas	9749	0	Ryanodine receptor 3
A0A2Y9PUF7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		2.2e-06	2.2e-06	0.0	0.011	0	54	0.549	204	CABP2	Delphinapterus leucas	9749	0	Calcium-binding protein 2 isoform X2
A0A2Y9PVT7	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.1	42.1	1.0		4.9e-09	4.9e-09	0.0	0.027	0	133	0.184	748	HNRNPUL2	Delphinapterus leucas	9749	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A2Y9QKD8	RYR	high	architecture	ryr.hmm wins by 7643.4 bits (92.1% of 8302.3) over 4876 profile positions	658.9	8302.3	7643.4	0.9206	1.1e-194	0	0	0.71	0.989	1906	4876	0.977	5041	RYR2	Trichechus manatus latirostris	127582	0	Ryanodine receptor 2
A0A2Y9RBL0	ITPR	high	architecture	itpr.hmm wins by 3944.5 bits (90.6% of 4351.6) over 2636 profile positions	4351.6	407.1	3944.5	0.9064	0	5.6e-119	0	0.982	0.265	2636	1306	1.0	2715	ITPR1	Trichechus manatus latirostris	127582	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9RNW2	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	34.0	34.0	1.0		1.3e-06	1.3e-06	0.0	0.017	0	84	0.214	402	ASH2L	Trichechus manatus latirostris	127582	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A2Y9RQM3	ITPR	high	architecture	itpr.hmm wins by 3199.4 bits (88.1% of 3629.6) over 2402 profile positions	3629.6	430.2	3199.4	0.8815	0	6.3e-126	0	0.895	0.223	2402	1099	0.988	2441	ITPR2	Trichechus manatus latirostris	127582	0	Inositol 1,4,5-trisphosphate receptor
A0A2Y9RX08	RYR	high	architecture	ryr.hmm wins by 7275.6 bits (90.9% of 8001.9) over 4762 profile positions	726.3	8001.9	7275.6	0.9092	5.5e-215	0	0	0.754	0.966	2024	4762	0.996	4842	RYR1	Trichechus manatus latirostris	127582	0	Ryanodine receptor 1
A0A2Y9STG5	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.0	75.0	1.0		6e-19	6e-19	0.0	0.028	0	138	0.236	576	RSPRY1	Physeter macrocephalus	9755	0	RING finger and SPRY domain-containing protein 1
A0A2Y9T9J5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.8	35.8	1.0		3.9e-07	3.9e-07	0.0	0.011	0	54	0.765	153	LOC102977506	Physeter macrocephalus	9755	0	EF-hand domain-containing protein
A0A2Y9T9Z4	ITPR	high	architecture	itpr.hmm wins by 3804.6 bits (89.4% of 4257.7) over 2630 profile positions	4257.7	453.1	3804.6	0.8936	0	7.7e-133	0	0.98	0.247	2630	1218	0.998	2701	ITPR2	Physeter macrocephalus	9755	0	Inositol 1,4,5-trisphosphate receptor
A0A315UPK6	RYR	medium	partial	ryr.hmm wins by 479.1 bits (82.2% of 582.9) over 281 profile positions	103.8	582.9	479.1	0.8219	2.4e-27	6.1e-172	6.1e-172	0.069	0.057	185	281	0.966	291	CCH79_00016697	Gambusia affinis	33528	0	RyR/IP3R Homology associated domain-containing protein
A0A315UPL3	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	52.1	52.1	1.0		5e-12	5e-12	0.0	0.019	0	94	0.836	116	CCH79_00016695	Gambusia affinis	33528	0	Ryanodine Receptor TM 4-6 domain-containing protein
A0A315UPN9	unassigned	none	module	ryr.hmm matched only 192 profile positions (< 200) — a shared module, not a family assignment	0.0	216.1	216.1	1.0		1.9e-61	1.9e-61	0.0	0.039	0	192	0.85	213	CCH79_00016699	Gambusia affinis	33528	0	Ryanodine receptor Ryr domain-containing protein
A0A315UQM9	unassigned	none	module	ryr.hmm matched only 148 profile positions (< 200) — a shared module, not a family assignment	0.0	233.8	233.8	1.0		9.2e-67	9.2e-67	0.0	0.03	0	148	0.78	205	CCH79_00016694	Gambusia affinis	33528	0	Ryanodine Receptor TM 4-6 domain-containing protein
