Proteome Id	Organism	Organism Id	Protein count
UP000557426	Zapornia atra (Henderson crake)	2585822	13329
UP000558164	Leptocoma aspasia	2585812	13699
UP000558460	Horornis vulcanius	2585811	9840
UP000558488	Pipistrellus kuhlii (Kuhl's pipistrelle)	59472	39728
UP000558509	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	74200	13660
UP000558958	Sakesphorus luctuosus	419690	14098
UP000559068	Aegotheles bennettii	48278	13683
UP000560066	Neodrepanis coruscans (wattled asity)	254563	8830
UP000560247	Melospiza melodia (Song sparrow) (Fringilla melodia)	44397	13912
UP000560386	Ardeotis kori	89386	13689
UP000561178	Rhipidura dahli	667186	14156
UP000562238	Circaetus pectoralis (black-chested snake-eagle)	321084	14132
UP000562322	Alectura lathami (Australian brush turkey)	81907	13377
UP000562415	Probosciger aterrimus (Palm cockatoo)	141839	13967
UP000563060	Fregetta grallaria (White-bellied storm-petrel) (Procellaria grallaria)	79628	13503
UP000563107	Chaetops frenatus (Rufous rock-jumper)	221966	13217
UP000564407	Malurus elegans (Red-winged fairywren)	720584	14016
UP000564466	Oxyruncus cristatus (sharpbill)	114331	14018
UP000564784	Loxia curvirostra (Red crossbill)	64802	14544
UP000564948	Rhagologus leucostigma	156170	14205
UP000565207	Pedionomus torquatus (Plains-wanderer)	227192	13302
UP000565698	Thinocorus orbignyianus	161742	14037
UP000565754	Oenanthe oenanthe (Northern wheatear)	279966	13538
UP000565785	Rhinopomastus cyanomelas (Common scimitarbill)	113115	14764
UP000566314	Buphagus erythrorhynchus (red-billed oxpecker)	245048	11060
UP000566440	Galbula dea	1109041	14637
UP000566454	Prunella himalayana	670356	13876
UP000567570	Aramus guarauna (Limpkin) (Scolopax guarauna)	54356	14274
UP000567624	Smithornis capensis	363769	13835
UP000567822	Sylvietta virens (Green crombec)	208069	13764
UP000567826	Nyctibius grandis (Great potoo)	48427	14050
UP000567872	Anseranas semipalmata (Magpie goose) (Anas semipalmata)	8851	14206
UP000568556	Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	118183	14023
UP000569728	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	79653	14204
UP000570016	Rhynochetos jubatus (kagu)	54386	13676
UP000570288	Oxylabes madagascariensis (white-throated Oxylabes)	98144	8969
UP000570547	Pachycephala philippinensis (yellow-belllied whistler)	449367	13318
UP000570592	Pardalotus punctatus (spotted pardalote)	254575	13660
UP000571324	Origma solitaria	720586	14437
UP000571567	Himantopus himantopus (Black-winged stilt) (Charadrius himantopus)	225398	14268
UP000571582	Alaudala cheleensis (Asian short-toed lark)	670337	14234
UP000572057	Helopsaltes ochotensis (Middendorff's grasshopper-warbler)	3150915	13910
UP000572325	Sterrhoptilus dennistouni	2585820	13232
UP000572837	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	932028	12947
UP000573697	Polioptila caerulea (Blue-grey gnatcatcher)	66707	13534
UP000573793	Loxia leucoptera (White-winged crossbill)	96539	13967
UP000573818	Sylvia atricapilla (blackcap)	48155	13252
UP000574191	Hypocryptadius cinnamomeus	589841	12372
UP000574210	Rhodinocichla rosea	58203	14100
UP000574277	Mesembrinibis cayennensis	1118748	13857
UP000574528	Psilopogon haemacephalus (coppersmith barbet)	2585815	13526
UP000574691	Burhinus bistriatus	240201	13960
UP000574967	Machaerirhynchus nigripectus	1160894	13938
UP000575029	Grantiella picta	266360	14054
UP000575874	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	39617	14551
UP000576729	Callaeas wilsoni (North Island kokako)	1347786	14554
UP000578259	Pheucticus melanocephalus (Black-headed grosbeak) (Guiraca melanocephala)	371919	12775
UP000578343	Baryphthengus martii (Rufous motmot)	176943	13377
UP000578766	Cepphus grylle (Black guillemot) (Alca grylle)	28697	14757
UP000579406	Chloroceryle aenea (American pygmy kingfisher)	176938	12192
UP000579558	Notiomystis cincta	366454	13629
UP000579685	Phainopepla nitens (Phainopepla)	161653	13527
UP000579812	Onychostoma macrolepis	369639	24720
UP000579904	Oreotrochilus melanogaster	689266	12132
UP000579941	Gymnorhina tibicen (Australian magpie) (Cracticus tibicen)	9132	14291
UP000580171	Pandion haliaetus (Osprey) (Falco haliaetus)	56262	12585
UP000580681	Emberiza fucata	337179	13193
UP000580691	Sinosuthora webbiana	337173	14232
UP000580825	Scytalopus superciliaris	312124	13826
UP000580879	Climacteris rufus (rufous treecreeper)	47695	14074
UP000582182	Turnix velox (Little buttonquail)	2529409	13120
UP000583049	Glareola pratincola (Collared pratincole) (Hirundo pratincola)	43316	13760
UP000583164	Rhabdornis inornatus	237438	14339
UP000583496	Pomatostomus ruficeps (Chestnut-crowned babbler)	9176	13287
UP000583613	Eubucco bourcierii (red-headed barbet)	91767	14131
UP000583740	Cardinalis cardinalis (Northern cardinal)	98964	13821
UP000583915	Sitta europaea (Eurasian nuthatch)	50251	13526
UP000584326	Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides)	8905	13990
UP000584415	Platysteira castanea	1160851	13995
UP000584880	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	28724	13901
UP000585422	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	8969	15042
UP000586634	Nycticryphes semicollaris	227226	14293
UP000586671	Dromas ardeola	458190	13881
UP000586704	Ceyx cyanopectus (Indigo-banded kingfisher)	390723	11903
UP000586926	Mohoua ochrocephala	874463	13564
UP000587472	Psophia crepitans (common trumpeter)	54359	13853
UP000587587	Promerops cafer (Cape sugarbird)	254652	14071
UP000587655	Ibidorhyncha struthersii	425643	13835
UP000587697	Rhadina sibilatrix	2585818	13615
UP000588334	Sclerurus mexicanus (tawny-throated leaftosser)	265632	14009
UP000589485	Sapayoa aenigma (broad-billed sapayoa)	239371	13839
UP000589495	Vireo altiloquus (Black-whiskered vireo) (Muscicapa altiloqua)	34956	14067
UP000590623	Cinclus mexicanus (American dipper)	161649	13465
UP000590868	Heliornis fulica (sungrebe)	54369	13523
UP000591073	Glaucidium brasilianum (Ferruginous pygmy-owl)	78217	14183
UP000591535	Grallaria varia (variegated antpitta)	117165	13896
UP000593565	Ameiurus melas (Black bullhead) (Silurus melas)	219545	24332
UP000593571	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	9407	60832
UP000603297	Pteruthius melanotis	357074	11955
UP000603627	Calcarius ornatus (Chestnut-collared longspur)	198940	13652
UP000604080	Dryoscopus gambensis	85069	12293
UP000606274	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	175797	22753
UP000611227	Ramphastos sulfuratus	322582	14017
UP000611277	Certhia familiaris (Eurasian treecreeper)	73333	13143
UP000613066	Penelope pileata	1118817	13915
UP000614027	Campylorhamphus procurvoides	190295	14067
UP000614263	Chloropsis cyanopogon	1218682	12540
UP000618051	Lamprotornis superbus	245042	14245
UP000618746	Spizella passerina (Chipping sparrow)	40210	9048
UP000619137	Sula dactylatra (Masked booby)	56068	12940
UP000620207	Larus smithsonianus (American herring gull)	243888	14049
UP000621168	Corythaeola cristata (Great blue turaco)	103954	11501
UP000623542	Elachura formosa (spotted wren-babbler)	1463973	13998
UP000625584	Passerina amoena (Lazuli bunting)	142471	12951
UP000627253	Tricholaema leucomelas (pied barbet)	240729	14305
UP000628412	Aegithalos caudatus (Long-tailed tit) (Acredula caudata)	73327	13234
UP000629438	Tichodroma muraria	237442	11478
UP000629713	Peucedramus taeniatus (Olive warbler)	135441	13643
UP000631391	Picathartes gymnocephalus (White-necked rockfowl)	175131	13505
UP000631545	Tychaedon coryphoeus (Karoo scrub-robin) (Erythropygia coryphaeus)	614051	13529
UP000632118	Fregata magnificens (Magnificent frigatebird)	37042	13159
UP000632886	Centropus bengalensis (lesser coucal)	1463675	13146
UP000633448	Pitta sordida (Hooded pitta)	9163	13848
UP000634236	Vidua chalybeata (Village indigobird)	81927	14570
UP000637704	Eolophus roseicapilla (Galah cockatoo) (Cacatua roseicapilla)	176039	13310
UP000640762	Grus americana (Whooping crane)	9117	13771
UP000640999	Chloropsis hardwickii	667144	13502
UP000642973	Calyptomena viridis (Lesser green broadbill)	135972	13204
UP000645828	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	34880	26676
UP000648918	Halcyon senegalensis	342381	14252
UP000653271	Piaya cayana (Common squirrel cuckoo)	33601	13976
UP000653383	Nicator chloris	237433	13575
UP000654395	Urocolius indicus (Red-faced mousebird) (Colius indicus)	458196	14054
UP000656497	Vidua macroura (Pin-tailed whydah)	187451	13045
UP000657035	Anhinga anhinga (Anhinga) (Plotus anhinga)	56067	13584
UP000658642	Atrichornis clamosus	449594	14584
UP000659062	Copsychus sechellarum	797021	14377
UP000660247	Todus mexicanus (Puerto Rican tody)	135184	10042
UP000660704	Donacobius atricapilla	237420	13711
UP000661971	Nothocercus nigrocapillus	1977171	13104
UP000675900	Panthera tigris altaica (Siberian tiger)	74533	26484
UP000677803	Menidia menidia (Atlantic silverside)	238744	21059
UP000693946	Solea senegalensis (Senegalese sole)	28829	44389
UP000694380	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	8478	37046
UP000694382	Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	87175	24736
UP000694383	Oryzias sinensis (Chinese medaka)	183150	51767
UP000694387	Equus asinus (Donkey) (Equus africanus asinus)	9793	48973
UP000694388	Eptatretus burgeri (Inshore hagfish)	7764	25419
UP000694389	Dicentrarchus labrax (European seabass) (Morone labrax)	13489	66288
UP000694390	Gopherus evgoodei (Goodes thornscrub tortoise)	1825980	30199
UP000694392	Sphenodon punctatus (Tuatara) (Hatteria punctata)	8508	24853
UP000694393	Pelusios castaneus (West African mud turtle)	367368	26820
UP000694395	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	119611
UP000694396	Cyanoderma ruficeps (rufous-capped babbler)	181631	21562
UP000694397	Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	113540	68105
UP000694401	Zosterops lateralis melanops	1220523	21599
UP000694402	Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha)	74940	121708
UP000694403	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	8475	28613
UP000694404	Chelonoidis abingdonii (Abingdon island giant tortoise) (Testudo abingdonii)	106734	31592
UP000694405	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	25030
UP000694406	Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	8630	25227
UP000694408	Junco hyemalis (Dark-eyed junco)	40217	22411
UP000694410	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	27051
UP000694411	Theropithecus gelada (Gelada baboon)	9565	35917
UP000694413	Zonotrichia albicollis (White-throated sparrow) (Fringilla albicollis)	44394	23103
UP000694415	Mus spicilegus (Mound-building mouse)	10103	35596
UP000694416	Piliocolobus tephrosceles (Ugandan red Colobus)	591936	39892
UP000694419	Calidris pygmaea (Spoon-billed sandpiper)	425635	26111
UP000694420	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	30464	21914
UP000694421	Salvator merianae (Argentine black and white tegu) (Tupinambis merianae)	96440	29536
UP000694422	Spermophilus dauricus (Daurian ground squirrel)	99837	27244
UP000694423	Dromaius novaehollandiae (Emu)	8790	26023
UP000694424	Apteryx owenii (Little spotted kiwi)	8824	27523
UP000694425	Neogale vison (American mink) (Mustela vison)	452646	31301
UP000694427	Cyprinus carpio (Common carp)	7962	121350
UP000694428	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	25675
UP000694520	Bos grunniens (Wild yak) (Bos mutus grunniens)	30521	39898
UP000694521	Anser cygnoides (Swan goose)	8845	26655
UP000694522	Amazona collaria (yellow-billed parrot)	241587	25605
UP000694523	Neogobius melanostomus (round goby)	47308	44788
UP000694541	Accipiter nisus (Eurasian sparrowhawk)	211598	26996
UP000694543	Chrysolophus pictus (Golden pheasant) (Phasianus pictus)	9089	18740
UP000694545	Varanus komodoensis (Komodo dragon)	61221	29080
UP000694546	Gadus morhua (Atlantic cod)	8049	61790
UP000694548	Nothobranchius furzeri (Turquoise killifish)	105023	54480
UP000694549	Anas zonorhyncha (Eastern spot-billed duck)	75864	28886
UP000694551	Strix occidentalis caurina (northern spotted owl)	311401	23547
UP000694552	Otus sunia (Oriental scops-owl)	257818	24027
UP000694553	Corvus moneduloides (New Caledonian crow)	1196302	28261
UP000694555	Buteo japonicus	224669	25714
UP000694556	Cairina moschata (Muscovy duck)	8855	28574
UP000694557	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	115433
UP000694559	Naja naja (Indian cobra)	35670	29718
UP000694560	Malurus cyaneus samueli	2593467	23024
UP000694562	Falco tinnunculus (Common kestrel)	100819	25297
UP000694563	Catharus ustulatus (Russet-backed thrush) (Hylocichla ustulatus)	91951	28921
UP000694565	Cyclopterus lumpus (Lumpsucker)	8103	50861
UP000694567	Bubo bubo (Eurasian eagle-owl) (Strix bubo)	30461	25032
UP000694568	Sander lucioperca (Pike-perch) (Perca lucioperca)	283035	61000
UP000694569	Leptobrachium leishanense (Leishan spiny toad)	445787	48917
UP000694580	Denticeps clupeoides (denticle herring)	299321	61792
UP000694620	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	33804
UP000694680	Gouania willdenowi (Blunt-snouted clingfish) (Lepadogaster willdenowi)	441366	56004
UP000694850	Orycteropus afer afer	1230840	18921
UP000694851	Hipposideros armiger (Great Himalayan leaf-nosed bat)	186990	36412
UP000694856	Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus)	419612	43046
UP000694857	Balaenoptera musculus (Blue whale)	9771	42275
UP000694863	Echinops telfairi (Lesser hedgehog tenrec)	9371	28957
UP000694871	Gekko japonicus (Schlegel's Japanese gecko)	146911	22751
UP000694891	Stegastes partitus (bicolor damselfish)	144197	28784
UP000694906	Heterocephalus glaber (Naked mole rat)	10181	48019
UP000694910	Ceratotherium simum simum (Southern white rhinoceros)	73337	30463
UP000694915	Microtus ochrogaster (Prairie vole)	79684	32284
UP000694923	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	29842
UP000695023	Pundamilia nyererei	303518	33589
UP000695026	Python bivittatus (Burmese python) (Python molurus bivittatus)	176946	27875
UP000700334	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	20755
UP000716595	Eudyptes chrysocome (Western rockhopper penguin) (Aptenodytes chrysocome)	79626	12771
UP000725257	Eudyptes sclateri (Erect-crested penguin)	92688	12730
UP000727407	Clarias magur (Asian catfish) (Macropteronotus magur)	1594786	23377
UP000736164	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	7917	14758
UP000751161	Aptenodytes patagonicus (King penguin)	9234	13684
UP000765507	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	8475	20878
UP000770717	Eleutherodactylus coqui (Puerto Rican coqui)	57060	32432
UP000782854	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	37083	14871
UP000785099	Spheniscus mendiculus (Galapagos penguin)	156760	14344
UP000793456	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	215358	22140
UP000796761	Zosterops borbonicus	364589	22327
UP000799811	Eudyptes filholi (Southern rockhopper penguin)	1419345	12878
UP000805704	Nibea albiflora (Yellow drum) (Corvina albiflora)	240163	15319
UP000808372	Salvelinus namaycush (Lake trout) (Salmo namaycush)	8040	52131
UP000809102	Ovis aries (Sheep)	9940	44722
UP000812440	Hymenochirus boettgeri (Congo dwarf clawed frog)	247094	25860
UP000823561	Alosa alosa (allis shad)	278164	26341
UP000823872	Felis catus (Cat) (Felis silvestris catus)	9685	58973
UP000824219	Hemibagrus wyckioides	337641	22691
UP000824540	Albula glossodonta (roundjaw bonefish)	121402	27914
UP000824782	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	55186
UP000826234	Phrynosoma platyrhinos (Desert horned lizard)	52577	16743
UP000827872	Sphaerodactylus townsendi	933632	28225
UP000827986	Mauremys mutica (yellowpond turtle)	74926	23328
UP000829447	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	30993	21988
UP000829720	Albula goreensis	1534307	23548
UP000830375	Labeo rohita (Indian major carp) (Cyprinus rohita)	84645	25337
UP000830395	Pangasius djambal	1691987	22046
UP000831701	Scortum barcoo (barcoo grunter)	214431	26905
UP000886611	Polypterus senegalus (Senegal bichir)	55291	16186
UP000886700	Mesocricetus auratus (Golden hamster)	10036	43274
UP001044222	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	7936	28122
UP001046870	Megalops atlanticus (Tarpon) (Clupea gigantea)	7932	23830
UP001057279	Ovis ammon polii x Ovis aries	2918886	21252
UP001057452	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	36190	28945
UP001059041	Triplophysa rosa (Cave loach)	992332	25644
UP001108240	Cyprinus carpio carpio	630221	140941
UP001108280	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	10029	38999
UP001142489	Phrynocephalus forsythii	171643	20168
UP001145742	Willisornis vidua (Xingu scale-backed antbird)	1566151	16481
UP001148018	Muraenolepis orangiensis (Patagonian moray cod)	630683	33976
UP001152803	Conger conger (Conger eel) (Muraena conger)	82655	23596
UP001152836	Phodopus roborovskii (Roborovski's desert hamster) (Cricetulus roborovskii)	109678	21818
UP001153269	Pleuronectes platessa (European plaice)	8262	47956
UP001157502	Dallia pectoralis (Alaska blackfish)	75939	34041
UP001159641	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	9764	22991
UP001165780	Panthera pardus (Leopard) (Felis pardus)	9691	45253
UP001165941	Pontoporia blainvillei (Franciscana) (Delphinus blainvillei)	48723	4277
UP001166052	Polypterus senegalus (Senegal bichir)	55291	5765
UP001166093	Polyodon spathula (North American paddlefish) (Squalus spathula)	7913	18302
UP001166674	Sciurus carolinensis (Eastern gray squirrel)	30640	22862
UP001174136	Merluccius polli (Benguela hake) (Merluccius cadenati)	89951	25543
UP001176940	Ranitomeya imitator (mimic poison frog)	111125	25526
UP001176941	Rangifer tarandus platyrhynchus (Svalbard reindeer)	3082113	31565
UP001177209	Pygoscelis papua (Gentoo penguin)	30457	13880
UP001177744	Cnephaeus nilssonii (Northern bat) (Eptesicus nilssonii)	3371016	19772
UP001178461	Podarcis lilfordi (Lilford's wall lizard)	74358	38311
UP001178508	Xyrichtys novacula (Pearly razorfish) (Hemipteronotus novacula)	13765	39134
UP001181693	Pyxicephalus adspersus (African bullfrog)	30357	20788
UP001187315	Tachysurus vachellii (Darkbarbel catfish) (Pelteobagrus vachellii)	175792	23495
UP001187343	Cirrhinus molitorella (mud carp)	172907	25689
UP001187415	Channa striata (Snakehead murrel) (Ophicephalus striatus)	64152	26451
UP001190640	Eublepharis macularius (Leopard gecko) (Cyrtodactylus macularius)	481883	29440
UP001205998	Silurus asotus (Amur catfish) (Parasilurus asotus)	30991	24039
UP001214576	Ovis ammon polii	230172	20730
UP001219934	Pogonophryne albipinna	1090488	30547
UP001221898	Aldrovandia affinis	143900	44049
UP001228049	Dissostichus eleginoides (Patagonian toothfish) (Dissostichus amissus)	100907	31920
UP001230051	Acipenser oxyrinchus oxyrinchus	40147	26589
UP001239994	Electrophorus voltai	2609070	23099
UP001266305	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	9490	40187
UP001274896	Hemibagrus guttatus	175788	35222
UP001279410	Lates japonicus (Japanese lates)	270547	29183
UP001295444	Pelobates cultripes (Western spadefoot toad)	61616	49580
UP001311232	Crenichthys baileyi (White River springfish)	28760	25884
UP001314169	Pipistrellus nathusii (Nathusius' pipistrelle)	59473	18936
UP001314229	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	35480
UP001331515	Champsocephalus gunnari (Mackerel icefish)	52237	30382
UP001333110	Mycteria americana (Wood stork)	33587	27343
UP001335648	Champsocephalus esox (pike icefish)	159716	30821
UP001345963	Ataeniobius toweri	208326	31592
UP001346869	Eleginops maclovinus (Patagonian blennie) (Eleginus maclovinus)	56733	27212
UP001352852	Characodon lateralis	208331	32603
UP001356427	Coregonus suidteri	861788	39316
UP001364617	Phoxinus phoxinus (Eurasian minnow)	58324	29140
UP001369086	Huso huso (Beluga) (Acipenser huso)	61971	28089
UP001434883	Xenoophorus captivus	1517983	29565
UP001444071	Xenotaenia resolanae	208358	20666
UP001460270	Mugilogobius chulae (yellowstripe goby)	88201	34369
UP001469553	Ameca splendens	208324	38588
UP001474421	Crotalus adamanteus (Eastern diamondback rattlesnake)	8729	21667
UP001476798	Goodea atripinnis	208336	33005
UP001479290	Culter alburnus (Topmouth culter)	194366	29015
UP001482620	Ilyodon furcidens (goldbreast splitfin)	33524	37929
UP001488805	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	48416	28155
UP001488838	Myodes glareolus (Bank vole) (Clethrionomys glareolus)	447135	26641
UP001497482	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	637954	48583
UP001501920	Pygocentrus nattereri (Red-bellied piranha)	42514	72717
UP001529510	Cirrhinus mrigala (Mrigala)	683832	57290
UP001557470	Umbra pygmaea (Eastern mudminnow)	75934	24484
UP001558613	Cirrhinus molitorella (mud carp)	172907	36179
UP001591681	Coilia grayii (Gray's grenadier anchovy)	363190	27792
UP001610411	Daubentonia madagascariensis (Aye-aye) (Sciurus madagascariensis)	31869	22162
UP001619887	Pagothenia borchgrevinki (Bald rockcod) (Trematomus borchgrevinki)	8213	27042
UP001623348	Grus japonensis (Japanese crane) (Red-crowned crane)	30415	34534
UP001623349	Apodemus speciosus (Large Japanese field mouse)	105296	18652
UP001652580	Balaenoptera acutorostrata (Common minke whale) (Balaena rostrata)	9767	42806
UP001652581	Vicugna pacos (Alpaca) (Lama pacos)	30538	42363
UP001652583	Acinonyx jubatus (Cheetah)	32536	49690
UP001652622	Pantherophis guttatus (Corn snake) (Elaphe guttata)	94885	35276
UP001652624	Erinaceus europaeus (Western European hedgehog)	9365	43155
UP001652627	Apteryx mantelli (North Island brown kiwi)	2696672	28723
UP001652640	Odocoileus virginianus (White-tailed deer)	9874	43449
UP001652641	Vulpes vulpes (Red fox)	9627	49968
UP001652642	Pogona vitticeps (central bearded dragon)	103695	37261
UP001652662	Equus przewalskii (Przewalski's horse) (Equus caballus przewalskii)	9798	60947
UP001652663	Bos indicus (Zebu)	9915	46689
UP001652741	Salmo salar (Atlantic salmon)	8030	80784
UP001667331	Leuciscus waleckii (Amur ide)	155063	42211
UP001669759	Sigmodon hispidus (Hispid cotton rat)	42415	24600
UP001673243	Mimus melanotis (San Cristobal mockingbird)	245851	17811
UP001684356	Sarotherodon galilaeus (mango tilapia)	8144	29698
UP001705113	Arapaima gigas (Giant arapaima) (Sudis gigas)	113544	24438
UP001710656	Pygathrix nigripes (Black-shanked douc langur)	310352	22758
UP001710657	Semnopithecus entellus (Northern plains gray langur) (Presbytis entellus)	88029	17646
UP001715597	Nasalis larvatus (Proboscis monkey)	43780	22641
UP001730802	Lota lota (Burbot) (Gadus lota)	69944	23785
UP001730803	Arctogadus glacialis (Arctic cod) (Gadus glacialis)	185735	39354
UP001730804	Merluccius merluccius (European hake)	8063	21772
UP001730820	Boreogadus saida (Polar cod) (Gadus saida)	44932	39732
UP001730821	Gadus morhua 'NCC'	328277	34302
UP001732271	Caretta caretta (Loggerhead sea turtle)	8467	25785
UP001732273	Lepidochelys olivacea (Olive Ridley Sea turtle) (Chelonia olivacea)	27788	21318
UP001732657	Leuciscus chuanchicus	3231064	33581
UP001732660	Lepidochelys kempii (Kemp's ridley sea turtle) (Thalassochelys kempii)	8472	25689
UP001732720	Castor canadensis (American beaver)	51338	48533
UP001732780	Camelus bactrianus (Bactrian camel)	9837	45470
UP001735300	Petromyzon marinus (Sea lamprey)	7757	37132
UP000295264	Sousa chinensis (Indo-pacific humpbacked dolphin) (Steno chinensis)	103600	8382
UP000314294	Liparis tanakae (Tanaka's snailfish)	230148	68164
UP000324091	Takifugu flavidus (sansaifugu)	433684	29076
UP000631465	Cervus hanglu yarkandensis (Yarkand deer)	84702	713
UP001066276	Pleurodeles waltl (Iberian ribbed newt)	8319	137737
UP001152622	Synaphobranchus kaupii (Kaup's arrowtooth eel)	118154	42723
UP001162483	Staurois parvus	386267	91370
UP001642463	Bufotes viridis (European green toad) (Pseudepidalea viridis)	30338	65624
