group	upid	organism	taxid	itpr_status	itpr_key	n_itpr	n_pi_plc	plc_status
fungi	UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	absent	proteome	0	3	present
fungi	UP000070054	Colletotrichum nymphaeae SA-01	1460502	absent	proteome	0	5	present
fungi	UP000070121	Colletotrichum salicis	1209931	absent	proteome	0	5	present
fungi	UP000070133	Pseudocercospora eumusae	321146	absent	proteome	0	2	present
fungi	UP000070168	Penicillium patulum (Penicillium griseofulvum)	5078	absent	proteome	0	2	present
fungi	UP000070328	Colletotrichum simmondsii	703756	absent	proteome	0	5	present
fungi	UP000070444	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)	796925	absent	proteome	0	1	present
fungi	UP000070501	Microdochium bolleyi	196109	absent	proteome	0	5	present
fungi	UP000070544	Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera)	1344416	absent	proteome	0	1	present
fungi	UP000070700	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	149040	absent	proteome	0	2	present
fungi	UP000070720	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533	absent	proteome	0	6	present
fungi	UP000073492	Pseudocercospora musae	113226	absent	proteome	0	1	present
fungi	UP000076154	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	39966	absent	proteome	0	3	present
fungi	UP000076552	Colletotrichum tofieldiae	708197	absent	proteome	0	5	present
fungi	UP000076584	Colletotrichum incanum (Soybean anthracnose fungus)	1573173	absent	proteome	0	5	present
fungi	UP000076632	Xylona heveae (strain CBS 132557 / TC161)	1328760	absent	proteome	0	1	present
fungi	UP000076722	Sistotremastrum niveocremeum HHB9708	1314777	absent	proteome	0	2	present
fungi	UP000076727	Daedalea quercina L-15889	1314783	absent	proteome	0	1	present
fungi	UP000076738	Calocera viscosa (strain TUFC12733)	1330018	absent	proteome	0	2	present
fungi	UP000076744	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	1081104	absent	proteome	0	4	present
fungi	UP000076761	Neolentinus lepideus HHB14362 ss-1	1314782	absent	proteome	0	2	present
fungi	UP000076798	Sistotremastrum suecicum HHB10207 ss-3	1314776	absent	proteome	0	2	present
fungi	UP000076837	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei)	5454	absent	proteome	0	3	present
fungi	UP000076842	Calocera cornea HHB12733	1353952	absent	proteome	0	1	present
fungi	UP000076863	Beauveria brongniartii RCEF 3172	1081107	absent	proteome	0	4	present
fungi	UP000076871	Laetiporus sulphureus 93-53	1314785	absent	proteome	0	1	present
fungi	UP000076874	Niveomyces insectorum RCEF 264	1081102	absent	proteome	0	3	present
fungi	UP000076881	Akanthomyces lecanii RCEF 1005	1081108	absent	proteome	0	4	present
fungi	UP000077002	Fonsecaea monophora	254056	absent	proteome	0	3	present
fungi	UP000077051	Mucor lusitanicus CBS 277.49	747725	present	proteome	1	0	absent
fungi	UP000077069	Paraphaeosphaeria sporulosa	1460663	absent	proteome	0	3	present
fungi	UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599	absent	proteome	0	3	present
fungi	UP000077266	Exidia glandulosa HHB12029	1314781	absent	proteome	0	2	present
fungi	UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	763407	present	proteome	1	0	absent
fungi	UP000077521	Tilletia indica	43049	absent	proteome	0	2	present
fungi	UP000077684	Tilletia controversa (dwarf bunt fungus)	13291	absent	proteome	0	2	present
fungi	UP000078113	Tilletia walkeri	117179	absent	proteome	0	2	present
fungi	UP000078237	Madurella mycetomatis	100816	absent	proteome	0	3	present
fungi	UP000078343	Fonsecaea erecta	1367422	absent	proteome	0	3	present
fungi	UP000078512	Linnemannia elongata AG-77	1314771	absent	proteome	0	1	present
fungi	UP000078544	Moelleriella libera RCEF 2490	1081109	absent	proteome	0	4	present
fungi	UP000078561	Absidia glauca (Pin mould)	4829	present	proteome	1	0	absent
fungi	UP000078576	Cytospora mali (Apple Valsa canker fungus) (Valsa mali)	578113	absent	proteome	0	5	present
fungi	UP000078595	Kwoniella dejecticola CBS 10117	1296121	absent	proteome	0	1	present
fungi	UP000091918	Emergomyces africanus	1955775	absent	proteome	0	2	present
fungi	UP000091956	Pseudogymnoascus verrucosus	342668	absent	proteome	0	2	present
fungi	UP000091967	Fusarium poae	36050	absent	proteome	0	5	present
fungi	UP000092154	Rhizopogon vinicolor AM-OR11-026	1314800	absent	proteome	0	3	present
fungi	UP000092321	Hanseniaspora valbyensis NRRL Y-1626	766949	absent	proteome	0	1	present
fungi	UP000092555	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	869754	absent	proteome	0	1	present
fungi	UP000092583	Kwoniella mangroviensis CBS 10435	1331196	absent	proteome	0	1	present
fungi	UP000092666	Kwoniella heveanensis BCC8398	1296120	absent	proteome	0	1	present
fungi	UP000092730	Kwoniella bestiolae CBS 10118	1296100	absent	proteome	0	1	present
fungi	UP000092993	Grifola frondosa (Maitake) (Polyporus frondosus)	5627	absent	proteome	0	1	present
fungi	UP000093000	Choanephora cucurbitarum	101091	present	proteome	1	0	absent
fungi	UP000094020	Kwoniella pini CBS 10737	1296096	absent	proteome	0	1	present
fungi	UP000094043	Cryptococcus depauperatus CBS 7841	1295531	absent	proteome	0	1	present
fungi	UP000094065	Cryptococcus amylolentus CBS 6039	1295533	absent	proteome	0	1	present
fungi	UP000094112	Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala)	683960	absent	proteome	0	1	present
fungi	UP000094236	Pachysolen tannophilus NRRL Y-2460	669874	absent	proteome	0	1	present
fungi	UP000094285	Suhomyces tanzawaensis NRRL Y-17324	984487	absent	proteome	0	1	present
fungi	UP000094336	Babjeviella inositovora NRRL Y-12698	984486	absent	proteome	0	1	present
fungi	UP000094385	Lipomyces starkeyi NRRL Y-11557	675824	absent	proteome	0	1	present
fungi	UP000094389	Cyberlindnera jadinii (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542) (Torula yeast) (Candida utilis)	983966	absent	proteome	0	1	present
fungi	UP000094444	Diaporthe helianthi	158607	absent	proteome	0	5	present
fungi	UP000094455	Pichia membranifaciens NRRL Y-2026	763406	absent	proteome	0	1	present
fungi	UP000094526	Cladophialophora carrionii	86049	absent	proteome	0	3	present
fungi	UP000094565	Komagataella pastoris (Yeast) (Pichia pastoris)	4922	absent	proteome	0	1	present
fungi	UP000094569	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	573508	absent	proteome	0	2	present
fungi	UP000094801	[Candida] arabinofermentans NRRL YB-2248	983967	absent	proteome	0	0	absent
fungi	UP000094819	Cryptococcus wingfieldii CBS 7118	1295528	absent	proteome	0	1	present
fungi	UP000095009	Nadsonia fulvescens var. elongata DSM 6958	857566	absent	proteome	0	1	present
fungi	UP000095023	Tortispora caseinolytica NRRL Y-17796	767744	absent	proteome	0	1	present
fungi	UP000095038	Ascoidea rubescens DSM 1968	1344418	absent	proteome	0	1	present
fungi	UP000095085	Hyphopichia burtonii NRRL Y-1933	984485	absent	proteome	0	1	present
fungi	UP000095358	Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)	29833	absent	proteome	0	1	present
fungi	UP000095605	Hanseniaspora opuntiae	211096	absent	proteome	0	1	present
fungi	UP000095728	Hanseniaspora osmophila	56408	absent	proteome	0	1	present
fungi	UP000176998	Colletotrichum orchidophilum	1209926	absent	proteome	0	4	present
fungi	UP000177622	Penicillium arizonense	1835702	absent	proteome	0	2	present
fungi	UP000177625	Rhynchosporium secalis (Barley scald fungus)	38038	absent	proteome	0	3	present
fungi	UP000178129	Rhynchosporium graminicola	2792576	absent	proteome	0	3	present
fungi	UP000178912	Rhynchosporium agropyri	914238	absent	proteome	0	3	present
fungi	UP000179179	Aspergillus bombycis	109264	absent	proteome	0	2	present
fungi	UP000182235	Emergomyces pasteurianus Ep9510	1447872	absent	proteome	0	2	present
fungi	UP000182334	Sungouiella intermedia	45354	absent	proteome	0	1	present
fungi	UP000182658	Coniochaeta ligniaria NRRL 30616	1408157	absent	proteome	0	4	present
fungi	UP000183365	Hanseniaspora guilliermondii	56406	absent	proteome	0	1	present
fungi	UP000183567	Rhizopogon vesiculosus	180088	absent	proteome	0	3	present
fungi	UP000183809	Diplodia corticola	236234	absent	proteome	0	2	present
fungi	UP000183971	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346	absent	proteome	0	7	present
fungi	UP000184073	Aspergillus versicolor CBS 583.65	1036611	absent	proteome	0	2	present
fungi	UP000184188	Penicilliopsis zonata CBS 506.65	1073090	absent	proteome	0	2	present
fungi	UP000184255	Fusarium mangiferae (Mango malformation disease fungus)	192010	absent	proteome	0	7	present
fungi	UP000184267	Trametes pubescens (White-rot fungus)	154538	absent	proteome	0	1	present
fungi	UP000184300	Aspergillus glaucus CBS 516.65	1160497	absent	proteome	0	2	present
fungi	UP000184304	Aspergillus tubingensis (strain CBS 134.48)	767770	absent	proteome	0	2	present
fungi	UP000184330	Phialocephala subalpina	576137	absent	proteome	0	3	present
fungi	UP000184356	Aspergillus sydowii CBS 593.65	1036612	absent	proteome	0	2	present
fungi	UP000184383	Aspergillus wentii DTO 134E9	1073089	absent	proteome	0	2	present
fungi	UP000184499	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769	absent	proteome	0	2	present
fungi	UP000184546	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307	absent	proteome	0	2	present
fungi	UP000185904	Fonsecaea nubica	856822	absent	proteome	0	3	present
fungi	UP000185944	Nematocida displodere	1805483	absent	proteome	0	0	absent
fungi	UP000186136	Pichia membranifaciens	4926	absent	proteome	0	1	present
fungi	UP000186303	Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	1230383	absent	proteome	0	1	present
fungi	UP000186583	Colletotrichum chlorophyti	708187	absent	proteome	0	4	present
fungi	UP000186594	Neolecta irregularis (strain DAH-3)	1198029	absent	proteome	0	1	present
fungi	UP000186601	Hermanssonia centrifuga	98765	absent	proteome	0	1	present
fungi	UP000186955	Penicillium subrubescens	1316194	absent	proteome	0	2	present
fungi	UP000187283	Smittium culicis	133412	absent	proteome	0	1	present
fungi	UP000187429	Smittium culicis	133412	absent	proteome	0	1	present
fungi	UP000187455	Smittium mucronatum	133383	absent	proteome	0	0	absent
fungi	UP000188318	Aspergillus carbonarius (strain ITEM 5010)	602072	absent	proteome	0	2	present
fungi	UP000188320	Zancudomyces culisetae (Gut fungus) (Smittium culisetae)	1213189	absent	proteome	0	0	absent
fungi	UP000188533	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	5353	absent	proteome	0	4	present
fungi	UP000189513	Cyberlindnera fabianii (Yeast) (Hansenula fabianii)	36022	absent	proteome	0	1	present
fungi	UP000189580	Sugiyamaella lignohabitans	796027	absent	proteome	0	1	present
fungi	UP000189911	Lachancea nothofagi CBS 11611	1266666	absent	proteome	0	1	present
fungi	UP000190274	Lachancea dasiensis	1072105	absent	proteome	0	1	present
fungi	UP000190831	Lachancea fermentati (Zygosaccharomyces fermentati)	4955	absent	proteome	0	1	present
fungi	UP000191004	Trichoderma guizhouense	1491466	absent	proteome	0	4	present
fungi	UP000191024	Lachancea mirantina	1230905	absent	proteome	0	1	present
fungi	UP000191144	Lachancea meyersii CBS 8951	1266667	absent	proteome	0	1	present
fungi	UP000191285	Penicillium steckii	303698	absent	proteome	0	2	present
fungi	UP000191342	Penicillium flavigenum	254877	absent	proteome	0	2	present
fungi	UP000191408	Penicillium polonicum	60169	absent	proteome	0	2	present
fungi	UP000191500	Penicillium coprophilum	36646	absent	proteome	0	2	present
fungi	UP000191518	Penicillium vulpinum	29845	absent	proteome	0	2	present
fungi	UP000191522	Penicillium decumbens	69771	absent	proteome	0	1	present
fungi	UP000191612	Penicillium solitum	60172	absent	proteome	0	2	present
fungi	UP000191672	Penicillium antarcticum	416450	absent	proteome	0	2	present
fungi	UP000191691	Penicillium nalgiovense	60175	absent	proteome	0	1	present
fungi	UP000192596	Cryoendolithus antarcticus	1507870	absent	proteome	0	6	present
fungi	UP000192639	Enterospora canceri	1081671	absent	proteome	0	0	absent
fungi	UP000192927	Lasallia pustulata	136370	absent	proteome	0	2	present
fungi	UP000193067	Trametes coccinea (strain BRFM310) (Pycnoporus coccineus)	1353009	absent	proteome	0	1	present
fungi	UP000193144	Clohesyomyces aquaticus	1231657	absent	proteome	0	3	present
fungi	UP000193218	Kockovaella imperatae	4999	absent	proteome	0	1	present
fungi	UP000193240	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	105696	absent	proteome	0	4	present
fungi	UP000193411	Catenaria anguillulae PL171	765915	absent	proteome	0	1	present
fungi	UP000193467	Leucosporidium creatinivorum	106004	absent	proteome	0	1	present
fungi	UP000193498	Basidiobolus meristosporus CBS 931.73	1314790	present	proteome	2	2	present
fungi	UP000193560	Absidia repens	90262	present	proteome	1	0	absent
fungi	UP000193642	Rhizoclosmatium globosum	329046	present	proteome	1	0	absent
fungi	UP000193648	Lobosporangium transversale	64571	absent	proteome	0	1	present
fungi	UP000193685	Protomyces lactucae-debilis	2754530	absent	proteome	0	1	present
fungi	UP000193689	Pseudomassariella vexata	1141098	absent	proteome	0	4	present
fungi	UP000193719	Piromyces finnis	1754191	absent	proteome	0	1	present
fungi	UP000193922	Linderina pennispora	61395	absent	proteome	0	1	present
fungi	UP000193944	Anaeromyces robustus	1754192	absent	proteome	0	1	present
fungi	UP000193986	Naematelia encephala	71784	absent	proteome	0	1	present
fungi	UP000194127	Postia placenta MAD-698-R-SB12	670580	absent	proteome	0	1	present
fungi	UP000194280	Hortaea werneckii EXF-2000	1157616	absent	proteome	0	5	present
fungi	UP000196158	Maudiozyma saulgeensis	1789683	absent	proteome	0	1	present
fungi	UP000198372	Microbotryum intermedium	269621	absent	proteome	0	1	present
fungi	UP000199069	Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides)	5286	absent	proteome	0	1	present
fungi	UP000214365	Talaromyces atroroseus	1441469	absent	proteome	0	1	present
fungi	UP000215127	Zymoseptoria tritici (strain ST99CH_3D7)	1276538	absent	proteome	0	3	present
fungi	UP000215289	Aspergillus turcosus	1245748	absent	proteome	0	2	present
fungi	UP000215305	Aspergillus thermomutatus (Neosartorya pseudofischeri)	41047	absent	proteome	0	2	present
fungi	UP000217790	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)	47427	absent	proteome	0	3	present
fungi	UP000218334	Armillaria solidipes	1076256	absent	proteome	0	3	present
fungi	UP000218811	Wolfiporia cocos (strain MD-104) (Brown rot fungus)	742152	absent	proteome	0	1	present
fungi	UP000219286	Trichoderma parareesei (Filamentous fungus)	858221	absent	proteome	0	4	present
fungi	UP000219338	Armillaria ostoyae (Armillaria root rot fungus)	47428	absent	proteome	0	3	present
fungi	UP000222788	Ceratocystis fimbriata CBS 114723	1035309	absent	proteome	0	4	present
fungi	UP000223968	Helicocarpus griseus UAMH5409	1447875	absent	proteome	0	2	present
fungi	UP000224080	Blastomyces parvus	2060905	absent	proteome	0	2	present
fungi	UP000224634	Polytolypa hystricis (strain UAMH7299)	1447883	absent	proteome	0	2	present
fungi	UP000224854	Ophiocordyceps australis	1399860	absent	proteome	0	3	present
fungi	UP000225277	Ramularia collo-cygni	112498	absent	proteome	0	3	present
fungi	UP000226031	[Emmonsia] crescens	73230	absent	proteome	0	2	present
fungi	UP000226192	Ophiocordyceps australis	1399860	absent	proteome	0	4	present
fungi	UP000226431	Ophiocordyceps camponoti-rufipedis	2004952	absent	proteome	0	4	present
fungi	UP000230002	Ganoderma sinense ZZ0214-1	1077348	absent	proteome	0	1	present
fungi	UP000230249	Candidozyma auris (Yeast) (Candida auris)	498019	absent	proteome	0	1	present
fungi	UP000231358	Aspergillus arachidicola	656916	absent	proteome	0	2	present
fungi	UP000232875	Malassezia vespertilionis	2020962	absent	proteome	0	1	present
fungi	UP000233524	Lomentospora prolificans	41688	absent	proteome	0	4	present
fungi	UP000234254	Aspergillus campestris (strain IBT 28561)	1392248	absent	proteome	0	2	present
fungi	UP000234275	Aspergillus steynii IBT 23096	1392250	absent	proteome	0	2	present
fungi	UP000234474	Aspergillus novofumigatus (strain IBT 16806)	1392255	absent	proteome	0	2	present
fungi	UP000234585	Aspergillus candidus	41067	absent	proteome	0	2	present
fungi	UP000235023	Aspergillus taichungensis	482145	absent	proteome	0	2	present
fungi	UP000235371	Hyaloscypha bicolor E	1095630	absent	proteome	0	3	present
fungi	UP000235388	Puccinia coronata f. sp. avenae	200324	absent	proteome	0	2	present
fungi	UP000235672	Hyaloscypha hepaticicola	2082293	absent	proteome	0	2	present
fungi	UP000235786	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	1149755	absent	proteome	0	2	present
fungi	UP000236544	Lachancea quebecensis	1654605	absent	proteome	0	1	present
fungi	UP000236621	Tolypocladium capitatum	45235	absent	proteome	0	4	present
fungi	UP000236664	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	42673	absent	proteome	0	7	present
fungi	UP000237144	Rhodotorula taiwanensis	741276	absent	proteome	0	1	present
fungi	UP000237438	Erysiphe pulchra	225359	absent	proteome	0	2	present
fungi	UP000237481	Tolypocladium paradoxum	94208	absent	proteome	0	4	present
fungi	UP000237631	Cercospora berteroae	357750	absent	proteome	0	3	present
fungi	UP000238274	Puccinia striiformis	27350	absent	proteome	0	1	present
fungi	UP000238350	Wickerhamiella sorbophila	45607	absent	proteome	0	1	present
fungi	UP000239156	Puccinia striiformis	27350	absent	proteome	0	1	present
fungi	UP000240493	Trichoderma asperellum (strain ATCC 204424 / CBS 433.97 / NBRC 101777)	1042311	absent	proteome	0	4	present
fungi	UP000240760	Trichoderma longibrachiatum ATCC 18648	983965	absent	proteome	0	4	present
fungi	UP000240830	Paramicrosporidium saccamoebae	1246581	absent	proteome	0	0	absent
fungi	UP000240883	Corynespora cassiicola Philippines	1448308	absent	proteome	0	3	present
fungi	UP000241107	Candidozyma pseudohaemuli	418784	absent	proteome	0	0	absent
fungi	UP000241462	Coniella lustricola	2025994	absent	proteome	0	5	present
fungi	UP000241546	Trichoderma citrinoviride	58853	absent	proteome	0	2	present
fungi	UP000241587	Fusarium culmorum	5516	absent	proteome	0	4	present
fungi	UP000241690	Trichoderma harzianum (strain CBS 226.95 / KCTC 16976) (Green mold) (Hypocrea lixii)	983964	absent	proteome	0	4	present
fungi	UP000241818	Amorphotheca resinae ATCC 22711	857342	absent	proteome	0	2	present
fungi	UP000242146	Hesseltinella vesiculosa	101127	present	proteome	1	0	absent
fungi	UP000242180	Syncephalastrum racemosum (Filamentous fungus)	13706	absent	proteome	0	0	absent
fungi	UP000242254	Rhizopus microsporus ATCC 52813	1340429	absent	proteome	0	0	absent
fungi	UP000242287	Amanita thiersii Skay4041	703135	absent	proteome	0	3	present
fungi	UP000242474	Coemansia reversa (strain ATCC 12441 / NRRL 1564)	763665	absent	proteome	0	1	present
fungi	UP000242519	Diplocarpon coronariae	2795749	absent	proteome	0	3	present
fungi	UP000242525	Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)	1173061	absent	proteome	0	2	present
fungi	UP000242770	Sporisorium scitamineum	49012	absent	proteome	0	2	present
fungi	UP000242791	Blastomyces percursus	1658174	absent	proteome	0	2	present
fungi	UP000242875	Bifiguratus adelaidae	1938954	absent	proteome	0	0	absent
fungi	UP000242877	Ascosphaera apis ARSEF 7405	392613	absent	proteome	0	2	present
fungi	UP000243052	Eremothecium sinecaudum	45286	absent	proteome	0	1	present
fungi	UP000243081	Cordyceps confragosa (Lecanicillium lecanii)	2714763	absent	proteome	0	3	present
fungi	UP000243308	Podila verticillata NRRL 6337	1069443	absent	proteome	0	0	absent
fungi	UP000243498	Metarhizium rileyi (Nomuraea rileyi)	1649241	absent	proteome	0	4	present
fungi	UP000243515	Elaphomyces granulatus	519963	absent	proteome	0	2	present
fungi	UP000243519	Trichophyton violaceum	34388	absent	proteome	0	2	present
fungi	UP000243723	Elsinoe australis	40998	absent	proteome	0	3	present
fungi	UP000243797	Sphaceloma murrayae	2082308	absent	proteome	0	2	present
fungi	UP000243876	Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor)	5005	absent	proteome	0	1	present
fungi	UP000244309	Candidozyma haemuli	45357	absent	proteome	0	1	present
fungi	UP000244406	Candidozyma duobushaemuli	1231522	absent	proteome	0	1	present
fungi	UP000244722	Tuber borchii (White truffle)	42251	absent	proteome	0	2	present
fungi	UP000244855	Periconia macrospinosa	97972	absent	proteome	0	3	present
fungi	UP000245383	Smittium simulii	133385	absent	proteome	0	1	present
fungi	UP000245591	Smittium angustum	133377	absent	proteome	0	1	present
fungi	UP000245609	Smittium megazygosporum	133381	absent	proteome	0	1	present
fungi	UP000245626	Violaceomyces palustris	1673888	absent	proteome	0	2	present
fungi	UP000245699	Furculomyces boomerangus	61424	absent	proteome	0	1	present
fungi	UP000245768	Acaromyces ingoldii	215250	absent	proteome	0	2	present
fungi	UP000245771	Meira miltonrushii	1280837	absent	proteome	0	2	present
fungi	UP000245783	Ceraceosorus guamensis	1522189	absent	proteome	0	2	present
fungi	UP000245884	Jaminaea rosea	1569628	absent	proteome	0	2	present
fungi	UP000245910	Fusarium venenatum	56646	absent	proteome	0	6	present
fungi	UP000245942	Microstroma glucosiphilum	1684307	absent	proteome	0	2	present
fungi	UP000245946	Tilletiopsis washingtonensis	58919	absent	proteome	0	2	present
fungi	UP000246171	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	1448314	absent	proteome	0	2	present
fungi	UP000246702	Aspergillus sclerotioniger CBS 115572	1450535	absent	proteome	0	2	present
fungi	UP000246740	Testicularia cyperi	1882483	absent	proteome	0	2	present
fungi	UP000246991	Tuber magnatum (white Piedmont truffle)	42249	absent	proteome	0	1	present
fungi	UP000247233	Aspergillus heteromorphus CBS 117.55	1448321	absent	proteome	0	2	present
fungi	UP000247647	Aspergillus neoniger (strain CBS 115656)	1448310	absent	proteome	0	2	present
fungi	UP000247702	Rhizophagus clarus	94130	absent	proteome	0	1	present
fungi	UP000247810	Aspergillus ellipticus CBS 707.79	1448320	absent	proteome	0	2	present
fungi	UP000248340	Aspergillus uvarum CBS 121591	1448315	absent	proteome	0	2	present
fungi	UP000248349	Aspergillus saccharolyticus JOP 1030-1	1450539	absent	proteome	0	2	present
fungi	UP000248405	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	1448311	absent	proteome	0	2	present
fungi	UP000248423	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	1448318	absent	proteome	0	2	present
fungi	UP000248817	Aspergillus indologenus CBS 114.80	1450541	absent	proteome	0	2	present
fungi	UP000248961	Aspergillus homomorphus (strain CBS 101889)	1450537	absent	proteome	0	2	present
fungi	UP000249056	Monilinia fructigena	38457	absent	proteome	0	1	present
fungi	UP000249057	Aspergillus brunneoviolaceus CBS 621.78	1450534	absent	proteome	0	2	present
fungi	UP000249293	Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)	4909	absent	proteome	0	1	present
fungi	UP000249363	Talaromyces amestolkiae	1196081	absent	proteome	0	1	present
fungi	UP000249402	Aspergillus ibericus CBS 121593	1448316	absent	proteome	0	2	present
fungi	UP000249464	Microbotryum silenes-dioicae	796604	absent	proteome	0	1	present
fungi	UP000249497	Aspergillus japonicus CBS 114.51	1448312	absent	proteome	0	2	present
fungi	UP000249526	Aspergillus piperis CBS 112811	1448313	absent	proteome	0	2	present
fungi	UP000249619	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	183478	absent	proteome	0	3	present
fungi	UP000249661	Aspergillus aculeatinus CBS 121060	1448322	absent	proteome	0	2	present
fungi	UP000249723	Microbotryum saponariae	289078	absent	proteome	0	1	present
fungi	UP000249748	Aspergillus costaricaensis CBS 115574	1448317	absent	proteome	0	2	present
fungi	UP000249757	Pyrenophora tritici-repentis (Wheat tan spot fungus) (Drechslera tritici-repentis)	45151	absent	proteome	0	3	present
fungi	UP000249789	Aspergillus fijiensis CBS 313.89	1448319	absent	proteome	0	2	present
fungi	UP000249829	Aspergillus violaceofuscus (strain CBS 115571)	1450538	absent	proteome	0	2	present
fungi	UP000250043	Obba rivulosa	1052685	absent	proteome	0	1	present
fungi	UP000250078	Cenococcum geophilum 1.58	794803	absent	proteome	0	0	absent
fungi	UP000250140	Glonium stellatum	574774	absent	proteome	0	3	present
fungi	UP000250266	Lepidopterella palustris CBS 459.81	1314670	absent	proteome	0	2	present
fungi	UP000252139	Rhizopus azygosporus (Rhizopus microsporus var. azygosporus)	86630	absent	proteome	0	0	absent
fungi	UP000253153	Fusarium coffeatum	231269	absent	proteome	0	6	present
fungi	UP000253472	Candida viswanathii	5486	absent	proteome	0	2	present
fungi	UP000253551	Rhizopus stolonifer (Rhizopus nigricans)	4846	present	proteome	1	0	absent
fungi	UP000253664	Ophiocordyceps polyrhachis-furcata BCC 54312	1330021	absent	proteome	0	4	present
fungi	UP000253729	Aspergillus welwitschiae	1341132	absent	proteome	0	2	present
fungi	UP000254866	Venustampulla echinocandica	2656787	absent	proteome	0	3	present
fungi	UP000254937	Aspergillus phoenicis ATCC 13157	1353007	absent	proteome	0	2	present
fungi	UP000256328	Coleophoma crateriformis	565419	absent	proteome	0	3	present
fungi	UP000256645	Coleophoma cylindrospora	1849047	absent	proteome	0	3	present
fungi	UP000256690	Aspergillus mulundensis	1810919	absent	proteome	0	2	present
fungi	UP000256964	Lentinus brumalis	2498619	absent	proteome	0	1	present
fungi	UP000258309	Scytalidium lignicola (Hyphomycete)	5539	absent	proteome	0	2	present
fungi	UP000262825	Saccharomycodes ludwigii	36035	absent	proteome	0	1	present
fungi	UP000265631	Fusarium flagelliforme	2675880	absent	proteome	0	6	present
fungi	UP000265663	Pyrenophora seminiperda CCB06	1302712	absent	proteome	0	3	present
fungi	UP000266152	Fusarium sporotrichioides	5514	absent	proteome	0	6	present
fungi	UP000266188	Aspergillus sclerotialis	2070753	absent	proteome	0	2	present
fungi	UP000266234	Fusarium longipes	694270	absent	proteome	0	6	present
fungi	UP000266272	Trichoderma arundinaceum	490622	absent	proteome	0	4	present
fungi	UP000267145	Verticillium nonalfalfae	1051616	absent	proteome	0	4	present
fungi	UP000267251	Piptocephalis cylindrospora	1907219	present	proteome	1	0	absent
fungi	UP000267821	Terfezia boudieri ATCC MYA-4762	1051890	absent	proteome	0	2	present
fungi	UP000268093	Jimgerdemannia flammicorona	994334	absent	proteome	0	0	absent
fungi	UP000268162	Dimargaris cristalligena	215637	absent	proteome	0	1	present
fungi	UP000269721	Blyttiomyces helicus	388810	present	proteome	1	0	absent
fungi	UP000269793	Malassezia restricta (strain ATCC 96810 / NBRC 103918 / CBS 7877) (Seborrheic dermatitis infection agent)	425264	absent	proteome	0	1	present
fungi	UP000271241	Thamnocephalis sphaerospora	78915	absent	proteome	0	1	present
fungi	UP000272025	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	1314773	absent	proteome	0	4	present
fungi	UP000274822	Jimgerdemannia flammicorona	994334	present	proteome	1	0	absent
fungi	UP000274922	Caulochytrium protostelioides	1555241	absent	proteome	0	1	present
