accession	organism	vclass	vorder	cell	cell_status	contig	start	end	strand	span	mp_id	bait	coverage	identity	frameshifts	stop_codons	cds_bp	contig_spans_gene	contig_n50	headroom	assembly_level	n_genes_longer	annot_max_gene_span	annot_median_gene_span	loss	best_frac_cds	sum_frac_cds	n_fragments	fragment_names	control_strength	eligible	failed_rule	mode	reasons
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR2	found_unannotated	VWZQ01006530.1	363409	582080	-	218672	MP000048	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.982	0	0	8007	False	66181	0.3	Scaffold	69	749682	5984	0.893	0.107	0.137	2	Itpr2_1;Itpr2_0	3	False	E2		missing_paralog
GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	ITPR2	found_unannotated	VZRU01019648.1	81166	313857	-	232692	MP000047	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9809	0	0	8007	False	36855	0.16	Scaffold	44	733006	6594	0.893	0.107	0.138	2	Itpr2_1;Itpr2_0	3	False	E2		missing_paralog
GCA_013399305.1	Rostratula benghalensis	Aves	Charadriiformes	ITPR2	found_unannotated	VXAI01000006.1	11343912	11608406	-	264495	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9779	0	0	8007	False	78725	0.3	Scaffold	28	480984	6604	0.893	0.107	0.138	2	Itpr2_1;Itpr2_0	3	False	E2		missing_paralog
GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	ITPR2	found_unannotated	VYZE01000061.1	324147	557096	+	232950	MP000045	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9865	0	0	8007	False	43196	0.19	Scaffold	28	444958	6289	0.893	0.107	0.138	2	Itpr2_1;Itpr2_0	2	False	E2		missing_paralog;fragment_only
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR2	found_unannotated	VZRL01002161.1	388382	606519	-	218138	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.982	0	0	8007	False	99117	0.45	Scaffold	50	462200	5553	0.893	0.107	0.138	2	Itpr2_1;Itpr2_0	2	False	E3		fragment_only
GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	ITPR2	found_unannotated	VZTN01005749.1	81967	296151	+	214185	MP000066	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9805	0	0	8007	False	45331	0.21	Scaffold	13	335238	5122	0.893	0.107	0.137	2	Itpr2_1;Itpr2_0	2	False	E3		missing_paralog
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	ITPR2	found_unannotated	VXBR01000324.1	451987	664734	-	212748	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9798	0	0	8007	False	74140	0.35	Scaffold	63	934203	5961	0.893	0.107	0.137	2	Itpr2_1;Itpr2_0	2	False	E2		missing_paralog
GCA_013397635.1	Columbina picui	Aves	Columbiformes	ITPR2	found_unannotated	VYZG01000419.1	130253	368840	+	238588	MP000048	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9693	0	0	7998	False	24994	0.1	Scaffold	34	445366	6085	0.893	0.107	0.107	1	Itpr2	2	False	E2		missing_paralog
GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	ITPR2	found_unannotated	VWYN01013987.1	375873	594494	-	218622	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9801	0	0	8007	False	64762	0.3	Scaffold	48	722433	5736	0.893	0.107	0.137	2	Itpr2_1;Itpr2_0	1	False	E2		missing_paralog
GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	ITPR2	found_unannotated	WEZZ01021076.1	268745	484547	+	215803	MP000068	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.979	0	0	8007	False	24720	0.11	Scaffold	4	324699	4663	0.893	0.107	0.138	2	Itpr2_1;Itpr2_0	1	False	E2		missing_paralog;fragment_only
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR1	found_unannotated	VWYW01000920.1	2801	137380	+	134580	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9712	0.9856	0	0	8094	False	67220	0.5	Scaffold	246	604428	6047	0.887	0.113	0.219	2	Itpr1_1;Itpr1_0	2	False	E2		fragment_only
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	ITPR2	found_unannotated	VXBX01000030.1	39	204989	+	204951	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	0.9137	0.9765	0	0	7398	False	60031	0.29	Scaffold	70	488599	6215	0.885	0.115	0.115	1	Itpr2_0	2	False	E2		missing_paralog
GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	ITPR1	found_unannotated	VYZW01040117.1	117659	295253	-	177595	MP000045	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.8793	0.9909	0	0	7257	False	24547	0.14	Scaffold	17	304763	4427	0.882	0.118	0.152	2	Itpr1_1;Itpr1_0	1	False	E2		missing_paralog
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR2	found_unannotated	WEIT01016686.1	1	169312	+	169312	MP000047	A0A672UP22|ITPR2|Strigops_habroptila	0.763	0.9456	0	0	6084	False	29388	0.17	Scaffold	31	328979	4883	0.882	0.118	0.158	2	DRYGAM_R00760;Itpr2	1	False	E2		missing_paralog;fragment_only
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR2	found_unannotated	VZTB01004788.1	1910	176611	+	174702	MP000069	A0A672UP22|ITPR2|Strigops_habroptila	0.877	0.978	0	0	7104	False	60402	0.35	Scaffold	76	587028	5861	0.88	0.12	0.154	2	Itpr2_1;Itpr2_0	0	False	E2		fragment_only
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR1	found_unannotated	VWYY01001129.1	8355	148788	+	140434	MP000004	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.8395	0.9655	0	0	7026	False	77643	0.55	Scaffold	217	606593	6013	0.878	0.122	0.122	1	Itpr1_0	1	False	E2		fragment_only
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	ITPR2	found_unannotated	JAAKFY010000007.1	17781036	17839072	-	58037	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8622	4	0	8065	True	3015437	51.96	Scaffold	1226	404676	7022	0.876	0.124	0.124	1	F7725_022703	1	True		truncation	missing_paralog;fragment_only
GCA_013399395.1	Nyctiprogne leucopyga	Aves	Caprimulgiformes	ITPR2	found_unannotated	VZZU01000124.1	666	180387	+	179722	MP000063	A0A672UP22|ITPR2|Strigops_habroptila	0.7678	0.9301	2	0	6140	False	28894	0.16	Scaffold	44	364902	5860	0.874	0.126	0.166	2	NYCLEU_R13120;Itpr2	2	False	E2		missing_paralog
GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	ITPR2	found_unannotated	WBNC01001413.1	115465	286763	+	171299	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	0.7848	0.9802	0	0	6357	False	48850	0.29	Scaffold	107	431877	5083	0.866	0.134	0.134	1	Itpr2_1	3	False	E2		missing_paralog
GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	ITPR2	found_unannotated	VYZU01018639.1	12227	145639	+	133413	MP000039	A0A672UP22|ITPR2|Strigops_habroptila	0.783	0.9782	0	0	6342	False	14890	0.11	Scaffold	20	218032	3476	0.865	0.135	0.135	1	Itpr2_0	0	False	E2		fragment_only
GCA_013399075.1	Chloroceryle aenea	Aves	Coraciiformes	ITPR2	found_unannotated	VWZY01002652.1	47359	203397	+	156039	MP000043	A0A672UP22|ITPR2|Strigops_habroptila	0.7715	0.9827	0	0	6249	False	34835	0.22	Scaffold	127	596617	6894	0.863	0.137	0.137	1	Itpr2_0	3	False	E2		missing_paralog;fragment_only
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	ITPR2	found_unannotated	CM008029.1	46562293	47287741	-	725449	MP000007	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.8296	1	0	7988	False	7944	0.01	Chromosome	101	4711805	9384	0.86	0.14	0.14	1	Celaphus_00014063	0	False	E2		missing_paralog;fragment_only
GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR2	found_unannotated	VWPO01001832.1	5391	160622	-	155232	MP000057	A0A672UP22|ITPR2|Strigops_habroptila	0.7444	0.9856	0	0	6030	False	39898	0.26	Scaffold	179	808409	6678	0.859	0.141	0.141	1	Itpr2_0	1	False	E2		fragment_only
GCA_013400995.1	Oreotrochilus melanogaster	Aves	Apodiformes	ITPR2	found_unannotated	VZUB01003832.1	11401	169164	+	157764	MP000024	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.7311	0.9818	0	0	5922	False	7679	0.05	Scaffold	82	449897	6732	0.856	0.144	0.144	1	Itpr2_1	1	False	E2		missing_paralog;fragment_only
GCA_013398955.1	Callaeas wilsoni	Aves	Passeriformes	ITPR1	assembly_gap	VWPU01015536.1	7010	106478	-	99469	MP000006	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.6715	0.9861	0	0	5592	False	118426	1.19	Scaffold	284	396383	5216	0.846	0.154	0.154	1	Itpr1_1	2	False	E2		fragment_only
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR1	assembly_gap	VWZK01014558.1	16091	127741	-	111651	MP000007	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.6715	0.9936	0	0	5595	False	70136	0.63	Scaffold	217	470142	5703	0.846	0.154	0.154	1	Itpr1_1	1	False	E2		missing_paralog;fragment_only
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR3	assembly_gap	JAHRIM010070462.1	9526	31248	-	21723	MP000124	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.5622	0.9068	0	0	4542	False	15690	0.72	Scaffold	374	133354	2959	0.84	0.16	0.16	1	XENORESO_012858	0	False	E2		fragment_only
GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR3	assembly_gap	VZTX01008829.1	251	25358	+	25108	MP000076	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.6157	0.9951	0	0	4932	False	83169	3.31	Scaffold	2347	839677	5351	0.836	0.164	0.164	1	Itpr3_0	1	False	E2		fragment_only
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	assembly_gap	VZTB01002909.1	45	27455	-	27411	MP000070	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.6157	0.9927	0	0	4932	False	60402	2.2	Scaffold	2186	587028	5861	0.836	0.164	0.164	1	Itpr3_0	0	False	E2		fragment_only
GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR1	assembly_gap	VZUJ01128627.1	1200	62406	+	61207	MP000068	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.636	0.9903	0	0	5247	False	36139	0.59	Scaffold	225	209549	3814	0.836	0.164	0.164	1	Itpr1_0	0	False	E2		fragment_only
GCA_013400995.1	Oreotrochilus melanogaster	Aves	Apodiformes	ITPR1	assembly_gap	VZUB01000656.1	4273	51471	-	47199	MP000007	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.5934	0.9915	0	0	4947	False	7679	0.16	Scaffold	1008	449897	6732	0.835	0.165	0.165	1	Itpr1_2	1	False	E2		missing_paralog;fragment_only
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	ITPR2	found_unannotated	CM063177.1	48599164	49325339	+	726176	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9904	0	0	8106	True	91852676	126.49	Chromosome	0	137795	1238	0.835	0.165	0.314	5	ITPR2_2;ITPR2_1;ITPR2_4;ITPR2_5;ITPR2_3	0	False	E5		fragment_only
GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR1	assembly_gap	VYZJ01000868.1	159473	241957	+	82485	MP000008	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.6222	0.9902	0	0	5184	False	19687	0.24	Scaffold	500	423567	5548	0.834	0.166	0.166	1	Itpr1_0	2	False	E2		missing_paralog;fragment_only
GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR1	assembly_gap	VYZC01000789.1	167834	247534	+	79701	MP000006	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.6189	0.9849	0	0	5157	False	72805	0.91	Scaffold	659	464810	5886	0.833	0.167	0.167	1	Itpr1_1	1	False	E2		fragment_only
GCA_013400955.1	Drymodes brunneopygia	Aves	Passeriformes	ITPR2	assembly_gap	VZTZ01029620.1	9881	112950	-	103070	MP000062	A0A672UP22|ITPR2|Strigops_habroptila	0.6263	0.9704	0	0	5073	False	79910	0.78	Scaffold	291	571352	5070	0.832	0.168	0.168	1	Itpr2_0	2	False	E2		missing_paralog
GCA_033238685.1	Lates japonicus	Actinopteri		ITPR3	found_unannotated	BRZM01000063.1	5361081	5411590	-	50510	MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9058	3	0	8065	True	285591	5.65	Scaffold	319	98291	4687	0.825	0.175	0.318	2	AKAME5_001542200;AKAME5_001542100	2	False	E4		fragment_only
GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	ITPR3	assembly_gap	WBNH01011779.1	69109	98597	+	29489	MP000049	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.5757	0.9844	0	0	4620	False	94415	3.2	Scaffold	2117	394296	5951	0.825	0.175	0.175	1	Itpr3_1	1	False	E2		fragment_only
GCA_013400855.1	Buphagus erythrorhynchus	Aves	Passeriformes	ITPR2	assembly_gap	VZTT01023994.1	4807	131976	+	127170	MP000052	A0A672UP22|ITPR2|Strigops_habroptila	0.5981	0.8931	1	0	4844	False	13219	0.1	Scaffold	9	182274	3205	0.824	0.176	0.176	1	Itpr2_1	0	False	E2		missing_paralog;fragment_only
GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	ITPR2	assembly_gap	VYZT01016493.1	3485	94271	-	90787	MP000056	A0A672UP22|ITPR2|Strigops_habroptila	0.5607	0.9808	0	0	4542	False	34780	0.38	Scaffold	135	265936	4728	0.812	0.188	0.188	1	Itpr2_0	1	False	E2		missing_paralog
GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	ITPR2	assembly_gap	VWYF01003474.1	3497	93229	-	89733	MP000057	A0A672UP22|ITPR2|Strigops_habroptila	0.5615	0.9802	0	0	4548	False	60532	0.67	Scaffold	274	317253	5204	0.812	0.188	0.188	1	Itpr2_0	1	False	E2		missing_paralog
GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR3	assembly_gap	VZUJ01056847.1	644	13312	-	12669	MP000027	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.5315	0.9845	0	0	4248	False	36139	2.85	Scaffold	2869	209549	3814	0.81	0.19	0.19	1	Itpr3_1	0	False	E2		fragment_only
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR2	assembly_gap	VWZI01001715.1	61011	162135	+	101125	MP000052	A0A672UP22|ITPR2|Strigops_habroptila	0.5256	0.9626	0	0	4257	False	36269	0.36	Scaffold	331	521406	6402	0.8	0.2	0.2	1	Itpr2_0	2	False	E2		missing_paralog;fragment_only
GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	ITPR1	assembly_gap	WBNK01000178.1	3	77066	-	77064	MP000009	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.5002	0.9906	0	0	4167	False	34951	0.45	Scaffold	600	399188	5730	0.794	0.206	0.206	1	Itpr1_0	2	False	E2		fragment_only
GCA_013398935.1	Ceuthmochares aereus	Aves	Cuculiformes	ITPR3	assembly_gap	VWPQ01011835.1	3	9932	-	9930	MP000047	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.4749	0.9535	0	0	3726	False	29269	2.95	Scaffold	4768	397425	6252	0.783	0.217	0.217	1	Itpr3_1	1	False	E2		fragment_only
GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR2	assembly_gap	VZTX01002558.1	2785	67914	+	65130	MP000074	A0A672UP22|ITPR2|Strigops_habroptila	0.4722	0.9804	0	0	3825	False	83169	1.28	Scaffold	751	839677	5351	0.777	0.223	0.223	1	Itpr2_0	1	False	E2		fragment_only
GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR1	assembly_gap	VZTX01001947.1	930	28543	-	27614	MP000005	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.4538	0.9857	0	0	3780	False	83169	3.01	Scaffold	2145	839677	5351	0.773	0.227	0.227	1	Itpr1	1	False	E2		fragment_only
GCA_951230385.1	Staurois parvus	Amphibia	Anura	ITPR2	assembly_gap	CATNWA010008882.1	817231	1062062	+	244832	MP000016	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0.4935	0.9412	2	0	4010	True	611229	2.5	Scaffold	3	302517	756	0.744	0.256	0.806	4	SPARVUS_LOCUS4629538;SPARVUS_LOCUS4629536;SPARVUS_LOCUS4629535;SPARVUS_LOCUS4629537	0	False	E2		fragment_only
GCA_951230385.1	Staurois parvus	Amphibia	Anura	ITPR1	found_unannotated	CATNWA010014760.1	3	152790	-	152788	MP000004	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0.9606	0.9278	11	0	7929	True	611229	4.0	Scaffold	94	302517	756	0.719	0.281	0.493	2	SPARVUS_LOCUS8217513;SPARVUS_LOCUS8217514	0	False	E2		fragment_only
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR1	assembly_gap	JAHRIN010036437.1	160	10775	-	10616	MP000111	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.3402	0.8947	0	0	2877	False	19941	1.88	Scaffold	1753	52117	2034	0.694	0.306	0.444	2	XENOCAPTIV_013586;ITPR1_3	0	False	E2		fragment_only
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	ITPR3	assembly_gap	JAHRIO010062185.1	408	12173	-	11766	MP000121	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.306	0.9114	0	0	2472	False	16062	1.37	Scaffold	1968	389839	2182	0.65	0.35	0.681	2	GOODEAATRI_022059;ITPR3_1	0	False	E2		fragment_only
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR3	assembly_gap	JAHRIN010060839.1	654	12466	-	11813	MP000118	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.306	0.9102	0	0	2472	False	19941	1.69	Scaffold	1331	52117	2034	0.65	0.35	0.584	2	ITPR3_1;XENOCAPTIV_008678	0	False	E2		fragment_only
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	ITPR3	found_unannotated	CM062267.1	8174094	8242096	-	68003	MP000085	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8884	2	0	8064	True	4228958	62.19	Chromosome	159	402556	5222	0.581	0.419	0.593	3	KUDE01_018466;KUDE01_017523;KUDE01_018062	1	True		fragmentation	fragment_only
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR2	assembly_gap	JAHRIN010008558.1	569	49640	+	49072	MP000115	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.5065	0.7882	0	0	4122	False	19941	0.41	Scaffold	2	52117	2034	0.577	0.423	0.635	2	XENOCAPTIV_005118;ITPR2_1	0	False	E2		fragment_only
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	ITPR3	found_unannotated	CM033470.1	126480658	127318646	+	837989	MP000028	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	1.0	0.8874	2	0	8000	True	783846	0.94	Chromosome	1	891038	19488	0.545	0.455	0.618	2	GDO86_003346;GDO86_003347	3	False	E2		fragment_only
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	ITPR3	found_unannotated	CM063172.1	43596197	43906199	+	310003	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9869	0	0	8016	True	91852676	296.3	Chromosome	0	137795	1238	0.541	0.459	0.946	4	ITPR3_3;ITPR3_1;ITPR3_4;ITPR3_2	0	False	E5		fragment_only
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	ITPR2	assembly_gap	JAHRIO010070237.1	9264	39528	+	30265	MP000116	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.3688	0.8083	0	0	2994	False	16062	0.53	Scaffold	73	389839	2182	0.541	0.459	0.459	1	GOODEAATRI_005855	0	False	E2		fragment_only
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	ITPR1	found_unannotated	CM062265.1	23122254	23184229	-	61976	MP000081	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9535	4	0	8222	True	4228958	68.24	Chromosome	237	402556	5222	0.537	0.463	0.875	2	KUDE01_003980;KUDE01_004628	1	True		fragmentation	fragment_only
GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR1	assembly_gap	PPHD01000413.1	7648	65942	-	58295	MP000008	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.3516	1.0	0	0	2934	False	10597	0.18	Scaffold	25	125307	3281	0.522	0.478	0.563	2	CIB84_000733;CIB84_000732	0	False	E2		fragment_only
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	ITPR1	found_annotated	CM043789.1	23300234	23365372	+	65139	MP000083	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9363	9	0	8320	True	1500626	23.04	Chromosome	496	600485	4981	0.487	0.513	0.775	4	KUCAC02_030453;KUCAC02_030452;KUCAC02_030454;KUCAC02_030449	1	True			fragment_only
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	ITPR2	found_annotated	CM051010.1	6378630	6472399	+	93770	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8234	0	0	8064	True	636888	6.79	Chromosome	12	207805	4378	0.477	0.523	0.894	2	NHX12_002558;NHX12_002559	3	False	E2		fragment_only
GCA_033238685.1	Lates japonicus	Actinopteri		ITPR1	found_annotated	BRZM01000050.1	1574299	1656000	+	81702	MP000075	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.8541	7	0	8252	True	285591	3.5	Scaffold	34	98291	4687	0.453	0.547	0.547	1	AKAME5_001391900	1	False	E4		fragment_only
GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	ITPR1	assembly_gap	VYZU01028963.1	511	16073	+	15563	MP000006	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.1979	0.9873	0	0	1650	False	14890	0.96	Scaffold	1997	218032	3476	0.451	0.549	0.549	1	Itpr1_1	0	False	E2		fragment_only
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	ITPR3	found_annotated	CM051007.1	4725229	4810564	+	85336	MP000090	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8403	0	0	7980	True	636888	7.46	Chromosome	27	207805	4378	0.447	0.553	0.553	1	NHX12_023974	3	False	E4		fragment_only
GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR2	fragment	VYZS01089185.1	12126	33093	+	20968	MP000103	A0A672UP22|ITPR2|Strigops_habroptila	0.187	0.9743	0	0	1512	False	7054	0.34	Scaffold	525	107222	2511	0.417	0.583	0.583	1	Itpr2	0	False	E2		fragment_only
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	ITPR1	found_annotated	CM051002.1	10936378	11012142	+	75765	MP000085	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9279	1	0	8284	True	636888	8.41	Chromosome	62	207805	4378	0.364	0.636	0.636	1	NHX12_030004	3	False	E4		fragment_only
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	ITPR3	found_annotated	CM040752.1	36425621	36484235	-	58615	MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8328	3	0	8089	True	17514905	298.81	Chromosome	1480	366713	10631	0.345	0.655	0.996	3	AGOR_G00140750;AGOR_G00140740;AGOR_G00140760	3	True			order_rep:Albuliformes
GCA_951230385.1	Staurois parvus	Amphibia	Anura	ITPR3	assembly_gap	CATNWA010014490.1	708	288860	+	288153	MP000025	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	0.6955	0.8606	0	1	5550	True	611229	2.12	Scaffold	1	302517	756	0.332	0.668	0.74	2	SPARVUS_LOCUS7433255;SPARVUS_LOCUS7433253	0	False	E2		fragment_only
GCA_002844005.1	Limosa lapponica baueri	Aves	Charadriiformes	ITPR3	found_annotated	KZ509852.1	4513	37856	-	33344	MP000014	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9801	0.8623	2	1	7428	False	21257	0.64	Scaffold	2647	617551	6062	0.278	0.722	1.0	2	llap_16032;llap_16031	0	False	E2		fragment_only
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	ITPR2	found_annotated	CM043790.1	21534207	21592699	-	58493	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8615	3	0	8083	True	1500626	25.65	Chromosome	674	600485	4981	0.26	0.74	0.74	1	KUCAC02_021225	1	True			fragment_only
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	ITPR1	found_annotated	NC_059427.1	42061788	42299802	+	238015	MP000059	A0A670JBK6|ITPR1|Podarcis_muralis	1.0	0.8344	2	0	8211	True	9459502	39.74	Chromosome	559	1608225	21702	0.185	0.815	0.835	2	ITPR1;LOC125428322	3	True			fragment_only
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	ITPR2	assembly_gap	JAHUTJ010065589.1	4244	46933	-	42690	MP000084	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.6312	0.8172	0	0	5139	False	18129	0.42	Scaffold	176	134551	3931	0.167	0.833	0.833	1	ITPR2_1	0	False	E2		fragment_only
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR3	found_annotated	VWYW01001199.1	8	30487	+	30480	MP000053	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.8573	0.84	0	0	6729	False	67220	2.21	Scaffold	2237	604428	6047	0.151	0.849	0.849	1	Itpr3	1	False	E2		fragment_only
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	ITPR1	assembly_gap	JAHRIO010081053.1	830	17526	+	16697	MP000111	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.4967	0.9088	0	0	4176	False	16062	0.96	Scaffold	740	389839	2182	0.143	0.857	0.857	1	GOODEAATRI_015021	0	False	E2		fragment_only
GCA_033238685.1	Lates japonicus	Actinopteri		ITPR2	found_annotated	BRZM01000040.1	2192503	2234451	-	41949	MP000080	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.5799	19	1	7847	True	285591	6.81	Scaffold	567	98291	4687	0.134	0.866	0.866	1	AKAME5_001216000	1	False	E4		fragment_only
GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR2	assembly_gap	PPHD01003807.1	6160	29027	-	22868	MP000026	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.2111	0.9	0	0	1704	False	10597	0.46	Scaffold	616	125307	3281	0.13	0.87	0.87	1	CIB84_002931	0	False	E2		fragment_only
