accession	cell	locus_idx	intron_index	length	splice_class	frame_ok	col_left	col_right	intron_phase	q_left	q_right
GCA_987193245.1	ITPR1	0	0	4320	canonical	1	215	216	2	30	31
GCA_987193245.1	ITPR1	0	1	88566	canonical	1	283	292	1	54	55
GCA_987193245.1	ITPR1	0	2	8606	canonical	1	463	464	0	93	94
GCA_987193245.1	ITPR1	0	3	1975	canonical	1	514	524	0	122	123
GCA_987193245.1	ITPR1	0	4	2182	canonical	1	579	605	0	175	176
GCA_987193245.1	ITPR1	0	5	1137	canonical	1	716	725	0	208	209
GCA_987193245.1	ITPR1	0	6	97	canonical	1	784	785	0	236	237
GCA_987193245.1	ITPR1	0	7	4527	canonical	1	917	918	0	285	286
GCA_987193245.1	ITPR1	0	8	1676	canonical	1	1049	1060	0	317	318
GCA_987193245.1	ITPR1	0	9	3597	canonical	1	1088	1089	0	332	333
GCA_987193245.1	ITPR1	0	10	6231	canonical	1	1275	1276	2	383	384
GCA_987193245.1	ITPR1	0	11	991	canonical	1	1491	1513	0	417	418
GCA_987193245.1	ITPR1	0	12	517	canonical	1	1617	1645	2	470	471
GCA_987193245.1	ITPR1	0	13	2622	canonical	1	1748	1749	0	518	519
GCA_987193245.1	ITPR1	0	14	2104	canonical	1	1895	1930	0	571	572
GCA_987193245.1	ITPR1	0	15	1728	canonical	1	2138	2151	2	628	629
GCA_987193245.1	ITPR1	0	16	1006	canonical	1	2308	2309	2	668	669
GCA_987193245.1	ITPR1	0	17	2311	canonical	1	2855	2925	2	734	735
GCA_987193245.1	ITPR1	0	18	524	canonical	1	3615	3616	2	818	819
GCA_987193245.1	ITPR1	0	19	742	canonical	1	3864	3865	0	866	867
GCA_987193245.1	ITPR1	0	20	1095	canonical	1	4138	4139	2	927	928
GCA_987193245.1	ITPR1	0	21	3740	canonical	1	4386	4387	0	989	990
GCA_987193245.1	ITPR1	0	22	508	canonical	1	4535	4537	1	1035	1036
GCA_987193245.1	ITPR1	0	23	2488	canonical	1	4626	4649	0	1055	1056
GCA_987193245.1	ITPR1	0	24	136	canonical	1	4812	4813	0	1109	1110
GCA_987193245.1	ITPR1	0	25	509	canonical	1	4901	4902	0	1166	1167
GCA_987193245.1	ITPR1	0	26	949	canonical	1	5016	5017	0	1188	1189
GCA_987193245.1	ITPR1	0	27	3420	canonical	1	5281	5307	0	1234	1235
GCA_987193245.1	ITPR1	0	28	2118	canonical	1	5394	5417	0	1276	1277
GCA_987193245.1	ITPR1	0	29	1581	canonical	1	5602	5603	0	1343	1344
GCA_987193245.1	ITPR1	0	30	2545	canonical	1	6035	6036	0	1427	1428
GCA_987193245.1	ITPR1	0	31	1998	canonical	1	6105	6123	0	1469	1470
GCA_987193245.1	ITPR1	0	32	5338	canonical	1	6303	6304	0	1512	1513
GCA_987193245.1	ITPR1	0	33	2223	canonical	1	6553	6554	1	1552	1553
GCA_987193245.1	ITPR1	0	34	3906	canonical	1	6778	6779	0	1614	1615
GCA_987193245.1	ITPR1	0	35	1354	canonical	1	7283	7284	2	1663	1664
GCA_987193245.1	ITPR1	0	36	4263	canonical	1	7716	7717	0	1701	1702
GCA_987193245.1	ITPR1	0	37	8060	canonical	1	7730	7731	0	1712	1713
GCA_987193245.1	ITPR1	0	38	1210	canonical	1	7744	7757	0	1724	1725
GCA_987193245.1	ITPR1	0	39	5210	canonical	1	7788	7792	0	1740	1741
GCA_987193245.1	ITPR1	0	40	1997	canonical	1	7865	7866	1	1784	1785
GCA_987193245.1	ITPR1	0	41	29099	canonical	1	8020	8021	0	1848	1849
GCA_987193245.1	ITPR1	0	42	1500	canonical	1	8150	8151	1	1908	1909
GCA_987193245.1	ITPR1	0	43	6278	canonical	1	8466	8467	0	1993	1994
GCA_987193245.1	ITPR1	0	44	1506	canonical	1	8599	8614	0	2060	2061
GCA_987193245.1	ITPR1	0	45	2228	minor	1	8710	8711	0	2097	2098
GCA_987193245.1	ITPR1	0	46	2534	canonical	1	8803	8823	0	2129	2130
GCA_987193245.1	ITPR1	0	47	978	canonical	1	9042	9052	0	2170	2171
GCA_987193245.1	ITPR1	0	48	2945	canonical	1	9198	9206	0	2205	2206
GCA_987193245.1	ITPR1	0	49	4692	canonical	1	9303	9672	1	2269	2270
GCA_987193245.1	ITPR1	0	50	5452	canonical	1	9731	9755	1	2310	2311
GCA_987193245.1	ITPR1	0	51	4481	canonical	1	9890	9898	0	2369	2370
GCA_987193245.1	ITPR1	0	52	5779	canonical	1	10173	10174	0	2424	2425
GCA_987193245.1	ITPR1	0	53	1352	canonical	1	10255	10271	1	2489	2490
GCA_987193245.1	ITPR1	0	54	1179	canonical	1	10322	10357	1	2520	2521
GCA_987193245.1	ITPR1	0	55	579	canonical	1	10438	10439	0	2567	2568
GCA_987193245.1	ITPR1	0	56	2773	canonical	1	10499	10500	1	2622	2623
GCA_987193245.1	ITPR1	0	57	16797	canonical	1	10572	10585	0	2676	2677
GCA_987193245.1	ITPR1	0	58	8056	canonical	1	10740	10741	0	2730	2731
GCA_987193245.1	ITPR2	0	0	45234	canonical	1	215	216	2	30	31
GCA_987193245.1	ITPR2	0	1	58519	canonical	1	283	292	1	54	55
GCA_987193245.1	ITPR2	0	2	784	canonical	1	463	464	0	93	94
GCA_987193245.1	ITPR2	0	3	1635	canonical	1	514	524	0	122	123
GCA_987193245.1	ITPR2	0	4	5908	canonical	1	579	605	0	175	176
GCA_987193245.1	ITPR2	0	5	269	canonical	1	716	725	0	208	209
GCA_987193245.1	ITPR2	0	6	295	canonical	1	784	785	0	236	237
GCA_987193245.1	ITPR2	0	7	4159	canonical	1	917	918	0	285	286
GCA_987193245.1	ITPR2	0	8	11353	canonical	1	1049	1060	0	317	318
GCA_987193245.1	ITPR2	0	9	11784	canonical	1	1088	1091	0	332	333
GCA_987193245.1	ITPR2	0	10	2655	canonical	1	1275	1276	2	382	383
GCA_987193245.1	ITPR2	0	11	529	canonical	1	1491	1513	0	416	417
GCA_987193245.1	ITPR2	0	12	15774	canonical	1	1617	1645	2	469	470
GCA_987193245.1	ITPR2	0	13	2061	canonical	1	1748	1749	0	517	518
GCA_987193245.1	ITPR2	0	14	4101	canonical	1	1895	1930	0	571	572
GCA_987193245.1	ITPR2	0	15	912	canonical	1	2138	2151	2	628	629
GCA_987193245.1	ITPR2	0	16	116	canonical	1	2308	2309	2	668	669
GCA_987193245.1	ITPR2	0	17	1365	canonical	1	2855	2925	2	730	731
GCA_987193245.1	ITPR2	0	18	5754	canonical	1	3615	3616	2	814	815
GCA_987193245.1	ITPR2	0	19	1570	canonical	1	3864	3865	0	863	864
GCA_987193245.1	ITPR2	0	20	27398	canonical	1	4044	4062	1	913	914
GCA_987193245.1	ITPR2	0	21	3538	canonical	1	4386	4387	0	978	979
GCA_987193245.1	ITPR2	0	22	7193	canonical	1	4534	4535	1	1021	1022
GCA_987193245.1	ITPR2	0	23	1439	canonical	1	4604	4625	2	1040	1041
GCA_987193245.1	ITPR2	0	24	1029	canonical	1	4812	4813	0	1096	1097
GCA_987193245.1	ITPR2	0	25	32645	canonical	1	4900	4901	0	1154	1155
GCA_987193245.1	ITPR2	0	26	120	canonical	1	5016	5017	0	1184	1185
GCA_987193245.1	ITPR2	0	27	4845	canonical	1	5281	5307	0	1226	1227
GCA_987193245.1	ITPR2	0	28	652	canonical	1	5394	5417	0	1267	1268
GCA_987193245.1	ITPR2	0	29	2323	canonical	1	5602	5603	0	1334	1335
GCA_987193245.1	ITPR2	0	30	2665	canonical	1	6035	6036	0	1418	1419
GCA_987193245.1	ITPR2	0	31	19797	canonical	1	6105	6123	0	1460	1461
GCA_987193245.1	ITPR2	0	32	1465	canonical	1	6303	6304	0	1503	1504
GCA_987193245.1	ITPR2	0	33	14758	canonical	1	6553	6554	1	1543	1544
GCA_987193245.1	ITPR2	0	34	5288	canonical	1	6778	6779	0	1607	1608
GCA_987193245.1	ITPR2	0	35	5117	canonical	1	7283	7284	2	1654	1655
GCA_987193245.1	ITPR2	0	36	50947	canonical	1	7716	7792	0	1691	1692
GCA_987193245.1	ITPR2	0	37	976	minor	1	7866	7867	1	1727	1728
GCA_987193245.1	ITPR2	0	38	4601	canonical	1	8020	8021	0	1790	1791
GCA_987193245.1	ITPR2	0	39	709	canonical	1	8150	8151	1	1851	1852
GCA_987193245.1	ITPR2	0	40	9131	canonical	1	8466	8467	0	1937	1938
GCA_987193245.1	ITPR2	0	41	2840	canonical	1	8599	8614	0	2004	2005
GCA_987193245.1	ITPR2	0	42	4005	canonical	1	8710	8711	0	2041	2042
GCA_987193245.1	ITPR2	0	43	1481	canonical	1	8803	8823	0	2073	2074
GCA_987193245.1	ITPR2	0	44	32587	canonical	1	9042	9052	0	2114	2115
GCA_987193245.1	ITPR2	0	45	4241	canonical	1	9198	9206	0	2150	2151
GCA_987193245.1	ITPR2	0	46	2766	canonical	1	9303	9672	1	2214	2215
GCA_987193245.1	ITPR2	0	47	7134	minor	1	9747	9755	1	2256	2257
GCA_987193245.1	ITPR2	0	48	11949	canonical	1	9890	9898	0	2315	2316
GCA_987193245.1	ITPR2	0	49	3250	canonical	1	10173	10174	0	2370	2371
GCA_987193245.1	ITPR2	0	50	4483	canonical	1	10255	10271	1	2435	2436
GCA_987193245.1	ITPR2	0	51	10636	canonical	1	10359	10360	1	2466	2467
GCA_987193245.1	ITPR2	0	52	1123	canonical	1	10438	10439	0	2510	2511
GCA_987193245.1	ITPR2	0	53	10936	canonical	1	10499	10500	1	2565	2566
GCA_987193245.1	ITPR2	0	54	50104	canonical	1	10572	10585	0	2619	2620
GCA_987193245.1	ITPR2	0	55	967	canonical	1	10740	10741	0	2673	2674
GCA_987193245.1	ITPR3	0	0	14765	canonical	1	215	216	2	29	30
GCA_987193245.1	ITPR3	0	1	9410	canonical	1	283	292	1	53	54
GCA_987193245.1	ITPR3	0	2	1600	canonical	1	463	464	0	94	95
GCA_987193245.1	ITPR3	0	3	504	canonical	1	514	524	0	123	124
GCA_987193245.1	ITPR3	0	4	196	canonical	1	579	605	0	176	177
GCA_987193245.1	ITPR3	0	5	1274	canonical	1	716	725	0	209	210
GCA_987193245.1	ITPR3	0	6	620	canonical	1	784	785	0	237	238
GCA_987193245.1	ITPR3	0	7	255	canonical	1	917	918	0	286	287
GCA_987193245.1	ITPR3	0	8	562	canonical	1	1049	1060	0	318	319
GCA_987193245.1	ITPR3	0	9	199	canonical	1	1129	1130	0	335	336
GCA_987193245.1	ITPR3	0	10	1256	canonical	1	1275	1276	2	382	383
GCA_987193245.1	ITPR3	0	11	92	canonical	1	1491	1513	0	416	417
GCA_987193245.1	ITPR3	0	12	595	canonical	1	1617	1645	2	469	470
GCA_987193245.1	ITPR3	0	13	1576	canonical	1	1748	1749	0	517	518
GCA_987193245.1	ITPR3	0	14	2200	canonical	1	1895	1930	0	571	572
GCA_987193245.1	ITPR3	0	15	521	canonical	1	2138	2151	2	628	629
GCA_987193245.1	ITPR3	0	16	397	canonical	1	2308	2309	2	668	669
GCA_987193245.1	ITPR3	0	17	924	canonical	1	2855	2925	2	729	730
GCA_987193245.1	ITPR3	0	18	87	canonical	1	3615	3616	2	813	814
GCA_987193245.1	ITPR3	0	19	515	canonical	1	3864	3865	0	862	863
GCA_987193245.1	ITPR3	0	20	904	canonical	1	4044	4062	1	909	910
GCA_987193245.1	ITPR3	0	21	1929	canonical	1	4386	4387	0	976	977
GCA_987193245.1	ITPR3	0	22	523	canonical	1	4534	4535	1	1019	1020
GCA_987193245.1	ITPR3	0	23	1230	canonical	1	4604	4625	2	1038	1039
GCA_987193245.1	ITPR3	0	24	987	canonical	1	4812	4813	0	1094	1095
GCA_987193245.1	ITPR3	0	25	76	canonical	1	4896	4897	0	1149	1150
GCA_987193245.1	ITPR3	0	26	386	canonical	1	5016	5017	0	1174	1175
GCA_987193245.1	ITPR3	0	27	792	canonical	1	5281	5307	0	1216	1217
GCA_987193245.1	ITPR3	0	28	82	canonical	1	5394	5417	0	1257	1258
GCA_987193245.1	ITPR3	0	29	1070	canonical	1	5602	5603	0	1324	1325
GCA_987193245.1	ITPR3	0	30	250	canonical	1	6035	6036	0	1408	1409
GCA_987193245.1	ITPR3	0	31	112	canonical	1	6105	6123	0	1450	1451
GCA_987193245.1	ITPR3	0	32	1496	canonical	1	6303	6304	0	1492	1493
GCA_987193245.1	ITPR3	0	33	585	canonical	1	6553	6554	1	1532	1533
GCA_987193245.1	ITPR3	0	34	518	canonical	1	6778	6779	0	1596	1597
GCA_987193245.1	ITPR3	0	35	152	canonical	1	7283	7284	2	1645	1646
GCA_987193245.1	ITPR3	0	36	129	canonical	1	7716	7792	0	1682	1683
GCA_987193245.1	ITPR3	0	37	109	canonical	1	7886	7887	1	1712	1713
GCA_987193245.1	ITPR3	0	38	1199	canonical	1	8020	8021	0	1769	1770
GCA_987193245.1	ITPR3	0	39	159	canonical	1	8165	8166	1	1827	1828
GCA_987193245.1	ITPR3	0	40	236	canonical	1	8466	8467	0	1889	1890
GCA_987193245.1	ITPR3	0	41	145	canonical	1	8599	8614	0	1956	1957
GCA_987193245.1	ITPR3	0	42	479	canonical	1	8710	8711	0	1993	1994
GCA_987193245.1	ITPR3	0	43	122	canonical	1	8803	8823	0	2025	2026
GCA_987193245.1	ITPR3	0	44	91	canonical	1	9042	9052	0	2059	2060
GCA_987193245.1	ITPR3	0	45	566	canonical	1	9144	9145	0	2088	2089
GCA_987193245.1	ITPR3	0	46	91	canonical	1	9198	9206	0	2125	2126
GCA_987193245.1	ITPR3	0	47	244	canonical	1	9303	9672	1	2189	2190
GCA_987193245.1	ITPR3	0	48	391	canonical	1	9747	9755	1	2231	2232
GCA_987193245.1	ITPR3	0	49	688	canonical	1	9890	9898	0	2289	2290
GCA_987193245.1	ITPR3	0	50	679	canonical	1	10173	10174	0	2344	2345
GCA_987193245.1	ITPR3	0	51	468	canonical	1	10246	10255	1	2408	2409
GCA_987193245.1	ITPR3	0	52	87	canonical	1	10360	10361	1	2443	2444
GCA_987193245.1	ITPR3	0	53	774	canonical	1	10438	10439	0	2486	2487
GCA_987193245.1	ITPR3	0	54	646	canonical	1	10499	10500	1	2541	2542
GCA_987193245.1	ITPR3	0	55	1142	canonical	1	10572	10585	0	2595	2596
GCA_987193245.1	ITPR3	0	56	588	canonical	1	10740	10741	0	2649	2650
GCA_987193245.1	RYR	2	0	39474	canonical	1	272	274	0	56	57
GCA_987193245.1	RYR	2	1	27365	canonical	1	496	497	0	91	92
GCA_987193245.1	RYR	2	2	2309	canonical	1	531	532	0	116	117
GCA_987193245.1	RYR	2	3	6216	canonical	1	557	558	1	142	143
GCA_987193245.1	RYR	2	4	910	canonical	1	640	641	0	180	181
GCA_987193245.1	RYR	2	5	3075	canonical	1	769	780	1	213	214
GCA_987193245.1	RYR	2	6	5175	canonical	1	847	860	2	245	246
GCA_987193245.1	RYR	2	7	2205	canonical	1	1014	1015	2	270	271
GCA_987193245.1	RYR	2	8	16198	canonical	1	1247	1248	0	323	324
GCA_987193245.1	RYR	2	9	3519	canonical	1	1491	1513	0	378	379
GCA_987193245.1	RYR	2	10	6934	canonical	1	1569	1570	2	418	419
GCA_987193245.1	RYR	2	11	1346	canonical	1	1743	1744	0	481	482
GCA_987193245.1	RYR	2	12	2107	canonical	1	1875	1876	1	526	527
GCA_987193245.1	RYR	2	13	1488	canonical	1	2023	2024	1	558	559
GCA_987193245.1	RYR	2	14	5587	canonical	1	2151	2152	0	598	599
GCA_987193245.1	RYR	2	15	2035	canonical	1	2318	2319	2	642	643
GCA_987193245.1	RYR	2	16	8712	canonical	1	2434	2435	1	723	724
GCA_987193245.1	RYR	2	17	13651	canonical	1	2500	2501	2	787	788
GCA_987193245.1	RYR	2	18	4500	canonical	1	2574	2575	0	860	861
GCA_987193245.1	RYR	2	19	1652	canonical	1	2621	2622	0	895	896
GCA_987193245.1	RYR	2	20	1270	canonical	1	2664	2665	2	929	930
GCA_987193245.1	RYR	2	21	1638	canonical	1	2692	2693	2	957	958
GCA_987193245.1	RYR	2	22	1711	canonical	1	2764	2767	0	1011	1012
GCA_987193245.1	RYR	2	23	870	canonical	1	2817	2818	1	1060	1061
GCA_987193245.1	RYR	2	24	592	canonical	1	2893	2894	0	1129	1130
GCA_987193245.1	RYR	2	25	8943	canonical	1	2953	2954	1	1187	1188
GCA_987193245.1	RYR	2	26	1603	canonical	1	3025	3026	0	1257	1258
GCA_987193245.1	RYR	2	27	56	canonical	1	3087	3093	2	1305	1306
GCA_987193245.1	RYR	2	28	561	canonical	1	3205	3206	2	1358	1359
GCA_987193245.1	RYR	2	29	1882	canonical	1	3378	3379	0	1421	1422
GCA_987193245.1	RYR	2	30	3180	canonical	1	3432	3433	2	1474	1475
GCA_987193245.1	RYR	2	31	5780	canonical	1	3502	3503	0	1530	1531
GCA_987193245.1	RYR	2	32	409	canonical	1	3531	3552	0	1559	1560
GCA_987193245.1	RYR	2	33	1713	canonical	1	3746	3750	2	1634	1635
GCA_987193245.1	RYR	2	34	2402	canonical	1	4339	4340	0	1933	1934
GCA_987193245.1	RYR	2	35	11822	canonical	1	4594	4595	0	2000	2001
GCA_987193245.1	RYR	2	36	825	canonical	1	4669	4670	1	2036	2037
GCA_987193245.1	RYR	2	37	27708	canonical	1	4748	4749	1	2085	2086
GCA_987193245.1	RYR	2	38	2262	canonical	1	5018	5019	2	2176	2177
GCA_987193245.1	RYR	2	39	1501	canonical	1	5288	5303	0	2216	2217
GCA_987193245.1	RYR	2	40	1155	canonical	1	5417	5421	1	2259	2260
GCA_987193245.1	RYR	2	41	4106	canonical	1	5505	5506	0	2291	2292
GCA_987193245.1	RYR	2	42	9653	canonical	1	5581	5582	1	2336	2337
GCA_987193245.1	RYR	2	43	1439	canonical	1	5702	5706	2	2398	2399
GCA_987193245.1	RYR	2	44	2652	canonical	1	5844	5845	0	2436	2437
GCA_987193245.1	RYR	2	45	5890	canonical	1	5977	5978	1	2476	2477
GCA_987193245.1	RYR	2	46	2624	canonical	1	6139	6140	0	2533	2534
GCA_987193245.1	RYR	2	47	3589	canonical	1	6315	6316	2	2606	2607
GCA_987193245.1	RYR	2	48	1707	canonical	1	6348	6349	0	2637	2638
GCA_987193245.1	RYR	2	49	1337	canonical	1	6403	6404	0	2684	2685
GCA_987193245.1	RYR	2	50	2433	canonical	1	6459	6460	2	2738	2739
GCA_987193245.1	RYR	2	51	3519	canonical	1	6486	6487	0	2765	2766
GCA_987193245.1	RYR	2	52	1099	canonical	1	6516	6517	0	2795	2796
GCA_987193245.1	RYR	2	53	209	canonical	1	6592	6593	0	2843	2844
GCA_987193245.1	RYR	2	54	1185	canonical	1	6648	6667	0	2870	2871
GCA_987193245.1	RYR	2	55	116	canonical	1	6698	6699	1	2895	2896
GCA_987193245.1	RYR	2	56	2783	canonical	1	6744	6745	2	2936	2937
GCA_987193245.1	RYR	2	57	531	canonical	1	6791	6792	1	2975	2976
GCA_987193245.1	RYR	2	58	985	canonical	1	6816	6817	0	2998	2999
GCA_987193245.1	RYR	2	59	3417	canonical	1	6892	6893	2	3038	3039
GCA_987193245.1	RYR	2	60	395	canonical	1	6909	6910	1	3055	3056
GCA_987193245.1	RYR	2	61	2136	canonical	1	6929	6930	2	3075	3076
GCA_987193245.1	RYR	2	62	1374	canonical	1	7011	7012	1	3155	3156
GCA_987193245.1	RYR	2	63	8582	canonical	1	7048	7049	2	3182	3183
GCA_987193245.1	RYR	2	64	6018	canonical	1	7092	7093	1	3226	3227
GCA_987193245.1	RYR	2	65	2268	canonical	1	7208	7209	1	3333	3334
GCA_987193245.1	RYR	2	66	6829	canonical	1	7292	7293	2	3413	3414
GCA_987193245.1	RYR	2	67	96	canonical	1	7327	7328	0	3443	3444
GCA_987193245.1	RYR	2	68	7483	canonical	1	7367	0	0	3474	3475
GCA_987193245.1	RYR	2	69	742	canonical	1	7452	7453	0	3536	3537
GCA_987193245.1	RYR	2	70	1500	canonical	1	7472	7549	0	3556	3557
GCA_987193245.1	RYR	2	71	459	canonical	1	7657	7658	0	3601	3602
GCA_987193245.1	RYR	2	72	2788	minor	1	7694	7695	2	3638	3639
GCA_987193245.1	RYR	2	73	1621	canonical	1	7732	7733	0	3671	3672
GCA_987193245.1	RYR	2	74	408	canonical	1	7797	7801	2	3706	3707
GCA_987193245.1	RYR	2	75	1114	canonical	1	7823	7824	0	3724	3725
GCA_987193245.1	RYR	2	76	908	canonical	1	7887	7888	0	3747	3748
GCA_987193245.1	RYR	2	77	152	canonical	1	7984	7985	1	3780	3781
GCA_987193245.1	RYR	2	78	1684	canonical	1	8021	8022	0	3807	3808
GCA_987193245.1	RYR	2	79	2813	canonical	1	8062	8063	2	3832	3833
GCA_987193245.1	RYR	2	80	665	canonical	1	8434	0	2	3857	3858
GCA_987193245.1	RYR	2	81	479	canonical	1	8462	8463	1	3890	3891
GCA_987193245.1	RYR	2	82	1000	canonical	1	8506	8507	0	3920	3921
GCA_987193245.1	RYR	2	83	2875	canonical	1	8592	8593	0	3963	3964
GCA_987193245.1	RYR	2	84	1753	canonical	1	0	8670	0	4008	4009
GCA_987193245.1	RYR	2	85	657	canonical	1	8726	8727	1	4035	4036
GCA_987193245.1	RYR	2	86	2204	canonical	1	9574	9575	0	4474	4475
GCA_987193245.1	RYR	2	87	450	canonical	1	9617	9618	2	4500	4501
GCA_987193245.1	RYR	2	88	1278	canonical	1	9688	9689	0	4561	4562
GCA_987193245.1	RYR	2	89	1526	canonical	1	9719	9720	0	4590	4591
GCA_987193245.1	RYR	2	90	3161	canonical	1	9926	9927	0	4665	4666
GCA_987193245.1	RYR	2	91	4483	canonical	1	10023	10024	2	4708	4709
GCA_987193245.1	RYR	2	92	484	canonical	1	10064	10065	0	4723	4724
GCA_987193245.1	RYR	2	93	443	canonical	1	10110	10111	2	4766	4767
GCA_987193245.1	RYR	2	94	271	canonical	1	10144	10145	0	4787	4788
GCA_987193245.1	RYR	2	95	4783	canonical	1	10197	10198	0	4836	4837
GCA_987193245.1	RYR	2	96	1365	canonical	1	10377	10378	0	4881	4882
GCA_987193245.1	RYR	2	97	1839	canonical	1	10471	10472	1	4933	4934
GCA_987193245.1	RYR	2	98	442	canonical	1	10493	10494	0	4955	4956
GCA_987193245.1	RYR	2	99	1038	canonical	1	10539	10540	2	4988	4989
GCA_987193245.1	RYR	2	100	997	canonical	1	10563	10564	0	5006	5007
GCA_987193245.1	RYR	0	0	208673	canonical	1	153	154	0	16	17
GCA_987193245.1	RYR	0	1	51198	canonical	1	272	274	0	56	57
GCA_987193245.1	RYR	0	2	43269	canonical	1	485	486	1	92	93
GCA_987193245.1	RYR	0	3	3087	canonical	1	531	532	0	128	129
GCA_987193245.1	RYR	0	4	2770	canonical	1	557	558	1	154	155
GCA_987193245.1	RYR	0	5	8343	canonical	1	640	641	0	192	193
GCA_987193245.1	RYR	0	6	681	canonical	1	769	780	1	225	226
GCA_987193245.1	RYR	0	7	21872	canonical	1	847	860	2	257	258
GCA_987193245.1	RYR	0	8	4864	canonical	1	1014	1015	2	282	283
GCA_987193245.1	RYR	0	9	12512	canonical	1	1247	1248	0	335	336
GCA_987193245.1	RYR	0	10	5011	canonical	1	1491	1513	0	390	391
GCA_987193245.1	RYR	0	11	9014	canonical	1	1569	1570	2	430	431
GCA_987193245.1	RYR	0	12	2358	canonical	1	1743	1744	0	492	493
GCA_987193245.1	RYR	0	13	9975	canonical	1	1875	1876	1	537	538
GCA_987193245.1	RYR	0	14	16128	canonical	1	2023	2024	1	569	570
GCA_987193245.1	RYR	0	15	344	canonical	1	2151	2152	0	609	610
GCA_987193245.1	RYR	0	16	1499	canonical	1	2318	2319	2	653	654
GCA_987193245.1	RYR	0	17	3966	canonical	1	2434	2435	1	734	735
GCA_987193245.1	RYR	0	18	1061	canonical	1	2500	2501	2	798	799
GCA_987193245.1	RYR	0	19	1959	canonical	1	2574	2575	0	871	872
GCA_987193245.1	RYR	0	20	4039	canonical	1	2621	2622	0	906	907
GCA_987193245.1	RYR	0	21	7230	canonical	1	2664	2665	2	940	941
GCA_987193245.1	RYR	0	22	16031	canonical	1	2692	2693	2	968	969
GCA_987193245.1	RYR	0	23	3693	canonical	1	2764	2767	0	1022	1023
GCA_987193245.1	RYR	0	24	17958	canonical	1	2817	2818	1	1071	1072
GCA_987193245.1	RYR	0	25	8152	canonical	1	2893	2894	0	1141	1142
GCA_987193245.1	RYR	0	26	14251	canonical	1	2953	2954	1	1199	1200
GCA_987193245.1	RYR	0	27	625	canonical	1	3025	3026	0	1269	1270
GCA_987193245.1	RYR	0	28	2159	canonical	1	3239	3240	2	1386	1387
GCA_987193245.1	RYR	0	29	1746	canonical	1	3378	3379	0	1425	1426
GCA_987193245.1	RYR	0	30	2054	canonical	1	3432	3433	2	1478	1479
GCA_987193245.1	RYR	0	31	373	canonical	1	3502	3503	0	1532	1533
GCA_987193245.1	RYR	0	32	3599	canonical	1	3531	3552	0	1561	1562
GCA_987193245.1	RYR	0	33	3138	canonical	1	3746	3750	2	1636	1637
GCA_987193245.1	RYR	0	34	2695	canonical	1	4339	4340	0	1905	1906
GCA_987193245.1	RYR	0	35	5111	canonical	1	4594	4595	0	1972	1973
GCA_987193245.1	RYR	0	36	899	canonical	1	4669	4670	1	2007	2008
GCA_987193245.1	RYR	0	37	1949	canonical	1	4748	4749	1	2055	2056
GCA_987193245.1	RYR	0	38	4675	canonical	1	5018	5019	2	2146	2147
GCA_987193245.1	RYR	0	39	1671	canonical	1	5287	5288	0	2185	2186
GCA_987193245.1	RYR	0	40	211	canonical	1	5417	5418	1	2229	2230
GCA_987193245.1	RYR	0	41	2784	canonical	1	5505	5506	0	2264	2265
GCA_987193245.1	RYR	0	42	546	canonical	1	5581	5582	1	2309	2310
GCA_987193245.1	RYR	0	43	1758	canonical	1	5702	5706	2	2371	2372
GCA_987193245.1	RYR	0	44	2438	canonical	1	5844	5845	0	2407	2408
GCA_987193245.1	RYR	0	45	5740	canonical	1	5977	5978	1	2447	2448
GCA_987193245.1	RYR	0	46	1531	canonical	1	6139	6140	0	2504	2505
GCA_987193245.1	RYR	0	47	1328	canonical	1	6315	6316	2	2577	2578
GCA_987193245.1	RYR	0	48	2082	canonical	1	6348	6349	0	2608	2609
GCA_987193245.1	RYR	0	49	1592	canonical	1	6403	6404	0	2655	2656
GCA_987193245.1	RYR	0	50	2200	canonical	1	6459	6460	2	2709	2710
GCA_987193245.1	RYR	0	51	2073	canonical	1	6486	6487	0	2736	2737
GCA_987193245.1	RYR	0	52	791	canonical	1	6516	6517	0	2766	2767
GCA_987193245.1	RYR	0	53	8427	canonical	1	6592	6593	0	2812	2813
GCA_987193245.1	RYR	0	54	1165	canonical	1	6648	6667	0	2838	2839
GCA_987193245.1	RYR	0	55	10226	canonical	1	6698	6699	1	2863	2864
GCA_987193245.1	RYR	0	56	553	canonical	1	6744	6745	2	2904	2905
GCA_987193245.1	RYR	0	57	3300	canonical	1	6791	6792	1	2943	2944
GCA_987193245.1	RYR	0	58	2390	canonical	1	6816	6817	0	2965	2966
GCA_987193245.1	RYR	0	59	6637	canonical	1	6892	6893	2	3005	3006
GCA_987193245.1	RYR	0	60	11662	canonical	1	6909	6910	1	3022	3023
GCA_987193245.1	RYR	0	61	1199	canonical	1	6929	6930	2	3042	3043
GCA_987193245.1	RYR	0	62	1477	canonical	1	7011	7012	1	3122	3123
GCA_987193245.1	RYR	0	63	4070	canonical	1	7048	7049	2	3149	3150
GCA_987193245.1	RYR	0	64	2837	canonical	1	7092	7093	1	3193	3194
GCA_987193245.1	RYR	0	65	1599	canonical	1	7208	7209	1	3300	3301
GCA_987193245.1	RYR	0	66	400	canonical	1	7292	7293	2	3380	3381
GCA_987193245.1	RYR	0	67	1196	canonical	1	7327	7328	0	3410	3411
